	QinN_2014__LV-6__bin.12	NielsenHB_2014__O2_UC4_2__bin.40	QinN_2014__LD-79__bin.10	QinN_2014__LD-86__bin.44	QinJ_2012__DOM022__bin.32	HeQ_2017__SZAXPI029503-106__bin.14	QinN_2014__LD-53__bin.41	QinN_2014__LD-39__bin.12	QinN_2014__LD-3__bin.24	ZellerG_2014__CCIS07539127ST-4-0__bin.15	QinN_2014__LD-44__bin.54	YuJ_2015__SZAXPI017593-158__bin.24	CM_madagascar__A11_01_1FE__bin.25	QinN_2014__LD-27__bin.7	QinN_2014__LD-22__bin.78	QinN_2014__LD-60__bin.38	QinN_2014__LV-20__bin.9	QinN_2014__LV-12__bin.14	CosteaPI_2017__SID713A062-11-0-0__bin.66	QinN_2014__LD-24__bin.31	QinN_2014__LD-65__bin.37	ZeeviD_2015__PNP_Main_636__bin.23	ZeeviD_2015__PNP_Main_44__bin.25	QinN_2014__LD-38__bin.2	QinN_2014__LD-48__bin.15	QinN_2014__LD-77__bin.38	QinJ_2012__T2D-029__bin.48	QinN_2014__LD-91__bin.8	ZellerG_2014__CCIS82146115ST-4-0__bin.54	QinN_2014__LD-45__bin.24	QinN_2014__LD-87__bin.15	QinN_2014__LD-63__bin.5	WenC_2017__N227__bin.1	QinN_2014__HD-56__bin.17	QinJ_2012__T2D-056__bin.52	QinN_2014__LD-40__bin.12	QinN_2014__LD-5__bin.25	QinN_2014__LV-16__bin.4	WenC_2017__N237__bin.61	WenC_2017__N018__bin.23	LiJ_2014__V1.CD40-0__bin.27	FengQ_2015__SID530163__bin.14
QinN_2014__LV-6__bin.12	1.0	0.7246387730633153	0.5581303565343171	0.7381268738670729	0.47516653685664834	0.448027677724551	0.4902218379202589	0.7234158479321788	0.7073990712554715	0.5981790340438208	0.7988794592984472	0.5892164048595682	0.798029249415356	0.72546902496793	0.7313696013044535	0.4026901359188229	0.4059442843093866	0.7422227499998753	0.583335786501521	0.5613765217334902	0.7554868224952362	0.6972205022325494	0.6488248991747876	0.5069181837640847	0.4534038581766091	0.7707167558705146	0.35226231170271	0.3850038743425717	0.7511434674293275	0.6201373009129278	0.7026540618727269	0.7418585168926825	0.4391284151219607	0.6355787888600553	0.5205669462945768	0.4121327544854309	0.4229180460540332	0.6027084972590211	0.7123835763799321	0.6231514546123137	0.6781611317371274	0.7379622205446432
NielsenHB_2014__O2_UC4_2__bin.40	0.7713653526152231	1.0	0.6283695107772826	0.9099310974116782	0.5642592453910473	0.5084775199529636	0.5737551937191516	0.8258840675312287	0.7363335410024309	0.6800339706278352	0.8348478306015021	0.6588379134726255	0.8492056789796915	0.8221598329724352	0.83799154770839	0.4873228903926751	0.4980738823976805	0.8430717393163278	0.664881562223982	0.6092007501581419	0.8236034253185278	0.8010923075860832	0.7663340243243717	0.588989926189835	0.5134918523074374	0.816749813974165	0.4283905432485502	0.4468146694051369	0.8570694862925118	0.6631458522213954	0.8388179751147624	0.8527233066868918	0.5041175311490369	0.7720547502845492	0.5745853389866066	0.4745127344708926	0.5237037544554581	0.7763637512793425	0.7765204325678257	0.7370686152507725	0.8068215315144495	0.9199135544185982
QinN_2014__LD-79__bin.10	0.45008278528735446	0.47602888130219345	1.0	0.4839601745431721	0.33030665762700956	0.2605151397492098	0.3104522712138556	0.530879616310814	0.43858820405215376	0.41828518777071194	0.48503567915118423	0.39857846697339805	0.4914078327153776	0.5164804081525906	0.5347957728202725	0.2520225562245885	0.25670158468944954	0.5367427862127793	0.40868410623072454	0.4243072893300528	0.503246832934663	0.4976399654776299	0.4306142607967908	0.3918341316799076	0.3214608032285256	0.47065296769663767	0.20702397453874613	0.21939086927569412	0.5258042645990798	0.3545214044730209	0.5161774321070113	0.5349579233466581	0.25173366273092873	0.42414232229328325	0.39093968845371574	0.2524341690992598	0.2825157070748729	0.4262390130947615	0.42720427143917644	0.45045094343038894	0.4475966113356496	0.48124023022960594
QinN_2014__LD-86__bin.44	0.7586709122695633	0.8786023562788374	0.6168439115274887	1.0	0.5616606468202339	0.5170843805883159	0.5698814168032948	0.8262109737791796	0.7323439348615521	0.680300768383011	0.8380226253231511	0.6442919496456042	0.8427714918261545	0.8064595866845065	0.8294756912908557	0.503932174288529	0.5027957284817628	0.8566350024282811	0.6693081168180133	0.6054179130731783	0.8151101137009927	0.7787182060567023	0.7324726568369575	0.5649197231298004	0.5152571439414259	0.8079750187057133	0.441133286733585	0.4457575339536262	0.8459044103430928	0.6583529023215599	0.8054662222766967	0.8367461751367606	0.5135735015300479	0.806037009362857	0.572458933330735	0.4784995838331353	0.5202973016078966	0.7425981017867738	0.743063757379077	0.7139772064664587	0.8100273906004238	0.8854789816501952
QinJ_2012__DOM022__bin.32	0.5440786214957943	0.6069542225860837	0.46900382264001544	0.6257017838034554	1.0	0.2776033058323397	0.34858066421726713	0.5729937995647755	0.5284784110249257	0.4367664727447652	0.566462575434439	0.47554133118825204	0.5803042915147217	0.5697293301210437	0.5820759260518259	0.2611649825378879	0.25926937357493685	0.584280042802599	0.4953006836875365	0.4840110125854038	0.5494032373893157	0.5367064279882836	0.5236805436135745	0.43088711414388237	0.32360638748235365	0.5595605706479977	0.21870345602992752	0.22226272180424494	0.5731137748155952	0.39360908978205067	0.5703486309395605	0.5811641141455962	0.2636353300833371	0.5391722050479872	0.43725779996240777	0.25713267148891	0.28892839819900007	0.5652525393333145	0.511233396996391	0.5272375241450192	0.5617635447773345	0.6172401007563583
HeQ_2017__SZAXPI029503-106__bin.14	0.8040153220477391	0.8572207567544335	0.5797432357170614	0.9028144144724942	0.43507918003047935	1.0	0.8570936102619755	0.876863099043536	0.7802246015927337	0.8697034979611791	0.9209533837979553	0.5974228659535719	0.9505650855731711	0.8568903549536094	0.8776716432878292	0.8206545000008953	0.8233899403844122	0.9073102069980714	0.6332960847834301	0.49453449161997176	0.8741276586600193	0.8056046532034649	0.7794384422942958	0.49072815542673764	0.6884669177362194	0.9128634643658524	0.7243105884375487	0.7955323229664172	0.9039873856353117	0.9550787860554323	0.833019048693525	0.8965896087290544	0.8716581514332633	0.7301217203815829	0.52219512151444	0.7870609640569401	0.8245593299558927	0.6315187200825197	0.8613198880394548	0.692825714393162	0.8268497576158063	0.8829983650035548
QinN_2014__LD-53__bin.41	0.5187522802474995	0.5703683718386068	0.40738538835881843	0.5867180434037687	0.32214755887460444	0.5054010516461869	1.0	0.5721355471511624	0.5019569869423326	0.5592632035240022	0.5966125355929806	0.40051943444054144	0.5886594547047149	0.5918316056691111	0.5818536914006092	0.49211846146454324	0.46666786343911215	0.5843014430435753	0.41570278085917345	0.35346885373311165	0.5691038409531659	0.5239772479478432	0.5211398412762944	0.3532164755438671	0.4460082271065791	0.5757512079041892	0.4283734331300756	0.45226224311411456	0.5929087008700712	0.571866801338766	0.5628477129942561	0.5858188801061045	0.48739455422778344	0.4805967107413319	0.3460559044088569	0.4794039862026217	0.4905519215325586	0.44151241061825797	0.5209027747345145	0.4758041650849031	0.528625652922967	0.5910216723170166
QinN_2014__LD-39__bin.12	0.6740417690017902	0.7229018219719845	0.6133919659547722	0.7489750216292634	0.46626508992706256	0.4552721707505412	0.5037677456426507	1.0	0.6755368729547503	0.652657040540283	0.74474168313559	0.589544221093146	0.7572134349222998	0.7739464189331484	0.8210552105256061	0.4416135407325173	0.4578895324592368	0.8337594100661964	0.6034273956414187	0.6055807916333685	0.7728520549078786	0.7540498209919847	0.6424972141136697	0.5495399626502949	0.5013242548538577	0.7220664047445375	0.37313489733480054	0.39098502525079953	0.8006481573169206	0.5814648020637642	0.7647270761187361	0.8207163017004483	0.44113888241909305	0.6414990834585064	0.5577063171396281	0.439309053700545	0.47722081746296297	0.6141655520796868	0.6593273612856406	0.6759115787340059	0.6963367628674941	0.7409114090471455
QinN_2014__LD-3__bin.24	0.4426871904332054	0.43288096991845215	0.3403554107037866	0.44588734180732836	0.288831068914256	0.27207750055344604	0.29684627876631337	0.45371458296710143	1.0	0.3552086842784797	0.47069546230462733	0.3433894502103095	0.48214937516021833	0.4436354643841481	0.44404137684256934	0.2409077951116275	0.24486700278299825	0.45324185107321696	0.3526776639800466	0.3444154720090575	0.4425154582392579	0.41646680682095294	0.3928295876460231	0.307120235329309	0.27206594766039865	0.4625138283446172	0.2099860085097986	0.23217474468886964	0.45098435332368925	0.36744132457353434	0.42391842283651	0.44498808959174885	0.2617323531900504	0.3842304883345443	0.3229807962815921	0.23861220403907876	0.2510184499701967	0.37495413969820723	0.4209012443090293	0.3810534427465161	0.41416247301853054	0.44568188765529665
ZellerG_2014__CCIS07539127ST-4-0__bin.15	0.7295097179568468	0.7790977369491683	0.6325802406107822	0.8071949572867487	0.4651932182102846	0.5910328641640111	0.6445383689069193	0.854252248842492	0.6922309284222171	1.0	0.8138159828307272	0.6173119037897629	0.8139352476966972	0.8413570394565903	0.8802325178091043	0.5923989336747392	0.5916912549037028	0.8845004962270315	0.6310249293994589	0.5989043453180325	0.8287082702274124	0.7996350251703631	0.7027006798705854	0.5502601008518311	0.6377147147896344	0.7989036151249755	0.4915909142077922	0.5227013978937581	0.8651193470126889	0.7591439946793266	0.8170866392316909	0.8712091571077296	0.5818944980561653	0.6712908170312663	0.5516468591658396	0.5987437028455015	0.6268926451912832	0.6199448582543153	0.7424785551426584	0.7048979524778188	0.7297153890012237	0.7911051532766501
