	QinN_2014__LV-6__bin.12	NielsenHB_2014__O2_UC4_2__bin.40	QinN_2014__LD-79__bin.10	QinN_2014__LD-86__bin.44	QinJ_2012__DOM022__bin.32	HeQ_2017__SZAXPI029503-106__bin.14	QinN_2014__LD-53__bin.41	QinN_2014__LD-39__bin.12	QinN_2014__LD-3__bin.24	ZellerG_2014__CCIS07539127ST-4-0__bin.15	QinN_2014__LD-44__bin.54	YuJ_2015__SZAXPI017593-158__bin.24	CM_madagascar__A11_01_1FE__bin.25	QinN_2014__LD-27__bin.7	QinN_2014__LD-22__bin.78	QinN_2014__LD-60__bin.38	QinN_2014__LV-20__bin.9	QinN_2014__LV-12__bin.14	CosteaPI_2017__SID713A062-11-0-0__bin.66	QinN_2014__LD-24__bin.31	QinN_2014__LD-65__bin.37	ZeeviD_2015__PNP_Main_636__bin.23	ZeeviD_2015__PNP_Main_44__bin.25	QinN_2014__LD-38__bin.2	QinN_2014__LD-48__bin.15	QinN_2014__LD-77__bin.38	QinJ_2012__T2D-029__bin.48	QinN_2014__LD-91__bin.8	ZellerG_2014__CCIS82146115ST-4-0__bin.54	QinN_2014__LD-45__bin.24	QinN_2014__LD-87__bin.15	QinN_2014__LD-63__bin.5	WenC_2017__N227__bin.1	QinN_2014__HD-56__bin.17	QinJ_2012__T2D-056__bin.52	QinN_2014__LD-40__bin.12	QinN_2014__LD-5__bin.25	QinN_2014__LV-16__bin.4	WenC_2017__N237__bin.61	WenC_2017__N018__bin.23	LiJ_2014__V1.CD40-0__bin.27	FengQ_2015__SID530163__bin.14
QinN_2014__LV-6__bin.12	1.0	0.982219231445537	0.9815244277495093	0.9819397824596385	0.9717614550085305	0.9955375307522337	0.9831421266717032	0.983862616792623	0.9965494845665172	0.9840314462724447	0.9971246901740007	0.9850702195173221	0.9967202224490584	0.9843378502066171	0.9839890714050763	0.9871487053913792	0.985363632289874	0.9837046765237437	0.9829371047978726	0.9820139928988133	0.9899957893525541	0.9842166354647813	0.9818649954696467	0.9800634358377756	0.9855131090204159	0.9988166897185855	0.983176180111379	0.9976481935437159	0.9836205888329383	0.9979116602581962	0.98370145291981	0.9830217233347504	0.9976557912611345	0.9843921822583849	0.981931702248608	0.9882368846408314	0.9854075187550353	0.9824094978464261	0.9978662585091067	0.9833753398512332	0.9832870330179124	0.9807611841821696
NielsenHB_2014__O2_UC4_2__bin.40	0.982219231445537	1.0	0.9783644364027888	0.9954851594226815	0.9778418593178047	0.9859983645018631	0.9817084031566817	0.9806874247524122	0.9817441619203612	0.980619970988164	0.9821865302975202	0.9820883138598638	0.9816337406265464	0.9800373030384376	0.9803473588326596	0.9826597581298113	0.9813211249182472	0.9800905541735125	0.98154430957386	0.9794788546210365	0.9819607768637956	0.9805349096793026	0.9815500514633902	0.9772835628595021	0.982828028171305	0.9831912786456352	0.9854427054698286	0.9854178160576212	0.980302736682751	0.9831840860269243	0.9804965903954943	0.9793815690747937	0.9851575684983404	0.9943667733342819	0.9784313530418864	0.9828958558177964	0.9834386557035654	0.9960654549121848	0.9833784766338859	0.9810360806486161	0.990208636033862	0.9878375056534924
QinN_2014__LD-79__bin.10	0.9815244277495093	0.9783644364027888	1.0	0.9791018338907969	0.9717101509659978	0.9847916783909203	0.9792755517762181	0.9961269835997008	0.9819791414237415	0.9976373381187953	0.9824885265862896	0.9966236099806732	0.9822777602177338	0.9969647544930643	0.9978888318302898	0.994801758476326	0.9952483316121665	0.997962168450268	0.994557804478502	0.9978558235303023	0.994318258606284	0.9978168845344906	0.9773512227106936	0.9944956920365224	0.9978754549474047	0.9827921990630272	0.980187683597307	0.985709559680892	0.9959978842366485	0.9817676560022552	0.9956004743323493	0.9976326432607244	0.9850117685955618	0.9802251428762718	0.9965169802341706	0.9936552886321017	0.9956876870063387	0.9802406762252418	0.9831391747279294	0.9954563076408722	0.9815198296771507	0.9786361501540717
QinN_2014__LD-86__bin.44	0.9819397824596385	0.9954851594226815	0.9791018338907969	1.0	0.9771095613104569	0.9851680031422728	0.9821231133905631	0.9805450431094821	0.9819112954185871	0.9807421744752487	0.9822171117247448	0.9822007244173038	0.9825322602535381	0.980503985808837	0.9809335512610189	0.9844829054477144	0.9812148027754454	0.9798922132996375	0.9815728058808177	0.9794620677982414	0.9823774496624385	0.9813223089221988	0.9817659286061903	0.9780933041267733	0.9829294373043987	0.9834250488122762	0.9847194890622084	0.985561277828046	0.9803107231644529	0.9826772955453934	0.9801108530392229	0.9799599992792662	0.9847310379413254	0.9978661455516024	0.9788774820295928	0.9822518907173777	0.9826530473878841	0.9946251183160856	0.9837834131013238	0.9811993617537114	0.9897497402657623	0.9860557712043138
QinJ_2012__DOM022__bin.32	0.9717614550085305	0.9778418593178047	0.9717101509659978	0.9771095613104569	1.0	0.9741733963126619	0.9737266699116668	0.9730518995422626	0.9714598972489088	0.9737811161367651	0.9720115600589767	0.9740995036869471	0.9720381908989905	0.9733964413408858	0.9728839616515794	0.9762688336234236	0.9744855560589826	0.9727983882781095	0.974558980740501	0.9718625892199577	0.9738534623225141	0.9731697968570333	0.972747821842069	0.9703157545340746	0.974387468455249	0.9721110594998471	0.9766632564286388	0.9763442803150081	0.97328963428241	0.9730481709392536	0.9726989991581704	0.9726583939065365	0.9754270929775388	0.9771701033863294	0.9721263959029803	0.976081317880565	0.9759810874704492	0.9778002666379406	0.9728193336920894	0.9730374894035182	0.9803577303861454	0.9784387081699799
HeQ_2017__SZAXPI029503-106__bin.14	0.9955375307522337	0.9859983645018631	0.9847916783909203	0.9851680031422728	0.9741733963126619	1.0	0.9844185147248172	0.9855057295791599	0.9942265914526169	0.9867636257242214	0.9962215795172997	0.9866672778976415	0.9952786673766791	0.9868725534275732	0.9872132009398741	0.9878720856412694	0.9858445256350881	0.9858490887280136	0.984840552184314	0.9846009858364011	0.9906731639599121	0.9875225692443625	0.9852031762128098	0.9837341460875434	0.988704851230392	0.997139171249698	0.985106362250291	0.9968349211086416	0.9860539208026003	0.9967294396221849	0.9858564493721925	0.9860977617760831	0.9974149855021978	0.9883554761503619	0.9835385186184565	0.9875184947596777	0.9876893573754456	0.9848054109604343	0.9965058001852247	0.9860295185835566	0.9858492429264897	0.9841217568156893
QinN_2014__LD-53__bin.41	0.9831421266717032	0.9817084031566817	0.9792755517762181	0.9821231133905631	0.9737266699116668	0.9844185147248172	1.0	0.9815495514427746	0.9818552114241217	0.9816411734450371	0.9839996238074172	0.9813643784719437	0.9838659576383214	0.9839950981037633	0.9813764655803457	0.9843018853578251	0.9822063780111193	0.9813346741083225	0.9811932579368788	0.9805232277133173	0.9834769184165434	0.9821610424878937	0.9815949089889283	0.9768415088939704	0.9826532843828375	0.9842274567710467	0.9817726389922494	0.9855160003957817	0.9802177332488378	0.9848020723372258	0.9806920254790196	0.981105297643733	0.985660089669819	0.9829179719262554	0.9795649958077828	0.9828496027935967	0.9814525883241518	0.9831890090121868	0.9841697840291286	0.9799916047170181	0.9860038210789625	0.9821940934193694
QinN_2014__LD-39__bin.12	0.983862616792623	0.9806874247524122	0.9961269835997008	0.9805450431094821	0.9730518995422626	0.9855057295791599	0.9815495514427746	1.0	0.9812143041392005	0.9975506741153081	0.9848027511317557	0.9965657937338702	0.9832154906443187	0.9968223117188257	0.9984701604974635	0.9962621292019583	0.9949983886952068	0.997506004167042	0.994286235181287	0.9972821239550532	0.9939784465336755	0.9977964503287792	0.980124123170013	0.9942819652274849	0.9982845959867137	0.9845994292140473	0.9822812168415332	0.988009031700234	0.9959893496558416	0.9836651296526264	0.9955166937795337	0.9978137579511273	0.9870576621615015	0.9818058143696428	0.9951967268057487	0.9953611195670379	0.99643365372855	0.9814932172752756	0.9846754042042659	0.9952322767675316	0.9833404564436575	0.9816187770201145
QinN_2014__LD-3__bin.24	0.9965494845665172	0.9817441619203612	0.9819791414237415	0.9819112954185871	0.9714598972489088	0.9942265914526169	0.9818552114241217	0.9812143041392005	1.0	0.9825830167786916	0.997473691454222	0.9837458662475591	0.9970775243803299	0.9831466194288562	0.983713990445873	0.9849074957012596	0.983182889524096	0.9829797780748337	0.9821859785233475	0.9818896537358764	0.9896974818084051	0.9842583833037913	0.9811536763822795	0.9797144928922037	0.9843024024237741	0.9984833420400735	0.9831515454528178	0.9980885931696736	0.9833363516168695	0.9971875479298946	0.9831526823913125	0.9832783903760361	0.9979843630384805	0.9842991739648965	0.9809760085276038	0.9864233418354176	0.9847195376787417	0.9818029151963686	0.9983839263627382	0.9834573414896934	0.9822110489505311	0.9812510440720426
ZellerG_2014__CCIS07539127ST-4-0__bin.15	0.9840314462724447	0.980619970988164	0.9976373381187953	0.9807421744752487	0.9737811161367651	0.9867636257242214	0.9816411734450371	0.9975506741153081	0.9825830167786916	1.0	0.9846018160374927	0.997061370187748	0.984367824889025	0.9965570277859461	0.9988420523500053	0.9959142462275317	0.9970285578354613	0.9988435151641755	0.9948379137535399	0.9982271589512246	0.995495090503873	0.9995481910528137	0.9800322145919541	0.9957770502778778	0.9996451712287282	0.9847456266871278	0.9819801970570289	0.9877685722334976	0.9967225480979212	0.9845698547110399	0.9960604163452295	0.9988328604546194	0.9871950778886951	0.9821491367468179	0.9967839542958674	0.9956248102802793	0.9971659872004832	0.9824875744712038	0.9847730976056791	0.9953892262905183	0.9841158209082606	0.9813512740327096
