	KarlssonFH_2013__S526__bin.12	LiJ_2014__O2.UC7-0__bin.8	ZeeviD_2015__PNP_Main_146__bin.45	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.69	HanniganGD_2017__MG100203__bin.10	BackhedF_2015__SID521_12M__bin.4	KarlssonFH_2013__S229__bin.23	LeChatelierE_2013__MH0409__bin.57	AsnicarF_2017__MV_FEM2_t1Q14__bin.17	ZeeviD_2015__PNP_Main_120__bin.5	XieH_2016__YSZC12003_37192R1__bin.23	FerrettiP_2018__CA_C10020IS2339FE_t2M15__bin.5	XieH_2016__YSZC12003_36522__bin.85	XieH_2016__YSZC12003_35542__bin.22	ZellerG_2014__CCMD63399960ST-21-0__bin.74	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.98	XieH_2016__YSZC12003_35665__bin.48	XieH_2016__YSZC12003_37097__bin.56	FerrettiP_2018__CA_C10020MS2332FE_t0M15__bin.8	LeChatelierE_2013__MH0230__bin.16	HMP_2012__SRS018656__bin.25	KarlssonFH_2013__S193__bin.9	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.47	XieH_2016__YSZC12003_35583__bin.69	FengQ_2015__SID31685__bin.47	XieH_2016__YSZC12003_37798__bin.28	ZeeviD_2015__PNP_Main_139__bin.1
KarlssonFH_2013__S526__bin.12	1.0	0.571392928558997	0.6559381629247739	0.6551365171167202	0.8409292924867207	0.9733132272775402	0.6925984480688896	0.9432076948260985	0.9745124504600335	0.9668071575286753	0.9863140074217148	0.862009007155987	0.927992246429816	0.9395223959797625	0.9716539502760526	0.9772188164446116	0.5982358923928438	0.9845127385007844	0.8926098885606847	0.9902516461934603	0.9765956747638573	0.9720133926778418	0.9881834324639777	0.9390659933815538	0.9740840405545149	0.9900021461064396	0.9476625898758139	0.9823686605171995
LiJ_2014__O2.UC7-0__bin.8	0.8720463921451352	1.0	0.6791915799693022	0.6863137351781715	0.8789543192654825	0.9968899777784795	0.7097593277448283	0.9549303727754487	0.9666219016643541	0.9695108850777753	0.9767166263905477	0.8700780941872985	0.9265061441977932	0.9753910126982771	0.9964887644797447	0.9871339315621748	0.6397754691502265	0.9765500733390667	0.9159489096966691	0.9769073265387118	0.9966064041815341	0.9958299821497232	0.9765624564655709	0.9565934266649578	0.994520466521908	0.9778044840539384	0.9588867816935288	0.9753297162220814
ZeeviD_2015__PNP_Main_146__bin.45	0.885856299649403	0.601018643164237	1.0	0.6950294574815647	0.837072978835431	0.957472524522333	0.732950246360208	0.9639031478111938	0.9873420218247805	0.9525601134796537	0.9930614796515179	0.8819668053384528	0.9050895449362882	0.9303370146282024	0.957752497982383	0.9671981779261473	0.6307177456602744	0.9895303075379703	0.8888521800399195	0.9957965628463713	0.9613225705179728	0.960955482028279	0.9949040447124738	0.938234348196034	0.9580275404030193	0.9947413204118185	0.9305457619633865	0.994405461838412
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.69	0.8600444278042855	0.590346565632734	0.6756035327081202	1.0	0.8230940434680956	0.937234409126713	0.7067061911865504	0.9466855696979154	0.9680420184134129	0.9322622444083118	0.9794743757233099	0.8513452698661573	0.877380431847631	0.9130137464164039	0.9430054434978135	0.9460944061549179	0.6089660869180834	0.9721316984554654	0.8735208262655559	0.981091820480142	0.9390600925730154	0.9383767927300731	0.9799627513709934	0.9088724061368102	0.937651419085422	0.9802514096055022	0.9092079313909439	0.9759955646756883
HanniganGD_2017__MG100203__bin.10	0.8243609985404479	0.564572255783525	0.6076043858149034	0.6146364840304318	1.0	0.9666339228545181	0.6513241359014027	0.8945746022024522	0.9276591090766643	0.9329703675128357	0.9375236133260687	0.819464141548716	0.9079396453328137	0.9318190314459907	0.97801087306669	0.9532585395729517	0.5688852919303073	0.9384037192728487	0.8800677677602039	0.9436620838586263	0.9731768523784337	0.9775726097348547	0.9439038843175699	0.9225419273246449	0.9707166917879314	0.943631461103135	0.9445577000322135	0.9385500721822094
BackhedF_2015__SID521_12M__bin.4	0.78695577443611	0.5281292272892473	0.5732230460493255	0.5772405699058335	0.7972633078837673	1.0	0.6161473756857146	0.8618018371446453	0.8917459696835708	0.9156283908518017	0.9089565721678228	0.7726891037457965	0.9143937435791125	0.9131315430729203	0.9846167673234395	0.9366472438238115	0.5267085956904118	0.9116912305930112	0.8575442065390383	0.9197410389668325	0.994809823646185	0.9754139873333849	0.9156959618768213	0.8930422837169575	1.0041667705379835	0.916987027675255	0.9570474611007386	0.909673612268274
KarlssonFH_2013__S229__bin.23	0.8596952302491607	0.5772572333843784	0.6736543515623465	0.66820976852465	0.8247118203146598	0.9459101925797162	1.0	0.9575093902943207	0.9759571201318141	0.9425921794798842	0.9883111670855518	0.8434007594820697	0.8938764555019143	0.9114716438038157	0.9536953621841178	0.9583030143109142	0.6051196806166902	0.9885085659526233	0.8722159583891246	0.9949310790919853	0.954025199576801	0.9487674404668685	0.9951989775544395	0.9230214918016524	0.9498173808695319	0.9949930180222144	0.9245825542708404	0.9899830146331982
LeChatelierE_2013__MH0409__bin.57	0.8297904234360277	0.5504629100876567	0.6279052337035662	0.6344213088541816	0.8028227878822488	0.9377148588070696	0.6786426062872969	1.0	0.9622266082288782	0.9281515004425663	0.9826385518088113	0.8301348399623105	0.8791986694457927	0.8993143791222911	0.9340212146303858	0.9400126345544356	0.5736887188419039	0.9791226479741884	0.8585304656939725	0.9969070325214858	0.9401568255146618	0.9356237329754733	0.9863985809325301	0.9029352140022271	0.9390985923535962	0.9933561516717586	0.9134814978728264	0.9797558033292408
AsnicarF_2017__MV_FEM2_t1Q14__bin.17	0.8387249279415642	0.5451098902058139	0.6292154839655796	0.6346543901089213	0.8144466034333161	0.9492390873587419	0.6767057903383211	0.9413441713410813	1.0	0.9439806982903253	0.9891480257472517	0.8388401516064099	0.8993559695460362	0.9110518698531247	0.9501507509615066	0.9558752721286176	0.5733648278017245	0.9925198891757842	0.8653894297999822	0.9965719213895275	0.9540900036487494	0.9510159759357122	1.0006358251323764	0.9183989497188368	0.9525931434936165	0.9949741532369993	0.9288165656713786	0.9858955759350139
ZeeviD_2015__PNP_Main_120__bin.5	0.8125456247155115	0.533895008174517	0.5927886951288743	0.5968386184981052	0.7998670255839367	0.9517643829731375	0.6382175290966775	0.8866774978306418	0.9218045651139914	1.0	0.9408874166992	0.7978635443819162	0.9020762761708142	0.908255835957305	0.9501315253358883	0.9625953196415146	0.5434903056536289	0.9406371520289679	0.8639852432494174	0.9507820770944749	0.9575133102276079	0.9646315330074892	0.9450229210387688	0.9233988942665864	0.9582163698325374	0.9466772591586129	0.9310439003101032	0.9454695786927251
