	SchirmerM_2016__G88801__bin.10	ZeeviD_2015__PNP_Main_131__bin.32	LiJ_2014__MH0357__bin.72	LiuW_2016__SRR3992993__bin.100	CosteaPI_2017__SID713A002-11-90-0__bin.13	ZeeviD_2015__PNP_Main_37__bin.27	LiJ_2014__MH0374__bin.7	BritoIL_2016__W1.3.ST__bin.19	ZeeviD_2015__PNP_Main_643__bin.8	BritoIL_2016__M1.27.ST__bin.3	ZeeviD_2015__PNP_Main_113__bin.8	LiJ_2017__H3M516751__bin.15	ZellerG_2014__CCIS56503244ST-3-0__bin.3	CosteaPI_2017__SID713B051-11-90-0__bin.31	BritoIL_2016__W2.6.ST__bin.57	ZeeviD_2015__PNP_Main_81__bin.14	BritoIL_2016__W2.40.ST__bin.16	CosteaPI_2017__SID713B040-11-90-0__bin.117	ZellerG_2014__CCIS48579360ST-4-0__bin.19	BritoIL_2016__M2.39.ST__bin.97	Obregon-TitoAJ_2015__SM28__bin.26	LiJ_2014__MH0390__bin.76	ZeeviD_2015__PNP_Main_134__bin.24	BritoIL_2016__M1.64.ST__bin.10	CM_madagascar__A32_01_1FE__bin.38	ZeeviD_2015__PNP_Main_609__bin.34	NielsenHB_2014__MH0065__bin.3	LeChatelierE_2013__MH0318__bin.72	LiJ_2014__MH0329__bin.68	BritoIL_2016__W1.55.ST__bin.81	LeChatelierE_2013__MH0065__bin.24	LiuW_2016__SRR3993057__bin.3	ZeeviD_2015__PNP_Main_172__bin.62	KarlssonFH_2013__S239__bin.11	BritoIL_2016__W1.11.ST__bin.49	ZeeviD_2015__PNP_Main_80__bin.57	QinJ_2012__T2D-082__bin.3	NielsenHB_2014__MH0053__bin.26	CosteaPI_2017__SID713A084-11-0-0__bin.29	BritoIL_2016__M1.57.ST__bin.60	ZeeviD_2015__PNP_Main_404__bin.46	CM_madagascar__A73_01_1FE__bin.11	LiuW_2016__SRR3992995__bin.82	BritoIL_2016__W2.46.ST__bin.13	LeChatelierE_2013__MH0053__bin.29	BritoIL_2016__W2.59.ST__bin.71	CM_madagascar__V07_01_2FE__bin.18
SchirmerM_2016__G88801__bin.10	1.0	0.9023678709244961	0.9117920154615177	0.814672401269159	0.8524804807467851	0.7655166163063196	0.44923624849538407	0.8983636038794638	0.8965652374065443	0.7859533102853782	0.9124342892018461	0.8384293570611641	0.9102107831566483	0.8784805042207491	0.9120339277027988	0.8904065820995374	0.6180799079820606	0.9028236570610335	0.9035989499313387	0.7968615309980217	0.8628422797392303	0.9077870963619267	0.6755793830781409	0.9018090601676824	0.8569405339283549	0.8834889352861933	0.8234829624664355	0.91370514353677	0.42486636141819256	0.6329793546485623	0.8888586045771621	0.8920073760411681	0.9081189921323097	0.8532101297979805	0.48940085314818466	0.8945849477117449	0.8609193708455974	0.8786206959508716	0.8807848650312269	0.8571602763146398	0.9127798781179619	0.7930144091016383	0.8984209846806303	0.8975628808813692	0.88708175590468	0.9027949666604503	0.8753454259024761
ZeeviD_2015__PNP_Main_131__bin.32	0.5518666540120161	1.0	0.9210126485359553	0.7068070322637761	0.8139941825826813	0.7065589904779072	0.4842601136844893	0.9122063675755948	0.8978207415572078	0.721804787126711	0.9187356089904379	0.8476732324630072	0.9226799519229618	0.8948490254988551	0.9364889406063545	0.8812162980202118	0.5759155413731305	0.9248780328292475	0.9051507352325411	0.765262346060562	0.8814184799903654	0.9057616677340705	0.6645378407284612	0.9143418398639039	0.8445938455329749	0.8941826624374611	0.805831135385354	0.9184760025553886	0.46383893713695973	0.59469932310912	0.8949802244499016	0.8517360133543783	0.9125257911615773	0.8758187971010216	0.5303512223834185	0.9004120205356267	0.8587481785677541	0.8621589525139554	0.8956162801548228	0.8629254096079105	0.9265620850185153	0.7127584400006062	0.8673981373736761	0.9181920704789599	0.8797774961497694	0.9209448557648979	0.870239452042995
LiJ_2014__MH0357__bin.72	0.5548855060582227	0.916479302361941	1.0	0.7101949726314519	0.8107828190437794	0.696101182280006	0.48216857946243835	0.9190959212649293	0.8995315958518217	0.7146028286785241	0.9194887712367155	0.8464682787536418	0.9143233893349566	0.8900289915342816	0.9151420251852546	0.8842560810397906	0.5643908881028362	0.9110270209353322	0.9187034681112964	0.7625773497785359	0.8739003176926136	0.9091052306188061	0.6556622379115302	0.9081865965938717	0.8321625875083233	0.8923182354607814	0.8095848250389079	0.9251787467371627	0.4614324500425786	0.5881563273051365	0.8975447273581514	0.8465793878365713	0.9042025423345448	0.8753895762220213	0.5187742604698485	0.8941765348727762	0.8607358754562418	0.8625949685045432	0.8963443524443601	0.8478123018389346	0.9251962067359087	0.7059418756641744	0.8637802643285083	0.9002716617077625	0.886485405425139	0.9002720585259157	0.8632278934590876
LiuW_2016__SRR3992993__bin.100	0.6680692242086886	0.9477390911448517	0.9569923348599448	1.0	0.882464287719467	0.8080212602698706	0.4756798233301518	0.9513516259347489	0.9403669749298855	0.8304498824963706	0.9563661835516307	0.8835647312655903	0.9559261130761889	0.9226604211950346	0.9560752985715087	0.927942871045448	0.6490686600843245	0.9461445709045506	0.9542631493111533	0.8409634495536465	0.9112667131868748	0.9506238787694069	0.7214268336047012	0.9520013047046902	0.9043999026818632	0.9301330638369547	0.858599420903615	0.9571474022206715	0.44928361552919405	0.6580406436899615	0.9363571468675056	0.9428983159149911	0.944682125278386	0.8942948579128467	0.5182265641083226	0.9386382412153003	0.9000291419695159	0.9183040977886859	0.9204910822899707	0.8930987003751025	0.9563153856231168	0.8428542019244394	0.9612545484197834	0.9446500423761667	0.928960968475875	0.9395600899390691	0.9233250719860119
CosteaPI_2017__SID713A002-11-90-0__bin.13	0.6001007989556567	0.9369373091085351	0.9378571684306484	0.7575275613537905	1.0	0.7495604963568246	0.49819287118205596	0.9341153055594571	0.933809603808695	0.772460586965722	0.9476850666071788	0.8863946196491866	0.9399534745803945	0.9169193525732652	0.9411372655942318	0.9291740452787439	0.6224275840289655	0.9454340735355005	0.938503915828282	0.8086265729181298	0.9005395222790479	0.937711202729834	0.7078813216230284	0.9285667728819597	0.8814138843676242	0.9295912868574869	0.8419806535774907	0.945198141553681	0.46873120921107836	0.6192567316351739	0.92815917054761	0.8897463226282639	0.9366481317767331	0.8913680107445444	0.5321418309239813	0.9357346986175487	0.8889563635996427	0.8926073421665532	0.9122062210765292	0.9009778783931287	0.9494077372837711	0.7624775428556216	0.9015892818946533	0.9395022661404556	0.9141886923401056	0.9402715696453768	0.9034831639121378
ZeeviD_2015__PNP_Main_37__bin.27	0.6032728642392359	0.9104520254483026	0.9014132635993798	0.7765036383714197	0.8391239132546068	1.0	0.4666411107965158	0.90397330405028	0.9058252482062503	0.781231131777337	0.9129051834395906	0.8354071784931937	0.9131246007965826	0.8830829217759137	0.9112228124166586	0.8877287117631855	0.6316100763438799	0.9049342184708306	0.9020304070320437	0.8015999482031156	0.8583560758310497	0.912318871485661	0.6934739522821204	0.9054645199050596	0.8419280362454864	0.8767845645284865	0.824509278476596	0.906351952634627	0.43007549087568075	0.6262895908303071	0.8971867817228939	0.8655459766718754	0.9383843174655702	0.8497104153359887	0.48473970267149624	0.8991687319475269	0.8652093996956933	0.8779726041757127	0.8795141781124249	0.8615604941874955	0.9175345299715374	0.7736044516544428	0.8782911961226333	0.8988280441075135	0.8905369456178962	0.9079685498362592	0.8668881737127729
LiJ_2014__MH0374__bin.7	0.5517037869851863	0.9724322276915734	0.973021604337684	0.7123729857292375	0.8691383649762928	0.7272018943334158	1.0	0.9576265418085054	0.9633265186658627	0.7423967609909535	0.970324565554939	0.9657576973310686	0.9728566429394521	0.9741891466610931	0.9699514004502005	0.962715520865615	0.5234081024874738	0.9697824351345357	0.9734340078332641	0.7973265042517599	0.9352654637297132	0.9753614936854218	0.6960177837996696	0.9713023221920327	0.8745484582115142	0.9534752802141615	0.8783561836901224	0.9724746692163613	0.8204907681675752	0.5897394010299678	0.975021961487119	0.9021186328704004	0.9711381615772873	0.9730520341101735	0.820996863331083	0.9563156592410014	0.970830660718447	0.9156678894630507	0.9731641437982923	0.929957870780772	0.9669844976324836	0.7103574136935578	0.9323738345597332	0.958646739970387	0.9648432025894136	0.9678117069741035	0.9143465967102213
BritoIL_2016__W1.3.ST__bin.19	0.529707199517715	0.8794806670788233	0.8905062454055285	0.6840476102596281	0.7824281263168256	0.6763635007489566	0.4597785733838994	1.0	0.8557370532020584	0.7045297260387734	0.8867480061146842	0.8240182825365482	0.8902540300628385	0.8567005465691024	0.9005298829044134	0.8559961890876879	0.5607223816510262	0.8877380282296636	0.8809901143888852	0.7429575786096784	0.8428879118107524	0.8739799888656153	0.6324684192557186	0.8984906295848596	0.8192177325840692	0.8593668779739111	0.7895305257459577	0.8836941243052544	0.4309818097373577	0.5778926331589356	0.8718676853705875	0.8084843549592611	0.8757297328055266	0.8359258456134524	0.5046971262829918	0.8680640780760276	0.8212915886183213	0.8302140908405846	0.8409605406020565	0.8462493733063894	0.8948596513891838	0.6985346134799874	0.8328877272629406	0.9034845702650415	0.8462901276148117	0.8906700315884337	0.8472824565774378
ZeeviD_2015__PNP_Main_643__bin.8	0.5618354690805288	0.9199545296486876	0.9262667689286478	0.7185982644610877	0.8312771292877197	0.7202984992904452	0.49155214972853856	0.9094605544293752	1.0	0.7305930718188834	0.9321377071714279	0.8541021995996418	0.9275220252121821	0.8966240062043657	0.9147733285825369	0.9011408040423176	0.5879094139726532	0.923604252670995	0.9138400586113155	0.774845350546253	0.8864315866937931	0.9168940252334299	0.6702002076566548	0.910125774881717	0.8476534838878131	0.9076900383237262	0.8260714114972812	0.9298588776488789	0.47310944388305687	0.597305857168016	0.9184018037771283	0.8575766280432916	0.9267240058366149	0.8740943624201112	0.5220497289063213	0.906482589652553	0.8742218493864077	0.8720664207094405	0.9056817099924855	0.8686434773867951	0.9318038711090426	0.7159279845740771	0.8732926655359008	0.9053654442491733	0.8861929572440587	0.9178583497220825	0.8780730181599462
BritoIL_2016__M1.27.ST__bin.3	0.5754384239557504	0.8641145922349286	0.859724385127529	0.7414418173433232	0.8034126746940558	0.7258092236360807	0.44259551182959356	0.8748179897281757	0.8535921308545246	1.0	0.8619023021375286	0.8040734018185272	0.8655405979580476	0.8468502316841572	0.8805597275359939	0.8513173008342158	0.6021214878581843	0.8571158497170427	0.8580286461491162	0.7825095409187736	0.8325562787695581	0.8667045088897398	0.659721234261184	0.8754137899097802	0.8230850609788118	0.8399574728524221	0.7779713385739562	0.8681601136603423	0.41187361015762924	0.611044645866493	0.8503653572748253	0.8253689616749623	0.8640515749080281	0.8151587225051106	0.47102300991759055	0.8609995311892801	0.8145963406029231	0.8373427311900441	0.8333196477522388	0.8318406501860444	0.8696844646057454	0.7495276087502424	0.846728971070273	0.8776819362742055	0.8440917914202865	0.8766278282605977	0.8394690885689434
ZeeviD_2015__PNP_Main_113__bin.8	0.5551635788583321	0.9140277668674951	0.9193019958279078	0.7095861313248891	0.8191126726700992	0.704832422027186	0.4807344246789798	0.9150311161258737	0.9050491994233023	0.7162675883673377	1.0	0.8523545183249105	0.9213150421454297	0.8872713899065207	0.9121670677683276	0.894472969874131	0.5728683886663191	0.9183371301116658	0.9139694464479692	0.7664663935525388	0.8737509710151482	0.9032019894007596	0.6563840229028652	0.8999074808038537	0.8361454090721182	0.9069567135531101	0.8154995838223124	0.9240497540623942	0.4553694062981292	0.5873631949750808	0.9152052839093565	0.8448617329972172	0.9189671493375674	0.893175638092835	0.5246052659768194	0.9063965201356208	0.860591583292271	0.8641602375347046	0.8847041012347265	0.8572165369731624	0.9316337890260806	0.7071473856185813	0.863954330747398	0.9085472343822281	0.886069275136696	0.9169489454319241	0.8652115920363666
LiJ_2017__H3M516751__bin.15	0.5207354291907023	0.8608521932957836	0.8638806407770451	0.6691917228375233	0.7820562664321018	0.6583997907058493	0.488413495260913	0.8679681134205824	0.8465122231347794	0.6820940106558584	0.8700646997552295	1.0	0.8711897368109857	0.8381189931201838	0.860363381299276	0.8455803619881649	0.5426853962252536	0.8710718873569809	0.8581396309489675	0.7296387731993332	0.8332920252772905	0.8860391729965188	0.6267614646054757	0.8635728552614313	0.7905908347953146	0.8479450457061491	0.7659404548421952	0.8705980596553126	0.43361511907249645	0.5563219144907041	0.8461084571360072	0.8024507016699794	0.8594647285898726	0.8517935795941443	0.5066469521944297	0.8549074780540828	0.8666142621328241	0.8157992784859545	0.8500379872123217	0.8233311140377735	0.8703056634154798	0.665691877540243	0.8201755025408504	0.857637859562329	0.8380987440731038	0.8644787976277837	0.8187669788259765
ZellerG_2014__CCIS56503244ST-3-0__bin.3	0.5330815929757108	0.8835929978602833	0.8799215297198358	0.6827120593636758	0.7820208044769456	0.678613640798741	0.4639480846614432	0.8842639745112887	0.8668594435667393	0.6923680893128351	0.8868302597103536	0.821511809303624	1.0	0.8604998680578071	0.894610839270732	0.8600648979920729	0.5527705760126419	0.909009150410663	0.8896779961284227	0.7373456744155497	0.8509614595136049	0.8775855227908658	0.6332178886881432	0.8823652289741236	0.8007974578501021	0.8598403480371546	0.7906056394881025	0.884727968040584	0.44067317632403324	0.5681640864425673	0.874280666821713	0.8184349402784954	0.885200744986483	0.8454722060238199	0.5062864440185124	0.8679420951350946	0.838094136076509	0.8301573644556516	0.8503844272314938	0.836014375779767	0.8938264419792321	0.6838157147543451	0.8404278516794084	0.8805615734688882	0.8556605873967136	0.8811172200410071	0.8284762948951928
CosteaPI_2017__SID713B051-11-90-0__bin.31	0.5293925336103843	0.8817488952405951	0.881337483859864	0.6780303179145097	0.7849410860474565	0.6752863965471307	0.4780329113386862	0.8755702586115436	0.8622412371733562	0.6970279358936979	0.8787853187043253	0.813206266027165	0.8854107315892424	1.0	0.883395719592691	0.8528306439000699	0.5412554845027188	0.8964858316521919	0.8829678046035637	0.7337653611264577	0.8538192886316073	0.8852354789857981	0.6400307595825059	0.8844943883802023	0.8012659053525917	0.8557439237250373	0.7817016634851377	0.8862480932438157	0.45779830861590526	0.570102613149918	0.8652166020013377	0.8158519516302815	0.8832090716405923	0.8316616225876243	0.525983752590477	0.8670638273125288	0.8325646057327248	0.83974171066974	0.8429996015557402	0.8188060975331821	0.8886057515861147	0.6825974950666	0.8451073481137554	0.875762407766441	0.8620329773531198	0.8952512045669414	0.8299782545312229
BritoIL_2016__W2.6.ST__bin.57	0.5380531872169727	0.9033714011383412	0.8871460378862366	0.6878089931727224	0.7887282983506515	0.6821496000110787	0.4659432398871814	0.901007935152402	0.8611929194498171	0.7095302611352945	0.8844417465644344	0.8172322213041223	0.9011491122384762	0.8648162082065817	1.0	0.8615352835005147	0.5711259391930672	0.8959978796509579	0.895981338466486	0.7508447544441931	0.8511839641294797	0.8877330575956349	0.6435840207541856	0.9001285596244305	0.8191271486229272	0.8591314262501674	0.7940364798512985	0.8916356230948786	0.44803029114023385	0.5845404551210738	0.868880338763458	0.821716805689552	0.8904762014670107	0.8395978261036816	0.5105128844286675	0.8744897236929772	0.8396601440544827	0.8402229290052362	0.859219517674448	0.8508204427498065	0.908162574454564	0.7003679836526936	0.8414889066354	0.9055709939943961	0.8547457042928605	0.8874583969976596	0.8466309069339106
ZeeviD_2015__PNP_Main_81__bin.14	0.5592849226444166	0.9050586873592613	0.9126730128252911	0.7107674450417802	0.8290907288798819	0.7075641940348513	0.49239263723274496	0.9118698450430909	0.903254529235553	0.7303551549773876	0.9234058082014037	0.8551631687979352	0.9224105518471221	0.8889183324582177	0.9172835481257644	1.0	0.5845685297483353	0.9112022451017413	0.9104850871279359	0.7772714576041272	0.8795657897215822	0.9110224436451448	0.6630197142672251	0.9068468722328392	0.8305320075262679	0.8955550131021609	0.8067117958766079	0.920661685743096	0.4709278656215519	0.5939964334599452	0.8966543003675486	0.8537390921132283	0.9166671444989355	0.8775326816793374	0.5265172334986087	0.9877534319961402	0.867878285472288	0.8677283826633716	0.8964511533915305	0.863595406584747	0.9207530199682009	0.7162290678748451	0.8656072169601512	0.9097847215452932	0.8835251079013525	0.9037480617075322	0.8670910909402183
