	SchirmerM_2016__G88801__bin.10	ZeeviD_2015__PNP_Main_131__bin.32	LiJ_2014__MH0357__bin.72	LiuW_2016__SRR3992993__bin.100	CosteaPI_2017__SID713A002-11-90-0__bin.13	ZeeviD_2015__PNP_Main_37__bin.27	LiJ_2014__MH0374__bin.7	BritoIL_2016__W1.3.ST__bin.19	ZeeviD_2015__PNP_Main_643__bin.8	BritoIL_2016__M1.27.ST__bin.3	ZeeviD_2015__PNP_Main_113__bin.8	LiJ_2017__H3M516751__bin.15	ZellerG_2014__CCIS56503244ST-3-0__bin.3	CosteaPI_2017__SID713B051-11-90-0__bin.31	BritoIL_2016__W2.6.ST__bin.57	ZeeviD_2015__PNP_Main_81__bin.14	BritoIL_2016__W2.40.ST__bin.16	CosteaPI_2017__SID713B040-11-90-0__bin.117	ZellerG_2014__CCIS48579360ST-4-0__bin.19	BritoIL_2016__M2.39.ST__bin.97	Obregon-TitoAJ_2015__SM28__bin.26	LiJ_2014__MH0390__bin.76	ZeeviD_2015__PNP_Main_134__bin.24	BritoIL_2016__M1.64.ST__bin.10	CM_madagascar__A32_01_1FE__bin.38	ZeeviD_2015__PNP_Main_609__bin.34	NielsenHB_2014__MH0065__bin.3	LeChatelierE_2013__MH0318__bin.72	LiJ_2014__MH0329__bin.68	BritoIL_2016__W1.55.ST__bin.81	LeChatelierE_2013__MH0065__bin.24	LiuW_2016__SRR3993057__bin.3	ZeeviD_2015__PNP_Main_172__bin.62	KarlssonFH_2013__S239__bin.11	BritoIL_2016__W1.11.ST__bin.49	ZeeviD_2015__PNP_Main_80__bin.57	QinJ_2012__T2D-082__bin.3	NielsenHB_2014__MH0053__bin.26	CosteaPI_2017__SID713A084-11-0-0__bin.29	BritoIL_2016__M1.57.ST__bin.60	ZeeviD_2015__PNP_Main_404__bin.46	CM_madagascar__A73_01_1FE__bin.11	LiuW_2016__SRR3992995__bin.82	BritoIL_2016__W2.46.ST__bin.13	LeChatelierE_2013__MH0053__bin.29	BritoIL_2016__W2.59.ST__bin.71	CM_madagascar__V07_01_2FE__bin.18
SchirmerM_2016__G88801__bin.10	1.0	0.9109606458991637	0.9184397116875563	0.8217074179030708	0.8600606149917776	0.7716439729945084	0.45269604998389423	0.9087045371260304	0.9038949827009926	0.7945689071696007	0.9196597057669009	0.8461848939824493	0.9174707586133147	0.8857398276228569	0.9212318093079485	0.8978569574873468	0.6246604425885522	0.9098606298586215	0.9100353804803556	0.8046692322840037	0.8708142987740071	0.9154872086457218	0.6861426669292273	0.9108484925150657	0.8720590709265825	0.8905148231562832	0.830191299766434	0.9207134259337747	0.4279636205720605	0.6406364313314824	0.8963272374926154	0.8990528255480192	0.9151840032759221	0.8601349492114704	0.49407738844324584	0.9020796628095465	0.8683801791063462	0.8850897292278239	0.8875968790060602	0.8671217138080377	0.9204486917829389	0.8070185848590323	0.9056027135902516	0.9079325045285189	0.8938266082599663	0.9124962343849234	0.8905898094305347
ZeeviD_2015__PNP_Main_131__bin.32	0.5571217901119857	1.0	0.9301423408923603	0.714004231864038	0.8223470495389693	0.7132086637566287	0.4884963643135663	0.9230468304486844	0.9070186254656765	0.730653737654737	0.927780360992518	0.8568081089724929	0.9316218184254371	0.9041745193293141	0.9466949428985477	0.8898638641400965	0.5829364797686432	0.9343088048453487	0.9137273183333187	0.7741025234064511	0.8907722872722661	0.9148458990557663	0.6759549409365452	0.9245227189527053	0.8597271859380247	0.9029032054814842	0.8136324882100395	0.9274346178601252	0.46800978768101664	0.6022554256149801	0.9037514126817145	0.8603636404239521	0.9212686659419487	0.8843040593513747	0.53599756265049	0.9094152993130599	0.8678344037944811	0.8709815834955708	0.9045677174014473	0.8737479273357202	0.9357651530800648	0.7259457290953015	0.8763144818917533	0.9296634049038898	0.889042375267283	0.932557757447036	0.8857364807257176
LiJ_2014__MH0357__bin.72	0.5589310671313142	0.9255640571640359	1.0	0.7166234267152266	0.8179322917121354	0.701703857786723	0.48581295738252395	0.9296282686903334	0.9074782761901965	0.7225915717411507	0.9274247374849507	0.8546840017999672	0.9224284001165058	0.8980133695972217	0.9246275663222021	0.8923618854576464	0.5711264794372801	0.9187316422001821	0.9251660485562565	0.770605377838341	0.8823541316309306	0.9166939809828868	0.6667417975703618	0.9180292740688066	0.8472015987009761	0.8996181022092454	0.8161537527489577	0.9321905235063169	0.46480659480025366	0.5954038140573624	0.9051584772658912	0.8535991009687919	0.9119984317746581	0.883062848852759	0.523895595556589	0.9023617029212959	0.8684988289896296	0.8694253993776304	0.9035327132917415	0.858129970643393	0.9330020166298552	0.7192832987969268	0.8712380647019935	0.9102710823532586	0.8941273294217645	0.9107258359569627	0.8786165014448148
LiuW_2016__SRR3992993__bin.100	0.673838264742762	0.9573896281324276	0.9656547184591652	1.0	0.8902181904708433	0.8146426365729044	0.48007036849886775	0.9624180883402713	0.9485999823544038	0.8399180816563333	0.9647371474556922	0.8920089511297192	0.9642441401915884	0.9303335819758255	0.9659156593972157	0.9358272442658496	0.6561579120447235	0.9540187845392494	0.962144314241333	0.850155735754523	0.9201862947188869	0.9589301421539926	0.7339391654702417	0.962334138079464	0.9216016854217965	0.9375672069962115	0.866167777537156	0.9655199702698439	0.45288224772812946	0.6663378169189185	0.9447265066264561	0.9512142041702426	0.9528392031676519	0.9017974445968382	0.5235266595549567	0.9465044341244442	0.9083247110533619	0.9265686534003866	0.9285401477417647	0.9035999689865278	0.964889006526197	0.858403715200077	0.9620625028406736	0.9559763762896658	0.9375345893789552	0.9502800570006229	0.9407476920362216
CosteaPI_2017__SID713A002-11-90-0__bin.13	0.6054368092448615	0.9465517668734973	0.9461271811085499	0.7641836891132537	1.0	0.7556694822440528	0.5031437707071625	0.9448401124762117	0.9418014554341011	0.7812483647710404	0.955552985090384	0.8944943390094713	0.9478645401575512	0.9246615018677183	0.9511639158099214	0.9366013125896794	0.6294954452275183	0.9533933353346241	0.9462850811119465	0.8171908120558489	0.9093015954326505	0.9460032479663489	0.7198863119975544	0.9386494225174585	0.8979800733867807	0.9372237323705105	0.8494290354237641	0.9533791059738529	0.4723509749866198	0.6268643905197573	0.936509969273761	0.897386112327492	0.944237889207443	0.8988517364869268	0.5372354830684377	0.9432092441271756	0.896916543422042	0.9001199856421159	0.9200993851998124	0.9119000603141292	0.9578686988029894	0.7762410068144868	0.9091537936852851	0.9508802466177727	0.9221369378599225	0.9506819535902513	0.92008331979249
ZeeviD_2015__PNP_Main_37__bin.27	0.6081015876669974	0.919020607246528	0.9086684244035265	0.7828667417241888	0.8459628490958412	1.0	0.4706728404989972	0.9138496544048162	0.9135341456057692	0.7898115323090773	0.9199183171356734	0.8425102373355847	0.9202924057443156	0.8904927538317104	0.9201110138777624	0.8945830633437869	0.6383066735249578	0.9124956386304041	0.9088898971924342	0.8096880727910658	0.8665526244525485	0.9197194540978375	0.7049525118148796	0.9142124381379225	0.8569686592880087	0.8841584265257599	0.831618503614734	0.9139087480723903	0.4332418837416877	0.6338489555579649	0.9049763548251007	0.8724589080620719	0.939098066198268	0.8566418456134257	0.4891475764145354	0.9061402431473184	0.8728093592036845	0.8854307388815265	0.8869317180379053	0.8713201987808206	0.9249710826422372	0.787241728556578	0.8851774068979268	0.9089191870972317	0.8984046251328965	0.9178639129360149	0.8822962052102116
LiJ_2014__MH0374__bin.7	0.5559527441648909	0.9809389506693349	0.980375999878281	0.7189482189374083	0.8777756156623641	0.7334848415689911	1.0	0.9688327059194716	0.971388006025095	0.751295867877131	0.9782971659471627	0.9751436805770766	0.9810646736767253	0.982871241222412	0.9796873260798366	0.971532947836163	0.5301627111966348	0.9780665403030325	0.9810590681923194	0.8059821729580221	0.943683299740466	0.9836263800502412	0.7047367144013703	0.9812520570125811	0.887262497627679	0.9617033305385989	0.885124405718555	0.980194222026831	0.8272669980308734	0.5971802811871135	0.9825853615177089	0.9097805292698377	0.9794927356926016	0.9813609635667537	0.8292505387270905	0.9651306838610897	0.9797481856248154	0.9239415844462222	0.9816796753944059	0.9408485261980322	0.9754255563643469	0.7226950848710378	0.940073367783039	0.9692082733746697	0.9740041656756971	0.9787151749271488	0.9275379030843778
BritoIL_2016__W1.3.ST__bin.19	0.5358045823221651	0.8899322248161442	0.900710970444668	0.6920046967418084	0.7914113755271147	0.6837531027100846	0.46515891104487894	1.0	0.8654665676260077	0.711119236341155	0.8970242434308668	0.8340030881000495	0.900423767912672	0.8666638215545692	0.9100621618545824	0.8656807199825295	0.5667186476336357	0.8979004610619497	0.8912267508204688	0.7507920176919836	0.8528746397472925	0.8835541755480301	0.6431460480624017	0.907909104051132	0.8347501222629252	0.8686196438842393	0.7988232770154928	0.8939042319889026	0.43543133437295267	0.5832925790249108	0.8818574891039896	0.81790513627318	0.8857329931502004	0.8450467367333192	0.509980576342816	0.8778155075526192	0.8308292502129989	0.8396229534416629	0.8504785939917384	0.8552376206865794	0.9055468920610608	0.7118201335510997	0.8420720566930877	0.912550097041391	0.856288005314977	0.8999039582429817	0.8630820561086864
ZeeviD_2015__PNP_Main_643__bin.8	0.5664286773758442	0.9293791670769813	0.9344496342717654	0.7248896645254032	0.8383914740639616	0.7264284975865328	0.4956656474519564	0.9198008915098175	1.0	0.738949597292373	0.9398559805892922	0.8621816860886794	0.9357155144691578	0.904199265397218	0.924491349478141	0.9092795392817172	0.5948529589030237	0.9314545077879418	0.9209772856635594	0.7830592704068019	0.8948171236243564	0.9246646009964414	0.6813659411214522	0.9198723986223235	0.8629756193435321	0.9152465013612912	0.8331150663851602	0.9378660398012675	0.47667254114621405	0.6045321616518388	0.9264477840763059	0.8647526732423245	0.9344970332720551	0.8816843316475361	0.5269829024450938	0.9145555383484472	0.8818706587521232	0.8798394481448808	0.9134526943675686	0.8788792097769428	0.9403446806267619	0.7291588434480485	0.8806137680203031	0.9160596393835024	0.8943684675698901	0.9280511778447266	0.8936284711084705
BritoIL_2016__M1.27.ST__bin.3	0.5817463628976894	0.8747081868100915	0.8693354822878345	0.7498952098238284	0.8125525741145827	0.7337809154889906	0.4479009023890251	0.8830002167414123	0.8633555198881729	1.0	0.8712541689303572	0.8139160399147929	0.8750075191128688	0.8563706220860454	0.8896399514575621	0.8610391557205888	0.6083492229295228	0.8664982703653382	0.867403428333545	0.786471516645645	0.8420442057000127	0.8763151286460537	0.6713994907054217	0.884393281589106	0.8389210287865059	0.8491174232405992	0.7867818292402307	0.877433686198537	0.41633829228772945	0.6152181115616744	0.8600418587819897	0.8348053289743166	0.8735729201178997	0.8241912060275118	0.4760376614460949	0.8707576687790202	0.8241028862890528	0.8467442479980064	0.8425879688465251	0.8404449023279174	0.8797567340220045	0.7631130941412028	0.8560397811198179	0.8862709114883451	0.8538098270747262	0.8835750111473832	0.855382395823288
