	BackhedF_2015__SID567_4M__bin.10	FengQ_2015__SID531274__bin.2	ZeeviD_2015__PNP_Main_229__bin.18	ZeeviD_2015__PNP_Main_217__bin.18	BackhedF_2015__SID637_B__bin.10	BackhedF_2015__SID589_B__bin.1	HeQ_2017__SZAXPI029601-32__bin.19	HMP_2012__SRS019974__bin.30	VogtmannE_2016__MMRS17603756ST-27-0-0__bin.30	BackhedF_2015__SID544_4M__bin.5	HMP_2012__SRS064329__bin.52	QinJ_2012__CON-015__bin.17	GeversD_2014__SKBSTL041__bin.16	XieH_2016__YSZC12003_35733__bin.5	HMP_2012__SRS022077__bin.8	HMP_2012__SRS018791__bin.29	FengQ_2015__SID530451__bin.60	CM_cf__CF_TNFC017IS_t4M16__bin.11	XieH_2016__YSZC12003_35551__bin.43	FengQ_2015__SID530705__bin.47	QinN_2014__LD-30__bin.25	HMP_2012__SRS013502__bin.28	BackhedF_2015__SID256_12M__bin.14	XieH_2016__YSZC12003_36119__bin.73	FengQ_2015__SID530185__bin.38	SchirmerM_2016__G89165__bin.13	BackhedF_2015__SID105_B__bin.3	FengQ_2015__SID31004__bin.5	XieH_2016__YSZC12003_35734__bin.24	CM_cf__CF_TNFC048IS_t2M15__bin.21	FengQ_2015__SID31705__bin.14	BackhedF_2015__SID585_12M__bin.1	HMP_2012__SRS053854__bin.1	FerrettiP_2018__CA_C10049IS2857FE_t2M16__bin.6	QinN_2014__LD-2__bin.13	FengQ_2015__SID531248__bin.27	BackhedF_2015__SID282_B__bin.5	KarlssonFH_2013__S370__bin.37	QinN_2014__LD-33__bin.28	XieH_2016__YSZC12003_37229__bin.72	KarlssonFH_2013__S441__bin.47	QinN_2014__LD-5__bin.26	GeversD_2014__SKBSTL042__bin.50	BackhedF_2015__SID598_M__bin.2	BackhedF_2015__SID38_4M__bin.1	HMP_2012__SRS018439__bin.27
BackhedF_2015__SID567_4M__bin.10	1.0	0.704506644154512	0.5817867930426623	0.8018519472129505	0.7836794160987913	0.6227768076953286	0.3913967990920237	0.40318707194786835	0.5986428208437168	0.4984335639164699	0.40683073283617255	0.6591322729525929	0.7068972602062816	0.8338225357695146	0.5582197712686026	0.6340073975938834	0.7364189757489791	0.7433135831828795	0.7111333735930553	0.8204208337299489	0.4732135008429055	0.6194254719204044	0.8214476126869099	0.5976935444524027	0.6356183066261573	0.5484580890572098	0.4747526289754525	0.8807375955583228	0.7646522761567258	0.7890551813065894	0.7658860753897104	0.8623309962928806	0.769227528287136	0.8888977314634929	0.8257305397039402	0.5516622219725495	0.8406760512390787	0.8712817623979399	0.4626903169126723	0.6020201641910058	0.5140235430948075	0.7261298599700289	0.4573202733707946	0.7652983042542667	0.7092915173181823	0.5993939195336114
FengQ_2015__SID531274__bin.2	0.7974280730035391	1.0	0.5971835032584768	0.79310718383885	0.8273763860080672	0.6451030413431201	0.40531164979779133	0.4115571862821925	0.6032465250077569	0.509499891963052	0.41557898678416694	0.6789489270782982	0.7061571640271699	0.8244673366331213	0.5782891068729751	0.6156039500898738	0.741873531418734	0.7327430846049998	0.6998492192785015	0.8195317849411213	0.4939502252879464	0.6175168222653846	0.8175676908883346	0.6043139418296101	0.6669235610626596	0.5412433257010774	0.48492339974318416	0.8202023794033887	0.7338046138547524	0.780003214614367	0.7642857521343921	0.8074581408342572	0.767133570759491	0.8508760412907207	0.8309148168405758	0.5647594661856128	0.8348153333572761	0.8519899699321694	0.48235465203565747	0.6159925298485187	0.5381335101174982	0.7284645859594358	0.45093385724874935	0.7532159390706937	0.7072781577551395	0.5927719454834374
ZeeviD_2015__PNP_Main_229__bin.18	0.8460026291625256	0.767201121856691	1.0	0.8706861993171439	0.8316988050773999	0.6474320282824065	0.47738057959570196	0.4702419041308712	0.6430306770925517	0.5856111592670415	0.47222739079066994	0.7297665672788773	0.7549047193316057	0.8783127372183823	0.6603562227799233	0.6846540412406379	0.79851205738775	0.7622385397709996	0.7470157190033386	0.8734810081582701	0.5628086959021068	0.6530700540203647	0.8793981365924056	0.6756856925453106	0.7106393342682139	0.6073637729238618	0.5603187065367515	0.8690055321331162	0.8039496435200523	0.8257612544947636	0.8267800927921918	0.8433379169711078	0.836952591873195	0.8985420098722179	0.8773786130184389	0.6297767027155406	0.8979981756214007	0.8997945683135995	0.5647155194713841	0.7082234697381579	0.6261551750480677	0.8018650716212311	0.5160828201323053	0.8005852836485151	0.7817129493061764	0.647466821572445
ZeeviD_2015__PNP_Main_217__bin.18	0.7643102350680335	0.6678838522361509	0.570728149659783	1.0	0.7531919514038042	0.5939032637430415	0.38429597590022146	0.39020589524370486	0.5794566840592816	0.494688013771302	0.39129218998209175	0.6446616372856415	0.6730996535359365	0.8128062795867818	0.5341615153191852	0.6482155216693738	0.7020180986321908	0.7236532622556456	0.6553664249152681	0.8644238721077588	0.4517280564496457	0.6110955760882284	0.7967855393396358	0.5680944674825529	0.6151591414354758	0.5390699214853333	0.4560653026255511	0.7903391659080947	0.7484188982561771	0.7380819931897105	0.7163392412694825	0.782340447051684	0.7525503880119865	0.81438093594877	0.7935395458881438	0.5255633759521813	0.8260460854717127	0.8314840045454815	0.452106350783461	0.5809544916378607	0.4994848652518557	0.7050915541699637	0.43049944768035664	0.7660475133716883	0.6890083432988852	0.5513439116923193
BackhedF_2015__SID637_B__bin.10	0.7995632388255741	0.7457805845594577	0.5835426478977883	0.8062032823424834	1.0	0.6253767264139678	0.3773972112029506	0.4012386398312393	0.6088726732384275	0.4923333289108832	0.3840361933318297	0.6777190771231077	0.6981449590702241	0.8317370941849203	0.5481363352924787	0.6079105249890544	0.7351645814814324	0.7433261247396282	0.6841192469451925	0.8187998354848554	0.4714388441484351	0.6054321839385456	0.8154224987727701	0.5790566913881628	0.6620434373051358	0.5313685271914346	0.4484290130418054	0.8377143008769719	0.7373398962493201	0.7855115226938029	0.7545757764716808	0.8198240749339949	0.7646499409602909	0.8600857070834383	0.8437440462765181	0.5519042627996763	0.8529027635890837	0.8631403818343439	0.46019343796850326	0.5881623392992186	0.516018733498733	0.7289114139015297	0.4547909728948032	0.7518947103074045	0.6968930518886074	0.5805500643466494
BackhedF_2015__SID589_B__bin.1	0.7478108417360368	0.684355856576094	0.5346205542286668	0.7481687269529416	0.7360149949533812	1.0	0.39022479938441246	0.38234008214496285	0.5688370042071812	0.49018657499475354	0.4085481477410135	0.6698449538808998	0.6498296141585138	0.7804308613229136	0.5340134609811427	0.6179322354022805	0.6705463589395104	0.7231604824767406	0.6599091108956998	0.7599502083603986	0.4461598229186445	0.6114503282800523	0.7644009763458484	0.5519377017398343	0.5967414332397293	0.5113767525757742	0.4527429122487933	0.768478244576134	0.6979455015139856	0.7281902375408477	0.703412463649355	0.7931592083304186	0.7079556697013002	0.7969660327580521	0.7885179429782045	0.4876389069323553	0.7806494648585448	0.8016741283340162	0.42379605664204983	0.5458486564002119	0.49236761369882176	0.6796352693695223	0.40770246434888624	0.7377975506410706	0.6631406957338584	0.5429456014470305
HeQ_2017__SZAXPI029601-32__bin.19	0.8438273425506123	0.7720029919336661	0.7077717383381311	0.8692139221357114	0.7974815275010064	0.7006350569846735	1.0	0.5178052574150726	0.6607934455570121	0.878980320298386	0.8620492054218144	0.8453872300054613	0.7783333763208861	0.8777983495022602	0.8660156482167829	0.8182770364605468	0.7937999239681025	0.8697936933895984	0.7806490970931816	0.8553902466102445	0.5997391590064717	0.7342685181966311	0.8621680753500774	0.7142860346898335	0.7424671790035337	0.6341598531395679	0.8564757757664587	0.8853735038929902	0.7833303989656073	0.8304589612786816	0.8456238484475699	0.8745787687093978	0.8503248176860511	0.9055410207786878	0.9020500576967718	0.6192360700704586	0.9008344444681188	0.8948169347034027	0.7157147166578262	0.8779273121602815	0.679419017618542	0.842132885365654	0.48190205342194004	0.8793750581733729	0.7821046930071961	0.6796993712229361
HMP_2012__SRS019974__bin.30	0.9000825610411749	0.8117074111017312	0.7219202467309427	0.9138903436095316	0.8779385518259227	0.7108308241821406	0.536174160832624	1.0	0.7037707520254163	0.7111118336331155	0.5492770973813867	0.7986276984745367	0.8373570712776989	0.9145406134134403	0.7209088449466489	0.8223776418662279	0.8365779087090867	0.7959302399843936	0.7908697474746889	0.9257031913151823	0.6785960210455176	0.720005434397647	0.9368669304130027	0.722227963691721	0.7550561380244107	0.7026838724960258	0.6423411570854443	0.8804931831984217	0.8500559115911754	0.845442479571658	0.8571183061400565	0.9136731999428691	0.8964573068843832	0.9184445546290501	0.8918485196491794	0.7003150324960722	0.9174598603545596	0.9195186610015781	0.5803181909494055	0.7682821613574846	0.7146081950252038	0.8261306275916446	0.5928939444785707	0.8646045372575568	0.8476917163755354	0.7268820375739826
VogtmannE_2016__MMRS17603756ST-27-0-0__bin.30	0.792725446816014	0.7057378697752076	0.5855700537529239	0.8050085822838517	0.7902547684711964	0.6273119129814275	0.4058676372132236	0.41745578677363987	1.0	0.5041912678361348	0.4306391666230435	0.6979421804786793	0.7162032968092639	0.8356967905289057	0.5775167581834763	0.63621586028097	0.7212169761156281	0.7334436310637348	0.6929291899591412	0.8319897398314401	0.48792418936678456	0.6416517659116645	0.8038211137958491	0.5893384064779024	0.6474045134823133	0.5557483393349625	0.4738777596244183	0.8242050711241276	0.7483110947026783	0.7705492661665155	0.7475754703725235	0.7987419997410161	0.7707930967029152	0.8495951311036845	0.8198271420581501	0.5738620552847857	0.8187609000515211	0.8525872210757748	0.4580177541692267	0.6086953826486332	0.542219188498913	0.7322733822463818	0.4607350181977479	0.7595768920285323	0.6891890774940282	0.6016663130894293
BackhedF_2015__SID544_4M__bin.5	0.8486174996856142	0.7663768413706865	0.6856558618332144	0.8836099632832854	0.8215794386398698	0.6950351846374291	0.6941407350073415	0.5423340353139341	0.6482536977964658	1.0	0.732382441865202	0.8163039570097397	0.7850575547341181	0.872976639809562	0.8712045668295568	0.7981811676729963	0.7946414496814519	0.7971202264285955	0.7631515091402126	0.874663695795024	0.5461509441314363	0.661797967739593	0.9403552647659464	0.6984721737605674	0.7432619603856229	0.6658061647948168	0.8214908792705542	0.8852040319309662	0.7883608192095899	0.8142024431758806	0.8121567217446903	0.8911472512057358	0.8552346557608755	0.8824082126416729	0.8562415757899938	0.6067379510550078	0.9019576934180905	0.8757786582547074	0.7271804645116039	0.8767032180703623	0.6620751585655509	0.8179316782177604	0.4798261756699074	0.8498511317001805	0.7824990745545907	0.6451860012433736
