	CM_periimplantitis__SP_281SPI_T016__bin.16	CM_periimplantitis__SP_163SPI_T016__bin.7	CM_periimplantitis__SP_162SPI_T016__bin.21	HMP_2012__SRS064449__bin.43	HMP_2012__SRS043018__bin.6	CM_periimplantitis__SP_184SPT_T016__bin.6	HMP_2012__SRS058053__bin.29	HMP_2012__SRS063603__bin.50	CM_periimplantitis__SP_383SPI_T016__bin.1	HMP_2012__SRS019029__bin.28	CM_periimplantitis__SP_125SPI_T016__bin.1	HMP_2012__SRS049318__bin.7	HMP_2012__SRS023595__bin.34	HMP_2012__SRS058808__bin.36	CM_periimplantitis__SP_403SPT_T016__bin.5	HMP_2012__SRS049268__bin.23	HMP_2012__SRS017227__bin.13	CM_periimplantitis__SP_189SPI_T016__bin.27	CM_periimplantitis__SP_304SPI_T016__bin.3	HMP_2012__SRS011255__bin.17	HMP_2012__SRS047113__bin.66	HMP_2012__SRS017691__bin.11	CM_periimplantitis__SP_326SPI_T016__bin.2	CM_periimplantitis__SP_384SPI_T016__bin.17	HMP_2012__SRS014691__bin.18	CM_periimplantitis__SP_163SPT_T016__bin.16	HMP_2012__SRS018975__bin.28	HMP_2012__SRS014476__bin.20	CM_periimplantitis__SP_502SPI_T016__bin.8	HMP_2012__SRS023964__bin.24	LiJ_2014__V1.FI17__bin.68
CM_periimplantitis__SP_281SPI_T016__bin.16	1.0	0.9016883900954398	0.5979694245496799	0.8118688696098053	0.7780214656698149	0.7859392832922573	0.8805147666936831	0.8981585052185851	0.4355693922953504	0.8852273103197313	0.8093903518203021	0.6287133830656499	0.8754621052979804	0.9107108151247995	0.9076414848570058	0.8297591676728915	0.8739899846171659	0.8954820161437055	0.8978318267528987	0.8911922936963461	0.8855508874075789	0.9129830912880229	0.9066097598293001	0.7604904105397224	0.8623763584034934	0.8336183154969647	0.5618611161652083	0.7644431165952661	0.905827178821311	0.8977274136989927	0.679425045900392
CM_periimplantitis__SP_163SPI_T016__bin.7	0.9396523816013371	1.0	0.6105557832887413	0.8340708477043148	0.8004956742964167	0.8055714609679384	0.90416389032681	0.9263351074975451	0.4502206079201233	0.9141624844260127	0.8262004965361514	0.6441460391572998	0.8852919614255296	0.9267805787463351	0.9262117545157157	0.8633464425053906	0.8984648748344296	0.907820848377639	0.9252416290996687	0.9048463716716915	0.9097228543987728	0.9310122862801858	0.9125362719712399	0.780838918781488	0.8932075599756741	0.9072606426959683	0.5850755819809842	0.7908240463979582	0.9305775882175817	0.9228133529333501	0.6979435603548902
CM_periimplantitis__SP_162SPI_T016__bin.21	0.9263965264714809	0.907679544251533	1.0	0.872807323110384	0.8470841851790457	0.806773764993886	0.8858482701626175	1.0020900750264863	0.4796185653116414	0.9040199109676086	0.8305429630537198	0.618390738325009	0.8737834922511069	0.9371199727089053	0.9309978947098679	0.8758655593273001	0.9211168848432724	0.9183837714082541	0.935013881781833	0.8989500776370781	0.9377894373534045	0.9389049448292265	0.9176142073850919	0.7827555196799383	0.8712593863187372	0.8373144858215236	0.604290339449005	0.8082328135372798	0.9391579960584868	0.9663001427817537	0.7475293471358364
HMP_2012__SRS064449__bin.43	0.9236748198121907	0.910595325467171	0.6409640283031295	1.0	0.8886634581004536	0.8180408927529687	0.9136803948136021	0.9654749807109656	0.453646921281921	0.9058254060106513	0.8289797747417151	0.6715077438416229	0.8897043602627073	0.9286711501910084	0.9289281412898248	0.8888598769265511	0.9270992115019101	0.9051943958298049	0.9275567379890476	0.8984567596304033	0.9379334151941136	0.9294532970134929	0.9146372014904307	0.7736078962720413	0.8850896940100491	0.8648738450102561	0.6291465543198028	0.7992452577203184	0.9300066805924085	0.994332669978735	0.7248119319144132
HMP_2012__SRS043018__bin.6	0.9136494528467267	0.9020617492879844	0.6420911039943281	0.9172593047620666	1.0	0.8101043075421442	0.9056637101532321	0.9587030998472779	0.4621423836798516	0.8978855627775525	0.8173822837427372	0.658057126346638	0.8904989328872259	0.9202166275351515	0.9182511490582942	0.8864763183516688	0.9193656081328804	0.9019634146637563	0.9229329697784922	0.8897031508356015	0.9315797396681874	0.9194985419767445	0.9081372508552684	0.7737144265391797	0.8749213930010028	0.8523202115287027	0.6198510898147181	0.7878442622353766	0.9261264170504955	0.9922643428940487	0.7339089348539185
CM_periimplantitis__SP_184SPT_T016__bin.6	0.9418580377722675	0.9263813067601444	0.6240656508248785	0.8616645987664454	0.8267027346457634	1.0	0.9364658046939993	0.9388159634876753	0.45957249905380404	0.9299238892959992	0.8357744466998976	0.6715928737040522	0.9337415035936865	0.9422829742331167	0.952932402272357	0.8800322604823339	0.9157331176027141	0.9459847530815636	0.9384343878901781	0.9510765573208934	0.9277397406648707	0.9488948864533849	0.958519759235709	0.852632530930233	0.9010554653580771	0.8723877402733841	0.6061724808422414	0.8183706350322326	0.9521673927546475	0.9345535906201781	0.719077355160779
HMP_2012__SRS058053__bin.29	0.9375847957883497	0.9238688620233204	0.6088570146928913	0.8551356319814626	0.821207409466306	0.8320882399077532	1.0	0.9293557859279583	0.45734658326292815	0.9233630456858379	0.8350499349153625	0.6615923582654738	0.8974112000616447	0.9370932898151486	0.9654756957726633	0.866081409460802	0.9000828349932438	0.910198611344266	0.9266142503708311	0.9107732275100241	0.9109047727816871	0.9410093760405974	0.923744471933798	0.7886227099977159	0.8999980736048083	0.8673820014145245	0.5899684346387871	0.8016506454799889	0.944310116601949	0.9265327913741527	0.7138114279266758
HMP_2012__SRS063603__bin.50	0.9072832813013173	0.8979399707701731	0.6533994163433268	0.8572307271376334	0.8246810852526176	0.7913597091010862	0.8816536625787725	1.0	0.44447142207441964	0.8910987919069199	0.8110415436356203	0.6445422252994125	0.859199223879693	0.920988613525609	0.9121241124142176	0.8636453113488275	0.9105764666997709	0.8892342025525711	0.9181303771420456	0.8844382761398876	0.928165011197457	0.9173111274369284	0.8983404580383851	0.764281652722713	0.8671322135354254	0.8303249794926499	0.5863833284512525	0.7746797015612737	0.9258571184653871	0.9556221467892878	0.6982498132016686
CM_periimplantitis__SP_383SPI_T016__bin.1	0.9499214845894484	0.9422040904668877	0.6751626390647141	0.8695911449497061	0.8582585473578127	0.8363497605082704	0.9367029389451091	0.9595868274475897	1.0	0.9376600040356808	0.8785654620121814	0.6749642368786827	0.9033251530007766	0.9574224399636112	0.9620499454957631	0.901306185300878	0.9288311067572853	0.9363839172482519	0.9463536270963276	0.9330234802223457	0.940066757826459	0.9626372610578219	0.9382225193244856	0.8116892706126908	0.9145179672343299	0.8720170625879987	0.6150298674199938	0.829152044838894	0.9611729176506927	0.9562466815543459	0.7545032223445953
HMP_2012__SRS019029__bin.28	0.9579843966497603	0.9493279886423452	0.6314859430562183	0.8616182979963563	0.8274401700963196	0.8397588400245456	0.9384307037058376	0.9546398626609827	0.4652845874543336	1.0	0.8540817690733252	0.6713132512125963	0.9087108356971807	0.9653894712347142	0.9612248859284005	0.8831689781187262	0.9246917675462174	0.9390292404792098	0.9564377105017472	0.9418871137270214	0.935793785622028	0.968214341052966	0.9468230842767746	0.8097313129267721	0.9489973949665854	0.8760972941103422	0.6025917201667177	0.8251332863081077	0.9595668831281434	0.9507683925595726	0.717126486482858
CM_periimplantitis__SP_125SPI_T016__bin.1	0.9509323092021201	0.931464463910063	0.6298479835594876	0.8560562446254973	0.8177654943570759	0.819377845146308	0.9213616135410746	0.9432889769861975	0.4732987421841979	0.9272298416677598	1.0	0.6537107752401219	0.8939893020069668	0.954873611131354	0.9500037651882837	0.8720686187346053	0.9152091744278128	0.9235770017441324	0.9360598154814825	0.9238678929034703	0.9244855052396846	0.9493029543367681	0.9299996842100149	0.7986395524527166	0.9037265647393761	0.8633151632634223	0.5980461101961299	0.8124420039546623	0.9529072111857672	0.9420191368730961	0.7134236249775303
HMP_2012__SRS049318__bin.7	0.928461126848508	0.9128188922043017	0.5894623306257886	0.8716232978612153	0.8275354320430703	0.8276003154094942	0.9175454546148485	0.9422637272211676	0.45704759309427245	0.9160783271999469	0.8216844790590844	1.0	0.8908409876622371	0.9482818502904103	0.9266810326073266	0.8874403359279046	0.9166706741687105	0.9076198262194447	0.9296519274558164	0.9054847817972387	0.9261734156817754	0.9314595017110125	0.917663008008134	0.7849238536444987	0.8947126163034343	0.8740232190851751	0.6245901852076611	0.8036194231792392	0.9378974583277038	0.9351158702424271	0.7200488838915975
HMP_2012__SRS023595__bin.34	0.9458034714101752	0.9177815676406763	0.6093256314980048	0.84484308739059	0.8192358251495748	0.8417706179896378	0.910502462107886	0.9188984231117604	0.4474837804664212	0.9071636226770802	0.8220614694914176	0.6517075044869669	1.0	0.919432838454674	0.9227577171920913	0.8715029859131019	0.9004647235615181	0.9697778909524655	0.9205284736718076	0.9353876772868454	0.9114959050494152	0.9423741666862117	0.947215735153361	0.7933432063356978	0.8893933352766619	0.8616696319179424	0.5886850255369004	0.7992658908988565	0.9294728107119842	0.9221172005794246	0.7067165454320052
HMP_2012__SRS058808__bin.36	0.9236036774658238	0.9019269057012462	0.6134545805292254	0.8278161560647886	0.7947073260998795	0.7974253755206755	0.8925120228473415	0.924633233697732	0.4452238341219259	0.904698949160681	0.8242509768727282	0.6512257695198934	0.8631009982082367	1.0	0.9282372047233776	0.8447550819923066	0.8893494399822187	0.8934183887969185	0.926582261228401	0.8967586801969787	0.9038303266167546	0.9331511864534724	0.9063984508428836	0.7732045933724676	0.8809672586440263	0.8369091715427303	0.5742591021892224	0.7825051975814864	0.9349193601654	0.9147670026179245	0.690995262154163
CM_periimplantitis__SP_403SPT_T016__bin.5	0.93171177156004	0.9123611674141111	0.6168761845738505	0.8381391923355286	0.8026767920095254	0.8162682182948079	0.9307535003958307	0.9268965385505167	0.452829287653265	0.9117769722027078	0.8300437642334574	0.6441492398564397	0.8767815035624765	0.9395525096516902	1.0	0.8544918828171262	0.8999508660521562	0.904969320465828	0.9258050857350247	0.9083407794787769	0.9110930234038895	0.9363444767287615	0.9175589660434543	0.7851535886883677	0.8917997245103054	0.8457634439183209	0.5796272399455812	0.7949565010686368	0.9402263769709293	0.9252155844817377	0.6986083313347242
HMP_2012__SRS049268__bin.23	0.9280375360818246	0.9265905053276516	0.6323142837486826	0.8738030777875865	0.8442918596860007	0.8213260999139181	0.9097001934962818	0.9562225502081516	0.46222717862533813	0.9127538157270216	0.8301805637696568	0.6721119653776357	0.9022332141830982	0.9316207149129729	0.9310096435956893	1.0	0.9481965302480302	0.918293925881732	0.9265962865132455	0.9080698991587797	0.9632900495967912	0.9405405061659234	0.9230570446926115	0.7883588890642516	0.8922861062500975	0.8682144056738867	0.6137572561105686	0.8020672363446951	0.9394889085063787	0.9573672249557594	0.7304672527632622
HMP_2012__SRS017227__bin.13	0.8846008565368747	0.8726322552157613	0.6017799351057697	0.8247719755699695	0.7923939190695075	0.7734163851130418	0.8555580202760463	0.9123624450538814	0.4310694991885605	0.8648369953615588	0.7884418792749676	0.6282655075969777	0.8436145312014431	0.887581366294552	0.8873448926399145	0.8580760461604945	1.0	0.8707953990179019	0.8844878514275789	0.864470775099952	0.9970048414318584	0.9030400467087785	0.8807581596490145	0.7478259595755612	0.8427371720889936	0.8091866875795876	0.573372229412928	0.7658398110721988	0.8951950855333579	0.9116629643542125	0.6806046610422211
CM_periimplantitis__SP_189SPI_T016__bin.27	0.9490528486305351	0.9232577032914598	0.6282605492102917	0.8432224675841902	0.8140187934728482	0.8366064595509748	0.9059323849128502	0.9329530009789523	0.4550479040177581	0.9196212818851104	0.8331343837942042	0.6513680953599197	0.9513542355434719	0.9336481830766711	0.9343296697035917	0.8701652933761581	0.9118192460807671	1.0	0.9324221645308124	0.949131734542333	0.9245921899660408	0.9521266600964928	0.9611284191427621	0.8064846410773187	0.8977441368319966	0.8547178979534036	0.5900156730967815	0.8037789638664177	0.9420769236247419	0.9361697931600437	0.703021933022574
CM_periimplantitis__SP_304SPI_T016__bin.3	0.935023513300518	0.9246384722383715	0.6285323781593306	0.8490530082813328	0.8184830260670345	0.8155207162513081	0.9062595549698763	0.946546537817225	0.45190862541934207	0.9204084467010323	0.8297352815782334	0.6555968976224005	0.8873627852494951	0.9514946664427305	0.9392470791399128	0.8627890176522013	0.910077774763252	0.9162344052125456	1.0	0.9201845105056221	0.9214759117863649	0.9437188050420096	0.9261748037328441	0.7903575012165764	0.8963482250903281	0.8576417150067396	0.583649858532615	0.7993580136859467	0.9570876882463643	0.9376246183395132	0.7064697104763381
