	BritoIL_2016__M2.39.ST__bin.9	CosteaPI_2017__SID713B016-11-0-0__bin.25	LiuW_2016__SRR3992998__bin.92	VatanenT_2016__G80433__bin.12	Obregon-TitoAJ_2015__HCO12__bin.12	CM_madagascar__A39_01_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.6	BritoIL_2016__M1.48.ST__bin.83	LiJ_2014__MH0283__bin.10	Obregon-TitoAJ_2015__HCO53__bin.12	BritoIL_2016__W1.9.ST__bin.93	CM_madagascar__A40_02_1FE__bin.5	CosteaPI_2017__SID713A087-11-0-0__bin.38	BritoIL_2016__M1.44.ST__bin.58	RampelliS_2015__H17__bin.51	BritoIL_2016__W3.22.ST__bin.79	BritoIL_2016__M1.15.ST__bin.46	CosteaPI_2017__SID713A084-11-0-0__bin.43	ZeeviD_2015__PNP_Main_623__bin.11	Obregon-TitoAJ_2015__SM33__bin.19	LiuW_2016__SRR3992978__bin.12	BritoIL_2016__W3.18.ST__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.47	CM_madagascar__A68_01_1FE__bin.1	BritoIL_2016__M1.61.ST__bin.83	BritoIL_2016__M1.3.ST__bin.24	Obregon-TitoAJ_2015__HCO61__bin.16	ZeeviD_2015__PNP_Main_683__bin.41	BritoIL_2016__W1.41.ST__bin.57	BritoIL_2016__W2.61.ST__bin.57	BritoIL_2016__M1.16.ST__bin.55	CosteaPI_2017__SID713B016-11-90-0__bin.6	XieH_2016__YSZC12003_36244__bin.125
BritoIL_2016__M2.39.ST__bin.9	1.0	0.8396317597124494	0.8124520686964142	0.7636258106362293	0.5620655101702278	0.7516008478179557	0.7930181118609618	0.47392022028774233	0.5121167848986955	0.6107990581221336	0.8398281914744353	0.432859588232139	0.799075172268524	0.7237387961965412	0.5260218802959761	0.833440429492897	0.4138096146420875	0.8136235550454725	0.7967044931012668	0.6822785516052524	0.7871116609779603	0.8449460736203511	0.8005819779364152	0.8067594549213971	0.8343160249599766	0.815122901279364	0.6853816761490281	0.8114837631210555	0.8055456984463419	0.8464408021093859	0.8284145470329746	0.8153655104899178	0.8129085150149525
CosteaPI_2017__SID713B016-11-0-0__bin.25	0.6574318107734362	1.0	0.8198852656534562	0.7550675356201584	0.5681717043496255	0.7351628564658084	0.7794565109766938	0.45154746183772987	0.4857925436581266	0.5969620930535268	0.8191059443138468	0.4055886407100558	0.7895673848734897	0.6941700533676582	0.49069848552442596	0.8270535200737824	0.397391303864121	0.8363010772546083	0.7952098160000624	0.6589442838086953	0.7853350748003859	0.8536405598653404	0.8221723318117746	0.7980333956716237	0.8336524415954004	0.7967907091101052	0.6596126311245701	0.806176497092425	0.8168547569752319	0.837251448781177	0.8218332908720944	0.9608639953541099	0.8222549365362086
LiuW_2016__SRR3992998__bin.92	0.6634526244707722	0.8550733928241995	1.0	0.7929447514645497	0.5788341963801924	0.7518625220306102	0.8049024851804624	0.4586044978993327	0.4944994540933714	0.5997274527799469	0.8408792403485913	0.414408976306144	0.7993413152114763	0.7081717175115939	0.5059591422826439	0.8497584899793356	0.40820182649567394	0.8207787378360285	0.8197223127876742	0.6818971328589379	0.8983662250295578	0.8654374968817766	0.7994364572806307	0.8215392942546954	0.8521918644248719	0.8123197956998105	0.6811603619575597	0.8353404055604738	0.8263317859210623	0.857231203349929	0.8347199516399824	0.8344287240868392	0.8475299030363083
VatanenT_2016__G80433__bin.12	0.6760909765639741	0.8537849244587573	0.8597165788182608	1.0	0.5769017397758293	0.7774363780458656	0.80249896217277	0.46448366522838486	0.5090095983294126	0.6136150352861258	0.8454338746807895	0.427323475022958	0.8120686727133207	0.7174744946095882	0.5089489011611086	0.8569955845168757	0.4129055388524776	0.8358223365579359	0.8193189966412137	0.6857839683997333	0.8255226875322355	0.8605320594266161	0.820412174656888	0.8225554451335338	0.865384373466846	0.8295268136817078	0.6936799466619702	0.8322157296868907	0.8238492697470218	0.8665501993886254	0.8422625262601738	0.8328365390663328	0.8466927905601751
Obregon-TitoAJ_2015__HCO12__bin.12	0.6734261427788955	0.8694022911117174	0.8492685627757546	0.7806931044917008	1.0	0.7751055565225866	0.8393323541966617	0.4560416293390317	0.4652266746790746	0.6172693492628174	0.8485820889487927	0.40759394115561676	0.8262727535431286	0.7155563991660173	0.4771061191502365	0.8618595907798862	0.39400490873473043	0.8455902036397157	0.8263957485437434	0.6971735408388089	0.8338035374043118	0.8745089243725446	0.8218351449915287	0.8213065644006505	0.8660597210950045	0.8233996073522922	0.6854319869565717	0.8418488574445384	0.839947754787974	0.8662218702134623	0.8337128871097409	0.8464056307026164	0.8523140722027469
CM_madagascar__A39_01_1FE__bin.15	0.6654015424892096	0.8312243213283331	0.8151223692382682	0.7773862591098847	0.5727358349646611	1.0	0.8047104884549163	0.4586777990046935	0.5087767793265565	0.6184809390158572	0.8249578213322641	0.43139570901829444	0.7965392265540854	0.7130639873581924	0.5093604408909015	0.8257767085701706	0.4051494925194776	0.8206026871702949	0.7901126598897772	0.7374104735174573	0.7886362099735057	0.8423283568008679	0.8016629323018625	0.8178419302342036	0.8469036219407691	0.8107313851741786	0.6807185704065347	0.816717689882623	0.7961867025165688	0.8337476512810836	0.8068894706636163	0.8030337193487267	0.8111310801355378
Obregon-TitoAJ_2015__SM23__bin.6	0.6446160962446099	0.809185463058514	0.8012151268918865	0.7367802544478714	0.5694413084240597	0.7388583050706514	1.0	0.4383526085497765	0.4731360633746248	0.5886118090561082	0.796557486959128	0.40388820971189104	0.7621560331032858	0.6782001315492376	0.4891494977972144	0.812141278568504	0.38690114923677765	0.797597522855092	0.7719537949183187	0.677457496256506	0.7718642859988994	0.8216052587356375	0.7708935473308728	0.7833407731607216	0.8163609022730067	0.7740364653562946	0.6489896175428242	0.7906158271403748	0.7794719666726533	0.8114945044410861	0.7930077364580222	0.7880347941381475	0.7917993660458598
BritoIL_2016__M1.48.ST__bin.83	0.7205182444579695	0.8767611395502435	0.8538191393590691	0.7976009241172903	0.5786836296985548	0.7876820003963897	0.8198705738956307	1.0	0.543377942478127	0.6611083899070753	0.8506177793210935	0.4784683155543003	0.8330961655504929	0.8532639777330505	0.5711776068969652	0.8647889818778611	0.4479538675809912	0.8437090413039169	0.8218995060249618	0.7139751138540367	0.8277854073498432	0.8654208292537775	0.8213978084076744	0.840753939730401	0.8699220667565655	0.9257552331273798	0.7193900998696883	0.8493141215728356	0.8369833770136085	0.8632838890259992	0.846980066565391	0.843860252641743	0.8431835819049712
LiJ_2014__MH0283__bin.10	0.7216097268721762	0.8742232581838494	0.8532710621848925	0.8100928511473632	0.5471355588712111	0.8097745215170309	0.8201652811486294	0.5036114896975818	1.0	0.6612412152784208	0.8640567307446861	0.4906610795478718	0.8283347406239161	0.7529151436312301	0.6155433951857148	0.8637834477601556	0.45374184968534914	0.8558217033738437	0.8353905469113267	0.7260653406602536	0.807282440967622	0.8706790881958267	0.8410183745268225	0.8584509259338046	0.885762707283392	0.8549212709760957	0.7488974833440027	0.8574428821044191	0.8421910888725275	0.866053298190276	0.8634015523074144	0.8392945895474765	0.872251216134307
Obregon-TitoAJ_2015__HCO53__bin.12	0.6883920725568026	0.859255656239929	0.8277120226750017	0.7811041652905134	0.580642978816248	0.78734899846071	0.8161094997607996	0.4900838903000715	0.5288884084863116	1.0	0.8291916626132699	0.4595130719542977	0.8092065150596199	0.7418440653267437	0.5363062246162285	0.8599634493705726	0.42529960106569303	0.8388077208700891	0.8010176527930405	0.6980221425554615	0.7984735208104391	0.8571939285120931	0.8181275909211919	0.8286047707979287	0.858882943906994	0.8257483771400433	0.7275136564441002	0.8171235495345099	0.8130977759362346	0.8462067212323928	0.8246842854311914	0.8339244286712264	0.8262143676400824
