	OhJ_2014__MET0249__bin.5	OhJ_2014__MET0026__bin.1	OhJ_2014__MET0238__bin.3	FerrettiP_2018__CA_C10035IS2605FE_t2M15__bin.4	OhJ_2014__MET0067__bin.3	OhJ_2014__MET0254__bin.2	OhJ_2014__MET0232__bin.3	OhJ_2014__MET0204__bin.7	OhJ_2014__MET0258__bin.6	OhJ_2014__MET0297__bin.3	OhJ_2014__MET0202__bin.4	HMP_2012__SRS024596__bin.6	OhJ_2014__MET0188__bin.12	OhJ_2014__MET0266__bin.3	HMP_2012__SRS017849__bin.5	OhJ_2014__MET0197__bin.1	OhJ_2014__MET0276__bin.31	OhJ_2014__MET0314__bin.3	OhJ_2014__MET0259__bin.28	HMP_2012__SRS020263__bin.4	OhJ_2014__MET0212__bin.8	HMP_2012__SRS019016__bin.5	OhJ_2014__MET0076__bin.2	OhJ_2014__MET0296__bin.3	OhJ_2014__MET0014__bin.2	OhJ_2014__MET0288__bin.6	HMP_2012__SRS058182__bin.3	OhJ_2014__MET0250__bin.9	OhJ_2014__MET0199__bin.9	OhJ_2014__MET0306__bin.4	HMP_2012__SRS024598__bin.3	HMP_2012__SRS015381__bin.1	OhJ_2014__MET0190__bin.9	OhJ_2014__MET0292__bin.1	OhJ_2014__MET0207__bin.1	OhJ_2014__MET0317__bin.3	OhJ_2014__MET0246__bin.3	OhJ_2014__MET0311__bin.3	HMP_2012__SRS020261__bin.4	OhJ_2014__MET0211__bin.5	OhJ_2014__MET0262__bin.1	OhJ_2014__MET0243__bin.10	HMP_2012__SRS024482__bin.7	OhJ_2014__MET0216__bin.2	HMP_2012__SRS017851__bin.9	FerrettiP_2018__CA_C10042MS2726SK_t0M15__bin.4	HMP_2012__SRS013261__bin.1
OhJ_2014__MET0249__bin.5	1.0	0.9091930255951716	0.8639325099660966	0.5951771543534145	0.49966422637010544	0.781103535635781	0.9168976565701724	0.8321644126522857	0.6730277374166387	0.5566288513840766	0.8384924183152639	0.8754820051413882	0.7115299355463657	0.8400534629857309	0.6583254163406728	0.8979820982824783	0.7184163220446332	0.46893465221116953	0.7946141164636191	0.8403161208598786	0.5673507879736225	0.8282138333147052	0.8990611378115569	0.7982307849931075	0.8129885250176967	0.7856846801534965	0.6729355277374166	0.8500735814611975	0.8949973920494766	0.8839676241570731	0.8906113781155695	0.8191647107037741	0.9110041540926194	0.7137769643455908	0.6252011847546664	0.8462925189076412	0.91555130211244	0.8357703699564101	0.8434763980477628	0.8361867106292612	0.7227422599754108	0.7018604932752133	0.702991691814761	0.828666964718155	0.8396985954323609	0.6231795573935398	0.8553691181401587
OhJ_2014__MET0026__bin.1	0.9580531659608297	1.0	0.8845694067534609	0.6131099191763545	0.5163232356939202	0.7805090859125416	0.9427324967979703	0.850619059069473	0.6965530948046148	0.5756287510366724	0.8416862550729474	0.8789461028477208	0.7194300632554214	0.8566104123625335	0.6749270035381815	0.9033561196798461	0.7380155758500714	0.4836512462152254	0.8137871300490241	0.866640984998307	0.5747302197990941	0.8593987545208733	0.9197961497126761	0.8243918597290175	0.839276267684773	0.8050565078492666	0.6944822035852918	0.8679119822158536	0.9147867521849865	0.9067294149977672	0.8935512840016293	0.8422491252692894	0.9130421980890876	0.7356924481173046	0.6395201617454375	0.8767412416514132	0.9141016895920541	0.8567061052032369	0.8705305309235095	0.8560465607011587	0.7419458525741375	0.7187626670330802	0.7205332299523499	0.8467422721896976	0.8657743513742964	0.6434509292020199	0.8745147882243826
OhJ_2014__MET0238__bin.3	0.9382186385928427	0.9116384618535823	1.0	0.6092280086159505	0.505477015450145	0.764779900296521	0.9268761919886227	0.8400511211710329	0.6853650728304733	0.5889985297858706	0.8475630201950879	0.8643832408738746	0.7186135582368152	0.8464205318159496	0.6580004784391353	0.8867712590586079	0.7215347680101231	0.4727954753616489	0.801108906604736	0.8534367962178021	0.5666975005348303	0.8426274097072569	0.9128522609283641	0.853644153559744	0.824035042379289	0.7991577245920245	0.6790897316138521	0.8674480835376983	0.8948308849151579	0.9088067697620398	0.8781907110991305	0.8281705569769929	0.889205937702774	0.7695961538753318	0.6393550074016456	0.8615834110080449	0.9006864539517504	0.8509955428286475	0.8579147033045175	0.8446276494325742	0.7326369835474593	0.7123432745163389	0.7112614760909398	0.8491288210015562	0.8575141496098394	0.6400999765837929	0.8642259527437676
FerrettiP_2018__CA_C10035IS2605FE_t2M15__bin.4	0.8874183589719375	0.8675349582611763	0.8364457492504233	1.0	0.48655414103847805	0.7243480869300751	0.8685633262183139	0.841666053302929	0.6627480824860813	0.5596002072012143	0.7943187704579953	0.8700812278755071	0.6705660398320726	0.9195116328483361	0.7099537130263183	0.8296922673117864	0.7044306618912249	0.458457684151468	0.7658452684658361	0.9413733052065554	0.5665911650624311	0.942935646802477	0.924950664724271	0.7830469966239535	0.9028480445732585	0.7960026275113773	0.7377467284566982	0.8157388209251006	0.8389718820175177	0.8958036199107591	0.8896750746104909	0.9115207763657296	0.8404890893006681	0.6922721724047423	0.6172929689073191	0.9498925803356049	0.8468440005388344	0.8577734479698587	0.943493923532753	0.8862566711986146	0.7389278587032148	0.6826689793951447	0.7384327700108184	0.8343286027944389	0.9649646633049704	0.6476468358069251	0.8788990838428882
OhJ_2014__MET0067__bin.3	0.9667234610772077	0.9480083362541457	0.9005361981022678	0.6313541187060245	1.0	0.7938831428723315	0.9550390097409471	0.8777574647407624	0.7245855524750618	0.6220177303079422	0.8449152183491297	0.8936370738054027	0.7623599924674572	0.8661234706280393	0.6940607342787455	0.9161770363769551	0.7519820228120712	0.4845857687203057	0.8564681204954538	0.8775033765793787	0.6029530090075155	0.8656522362010757	0.9321611639760652	0.833277620149011	0.8453314904433117	0.8212264529202569	0.7004201464881321	0.883278025608843	0.9080858601740234	0.9260747613868888	0.9105609671928936	0.8399154481097012	0.9311709409641475	0.7501421361966606	0.6701304949943732	0.8822121167616194	0.9018093419747336	0.8705655083430118	0.8797712485730067	0.8633681458141679	0.7711125187074661	0.7467723144818539	0.7892203548043837	0.8532649878226897	0.870407829519458	0.6599318286869139	0.9036312081531664
OhJ_2014__MET0254__bin.2	0.9403722807804441	0.891734693877551	0.8478195783808029	0.5848660013455932	0.4939964117515138	1.0	0.9095043731778426	0.8305477685579726	0.6887979367571204	0.5521978021978021	0.8555651491365778	0.8736650594303655	0.6925644763399865	0.833564139941691	0.6746725723256336	0.8718501906257008	0.7102993944830679	0.4723901098901099	0.7862340210809599	0.8276014801525006	0.5905898183449203	0.818991926440906	0.8842986095537116	0.7879586230096435	0.8046378111684235	0.793751962323391	0.683897734918143	0.8526754877775286	0.8783942588024221	0.8792189952904238	0.8851597891904015	0.8106402780892576	0.8789958510876877	0.7102977124915901	0.6488893249607536	0.8343143081408387	0.8772835837631755	0.8291085445167078	0.8332159677057637	0.8235299394483067	0.7586706660686252	0.6876525005606638	0.6943423413321372	0.8377545413769903	0.8233802422067729	0.6243827091276071	0.8497662031845704
OhJ_2014__MET0232__bin.3	0.9430962383180927	0.9202167050674689	0.8778749107839992	0.5991760992129831	0.5077293390112232	0.7770495729607257	1.0	0.8338311865608369	0.6831502708813343	0.5702739470116831	0.8321876960955725	0.8588365754467986	0.70976849345909	0.8433807714968649	0.6641033133265952	0.8929077470624583	0.7269947260769389	0.4764072177541039	0.8074677984125539	0.8483572280528638	0.5647265080497981	0.8345429985198527	0.9029248477939098	0.8133414446046473	0.8229236023624875	0.7924272979407271	0.677092205036333	0.8733434564554063	0.9042636865728122	0.8992632794125395	0.8754079985438032	0.825104544387655	0.902110048236517	0.7270646618414183	0.6287239597055033	0.8523689542687162	0.9038229954541753	0.8465594956960765	0.8519182038962843	0.8441883858729756	0.7323141552861379	0.7014561967398437	0.7075200107298707	0.839808299363393	0.8429271470519202	0.6279541872841452	0.8663144331131475
OhJ_2014__MET0204__bin.7	0.8860509051961382	0.8595103858302466	0.8236278257937512	0.6010452771620824	0.483058873698982	0.7345526580684191	0.8631624096911276	1.0	0.6721241241836872	0.5400601976506056	0.8176045896989622	0.8657527929428915	0.6787414029920315	0.8427730588241127	0.6737887330229237	0.8359331379636931	0.7153960202113363	0.4695922526516222	0.7688603602933519	0.8599140175237642	0.5781126499362818	0.8440851097590606	0.9051331637485187	0.7768358052055596	0.8299505625554746	0.8098240185650745	0.7041835879584865	0.8177796289960282	0.8450173303779958	0.8982823339234092	0.8854231438644511	0.8372407261403587	0.842201329901968	0.692756943308094	0.6391879763374638	0.8541357372724613	0.8553486158011395	0.8700172064124878	0.8613039187976337	0.8506894961545899	0.7722411476230854	0.6718925566150474	0.7207766191134979	0.8665793949491494	0.8453054262182089	0.6541783814071572	0.8619926711591767
OhJ_2014__MET0258__bin.6	0.9481327378878744	0.9312298546748308	0.8890658080075474	0.6261847731028705	0.5275964302139365	0.806003265896314	0.9356582998575681	0.8892750930465538	1.0	0.5868687087375519	0.8673559295568866	0.8886419894019106	0.729454802632399	0.864059198143071	0.6967020220608738	0.8994828232092515	0.7575744454438516	0.49080490763575474	0.818244144447353	0.8761800166247112	0.622874920369995	0.8602487670880578	0.9279068806228954	0.8429463397096384	0.8565085350900155	0.8172338028797358	0.7143436355369933	0.8766189247472671	0.9081127147549889	0.9183079796645798	0.9062527677782393	0.8538626211015741	0.9073123142923312	0.7431442748076579	0.6769091683248734	0.875929399430666	0.9124158513407036	0.883925531265807	0.8779094064768144	0.8718880331601976	0.7932559044295605	0.7338766871556064	0.7369608532006505	0.8768583888201114	0.868200942504348	0.6708864828763506	0.8816739129151174
OhJ_2014__MET0297__bin.3	0.946548478577815	0.9289366794088695	0.9222891933607501	0.638223599129824	0.5467086074411613	0.7799748640448931	0.9428129303661186	0.8625212139066611	0.7084054982328014	1.0	0.8718462256074719	0.8809819653085808	0.7384062980851851	0.8663193248295562	0.6979630689939995	0.9054487369855702	0.7705975847625746	0.4838370423517877	0.8161978818958561	0.8788057332785316	0.6110436648127514	0.8737611197299825	0.9237511017768602	0.8707042581448334	0.8562411847952022	0.8196823873297047	0.7060091088139773	0.8958956485654528	0.9001641677219174	0.9213491688266642	0.9013512753685855	0.853193826406691	0.9057781811356795	0.7763565219250625	0.6671014379128446	0.8834337900411252	0.9102771528106101	0.874113529938633	0.8823710158838013	0.8595918535430689	0.7592808614330979	0.7356590823238167	0.7491607489469271	0.874838148682263	0.8745617640467146	0.6585224271480986	0.8856923831087015
