	NielsenHB_2014__MH0144__bin.34	WenC_2017__N035__bin.73	XieH_2016__YSZC12003_35365__bin.50	ZeeviD_2015__PNP_Main_287__bin.55	ZeeviD_2015__PNP_Main_699__bin.32	ZeeviD_2015__PNP_Main_474__bin.23	ZeeviD_2015__PNP_Main_432__bin.52	BritoIL_2016__WL.10.ST__bin.22	BritoIL_2016__W1.55.ST__bin.61	ZeeviD_2015__PNP_Main_405__bin.13	ZeeviD_2015__PNP_Main_566__bin.19	XieH_2016__YSZC12003_36033__bin.58	ZeeviD_2015__PNP_Main_323__bin.18	ZeeviD_2015__PNP_Main_86__bin.59	LeChatelierE_2013__MH0421__bin.43	ZeeviD_2015__PNP_Validation_54__bin.2	BackhedF_2015__SID272_M__bin.42	ZeeviD_2015__PNP_Main_538__bin.6	ZeeviD_2015__PNP_Main_529__bin.29	ZeeviD_2015__PNP_Main_680__bin.22	XieH_2016__YSZC12003_35742__bin.40	BritoIL_2016__WL.2.ST__bin.2	LeChatelierE_2013__MH0077__bin.34	NielsenHB_2014__MH0077__bin.17	ZeeviD_2015__PNP_Main_67__bin.35	ZeeviD_2015__PNP_Main_77__bin.12	LiJ_2014__MH0252__bin.34	XieH_2016__YSZC12003_37337__bin.27	CM_madagascar__A90_03_1FE__bin.27	BritoIL_2016__WL.7.ST__bin.64	NielsenHB_2014__O2_UC40_2__bin.7
NielsenHB_2014__MH0144__bin.34	1.0	0.8783242715796937	0.8402889063975363	0.6827673080180233	0.8513694116614449	0.8497943191067573	0.8746680271297178	0.8757274603021133	0.6894050511305079	0.8682558849969864	0.8644131254512877	0.8497387760083988	0.8283306830361091	0.8684602287415648	0.6391042612527917	0.8845032698427718	0.7563989420754056	0.7968404891358385	0.8648444416101464	0.8660595326013987	0.8445513249086111	0.8781322707458615	0.8490969446495883	0.8282449683781483	0.8919467307400879	0.5726287725592407	0.6408658689032021	0.8796538773539816	0.7653228665450204	0.817415435632749	0.8859816762632798
WenC_2017__N035__bin.73	0.8358062867982197	1.0	0.8260021285300678	0.655946801103808	0.8170730036221553	0.8102965521336523	0.8589173468675306	0.8455921744220114	0.6615134749264769	0.8386264912597805	0.836634991024546	0.8199826037364772	0.8151950423911575	0.8446668967897825	0.6306328233430972	0.8666510496158923	0.739774474996297	0.7678623280846557	0.8610080306007193	0.8497200350013344	0.8339890102074176	0.8590485039931145	0.8205822723852914	0.802967413653261	0.8508873986713327	0.5581420842759572	0.6258550498429704	0.8806887771914496	0.7432759134832787	0.7976023694415643	0.8686171014536256
XieH_2016__YSZC12003_35365__bin.50	0.9018740837126051	0.9316390725552421	1.0	0.7219145033943112	0.8884852481409301	0.8968790294566158	0.9015156644665956	0.8919627243984151	0.7042467160848549	0.9003881525879782	0.8955167419322552	0.9084742968506209	0.867395182609822	0.9071981182621598	0.697502252079862	0.9247952520857498	0.8201552315962389	0.826383041985834	0.9246819121188391	0.9049158634739141	0.8923910611564798	0.894485642622893	0.902363506296992	0.8846051942087693	0.9213847494450758	0.6121962636081558	0.6754900113634357	0.9350944695983938	0.8125371666774609	0.8503456133016963	0.935123908550838
ZeeviD_2015__PNP_Main_287__bin.55	0.8961549054161814	0.9047492615279936	0.8828336084415316	1.0	0.8870988355452992	0.8804116362667607	0.9038825356995639	0.9010114501412142	0.7098538536448386	0.8970261313787151	0.9001762252515125	0.872080087986622	0.8766783250140854	0.9134165198122904	0.6774411877473948	0.9139610360388739	0.7763640356482623	0.8463249204826304	0.8991276940052813	0.9117316696037542	0.8753687859898225	0.9045611559224465	0.8887431845468995	0.8629340154336599	0.9194178986533798	0.6270864871773179	0.6899353600737302	0.9049652679649853	0.8201683410165623	0.8341259569535172	0.9096688081304822
ZeeviD_2015__PNP_Main_699__bin.32	0.8099908273998484	0.8169061589508528	0.7875805864462111	0.6430188423213072	1.0	0.7886798632069132	0.8213371902616474	0.8060047259114864	0.6406584961372002	0.8066186246840803	0.8226954657606278	0.7877149787386174	0.7794987819883015	0.8274716112592035	0.5928709455606833	0.8224664769517218	0.6884721423044756	0.7584370306871099	0.8101493581137063	0.8222309642451262	0.8059323106471314	0.8124072791040862	0.7956682624120416	0.7817456123526088	0.8366507353085086	0.5348584901352144	0.5786468914279899	0.82361859728371	0.7603661472339327	0.7607060423035621	0.8194615696758798
ZeeviD_2015__PNP_Main_474__bin.23	0.8831666572834929	0.8849568243348696	0.8684512275685725	0.6971147096572813	0.861524307290156	1.0	0.8898006800069269	0.8791922298768333	0.6872124918312938	0.8706803846293635	0.8702784522181466	0.8759824717560527	0.8450956763047304	0.8818218940566026	0.6570611471749638	0.9593520906542875	0.767647434010751	0.794946768898128	0.8769538084164933	0.8736136360559028	0.8485420329370783	0.8795122079843446	0.8643656273673214	0.8431978996893575	0.8975742238749277	0.590958943744428	0.6674101941176764	0.8962992999677172	0.7701267298593736	0.8322039080087883	0.8901684054044231
ZeeviD_2015__PNP_Main_432__bin.52	0.8420168766177055	0.8689167503368259	0.8085996420831526	0.6629475528376232	0.8310687930439237	0.8242167515910533	1.0	0.8479421101515172	0.6710934287074132	0.8452382602679953	0.8336465600837559	0.8392575766877443	0.8883500112550392	0.8584069861777557	0.6166725087251308	0.8711637974568233	0.7260510259248771	0.8171297075604157	0.8505647653241815	0.8568418426050433	0.8279622702041156	0.8519728004319823	0.828937926973609	0.8089996745610369	0.8612527617753785	0.5541103337102616	0.6235027662311858	0.8778970173816092	0.7499156697210401	0.8059697255948833	0.8595747377509857
BritoIL_2016__WL.10.ST__bin.22	0.8866912681082695	0.8997330408006693	0.8414588678013879	0.6950617755390389	0.8577860785464089	0.8565613294498697	0.8918506278227725	1.0	0.730446887616773	0.9006960379644449	0.8844396460447339	0.8447852696843355	0.8481200031937902	0.8791865555320264	0.6469445495540845	0.8991234434612354	0.755048792087732	0.8080920922449915	0.8843341121089777	0.8880340485803255	0.8613624292245686	1.0186781180244324	0.8629121117548836	0.8424121447342385	0.904966690851527	0.5951808483678691	0.6356052058779625	0.886757921120326	0.7852030313234442	0.8314234236736223	0.8910938384150469
BritoIL_2016__W1.55.ST__bin.61	0.8942981242811613	0.9017700445379818	0.851168243627297	0.7015626097994234	0.8735190698526697	0.8577684398541552	0.9043016022821379	0.9358215420798089	1.0	0.9036940640041131	0.8959188193654383	0.8465062990956309	0.8619064604535278	0.8965050092998722	0.6617159264869789	0.9080847066693114	0.7671126987953307	0.8507724097565488	0.8988079618647422	0.9025323583070408	0.8875440420775852	0.940528851841606	0.8730903239522189	0.8543945120524742	0.9173472192448202	0.5740845341035341	0.5771533584947283	0.8873874875579185	0.8135142131045029	0.860150559193175	0.8918750872835922
ZeeviD_2015__PNP_Main_405__bin.13	0.8693581365458318	0.8824067373485902	0.8399694331119317	0.6842986986415174	0.848901253571973	0.838843429148947	0.8791289672758531	0.8906883591787862	0.6975326781454989	1.0	0.8572542805315289	0.8455630637743928	0.8373404884934753	0.9050716866303509	0.6286521320610404	0.8857614052529458	0.7528668472850258	0.7970268002674946	0.883985889247898	0.8859694413509851	0.8512583094286353	0.898662389682508	0.8634678999614137	0.8387589788517231	0.9231248257783503	0.5740519252608004	0.6245937116798194	0.8717488352038273	0.7736622180355626	0.8310458517052782	0.881382348377387
