	QinJ_2012__T2D-016__bin.5	QinN_2014__LD-71__bin.17	QinJ_2012__T2D-028__bin.33	HeQ_2017__SZAXPI029601-32__bin.70	HeQ_2017__SZAXPI029590-113__bin.62	ChengpingW_2017__AS94raw__bin.16	HeQ_2017__RSZAXPI003095-129__bin.28	NielsenHB_2014__V1_CD17_0__bin.10	YuJ_2015__SZAXPI015239-25__bin.25	QinJ_2012__T2D-041__bin.54	QinJ_2012__NLM007__bin.18	ZeeviD_2015__PNP_Main_45__bin.54	QinN_2014__LD-89__bin.1	HeQ_2017__SZAXPI029469-27__bin.4	QinJ_2012__NOM029__bin.6	WenC_2017__N209__bin.5	HeQ_2017__RSZAXPI003082-116__bin.21	BritoIL_2016__W1.14.ST__bin.44	QinJ_2012__DLM012__bin.15	QinN_2014__LD-51__bin.42	YuJ_2015__SZAXPI003434-7__bin.2	QinJ_2012__NOM002__bin.37	WenC_2017__N217__bin.20	ChengpingW_2017__AS43raw__bin.55	WenC_2017__N216__bin.1	QinJ_2012__T2D-031__bin.3	HeQ_2017__RSZAXPI003096-130__bin.26	SchirmerM_2016__G88708__bin.9	HeQ_2017__SZAXPI029473-40__bin.36	QinJ_2012__T2D-044__bin.17	YuJ_2015__SZAXPI003412-1__bin.59	QinN_2014__LV-22__bin.8	ChengpingW_2017__AS25raw__bin.29	QinJ_2012__T2D-102__bin.13	QinJ_2012__CON-069__bin.11
QinJ_2012__T2D-016__bin.5	1.0	0.3161417499093498	0.4976594990641072	0.7323414954394664	0.2507010224932102	0.7954849537760891	0.5288910123191994	0.2843548867205749	0.44114606455114225	0.7604623655583249	0.7918035817849323	0.5925259126279057	0.5982120124412055	0.38467022295676506	0.5821837589706101	0.7626977771990747	0.5132916598743098	0.305242537549345	0.7891269659814845	0.5209401100378902	0.32654746977443905	0.7348554364315708	0.6959607775992683	0.7828024700598035	0.5430170641092545	0.3664407332259543	0.6129132358856533	0.772748073106607	0.7968758917638358	0.32826068160062444	0.3805151801914026	0.8099240520518386	0.6278550540090626	0.3809512580470205	0.5740281461599005
QinN_2014__LD-71__bin.17	0.5212734065512986	1.0	0.7880909044804211	0.6811113427739053	0.6390158964504877	0.7364564608561881	0.840688376601056	0.6750604358140662	0.7706352381650052	0.7324358591465167	0.8384845120899803	0.30416204123722956	0.8534821735479908	0.4723939344419337	0.44712302984881186	0.7154687508804751	0.8084367832932307	0.5688359695933191	0.7749488620034825	0.9532038025256253	0.8387059691988662	0.765757546728577	0.7316080716326404	0.7582539262147739	0.40218188785141523	0.7674858137844371	0.5278810555558686	0.7084779190920822	0.8797707665346188	0.7155769436664957	0.5423648012802813	0.7213956869396656	0.7972016386699049	0.8595505491347395	0.3192740940262931
QinJ_2012__T2D-028__bin.33	0.4674242686871099	0.44892269133928836	1.0	0.5552546803639776	0.4019091237084943	0.6310566111866509	0.6364957969490486	0.39490318281441994	0.5961495251265024	0.6157299518899285	0.6544423815448379	0.3645445335942345	0.6637649116184474	0.44662150970868175	0.41327636392116984	0.6036635941446178	0.590201890249461	0.4014164031333819	0.656809045258391	0.6321402754612956	0.44864150357134147	0.5899091468198177	0.6262167148794552	0.6427217306786126	0.3686516083555138	0.5281666043944897	0.5182123648148077	0.6118427556914844	0.6743540706102288	0.46409110226889	0.4687249226091657	0.6468766330396911	0.6519505314962399	0.5240190848172729	0.3609122039343176
HeQ_2017__SZAXPI029601-32__bin.70	0.7024590255290999	0.39622488738125944	0.5670490447977059	1.0	0.31427365091894666	0.8469132532474387	0.6258137035912774	0.35054701467731475	0.5301092455872007	0.8367328206839536	0.8966966043589403	0.6178751559550745	0.7084398985365956	0.4053910792713989	0.6248761701957478	0.8147597914873279	0.6203192989610425	0.38535540055294804	0.8672619894458653	0.620550732030009	0.40889797866488686	0.8332170704507176	0.7753299560277169	0.8578689538110732	0.5733567432581187	0.4275365359386709	0.6626220514410807	0.8317117720757973	0.8936338859972504	0.3853281924159449	0.43235204837934565	0.881047008448946	0.7009317639592494	0.47628302756413743	0.6072341519158134
HeQ_2017__SZAXPI029590-113__bin.62	0.3490741520614767	0.5396218567970462	0.5958137102488296	0.45620727116473686	1.0	0.47603092869355346	0.5298663465111952	0.47298497867454303	0.5112794370060324	0.4827742746893973	0.5434334580550174	0.179061032729806	0.5393477641223158	0.274955400458439	0.31269501146573436	0.46524661916678683	0.5361566782251929	0.39601061918772446	0.5015443884997185	0.5855504623172537	0.5404203420543341	0.5031922755354681	0.4919064144823717	0.4954068063492426	0.26814353129391255	0.5031404073036181	0.3508909677422425	0.46642769211588603	0.5466707019199335	0.4728455530604874	0.33476946474364006	0.500167739006671	0.5226452417559252	0.5358978129212807	0.2348745811878206
ChengpingW_2017__AS94raw__bin.16	0.6346461841150254	0.3563387593445598	0.5360299614847905	0.7044193517251683	0.2727553561661689	1.0	0.5574082748534345	0.31243561939796743	0.4919763161180944	0.7446541947114794	0.8005786824341089	0.5486737800472347	0.6376865571939683	0.3650596214134313	0.5415018695935971	0.7649388898916525	0.5417314448902046	0.3472228205479161	0.7836574562075579	0.5506976962309844	0.3583561318143919	0.7304597886053219	0.6974072169530178	0.7918398251519642	0.522179373014051	0.4057893327647573	0.6207805996332248	0.7479691311202129	0.8102091207375202	0.36529928493566166	0.38191731908403276	0.7673254368883332	0.6455878190946662	0.4192500249479093	0.530108173044152
HeQ_2017__RSZAXPI003095-129__bin.28	0.583412405711608	0.5624200558463986	0.7475255717620944	0.7196928485772438	0.41977273147095734	0.7706961347461183	1.0	0.4573207073877163	0.6883534209217784	0.7645520507360045	0.9022152706386447	0.47354157171384054	0.8321011613743778	0.5017863383287473	0.525962317440822	0.7483979125646103	0.7895785055829434	0.449857556623928	0.7947511020182588	0.8561436881769925	0.5531526600174242	0.773142006451703	0.7812377362416889	0.7837654134590047	0.47700982382410234	0.572375070354625	0.6525904638900293	0.7510944785803388	0.8487378389698085	0.5398526671424204	0.5298083074439622	0.7725539115286585	0.7925159643267652	0.6401130499394375	0.4655751474101393
NielsenHB_2014__V1_CD17_0__bin.10	0.5548367823112875	0.7988467768232416	0.8203821893902667	0.7130885562571393	0.6628119200625757	0.764126717181585	0.8089393134141047	1.0	0.7863176278304614	0.7906400475319464	0.8204642100047812	0.29075841061386765	0.798453344607278	0.4599836092137824	0.48909092485244626	0.726855349644544	0.8030311618320071	0.6084949350603451	0.7936894806227965	0.8387027939688841	0.8330146976940205	0.7545289716148659	0.7617701248913894	0.8067014176229625	0.42974200849146754	0.7696287666966964	0.5546674064081439	0.7316578900163574	0.8225233942130789	0.6891605423496439	0.5446548899290021	0.7828654268439468	0.8382760200397034	0.8134951251081105	0.3585327779048468
YuJ_2015__SZAXPI015239-25__bin.25	0.5386117841747452	0.5706352408654474	0.7749428666683079	0.6747633196708486	0.44832213476915295	0.7529011047794217	0.761895562314241	0.492024700125637	1.0	0.7278604949455204	0.7897134550091442	0.4059089029524069	0.7779905340386141	0.5196293729374314	0.519848017201128	0.7167108892771262	0.7057294394069566	0.4947039268760116	0.7926651525690492	0.7613368511136879	0.5869976762788082	0.7142811840337947	0.8070264088055222	0.7554084203911646	0.4348947065138883	0.6224643628626877	0.6419358028730023	0.6951502282203817	0.7963791842315759	0.5886471052375732	0.5571439718232637	0.7315503255254243	0.790925595440516	0.6586070107198279	0.40980110465424374
QinJ_2012__T2D-041__bin.54	0.5424456341821469	0.3168577793227791	0.467616484947532	0.6222400233245362	0.2473210180692023	0.6657841144501451	0.49439728452472603	0.28903654161094344	0.4252391081875265	1.0	0.70880725517891	0.49444189562562557	0.5522200970328011	0.3361458641609042	0.4720970971581022	0.6552405367178613	0.47826683679016546	0.319044942149397	0.6921000322272544	0.495790711042442	0.3308661525582638	0.6321919554727582	0.6269105374345643	0.7017019013104937	0.48595384140582987	0.3406491475866857	0.5467797367116207	0.65032575854717	0.6978046462827252	0.3187416841738829	0.3498607304811807	0.6860187834674673	0.5799608884971129	0.3730351004042302	0.4744407645026301
