	CM_periimplantitis__SP_283SPT_T016__bin.18	HMP_2012__SRS017139__bin.7	HMP_2012__SRS018157__bin.35	CM_periimplantitis__SP_344SPT_T016__bin.20	HMP_2012__SRS017227__bin.18	HMP_2012__SRS063603__bin.16	HMP_2012__SRS045197__bin.7	HMP_2012__SRS023841__bin.5	CM_periimplantitis__SP_381SPT_T016__bin.2	HMP_2012__SRS054430__bin.16	HMP_2012__SRS021477__bin.4	HMP_2012__SRS055401__bin.15	HMP_2012__SRS018394__bin.34	CM_periimplantitis__SP_503SPT_T016__bin.7	HMP_2012__SRS024649__bin.21	HMP_2012__SRS023964__bin.4	CM_periimplantitis__SP_187SPT_T016_R__bin.9	HMP_2012__SRS019906__bin.23	HMP_2012__SRS015215__bin.26	HMP_2012__SRS011255__bin.28	HMP_2012__SRS017445__bin.44	HMP_2012__SRS052604__bin.17	CM_periimplantitis__SP_502SPI_T016__bin.10	HMP_2012__SRS018665__bin.40	HMP_2012__SRS024087__bin.72	HMP_2012__SRS051378__bin.4	HMP_2012__SRS053917__bin.20	HMP_2012__SRS047634__bin.98	HMP_2012__SRS064449__bin.40	HMP_2012__SRS051941__bin.40	HMP_2012__SRS015803__bin.11	HMP_2012__SRS013170__bin.67	HMP_2012__SRS019129__bin.10	HMP_2012__SRS020226__bin.32	HMP_2012__SRS013533__bin.41
CM_periimplantitis__SP_283SPT_T016__bin.18	1.0	0.5830605464989153	0.9110784619647914	0.8599579870744307	0.6140187693273474	0.8998413141194588	0.9290058763867781	0.9175959341855711	0.8669556989278937	0.9109304838196008	0.7510212560035698	0.6595960380460083	0.8876469039249595	0.9105757039187095	0.9023362624121265	0.6609333560662078	0.6577862929038965	0.8138453315882329	0.9287742584203931	0.9337476108652724	0.7244380392068556	0.9351717856228662	0.9157843508056307	0.8872342195324718	0.8185126174346747	0.8724625999024814	0.5940008189349526	0.6982624516486006	0.8020815286050487	0.9176837100418797	0.9047236737918297	0.8374285442489121	0.90914923136383	0.6810004793205138	0.913293538548077
HMP_2012__SRS017139__bin.7	0.6529654561923584	1.0	0.8873703063241106	0.8504384881422925	0.6195461750658762	0.8910917943017128	0.9190690876152833	0.9132467679512516	0.8463716650197628	0.9000313941040843	0.7613389328063241	0.6638010540184454	0.8937170619235837	0.9064038825757575	0.890429944828722	0.6813138175230566	0.6483294219367589	0.8035691493741766	0.9146553853754941	0.9119652709156785	0.6977818264163372	0.9172137475296442	0.9060302412714097	0.8822901226943346	0.8206156332345191	0.8593554430171279	0.5824414319828722	0.6862756299407115	0.8130697257905138	0.9109318387681159	0.8926831151185771	0.8572556406455863	0.907715744400527	0.7105051877470355	0.915429430171278
HMP_2012__SRS018157__bin.35	0.6162367886248358	0.5359449494173971	1.0	0.8273110620264	0.5768633004612208	0.8694547348959347	0.913345936761955	0.8867419681117921	0.8362112750744922	0.8945222332811333	0.7001896731045278	0.6183828114266389	0.8665515116965081	0.8916012923384127	0.8795824456329493	0.6135834788571372	0.6273274742517673	0.7600165862944241	0.9030376293783807	0.9663580463732401	0.6860170326572201	0.9037046868715253	0.8918658151374182	0.8367023984851019	0.7826483612330803	0.8242272421804139	0.5514793693975408	0.6693928160456857	0.7767582995193829	0.9079227531259383	0.8594165453881958	0.8043143637434048	0.8767532017827158	0.6419847105200499	0.8934700479995424
CM_periimplantitis__SP_344SPT_T016__bin.20	0.6153087845449565	0.5433532093771435	0.8751709039445847	1.0	0.5736509686036547	0.8584014373358779	0.8883391391899597	0.8727905794523314	0.8217239218172407	0.8793268538351207	0.699729578828232	0.6144357687241342	0.8665124283913295	0.8727557245834021	0.8620348930119933	0.6084509246733671	0.6121557341849321	0.7630996763758302	0.8777521371624586	0.8958227426046846	0.6772402967004276	0.8991523690459827	0.8819541217855426	0.8392983386065024	0.7792522775683928	0.819054236148971	0.5583763155246875	0.648793462541867	0.7768814888421672	0.9050632287051548	0.8865631849721588	0.7862199631590612	0.8722549324571828	0.6518991628912706	0.8868893739342137
HMP_2012__SRS017227__bin.18	0.6794824329698518	0.6122005498501287	0.9437949626567749	0.887214102852284	1.0	0.9308135768025493	0.9632950119866515	0.9424066063384314	0.8984969135771077	0.9484751982603336	0.7751854447368073	0.7012084294079296	0.9362785134314574	0.9333385545023938	0.93301969024906	0.7289419911165538	0.6583392410522215	0.8484774359042166	0.9581657219402	0.9607573204011078	0.7401271591992082	0.9568205928332335	0.9529764223532488	0.9248436446336723	0.8390122022789386	0.9099216112663335	0.6404879284198064	0.7366588111804894	0.8345704791710954	0.9534529387892515	0.9369269216021123	0.8624316882921387	0.9436617211346482	0.7399115316977513	0.9423750759018976
HMP_2012__SRS063603__bin.16	0.627987350784803	0.5553040750742468	0.897098441939974	0.8372584173086421	0.5870175562383337	1.0	0.9040930345929095	0.8892869742589754	0.844232804572191	0.8901840294036524	0.7181797189205832	0.6351397379072348	0.8695193683089693	0.8926680094163529	0.8915329796855657	0.6226476757387795	0.6372385326397219	0.7749594288609933	0.9048252394178282	0.9185007601075055	0.6995849877164061	0.9738709035978422	0.8925910365044035	0.8738199090436757	0.8524608881391157	0.8521796162900339	0.571740357539176	0.6675741986799145	0.7876189071129385	0.9116944303683795	0.8863828504352177	0.813997524037999	0.8911558124170136	0.6485031975830505	0.8999281586155139
HMP_2012__SRS045197__bin.7	0.6082203502530649	0.5372966018725174	0.8840685582795321	0.8128406266115547	0.5699086005944061	0.8481460464897971	1.0	0.8897469471852365	0.8301002450916972	0.8824164609192172	0.6883231527710165	0.6158685591219784	0.8552614080767733	0.8762882658664229	0.8590048783657986	0.6017232840722891	0.6164928720017185	0.7514669096121317	0.950034811084427	0.9029071618164827	0.6582577488511139	0.8888070178183409	0.8884161829119397	0.8381001752890042	0.7741906949399667	0.8118314962989529	0.5474944142801869	0.6392103389823369	0.7645865062969852	0.8859408951713987	0.8545384086309826	0.8129826389870907	0.8701847424551412	0.6298089391976421	0.8764624717253962
HMP_2012__SRS023841__bin.5	0.6143825038685723	0.5460079319192827	0.8777943491921462	0.8167356788978885	0.5702024704091533	0.8531871835101743	0.909937115123602	1.0	0.8260460991652991	0.8927670853350573	0.7103787893007399	0.6217048672469705	0.8588270372044492	0.8872453888680507	0.8607409381253064	0.611975665765205	0.6311226752027058	0.7694149401813651	0.9042311056901012	0.8966490425726028	0.6666596921081126	0.8946305232734352	0.8951640770028189	0.8555380200110342	0.7764142173914516	0.8337678585879534	0.5488673983593992	0.6434337967209524	0.7754135733730226	0.8957474783124564	0.8618342001786513	0.8278861518191136	0.8764484645252926	0.6349686314100681	0.8763376921247285
CM_periimplantitis__SP_381SPT_T016__bin.2	0.6175708310376898	0.5383620448364962	0.8806717126630152	0.8180878050505139	0.5783754798754313	0.8617218914203986	0.9031875153656711	0.8788338883798371	1.0	0.8853107949424804	0.7049892640813383	0.6155342965051549	0.8582973314228342	0.871759868975634	0.8759043035009342	0.614314863755807	0.6227052158003129	0.7662725525493674	0.895378235302398	0.9019392745406339	0.684286405960129	0.8948901348381625	0.8850462844293333	0.8390329128991105	0.7821241961973995	0.8249254672882663	0.5665379796831046	0.6455732627011695	0.7818485552913724	0.9030670452309704	0.8652665941881671	0.7978311447379922	0.8673453587407466	0.6398237600496809	0.8806959376357539
HMP_2012__SRS054430__bin.16	0.6038857791863768	0.5327833866838656	0.876736050285479	0.8147118294383433	0.5681970302637203	0.8455988781307704	0.8935126016831085	0.8839350970744085	0.8239018102419008	1.0	0.6910819865713252	0.6124981301671745	0.8539467867665496	0.8751314214476756	0.8563922691438131	0.602952919208903	0.623558400781872	0.7504109062359953	0.8982247327319606	0.8949923211183108	0.6707567895115097	0.8813473398410117	0.8782044974087392	0.8431579656096996	0.7692243948672594	0.813680260567107	0.5491157480595629	0.6482417173641435	0.7689444150111855	0.8966118781530104	0.8510820962478739	0.7978091500097947	0.8682979631541635	0.633452139439108	0.8741604793352626
HMP_2012__SRS021477__bin.4	0.6570486725503606	0.5947669138107593	0.9056683122836685	0.8555781109217425	0.61285020623485	0.900312920525906	0.9198038125403816	0.9282136270596849	0.8658406015085962	0.9120220101776567	1.0	0.6642993583581301	0.8989917630697492	0.9173460415332342	0.8970128412805819	0.663392319033392	0.6769267449148907	0.8294074532418414	0.9151399578564441	0.93261534094587	0.7267069607629101	0.9340140952946129	0.9162809940282557	0.8785817700373872	0.8177474144755595	0.8916067904115972	0.6048484790003912	0.6937049621403555	0.8171917724778698	0.9387567530404513	0.889746877328158	0.8471719149103837	0.9298290898286556	0.6880005853941741	0.9162592829805891
