	BackhedF_2015__SID332_4M__bin.12	LiJ_2014__MH0358__bin.2	QinJ_2012__T2D-079__bin.38	RaymondF_2016__P15E90__bin.11	RaymondF_2016__P38C7__bin.32	HMP_2012__SRS011405__bin.22	LeChatelierE_2013__MH0159__bin.42	XieH_2016__YSZC12003_35366__bin.15	BackhedF_2015__SID544_M__bin.23	LiJ_2014__MH0396__bin.55	BackhedF_2015__SID179_4M__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.115	NielsenHB_2014__MH0159__bin.45	RaymondF_2016__P2E0__bin.18	LiJ_2014__V1.UC63-0__bin.54	Bengtsson-PalmeJ_2015__TRAVELRES15__bin.31	WenC_2017__RA050__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.62	LoombaR_2017__SID0009_rhg__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES32__bin.73	HMP_2012__SRS013800__bin.7	ZellerG_2014__CCIS24254057ST-4-0__bin.21	HMP_2012__SRS017103__bin.15	HMP_2012__SRS017307__bin.3	XieH_2016__YSZC12003_37323__bin.2	HMP_2012__SRS024331__bin.1	NielsenHB_2014__V1_UC25_1__bin.40	BackhedF_2015__SID377_M__bin.32	XieH_2016__YSZC12003_37798__bin.98	NielsenHB_2014__V1_CD25_4__bin.19	NielsenHB_2014__V1_CD17_4__bin.58	BackhedF_2015__SID78_4M__bin.17	ZellerG_2014__CCIS52370277ST-4-0__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.115	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.16	LiuW_2016__SRR3993056__bin.17	RaymondF_2016__P38C90__bin.54	LeChatelierE_2013__MH0453__bin.24	RaymondF_2016__P38C0__bin.30	LiJ_2014__MH0314__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES31__bin.32	LiJ_2014__MH0371__bin.3	XieH_2016__YSZC12003_36158__bin.23	XieH_2016__YSZC12003_37229__bin.49
BackhedF_2015__SID332_4M__bin.12	1.0	0.6641627844679088	0.6532144721597051	0.5012587652454481	0.7732889918347805	0.6052707257846304	0.5660988397728487	0.7346036159347415	0.7007342845549166	0.5719253729411922	0.9968903138907618	0.8899260732530878	0.5201731736508904	0.811072228500222	0.6905915433765578	0.8023102180836137	0.8973517742361318	0.9770782083835406	0.7358607395224089	0.8202145241133455	0.9421653620637608	0.5215038821343791	0.8759961241425477	0.6762249132963272	0.5863358449409805	0.5177902590980191	0.6271347103816314	0.6944411343044093	0.5523434857957009	0.3667496315443963	0.8041154622338559	0.7438590893666349	0.6977742790080447	0.5286103289631116	0.7961385505088849	0.6900463198571256	0.8164584111108943	0.5900678159172434	0.9311774568326087	0.7731781316505246	0.45164033479775645	0.929295537607193	0.6053705772049444	0.5097051910957254	0.7921443005601143
LiJ_2014__MH0358__bin.2	0.8040772625517275	1.0	0.5817241255142349	0.6330283659851355	0.9118373285084768	0.7672966945399091	0.7273207034700714	0.8958990278113573	0.8565141409044549	0.6961902307878287	0.8015945315382598	0.7652708533739	0.6765381217758751	0.8272963391291782	0.8498144148045405	0.7813987844017712	0.7701376421584468	0.7959912007785366	0.7646561331031893	0.7704348309998592	0.7809884253013158	0.668658525578583	0.772960351594742	0.822889012243432	0.6233424882772914	0.5582424658770625	0.7790577500349565	0.7416432882787879	0.4893152310801072	0.3919546701671506	0.826361281554978	0.7862073512968517	0.7110398522987825	0.479368874718185	0.7144499247324249	0.8439739876756652	0.7149739217376218	0.6851491158456601	0.7887599953422488	0.9108531681359315	0.48237232921696	0.7733653327696643	0.6396867054407304	0.5563400831754639	0.9400943521961344
QinJ_2012__T2D-079__bin.38	0.9638052671909522	0.7089691341823692	1.0	0.5465096033035854	0.795028264623099	0.654436663848326	0.6055662371333058	0.7695021909820506	0.7400290155156922	0.6062778040423954	0.9597843584655802	0.9026769107224327	0.5625006233690883	0.8220364606086306	0.7282335900046649	0.8335739894225308	0.9221921390237029	0.9543631134201177	0.7693135416853677	0.8504261849783296	0.9407416083121958	0.5628063948122013	0.903265086173118	0.7204194625660807	0.6366625944635705	0.5557779261514945	0.6707884543210806	0.7330997159716707	0.5974426336581692	0.4094362264213314	0.8225875901249218	0.7754910937299186	0.7390954579689651	0.5690406556332476	0.8517572738979761	0.7328520781486836	0.8557360072518841	0.6292747802392427	0.9377548510938667	0.7986391033516027	0.47450826509044763	0.9321606300316572	0.6376534307242452	0.5580964317071023	0.8167682437690875
RaymondF_2016__P15E90__bin.11	0.813719487055523	0.8488142524847884	0.6012803859656053	1.0	0.9437991514049037	0.7885980497926482	0.7580989789331078	0.9193815846775066	0.8858372155947613	0.7185336166373048	0.8127845463264385	0.7766366400826209	0.7018598799124754	0.8474341018847114	0.8714694778848268	0.79571795891967	0.7801945567136238	0.8058593381359564	0.7895900526319585	0.781159596138212	0.7913238629042043	0.703198644806235	0.784970529928293	0.867163483259325	0.6475618332237553	0.5764263881534043	0.8225283719396133	0.7501344251635127	0.5070009252213586	0.4113604390898029	0.8457780465758501	0.8030777170264871	0.7328499357424204	0.4938766398694218	0.7311697387715406	0.8866959690008519	0.7358018025983326	0.7236880182423177	0.7979038766806281	0.9405093012807308	0.48711477980766305	0.7767090650686768	0.6642042171407682	0.5669945229780026	0.9610065129187677
RaymondF_2016__P38C7__bin.32	0.8205509656890945	0.7992043806405984	0.5717587303044656	0.6169224561115154	1.0	0.74184895938472	0.7022247707691144	0.88835506486464	0.8450749456549473	0.6874993979877728	0.8179556013164547	0.7728884024060815	0.6437442270870047	0.8494836220908464	0.826936496573705	0.79271371536534	0.7832450621163901	0.8106697675505266	0.7764580531201244	0.7853881231748783	0.7953711766587717	0.6489704105098321	0.7873383353803457	0.8229432341920812	0.621797371804186	0.5536245849702088	0.7652994618881686	0.7430790112612663	0.48286278691390394	0.38153106413833143	0.8447279816717762	0.7867751593462321	0.71680566061594	0.4714963861846443	0.71270275515635	0.8381819825067031	0.7251418135866833	0.6933678644131155	0.8033419210164057	0.9296251292917324	0.47371588998720965	0.7869235361470684	0.632923377523251	0.5433749041135418	0.939082305882054
HMP_2012__SRS011405__bin.22	0.7952840827769899	0.8327462840797317	0.58278282662693	0.6382863880026757	0.9185956394590485	1.0	0.7525655913345439	0.9136268681108417	0.8592944446192622	0.6987384193115181	0.7939472345919872	0.7550383036949591	0.6924767015884842	0.8344777410209379	0.8565897885912137	0.7731641684083589	0.7611358337232896	0.7869777587846761	0.7595678031737202	0.7653486311263327	0.7749869817175606	0.6906391697533276	0.7667197379493338	0.827085742011647	0.6200336394448375	0.5610935560263228	0.7798524696163947	0.7477663368025068	0.4797592353675013	0.38227057117016344	0.8360759699254836	0.7884716891690935	0.7104490368501136	0.46908931912098933	0.7113161610430055	0.8857575929830189	0.6960657380122681	0.6754691910799643	0.7799783383900775	0.9181160185270715	0.47561800045272157	0.7682905599434808	0.6176418789771742	0.5503749163835465	0.9604140169090486
LeChatelierE_2013__MH0159__bin.42	0.8039187075802017	0.853144461406726	0.5828382242667165	0.6631824811752502	0.9397931649989935	0.8133764746991085	1.0	0.9262514680479803	0.8860152967719676	0.7203766979575963	0.8019017015368631	0.7632862113473458	0.8698630662989941	0.8260731355310672	0.8777094776245078	0.7831142529425413	0.7717349268979303	0.7945813464516437	0.7731995464616273	0.7753918131606216	0.7824203414264078	0.706496547721639	0.7776998232034137	0.8387056164046168	0.6274043485487375	0.5775154018186516	0.8051142650105677	0.7568992083923249	0.4982109150910121	0.3937380108272138	0.830951360916819	0.7993188696208829	0.7146729098589741	0.48512094630880215	0.7255453787961486	0.8910583604269667	0.7038585868670252	0.6795349311765941	0.7905873782706409	0.9291686391490067	0.48879648315769786	0.7794164999541964	0.6437296454907545	0.5672915892987325	0.9572462738597224
XieH_2016__YSZC12003_35366__bin.15	0.8028241462392736	0.8087293136037098	0.5699591469727495	0.618942675952437	0.9149349422664723	0.7599125316740243	0.7128142997204349	1.0	0.8498493472064065	0.6785823967883252	0.8008377456220984	0.7593510795816126	0.6529432437366959	0.8238978072762925	0.8397335002210982	0.780172931465907	0.7696072895900239	0.7911474202226179	0.7542775367450343	0.7684976829547577	0.7819203983354845	0.6618082767747744	0.7756222145063602	0.8165066915169021	0.6037762930020062	0.5516182379058259	0.7602078217030784	0.7277843855107368	0.47592774153785106	0.3793771892146319	0.8252638666530173	0.7790671241305144	0.7087049347628551	0.46735863174547226	0.7067227555899838	0.8509334141036343	0.707086221944545	0.6720691303719198	0.7878242992666296	0.9061038918550398	0.46655592411109575	0.7730372130868994	0.6255825856979578	0.54217444485369	0.9465582036910198
BackhedF_2015__SID544_M__bin.23	0.8338944056337834	0.8419164332855654	0.5968606459130823	0.6493799551586512	0.9477399477578751	0.778264242184654	0.7424702273899968	0.9254059222297941	1.0	0.7172200202487075	0.8323384039375806	0.7932680517456753	0.6898840353536456	0.8579763473951911	0.8643552648363153	0.8118798546046273	0.8019370727172226	0.8234326500639524	0.7915233532411148	0.7988733352563093	0.8109998057870852	0.6722458252842232	0.8075710859489829	0.8466639622422513	0.6353281336368725	0.5683945487077946	0.8070573985352439	0.7664795404163971	0.5045904348415671	0.4019510928211322	0.8614480468960984	0.8033845909864522	0.7466341982511644	0.4935669557642738	0.7443132964596939	0.8724880742927604	0.7403667521280104	0.7054831247364048	0.8209706278823092	0.9438327056846925	0.4925623348759278	0.808364256089839	0.6648135613477227	0.5647405878560618	0.9728186959234824
LiJ_2014__MH0396__bin.55	0.8266143068215094	0.8311286127776744	0.5938841370939895	0.6397317544242125	0.9364231522595675	0.7686091599767642	0.7331677268995634	0.8974262705697231	0.8710804438043998	1.0	0.8242736899873241	0.7853351492537521	0.6803429219998163	0.8469479445141217	0.8555771023191507	0.799236208016494	0.7835268587526368	0.8177127051249878	0.778204991138595	0.7847112639079675	0.792507458011958	0.6778747366631597	0.7915770732882442	0.8580846468655414	0.6382749053773892	0.5609884911995877	0.8152662929681841	0.760531031108012	0.5110505866336682	0.39820689489611544	0.8424863966476003	0.7925621701049216	0.7290760439472095	0.4928724937464915	0.7310548910238391	0.8581346135218705	0.7375243168734607	0.7085749202557288	0.8037940603323648	0.9257247049385201	0.4893952052666531	0.7895351398187076	0.6489270149054165	0.5575569822261066	0.9460683917910646
