	BackhedF_2015__SID332_4M__bin.12	LiJ_2014__MH0358__bin.2	QinJ_2012__T2D-079__bin.38	RaymondF_2016__P15E90__bin.11	RaymondF_2016__P38C7__bin.32	HMP_2012__SRS011405__bin.22	LeChatelierE_2013__MH0159__bin.42	XieH_2016__YSZC12003_35366__bin.15	BackhedF_2015__SID544_M__bin.23	LiJ_2014__MH0396__bin.55	BackhedF_2015__SID179_4M__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.115	NielsenHB_2014__MH0159__bin.45	RaymondF_2016__P2E0__bin.18	LiJ_2014__V1.UC63-0__bin.54	Bengtsson-PalmeJ_2015__TRAVELRES15__bin.31	WenC_2017__RA050__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.62	LoombaR_2017__SID0009_rhg__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES32__bin.73	HMP_2012__SRS013800__bin.7	ZellerG_2014__CCIS24254057ST-4-0__bin.21	HMP_2012__SRS017103__bin.15	HMP_2012__SRS017307__bin.3	XieH_2016__YSZC12003_37323__bin.2	HMP_2012__SRS024331__bin.1	NielsenHB_2014__V1_UC25_1__bin.40	BackhedF_2015__SID377_M__bin.32	XieH_2016__YSZC12003_37798__bin.98	NielsenHB_2014__V1_CD25_4__bin.19	NielsenHB_2014__V1_CD17_4__bin.58	BackhedF_2015__SID78_4M__bin.17	ZellerG_2014__CCIS52370277ST-4-0__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.115	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.16	LiuW_2016__SRR3993056__bin.17	RaymondF_2016__P38C90__bin.54	LeChatelierE_2013__MH0453__bin.24	RaymondF_2016__P38C0__bin.30	LiJ_2014__MH0314__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES31__bin.32	LiJ_2014__MH0371__bin.3	XieH_2016__YSZC12003_36158__bin.23	XieH_2016__YSZC12003_37229__bin.49
BackhedF_2015__SID332_4M__bin.12	1.0	0.9819813768108988	0.9969823875033115	0.9821346832274779	0.983344293609181	0.9837161676195776	0.9822141008486275	0.982073072748841	0.9823021801246739	0.9826668026450956	0.9998610893693264	0.9959798288280389	0.9821401056029098	0.9835889322566611	0.9820886765029556	0.9948636484874279	0.998562269651062	0.9995959684610293	0.9835199488932067	0.9956383825164199	0.9987688190194708	0.977296757594937	0.9986625919743612	0.9829928154948826	0.983205786024223	0.9831787804289436	0.9827381940438747	0.9829972886328107	0.998277191405888	0.9926105248412648	0.9834714515296521	0.9832147380457456	0.9801788665547886	0.9960503941933122	0.9989049433052227	0.9831302647075946	0.9968800940348032	0.9841577774213714	0.9993327596352143	0.9836961151096388	0.9794787584110022	0.9987885544268267	0.9822321365048687	0.9826478526556621	0.9825811658230688
LiJ_2014__MH0358__bin.2	0.9819813768108988	1.0	0.9808266784142669	0.9982510243604419	0.994408277779815	0.9973113151487264	0.9967886842349761	0.9962106511525817	0.9970852477007117	0.9963475162774826	0.9819526966381611	0.9798528262385322	0.996650974518029	0.9833267997556904	0.9969890797391728	0.9883079416405508	0.9817444317602195	0.9816499909377957	0.982819593809256	0.9879764524571079	0.9822738097162768	0.993242950260169	0.9824938470883479	0.9976890185617302	0.9827073662493553	0.9828357261841983	0.9977270742285994	0.9828921403725372	0.9812374114470713	0.9917048909824022	0.9832564356642957	0.9827058362375037	0.9801623448585204	0.980808111848135	0.9820887980368631	0.996611403537206	0.980364050927493	0.9917596237261135	0.9822459930460261	0.9951074115565613	0.9791990429388138	0.982080941283465	0.9815734115561404	0.9830485394374786	0.9979520169051876
QinJ_2012__T2D-079__bin.38	0.9969823875033115	0.9808266784142669	1.0	0.9816157990351384	0.9819303991320054	0.9831745496775339	0.9815738811789215	0.9813195106921295	0.9813556894085899	0.9811466286631784	0.9969676671910082	0.9933313023754315	0.9814382976265804	0.9827643167033839	0.9810529190924936	0.9931230688971681	0.9967442462679811	0.9964923962603874	0.9825224974274367	0.9934868690226349	0.9982888092547884	0.9759997083508863	0.9965684438806335	0.9820914414779683	0.9819806109619368	0.9819449400916366	0.9817995821406329	0.9820661270748771	0.9954567569114533	0.9916270873121489	0.982523663742916	0.9818411653168315	0.9795901607108569	0.9942559617558228	0.9967600662439987	0.9821697224357651	0.9950601283021281	0.9830691995014998	0.9973607671734743	0.982331091327541	0.9784160218698428	0.9983537637820695	0.9810231915431802	0.9821430030309715	0.9819396490366231
RaymondF_2016__P15E90__bin.11	0.9821346832274779	0.9982510243604419	0.9816157990351384	1.0	0.9948648851558706	0.9982315795834908	0.9973829199962613	0.9973325367091647	0.9980937104478542	0.9969394807851406	0.982109889669038	0.980151694247439	0.9973032095692506	0.9835842801261018	0.9978805982821729	0.9892330339313493	0.982085132991164	0.9819503138551465	0.983359295553571	0.9887297442438614	0.9825229116620766	0.9937352225309058	0.9828903101807787	0.9986112637680489	0.9834753798653337	0.9835633739385461	0.9985294229757649	0.9832100274225213	0.9818215886259394	0.9927197175079666	0.9834854121140341	0.9832257238362129	0.9807232729964106	0.9812655097087841	0.9824859534722571	0.9973653904020441	0.9809851097963436	0.9926982317018224	0.9824230231205696	0.9955873151227714	0.9798520393188711	0.9824184935407996	0.9825096625700265	0.9833502264114844	0.9988196286169264
RaymondF_2016__P38C7__bin.32	0.983344293609181	0.994408277779815	0.9819303991320054	0.9948648851558706	1.0	0.9949097042981865	0.9935292270443988	0.9934274590104369	0.9944513385054554	0.9935450445831316	0.9834114595926177	0.9812915226507676	0.9933644898491943	0.9863376106656914	0.9937412810027035	0.9880354868715845	0.9831554076330126	0.9831615026450853	0.9855251256168668	0.9881289896320125	0.9835248180296311	0.9897139894101965	0.9834590255123064	0.9951717408877442	0.9853334216643743	0.9835958767954619	0.9951444130087528	0.9857263066039206	0.9825729994389066	0.9908920436447081	0.9861869405389458	0.9853351549669254	0.9806188817516771	0.9819259931532452	0.9836542960095307	0.9938313638800914	0.9816720256325977	0.9942602815562591	0.9836992542122441	0.9972751785298177	0.9815698326874274	0.9832601909125263	0.9843439658326668	0.9839419532688813	0.9948012132975632
HMP_2012__SRS011405__bin.22	0.9837161676195776	0.9973113151487264	0.9831745496775339	0.9982315795834908	0.9949097042981865	1.0	0.996952355517609	0.9968232752790154	0.9975736427194811	0.9962033182286849	0.9836689319761507	0.9813599443151023	0.9969469895359908	0.984957211102336	0.9975209510447082	0.9897375555511793	0.9834263593235981	0.9835081810952885	0.984544438289675	0.9891599374258524	0.984113875824636	0.9938505427623541	0.9841785694781628	0.9976963841699742	0.9842402443895827	0.9832749297619414	0.9978038434204464	0.9844070755435737	0.9825722212377912	0.9924076262297694	0.98483724072747	0.984208227646641	0.9811759091642961	0.9817419430575834	0.9837122162124365	0.9970430551906686	0.9822889798299261	0.9929129651711911	0.9839406141088343	0.9959385716564044	0.9804980829419718	0.9838479158787594	0.9832699710380967	0.9836122415292413	0.9985182127976422
LeChatelierE_2013__MH0159__bin.42	0.9822141008486275	0.9967886842349761	0.9815738811789215	0.9973829199962613	0.9935292270443988	0.996952355517609	1.0	0.9973086463548282	0.9974644085425689	0.9955412009631097	0.9821485006149675	0.9802385247256499	0.9995806425879838	0.983385023412435	0.9966332586175486	0.988307784338441	0.9820228848111271	0.9818652957050674	0.9828756432940629	0.9877233623279451	0.98248994024264	0.9928587650457998	0.9829158396496975	0.9968481833560666	0.9829343195563744	0.982682535310265	0.9968819037658685	0.9831043975456335	0.981620456312112	0.991327474560592	0.9833462446284996	0.9829201716355301	0.9798856044603822	0.9808978091872792	0.9823874992108755	0.9962761600678651	0.9803746063835135	0.99171369839073	0.9824762010490966	0.9946150051937173	0.9795365263661722	0.9822866253939913	0.9817169477941763	0.9827538359189767	0.9973341875546902
XieH_2016__YSZC12003_35366__bin.15	0.982073072748841	0.9962106511525817	0.9813195106921295	0.9973325367091647	0.9934274590104369	0.9968232752790154	0.9973086463548282	1.0	0.9972225423361739	0.9953081404571795	0.9820106843683458	0.979906820929239	0.9971391248437429	0.9832527752137692	0.9961268524322985	0.9880778748765299	0.9818407209737314	0.981780471907948	0.9829237128772716	0.9877646409989994	0.9823993201810979	0.9926706105868391	0.9826716742723238	0.9968402761262091	0.9826367233929495	0.9824654378761848	0.99688614767462	0.982807019070282	0.9809296570442743	0.9912706321030432	0.9831631015393114	0.9825559374456447	0.9802155798622962	0.9808708470552955	0.9823197245367805	0.9959888180023218	0.980355364058158	0.9914932828152128	0.9823554643324947	0.9943578433222405	0.9794924830653513	0.9822230049448044	0.9814520526129686	0.9829105980220099	0.9971738354335568
BackhedF_2015__SID544_M__bin.23	0.9823021801246739	0.9970852477007117	0.9813556894085899	0.9980937104478542	0.9944513385054554	0.9975736427194811	0.9974644085425689	0.9972225423361739	1.0	0.9960728064196396	0.9822155250279103	0.9799239502744662	0.9974123912709599	0.9836170443601802	0.996895008640635	0.9885777504498353	0.9818921202449655	0.9819525610655073	0.9833607010788844	0.9881342902698476	0.9825334589742318	0.9929251580668003	0.9830037479469396	0.9974181173186207	0.9830923152280947	0.9824474075272187	0.9976146415896466	0.9830923045922002	0.9810874456823752	0.9915498611370805	0.9835598054465364	0.9828047497283605	0.980187635811554	0.9807414161301409	0.9824986127532825	0.9966091550705671	0.9805613210739407	0.9920419823142855	0.9825437428278112	0.9952653306926527	0.9793330835379058	0.9823303691555676	0.9819079049719035	0.9835157075722989	0.9979887219110946
LiJ_2014__MH0396__bin.55	0.9826668026450956	0.9963475162774826	0.9811466286631784	0.9969394807851406	0.9935450445831316	0.9962033182286849	0.9955412009631097	0.9953081404571795	0.9960728064196396	1.0	0.9826765088461425	0.9804167661912236	0.9953960462865366	0.9828436599093568	0.9959354129350312	0.9887338356894008	0.9823039526195821	0.9824391975735356	0.9827159661285306	0.9880575182817226	0.9825421704994945	0.9923616718916196	0.9825519785509023	0.9979433915431818	0.982907429493092	0.9825041710641351	0.9978388009865092	0.9824868105110702	0.9817394971110706	0.9908217971976794	0.9827925651582412	0.9828360569245713	0.9801021044982184	0.9812778330608197	0.9827303055492659	0.9955457924930681	0.9810056322643474	0.991556462341696	0.9829227474324562	0.9944212023860283	0.9797644769233929	0.9824113940564739	0.9822554134732562	0.9833482361446411	0.9969054507204534
