	HMP_2012__SRS019591__bin.13	HMP_2012__SRS018443__bin.44	HMP_2012__SRS024021__bin.12	HMP_2012__SRS015947__bin.12	HMP_2012__SRS053630__bin.11	HMP_2012__SRS015278__bin.1	CM_cf__CF_TNFC048IS_t2M15__bin.15	HMP_2012__SRS015650__bin.12	HMP_2012__SRS019225__bin.13	CM_periimplantitis__SP_191SPI_T016__bin.15	CM_periimplantitis__SP_386SPT_T016__bin.7	HMP_2012__SRS015803__bin.41	HMP_2012__SRS013949__bin.24	HMP_2012__SRS022602__bin.29	HMP_2012__SRS019129__bin.14	CM_periimplantitis__SP_162SPI_T016__bin.27	QinJ_2012__T2D-092__bin.6	CM_periimplantitis__SP_162SPT_T016__bin.5	HMP_2012__SRS058808__bin.21	HMP_2012__SRS011098__bin.21	HMP_2012__SRS024561__bin.20	HMP_2012__SRS016541__bin.4	HMP_2012__SRS015378__bin.8	HMP_2012__SRS049268__bin.66	HMP_2012__SRS016092__bin.6	HMP_2012__SRS065310__bin.13
HMP_2012__SRS019591__bin.13	1.0	0.8281511275816875	0.7826308459019626	0.7239078542463547	0.7856485494891062	0.7511411397839743	0.856817599778688	0.8015847908287009	0.8424439632917964	0.8842275514214775	0.7506145652301932	0.6280884042668288	0.6305487194446384	0.6093077016835321	0.7899152413546593	0.8277169945945649	0.8196150048411991	0.7565034354025181	0.806254117073478	0.8643841131977797	0.8155934543153777	0.8093505671803679	0.7604743142547635	0.8568990853078168	0.8368344720764841	0.8302656428249595
HMP_2012__SRS018443__bin.44	0.5634472573446512	1.0	0.5563229689814858	0.680920678698881	0.7487612161419267	0.696040923194469	0.7893699393419863	0.7032583882299227	0.7849836474940134	0.7993193444089338	0.6111593041566113	0.5678722175116238	0.5658684531740633	0.6127959524053558	0.733510524305135	0.6020219337886566	0.7788917566598027	0.7248902844683804	0.7900366184322093	0.802415605229075	0.759964779217875	0.550319595985949	0.49533231460171634	0.7901964164251839	0.7949325866775994	0.7708347698070311
HMP_2012__SRS024021__bin.12	0.7448701948299514	0.7782281846827618	1.0	0.6779782522981072	0.7259900352903224	0.7047656598768912	0.8114616971288732	0.7661199870960593	0.8456030474154644	0.9214599700863195	0.7545911634075527	0.5921116516718098	0.6125037880886202	0.5787189254536745	0.7793328402029438	0.8572882825050591	0.7939507890629328	0.7314442311890851	0.7704408520511075	0.8241766406089617	0.7995327209392504	0.8306892203217513	0.7923319310616749	0.8166982204944554	0.8248407373494133	0.847270132265391
HMP_2012__SRS015947__bin.12	0.5560109584199595	0.7686929785854297	0.5471320927184571	1.0	0.7682275244836746	0.6843221910107927	0.7862692617792759	0.7045665517845301	0.7772957274469079	0.7952054545961358	0.6036397984820411	0.5917494184453411	0.5643707244622165	0.5903930273397747	0.7278397828091233	0.5961841178645492	0.7719658835291835	0.7140092217765199	0.7602211879966487	0.8207417918352513	0.7551632534242432	0.5349918926836401	0.4854397016044756	0.7817924874130167	0.7694503276323533	0.7705474318767161
HMP_2012__SRS053630__bin.11	0.5820173000129861	0.8152808665021752	0.5650860739562366	0.7409644665930784	1.0	0.7109567763456919	0.825776329459126	0.736672436043114	0.8190691757028764	0.8447944735731445	0.6362441968054022	0.588905549964288	0.5990459223427049	0.6122522482306344	0.7695462145315239	0.6205994131874553	0.8275416369066945	0.7479841000584377	0.8154655136030129	0.9362871120381793	0.7923749878254659	0.5631335830465554	0.5041606470359068	0.8723327624829557	0.8247876558340368	0.8084195019803908
HMP_2012__SRS015278__bin.1	0.5629334760655781	0.7667020589263162	0.5549535393200478	0.6677226184250837	0.7192355477187388	1.0	0.8423323584638903	0.7036359260344539	0.7778524168431575	0.785831327230264	0.6161368176833345	0.5799617886758796	0.581778956265328	0.5941794187424337	0.7325515219099299	0.6106021798826564	0.7711533754106075	0.7132652207671311	0.7842902500568346	0.7882961269851697	0.7493914977494525	0.5557838632849526	0.49961280628459787	0.76228666498686	0.7901851396642884	0.7509633656755978
CM_cf__CF_TNFC048IS_t2M15__bin.15	0.5620274258097261	0.7610374735556085	0.5592596917852828	0.6714912615602977	0.7311794535499491	0.7372539155665949	1.0	0.6985280973063775	0.7981454115892687	0.7969852270736669	0.5943032829224253	0.5533339022714103	0.5642687423923247	0.5797432592066907	0.7293639422018802	0.6172590360092887	0.7684073177414356	0.7196544150343385	0.7704020445837844	0.7909781393029909	0.7373091624482903	0.5737200016169819	0.5277824440681469	0.7738960729797832	0.790407254858806	0.7528299429115556
HMP_2012__SRS015650__bin.12	0.6080947003265349	0.7841389004613877	0.610653578949665	0.695894989356187	0.75437726161547	0.7122529040623107	0.807860733836105	1.0	0.8149550507983638	0.8445494223043206	0.6488092331571659	0.5906287693591167	0.6363722311281402	0.5998305509121264	0.8118533325160436	0.665975433518505	0.8368899287399574	0.7434394320806291	0.8530623948735158	0.8296932774113249	0.7625811532303896	0.6012969971876231	0.556420001018149	0.8011861436151148	0.8550581747496965	0.799123352910192
HMP_2012__SRS019225__bin.13	0.5455025931869042	0.747089675892651	0.5753057309053696	0.6553027867725076	0.7159270936930378	0.6720745894287008	0.7878956233957468	0.6956130203389034	1.0	0.7995462310887129	0.5891768532629106	0.5548373566120834	0.5572440965480485	0.5707104006370678	0.7302424963408952	0.7000172480072787	0.7638304410036124	0.8182791632100448	0.7595472597616406	0.776462721912906	0.7283576305583255	0.5478787389711408	0.5158776996567691	0.771801326012611	0.8072936457720433	0.7623934026593855
CM_periimplantitis__SP_191SPI_T016__bin.15	0.5875113515795757	0.780600582729584	0.6432874174451256	0.6879098170462052	0.7576972354012772	0.6967003528771591	0.8072970410367564	0.739699863326072	0.8204271105748495	1.0	0.6652294065512491	0.5841568346973428	0.5815725873229927	0.5784332727309125	0.7573223375427448	0.6497498557735181	0.7964559413121061	0.7253104281661126	0.7912487738474165	0.8281652935577624	0.7981493512993123	0.5998302040281501	0.5646735203818862	0.8104754833179553	0.823988640230908	0.8329625302329644
