	XieH_2016__YSZC12003_35698__bin.59	YuJ_2015__SZAXPI015258-57__bin.74	LeChatelierE_2013__MH0137__bin.13	ZeeviD_2015__PNP_Main_421__bin.8	QinJ_2012__CON-053__bin.38	XieH_2016__YSZC12003_37337__bin.42	QinJ_2012__NOF008__bin.25	HMP_2012__SRS063985__bin.14	QinJ_2012__T2D-030__bin.35	XieH_2016__YSZC12003_37583__bin.91	XieH_2016__YSZC12003_35654__bin.42	YuJ_2015__SZAXPI003435-11__bin.41	LeChatelierE_2013__MH0173__bin.39	RaymondF_2016__P25C7__bin.86	XieH_2016__YSZC12003_36117__bin.36	QinJ_2012__T2D-106__bin.39	RaymondF_2016__P2E0__bin.25	BackhedF_2015__SID589_12M__bin.42	XieH_2016__YSZC12003_36703__bin.65	NielsenHB_2014__MH0173__bin.19	ZeeviD_2015__PNP_Main_576__bin.55	XieH_2016__YSZC12003_37647__bin.71	LiJ_2014__O2.UC27-1__bin.34	NielsenHB_2014__MH0137__bin.4	XieH_2016__YSZC12003_37285__bin.27	QinN_2014__LD-22__bin.22	XieH_2016__YSZC12003_35392__bin.92	BritoIL_2016__W2.43.ST__bin.61	LeChatelierE_2013__MH0183__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.58	LouisS_2016__AS62_6__bin.16	QinN_2014__LD-97__bin.39	ZeeviD_2015__PNP_Main_690__bin.5	NielsenHB_2014__MH0183__bin.15	ZeeviD_2015__PNP_Main_754__bin.10	ZeeviD_2015__PNP_Main_474__bin.34	QinN_2014__HD-1__bin.14	HeQ_2017__SZAXPI029591-123__bin.28	LeChatelierE_2013__MH0251__bin.9	RaymondF_2016__P22E0__bin.25	QinJ_2012__T2D-048__bin.35
XieH_2016__YSZC12003_35698__bin.59	1.0	0.8388936547464703	0.7051877516534749	0.8184189753313659	0.790243040228465	0.745249643023386	0.8574851263600045	0.8557388791258214	0.6351416755274601	0.6672145089362144	0.854384079999778	0.845237335080506	0.8173473514324873	0.5364791695007325	0.852630429491682	0.8424527786800518	0.5826737478981643	0.5574544953141903	0.4944683662732752	0.8380672642959532	0.8498671575037271	0.8971861081266663	0.8320335960570163	0.6612817103043392	0.8548791739426967	0.8236688219447845	0.8419252954137644	0.7214721780339312	0.8339380882710857	0.8924720734626871	0.533030169266604	0.7900524059252102	0.8068717188458666	0.855459405535613	0.8605806202647966	0.6931898208685335	0.6003564676389016	0.8016181705954916	0.643800729777726	0.5845486270165824	0.7948950724734245
YuJ_2015__SZAXPI015258-57__bin.74	0.5875999442548462	1.0	0.6040732854313929	0.7397362476381232	0.7097900806036033	0.6551241788123041	0.8094449143890559	0.7657951624874006	0.543971582935501	0.5562439433862587	0.789429811341546	0.7675407636437884	0.7437758266973914	0.4582264614467164	0.7762188580670043	0.7864532794031379	0.4922971216702804	0.49648189740947085	0.4314370258015796	0.7722849355203584	0.7709470518267881	0.7302589232758705	0.7620680155697511	0.5320272114134962	0.7703455227242526	0.7314295715077443	0.7762687694257276	0.6252616295086324	0.6938839139580031	0.7287881586921927	0.4608153701056889	0.7042609391762032	0.717854330134469	0.6961804846587392	0.7331252613054089	0.6358933971161606	0.5320868457641785	0.7062113713631959	0.5382239982887534	0.5035634765530048	0.7074526733366391
LeChatelierE_2013__MH0137__bin.13	0.6304640276401159	0.7710283466729765	1.0	0.7522905190629762	0.7193181310489642	0.6863308507311294	0.7829082683725525	0.7793895479192969	0.5847653386592625	0.60794686425996	0.7813139645132948	0.7734086332339962	0.7437067606095255	0.4900254658395371	0.7908375928080101	0.7687713352936018	0.5382028960566835	0.5250993233929964	0.43623777383223655	0.7674062074431734	0.791171842293812	0.7613375936353602	0.7835693211922448	0.8462849493413465	0.7799860674224235	0.7387625157403378	0.7918246216113803	0.6510534650254244	0.7219457953234857	0.7431913214272122	0.5047564363709771	0.7197549719611013	0.745430958452127	0.7295615540284509	0.7569451913578306	0.651736856300851	0.5616822677338381	0.7401739752026595	0.5916960513883763	0.5132086461406594	0.7268701837875761
ZeeviD_2015__PNP_Main_421__bin.8	0.6112484207092364	0.7887586290788553	0.6284519771199819	1.0	0.7623101740882965	0.6778239930552675	0.8346783223163116	0.7916725414900764	0.5586355757188711	0.5856383375770293	0.8407694774586482	0.8429106778025673	0.7693475213774457	0.4902699101221134	0.8215650253101217	0.8226052146314896	0.5143242017842875	0.5124836541678071	0.42791868138551836	0.805009772941531	0.8417460804560521	0.7719918830675149	0.7922206279564185	0.5505856853361644	0.8408392841838696	0.7631692806175061	0.8178825477657701	0.6745340919458245	0.7145879467975993	0.7483045950795243	0.4917628064238775	0.7118647933582702	0.7492791246098426	0.722180292110043	0.7638680390254152	0.6640153934196449	0.5702774022498499	0.7360808154531354	0.5572546466397392	0.5262362701921136	0.750143069228919
QinJ_2012__CON-053__bin.38	0.6243992287314358	0.8006759202320533	0.6357218431768544	0.8064757896399358	1.0	0.6768590913976646	0.9017780562833015	0.8044116152402317	0.592438526283309	0.5787051491755367	0.8940968121923024	0.881696410617885	0.7761749086184216	0.49435331675461774	0.8296072657768953	0.8311069546517775	0.5232590703391373	0.5342533764935651	0.45592442913476505	0.8141716577082618	0.8568137131960191	0.7689287278529005	0.8056239429606389	0.5560182419493177	0.8745028761707407	0.8023255048745374	0.8213330194052866	0.6724272950687217	0.716337980589595	0.749339179024537	0.4929333285561674	0.7440394496412372	0.7508352119050875	0.7259883432276727	0.7596234910797395	0.6797268533514865	0.6109517503804063	0.7489999027505508	0.5591850642394764	0.5697465006650254	0.7857309466027405
XieH_2016__YSZC12003_37337__bin.42	0.511140674298793	0.6414864049182086	0.5265221356836068	0.6224630014096817	0.5875370430197273	1.0	0.6499108555644344	0.6535540670998322	0.5429895787647736	0.5092194197138366	0.6478544086350461	0.6448750994108026	0.6095461028109217	0.3858738598302923	0.6486541379964748	0.6311127726299608	0.508173424485555	0.4051866892029554	0.36337480712876213	0.6243188812928704	0.6479191486309712	0.6316535420076889	0.6247085906801063	0.4651873366029147	0.6374414245845691	0.6201139550869452	0.6356832894011106	0.6252011224138118	0.6119617932471108	0.6134844525630374	0.38779130618019425	0.6953964150544608	0.7667240229179586	0.6172425458559103	0.6175859217166508	0.5407617612579362	0.4425714980263822	0.692232406430078	0.5232292817732158	0.5245018669872354	0.5971502977087754
QinJ_2012__NOF008__bin.25	0.6302799321426094	0.8494138661435426	0.6436684347498405	0.8214553424091006	0.83888971269442	0.6965014263928245	1.0	0.815243017341182	0.5821838978819732	0.5956771522750863	0.8817039442448417	0.8682120502645322	0.7802219105365332	0.5115424224326629	0.8565607948075763	0.8785178574586672	0.5263253481636468	0.5357019934128812	0.4675616369031019	0.814520638142438	0.8712131209094088	0.7864852510845891	0.8126738777614679	0.5621559005864739	0.8678610637611877	0.8219750201000992	0.8288185767089165	0.6731179709170951	0.7295240867888952	0.7595973722266285	0.4983103672978529	0.7455483892032198	0.7779051275318983	0.7386062026661371	0.7860778074498926	0.6820484007667287	0.5998883101088194	0.7568955923985574	0.5727514757077887	0.5478572818135936	0.7965244173692066
HMP_2012__SRS063985__bin.14	0.6200902996599513	0.7922303130848674	0.6317026508509265	0.7680989929971829	0.7377179118019228	0.6904886280500275	0.8036998317526757	1.0	0.5659131859900742	0.5725505395783558	0.802152814705983	0.7942487445155328	0.7609634020158832	0.4836785342834937	0.8378676512499187	0.7920465754729064	0.51462759269529	0.5028435742464243	0.43789232841824044	0.7854266568405044	0.8293721337100177	0.7595095949256232	0.7944251058000064	0.5549003290512634	0.8136323920021834	0.7669791323695379	0.8287981213164465	0.6463118027274976	0.7533235384645303	0.7326664686234498	0.47958400195271506	0.706522081706909	0.7736902492326944	0.760295509090653	0.7411116930213907	0.7217655977474038	0.5483260095342386	0.7367395425469921	0.5678618775972216	0.5218315823496553	0.731263625250376
QinJ_2012__T2D-030__bin.35	0.5289782076725948	0.6467978188404401	0.5447449854525135	0.622950731227962	0.6244659820035069	0.6593560569567813	0.6596604944218578	0.6504341124106437	1.0	0.5274375228809803	0.6923085223222027	0.6720175725929209	0.6223025491820652	0.41778608451029886	0.6535617256594539	0.6643588508449102	0.5537147151197518	0.4757039634675042	0.39281990019075513	0.6356407637912098	0.6547232123933023	0.6379059326769302	0.6391360141813909	0.4850790959363379	0.6539031580569954	0.6318418466637122	0.6480633538218462	0.5973733597949864	0.6150962446289909	0.6270232567101486	0.4223040906375845	0.7830170138152951	0.7340280159540646	0.6198608836393765	0.6294872733578681	0.560160311374015	0.46050598277423455	0.7178781864775814	0.5643153047264879	0.5116923254783329	0.6078552573267307
XieH_2016__YSZC12003_37583__bin.91	0.7334128803021565	0.8729181225694688	0.7474688907266748	0.8619270100613692	0.8050794096434932	0.8161112111382032	0.8908141561053315	0.8685267636895553	0.6961244757478382	1.0	0.8974525642707973	0.8717554347770804	0.8564350140936476	0.5203277090981592	0.8926410916041327	0.8676214337374768	0.6615235787591283	0.5908936013516881	0.5191416251384697	0.8759728482392349	0.8942645821698826	0.8983314463815792	0.8850546300506477	0.6752123710794891	0.8892700090634719	0.8340662437046509	0.8872854037415557	0.7943843095129833	0.8415031732323434	0.8813814317844054	0.5852947967941147	0.8613014168922362	0.9179832096896752	0.8555591836568616	0.8909494469858107	0.764704745454786	0.6501499897768921	0.8874969864719292	0.6972281645096418	0.6430924850493406	0.8357934911862569
