	Obregon-TitoAJ_2015__SM05__bin.25	VatanenT_2016__G80574__bin.3	KosticAD_2015__PRJNA231909.3105379__bin.12	BackhedF_2015__SID536_4M__bin.5	BackhedF_2015__SID385_4M__bin.1	BackhedF_2015__SID128_4M__bin.17	BackhedF_2015__SID335_4M__bin.10	BackhedF_2015__SID633_4M__bin.19	BackhedF_2015__SID201_B__bin.11	BackhedF_2015__SID203_4M__bin.7	KosticAD_2015__PRJNA231909.3104913__bin.9	FerrettiP_2018__CA_C10009IS2149FE_t5M16__bin.5	BackhedF_2015__SID589_12M__bin.29	FerrettiP_2018__CA_C10023IS2401FE_t5M16__bin.5	BackhedF_2015__SID624_4M__bin.6	FerrettiP_2018__CA_C10020IS2345FE_t5M16__bin.3	BackhedF_2015__SID338_4M__bin.10	FerrettiP_2018__CA_C10020IS2347FE_t4M15__bin.14	BackhedF_2015__SID9_4M__bin.3	BackhedF_2015__SID589_B__bin.7	BackhedF_2015__SID105_4M__bin.4	BackhedF_2015__SID195_4M__bin.11	BackhedF_2015__SID201_4M__bin.1	BackhedF_2015__SID599_4M__bin.4	LiuW_2016__SRR3993045__bin.26	FerrettiP_2018__CA_C10035IS2913FE_t4M16__bin.8
Obregon-TitoAJ_2015__SM05__bin.25	1.0	0.8470054634618357	0.8760637253911112	0.8612343289800821	0.8964374368741617	0.8393309264281192	0.8471065300073094	0.572022302452396	0.808268286687319	0.8393361427659501	0.6936203536285824	0.7924399615816718	0.898372046167198	0.7871753726258327	0.7879962937919711	0.8318141836137876	0.8535108887792009	0.892374561746117	0.639547795673439	0.765142865712555	0.6275417421133862	0.7142920484102232	0.8785943012813282	0.8040287081152524	0.8514876017430393	0.5779578428617351
VatanenT_2016__G80574__bin.3	0.7078597254123039	1.0	0.8830803519125504	0.858742912569512	0.9082809524198756	0.8210994951270084	0.832910744013318	0.493354367437463	0.7270645163927056	0.7766101851927536	0.6130084490617754	0.7507404168131152	0.9044098053800443	0.7814839941910997	0.7740926317969173	0.8094560831337546	0.8580328753238898	0.8717377385068511	0.6027317089119756	0.7199941148102434	0.608809257185517	0.7423665546845838	0.8665064587232952	0.7819569890715296	0.8417494271476175	0.5425365712775494
KosticAD_2015__PRJNA231909.3105379__bin.12	0.6838117224808545	0.8247837082526008	1.0	0.8547635079597501	0.9225955722220271	0.8193455593709967	0.8081063790478837	0.4812387680722386	0.7238377197335333	0.7676289416400358	0.6485205028646346	0.742528970802968	0.9007584907139218	0.7862387604379631	0.7681725020523478	0.7883575263522465	0.8355047757482481	0.8519678362885613	0.5901712266193953	0.7210741120192505	0.6108723279399721	0.7442838362539527	0.8864070707641349	0.7723728804070392	0.8371960222371175	0.5215329828691948
BackhedF_2015__SID536_4M__bin.5	0.6878238105876331	0.8206501390149544	0.8745829421178078	1.0	0.910816920507609	0.8633914441359852	0.8084478598883402	0.5007235859869593	0.7232027129136795	0.761901414208323	0.6111361940366516	0.7379374128064565	0.8905356827615728	0.7808927473198156	0.797929695250266	0.7917874162173872	0.8491972856282127	0.845070840604344	0.5914767351092045	0.7186810165302555	0.6093781326534385	0.7260319627640932	0.8662503768948241	0.7626945206913306	0.8449307581066887	0.529153042472076
BackhedF_2015__SID385_4M__bin.1	0.6661522471733173	0.8076305288991503	0.8783427778168101	0.847478577294961	1.0	0.7970036073969808	0.7940842565830755	0.5161232959349554	0.6985127058384594	0.7636629252137425	0.6014720311655841	0.7284427140998587	0.8905686798477577	0.7631149109779705	0.759243924479665	0.7732984787880697	0.8227554310827279	0.8368482640159123	0.5775866538425198	0.6972315832572202	0.6198937404757694	0.7298478788069667	0.8630812354789552	0.7612053405949661	0.8213594726271493	0.5076205958382898
BackhedF_2015__SID128_4M__bin.17	0.7294552860593965	0.8538866892093677	0.9122874721403835	0.9395444198314568	0.9321208556252766	1.0	0.8514233125983551	0.5266151777320275	0.7515219723333396	0.8000392145529059	0.642915227996924	0.7865011268517118	0.9159250186014118	0.8020860782103657	0.8325521590388127	0.8332372803460855	0.8803400785764437	0.891841502937408	0.6231271792552748	0.7461515053118152	0.6221009140050923	0.762124068725204	0.8917803010340288	0.8022719506576654	0.8780818416786096	0.5595140342197976
BackhedF_2015__SID335_4M__bin.10	0.7388919569595502	0.8693214230261516	0.9030475136399596	0.8829559796002054	0.9320859967251585	0.8545215051531264	1.0	0.524696388972463	0.7572755456694799	0.8149424457117377	0.6490050066742385	0.8010991592222507	0.9265930443457228	0.7876539951872683	0.8050553589272988	0.8288175819975852	0.8878341171606134	0.8916225366884061	0.6581390732733002	0.7478610871131742	0.6462778678608824	0.7577316802530694	0.88372606217649	0.8008119423086438	0.8672017053290966	0.568243591792535
BackhedF_2015__SID633_4M__bin.19	0.7744018163104253	0.7991924762942183	0.8346668479210767	0.8487808581219336	0.9402716697591729	0.8203162654058892	0.814364000049433	1.0	0.8652049793175771	0.8774952641400509	0.8611806017764109	0.7985904527181983	0.8521961502269505	0.7196203190901499	0.7961903030067635	0.782379952791465	0.814519360972277	0.842480796154111	0.6565746800535995	0.7406496558225919	0.6199871827238653	0.655256760406975	0.8660576989281862	0.7788499054593475	0.8109257568989959	0.6219945164656097
BackhedF_2015__SID201_B__bin.11	0.7762139193074912	0.8354834386991413	0.8905662952981135	0.8696210838484736	0.9027067407399986	0.8304282594102854	0.8337520413581669	0.6137499874763302	1.0	0.9043460891084149	0.7680021490617267	0.7950839586819088	0.891012137940708	0.7771093616936009	0.7951246606085501	0.8198820771257677	0.8467347035897846	0.8761634489184559	0.6396771147468716	0.760115994229093	0.6771460560459268	0.6977449880273717	0.9110982256464718	0.7804275079901013	0.8317113093747183	0.5934879422107784
BackhedF_2015__SID203_4M__bin.7	0.7201494854444702	0.7973129543795263	0.8437955428497901	0.8185206423622281	0.8817285932871413	0.7898280525772533	0.8016240877443754	0.556132287904938	0.8079705057161959	1.0	0.6968852536972752	0.751751223100872	0.8817134880962704	0.7243834145004238	0.7543067976156177	0.7498239126360516	0.808461704145256	0.8075878408808005	0.5997930029399177	0.7193489103283142	0.6639581754048332	0.6883648071430769	0.8167069005546962	0.7225579242111034	0.7908367436565191	0.5332361752537812
KosticAD_2015__PRJNA231909.3104913__bin.9	0.7973672099051194	0.8432221620900414	0.9551232368236816	0.8796677605393307	0.9304616302550487	0.8504030438543495	0.8553457092357533	0.7312693670180151	0.9193335122307357	0.9337080184514182	1.0	0.8385186095774073	0.9093514869222501	0.7485379634779454	0.8226681997874219	0.801892364728828	0.8492374623153621	0.87072314027905	0.6789283845714483	0.7891166915773804	0.652559257265958	0.6823276850726109	0.8767549310470445	0.7684165631010615	0.851516905054951	0.6363565495188509
FerrettiP_2018__CA_C10009IS2149FE_t5M16__bin.5	0.7033822330180811	0.7973588729864112	0.8443793143163392	0.8201412991955773	0.8700954901051786	0.8032651492658681	0.8152079234967934	0.5235952988240115	0.7348727271254057	0.7777006093795488	0.6474424752998427	1.0	0.851974420991039	0.7896792669156505	0.7501815868870828	0.8187285387449987	0.8216408740941635	0.8922019211458581	0.5995845639281339	0.7440142885006161	0.6012108879208113	0.6893836926583337	0.8300751870996045	0.7966701450322169	0.820562638649908	0.5732444816396124
BackhedF_2015__SID589_12M__bin.29	0.7049807762565021	0.8492299757362279	0.9055836353086493	0.8750170132944185	0.9404483527549257	0.8270190559131048	0.8336181674353776	0.49397754961485996	0.7280794574575538	0.806420945233054	0.6207493627050166	0.7532212690229099	1.0	0.7971652013913549	0.7798402950540179	0.8085085915857618	0.8522995322239472	0.8736544147068546	0.60064143957543	0.7332955032711577	0.6270844483650352	0.7515762241640972	0.89096243566928	0.7856585859061357	0.8460151026886633	0.531040435867811
FerrettiP_2018__CA_C10023IS2401FE_t5M16__bin.5	0.6560032168580752	0.7792800649892273	0.83943694115921	0.8148355843189037	0.8557972727346825	0.7691127285966185	0.752535585133986	0.442980375535577	0.6743583264730575	0.703584460184589	0.5426399428355626	0.7414129723062209	0.846567824355202	1.0	0.7107050190050019	0.8291201730147991	0.8001548656336858	0.8699009131638505	0.5436136944691233	0.6956629471745173	0.6121039718959629	0.7684709871461524	0.8414420435742989	0.8106487783275055	0.8077720812582697	0.5008512175970831
BackhedF_2015__SID624_4M__bin.6	0.7220874185227653	0.848784705313669	0.9018275876285456	0.9155337479617621	0.9362534184737699	0.8778323963463782	0.8457625265366775	0.5389259374998133	0.7587084816389793	0.8056137956665375	0.6557733592969043	0.7744742406760885	0.9106473545180617	0.7814847633313755	1.0	0.8108252316675102	0.8698724387214116	0.8808772803020027	0.6274462589334422	0.7479551895374537	0.6240452621761001	0.7355850497153786	0.8844473708896905	0.7882455290216995	0.8623761447443188	0.5609117204729608
FerrettiP_2018__CA_C10020IS2345FE_t5M16__bin.3	0.6887175456137585	0.8019496925970635	0.8362520596104718	0.8208570786895371	0.8616055136015272	0.7938127465863913	0.7867393477918169	0.4784969108542282	0.7068712708363476	0.723581379177797	0.5775563464075858	0.7637122008840939	0.853057725239865	0.8237545700137991	0.7326161317977943	1.0	0.8121559667698182	0.9298571715474666	0.5759837001941378	0.7150395294046511	0.6045035016077379	0.7396765736719696	0.8494530020104821	0.842282426312914	0.8082926450041354	0.5280398554871478
