	CosteaPI_2017__SID713A063-11-90-0__bin.5	BackhedF_2015__SID635_M__bin.31	FengQ_2015__SID31685__bin.17	ZellerG_2014__CCIS59132091ST-4-0__bin.21	KarlssonFH_2013__S561__bin.6	ZeeviD_2015__PNP_Main_240__bin.47	FengQ_2015__SID530018__bin.43	FengQ_2015__SID530558__bin.38	NielsenHB_2014__O2_UC55_0__bin.28	BackhedF_2015__SID45_12M__bin.3	BackhedF_2015__SID383_12M__bin.21	IjazUZ_2017__S151_a_WGS__bin.11	LiJ_2014__V1.FI15__bin.17	BackhedF_2015__SID9_M__bin.4	BackhedF_2015__SID45_M__bin.28	KarlssonFH_2013__S424__bin.12	LiJ_2014__V1.CD48-0__bin.25	XieH_2016__YSZC12003_35519__bin.24	LiJ_2014__V1.CD52-0__bin.49	BackhedF_2015__SID570_12M__bin.15	XieH_2016__YSZC12003_36390__bin.48	KarlssonFH_2013__S526__bin.31	XieH_2016__YSZC12003_37138__bin.93	XieH_2016__YSZC12003_35712__bin.2	QinJ_2012__DLF013__bin.9	ZellerG_2014__CCIS07648107ST-4-0__bin.39	FengQ_2015__SID530026__bin.55	FengQ_2015__SID31428__bin.14	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.49	FengQ_2015__SID530348__bin.7	FengQ_2015__SID31446__bin.29	LiJ_2014__V1.FI29__bin.19	ZeeviD_2015__PNP_Main_194__bin.53
CosteaPI_2017__SID713A063-11-90-0__bin.5	1.0	0.6900330431271374	0.6850769593541796	0.5473788970931605	0.4658869012667046	0.6781608663957255	0.5649970177961282	0.6840412792498718	0.3647112039935332	0.676541075042113	0.4485831834525444	0.6485387971623598	0.6974958734620844	0.6815460916176184	0.4272781494615851	0.5511363198525389	0.5975080488680725	0.6759527255185721	0.6839553578721705	0.44404399174538295	0.703388615841282	0.6821171027465558	0.6568650795485544	0.4999464436255585	0.4265888519516868	0.3787834303512836	0.4050892426435118	0.2609605624729328	0.6604741627096598	0.4288239636648897	0.7062448273789433	0.6811211083010068	0.6905566626441592
BackhedF_2015__SID635_M__bin.31	0.4960590248828759	1.0	0.7400853785612947	0.6071627804427033	0.6034733097820277	0.6709789894063443	0.5920509080474224	0.7575846043818281	0.33504825395523996	0.7688125610410734	0.41117737878066873	0.7023225937975899	0.7458331417504599	0.7450453899066941	0.3858532621069758	0.4814836768621994	0.5686845375170971	0.7690610186373666	0.756652265174333	0.44459617192490103	0.6844779648303702	0.7793447256357827	0.742440878448561	0.5040093909769728	0.3884638672854193	0.4861960615731659	0.4472159176838102	0.36605088699638866	0.6841372704675601	0.563132604339726	0.6928050336345662	0.7197974447368815	0.7585778807924274
FengQ_2015__SID31685__bin.17	0.5303338332301326	0.7969449624361558	1.0	0.6597113603038991	0.6119038074478658	0.7072281020743927	0.6227345070767013	0.8029756386807975	0.3634288506072135	0.7818290496114764	0.4341708096061314	0.73656721225809	0.8306271497650246	0.7942766588759123	0.40470284774145676	0.5074441672542542	0.623876574406477	0.7746378134346967	0.7769607229056531	0.4603542466769987	0.7225581711651413	0.7749313089302567	0.7726313660783634	0.537991261947116	0.4132658174386434	0.5078450391506288	0.47090845207373655	0.37924599098276845	0.719230994078788	0.5687936738596925	0.7404593085198402	0.7759627189136371	0.7629946323730303
ZellerG_2014__CCIS59132091ST-4-0__bin.21	0.5382964526575797	0.8305678983717334	0.8380645251738509	1.0	0.6671865237287089	0.7518921546673275	0.7432277439984358	0.8461734617516682	0.37979157975543226	0.816612085464198	0.4558199172699775	0.7641762406377418	0.8478099505643215	0.8440739515615984	0.4334997861083735	0.5084152809179493	0.6322439448208862	0.8108174979643352	0.8251196296435228	0.4793589844145185	0.7519436856880547	0.8173748203518735	0.8085073168365865	0.6532598864726145	0.44905192394476023	0.5757007745188196	0.5144553985753947	0.4335403288967398	0.7629106993934116	0.6130702371601557	0.7723636104603425	0.8136342744943803	0.8002513652878709
KarlssonFH_2013__S561__bin.6	0.48943265752856874	0.8818750263100802	0.8303967236259663	0.7127319739522112	1.0	0.7585681811558301	0.6651933021821985	0.8403091474886422	0.35000218576049896	0.8496771550788978	0.41806960109061353	0.7779943299753576	0.8403965779085996	0.8442394686820999	0.4006268275386394	0.462234106283009	0.5776442844791575	0.8380497187654825	0.8486769672654031	0.4373670329029814	0.7772604811263629	0.856457060330228	0.8462451063251051	0.5844282374351153	0.3931308833386763	0.6985613648212372	0.6440622601735009	0.5140714403675963	0.7677580897424688	0.8101731769947899	0.7711885194144105	0.8272297995252852	0.7982802112577998
ZeeviD_2015__PNP_Main_240__bin.47	0.5257971591175573	0.7236539953475464	0.7083290390595196	0.5927991824300124	0.5598448505010185	1.0	0.5844541014571852	0.712985077435839	0.33118425466791296	0.7025500667516859	0.40471686023012526	0.6722490732583695	0.7206230595483589	0.7098621321525052	0.37147216070830574	0.5131996268238714	0.5411391431347929	0.7065629349352543	0.7108954464566042	0.41159755649098534	0.7251608000164901	0.6958566755121238	0.6988735709030164	0.5544518400552535	0.3820209883192765	0.4603034341345029	0.4908198134657075	0.373599431931055	0.6722445922769987	0.5137346559995412	0.7336827303874167	0.6998698424277837	0.7116670714486505
FengQ_2015__SID530018__bin.43	0.4735837533680557	0.6903132731833492	0.6742851551057673	0.6334890101993592	0.5307451852507339	0.6318522554306315	1.0	0.7043619772953563	0.32641275867781994	0.6837491372965321	0.39950283735379255	0.648448780846998	0.6956530725807727	0.716680914528653	0.3655973395952875	0.45779559361588135	0.5534766344213919	0.6814538697074737	0.6904198495593713	0.40813164830700194	0.642632617344627	0.6897484183904319	0.6850173961711953	0.5476494903227035	0.38063106778871136	0.4675524993613491	0.43443437495054693	0.34063424570246914	0.6597552425080845	0.49511476499424645	0.6590043634952014	0.6771933983363104	0.6825619410593885
FengQ_2015__SID530558__bin.38	0.5048052029661206	0.7776947821060322	0.7654801065819865	0.6349908172413509	0.590293714636996	0.6786352933549469	0.620135760951993	1.0	0.3501342226728694	0.7632434885440857	0.42262555528037765	0.7195796773139655	0.7723781937418484	0.7629710908730574	0.3948890462868473	0.5036928650860968	0.6044922299843869	0.7467810585237014	0.7478857192251054	0.4479542735867807	0.6934687398081899	0.7699857574119606	0.7431571458752083	0.5124004916806396	0.4062066292721722	0.5117914355101357	0.45097737592328735	0.368973734665902	0.6939222620266556	0.5438638443841581	0.7036193916433058	0.7433615862984541	0.7353574167374437
NielsenHB_2014__O2_UC55_0__bin.28	0.396589041796095	0.5067987052000646	0.5105062138162829	0.41995568921784937	0.3622846364429369	0.46448936599884866	0.42345580527388804	0.5159227209233536	1.0	0.5022620453179977	0.33650050402676746	0.49685726950726034	0.5273938338630573	0.5126379579500062	0.3127580361474758	0.39294898813379375	0.43702933410648165	0.5176790635744086	0.5445550444993209	0.3588708292099223	0.47568521244958684	0.5166328833263922	0.48871574985189237	0.3436616224885599	0.34106733009940593	0.30958597741390276	0.2948271686767684	0.20435499237884716	0.49418504779246325	0.3235948211354387	0.4952224295682297	0.5016117963212331	0.5007143521517292
BackhedF_2015__SID45_12M__bin.3	0.566556768543453	0.8955838765320722	0.8457676961468543	0.6953950556815007	0.6773151043128722	0.7588239545642568	0.6831175058095	0.866105624809227	0.38680138382580986	1.0	0.4666001340976512	0.7877830457461424	0.8466943767395427	0.8589364339704585	0.44650549135689654	0.5458442311874483	0.6852835248967971	0.8481063385339732	0.8491414330121572	0.5025812829879899	0.787249688148749	0.8571075949734677	0.8430154031609101	0.565784319609297	0.4392453102928014	0.5478253658807305	0.4893154243919627	0.4013511080479886	0.7709104894951462	0.6362310816156509	0.7905908363163285	0.8416034413664796	0.8126207959773286
