	HMP_2012__SRS024355__bin.7	HMP_2012__SRS052604__bin.13	HMP_2012__SRS023964__bin.38	HMP_2012__SRS049318__bin.4	HMP_2012__SRS014578__bin.11	HMP_2012__SRS075410__bin.46	HMP_2012__SRS018573__bin.18	HMP_2012__SRS013533__bin.28	HMP_2012__SRS015989__bin.20	HMP_2012__SRS058808__bin.10	HMP_2012__SRS017511__bin.54	HMP_2012__SRS024649__bin.22	HMP_2012__SRS045197__bin.16	HMP_2012__SRS018394__bin.45	HMP_2012__SRS019128__bin.33	HMP_2012__SRS063999__bin.48	HMP_2012__SRS019980__bin.50	CM_periimplantitis__SP_164SPI_T016__bin.6	HMP_2012__SRS051378__bin.14	HMP_2012__SRS047634__bin.29	CM_periimplantitis__SP_344SPT_T016__bin.39	HMP_2012__SRS022725__bin.54	HMP_2012__SRS023538__bin.3	HMP_2012__SRS015063__bin.29	HMP_2012__SRS021477__bin.33	HMP_2012__SRS015803__bin.3	HMP_2012__SRS023938__bin.8	HMP_2012__SRS053917__bin.10	CM_periimplantitis__SP_283SPT_T016__bin.3	HMP_2012__SRS016331__bin.40	HMP_2012__SRS022536__bin.51	HMP_2012__SRS024021__bin.13	HMP_2012__SRS019906__bin.37	HMP_2012__SRS016092__bin.16	HMP_2012__SRS017691__bin.49	HMP_2012__SRS015899__bin.2	HMP_2012__SRS016575__bin.50	HMP_2012__SRS020226__bin.18	HMP_2012__SRS024561__bin.24	LiuW_2016__SRR3993043__bin.53
HMP_2012__SRS024355__bin.7	1.0	0.5056237189706217	0.893831131860624	0.6611307219312229	0.7979781086312913	0.7640479104987474	0.893039028695058	0.6512838761102254	0.9019955590981553	0.8446061546344796	0.6762312115691187	0.7679728421771806	0.6735545718515145	0.7553561261671601	0.8877206217262582	0.7807091209291733	0.7990299760874516	0.7958238442268276	0.6355065759508085	0.8183059098155318	0.8403196879981781	0.6505394557048508	0.8797654292871783	0.8548650649054885	0.7806963106353906	0.8605329082213619	0.8094383397859257	0.6544793327260305	0.7929500683215669	0.838870701434753	0.7181258540195855	0.8498953826007744	0.8145731325438397	0.7835053233887497	0.7137760475973582	0.8819638180368936	0.7068435436119335	0.8147147574584377	0.9304493566385789	0.7889973810066044
HMP_2012__SRS052604__bin.13	0.6397642155918113	1.0	0.8108186718486888	0.574961323937016	0.7646712399572807	0.6639531889066785	0.7788404565126168	0.6023164215231616	0.8480719599894102	0.7496312491783025	0.645911863600917	0.6777324931157508	0.5691135392334665	0.62955355486598	0.796068638980789	0.7053100118324439	0.6914172458320802	0.6930966604412763	0.6377651268881033	0.7508334038717486	0.7377330694296114	0.608496487186922	0.8309401299947952	0.7481004154862738	0.6708077218853388	0.7500490767271856	0.6829742477753384	0.6318714171737928	0.7075945559951949	0.7919281840890549	0.6051205486507952	0.7696941754479489	0.7430495647929862	0.6662395340502437	0.6006415093660007	0.7787305966829535	0.6123965111399668	0.6984239616895361	0.8753135957842642	0.6686879674670826
HMP_2012__SRS023964__bin.38	0.5781244030327204	0.4144737780899717	1.0	0.4960507521730184	0.7127785866484628	0.6642828636385187	0.7657734003118154	0.5452258958709543	0.8193408422514971	0.7669610055794432	0.5684030713865844	0.6288659888724148	0.5101841754820273	0.5893136700270986	0.7381164672517847	0.633327333932046	0.6590587813973142	0.6607637774869628	0.5982230110949031	0.686571176451905	0.6628135473539188	0.5203271530293831	0.8143920266575955	0.7105529775519589	0.6384414015767531	0.73095355036436	0.690532162237927	0.5507312288170116	0.7146888819432905	0.7225772507306304	0.5480379426073644	0.7704082830403983	0.7529992786909092	0.6456696827851093	0.5465649438258106	0.7625650248407435	0.567290496994392	0.6458261889056494	0.8285139421636235	0.6276539870624676
HMP_2012__SRS049318__bin.4	0.7224751966265701	0.4965714299046595	0.8381000969814428	1.0	0.7679569268626153	0.7424586623404803	0.8420509047583125	0.6443386402221785	0.8527818586372979	0.8049086453473405	0.6563948256861613	0.7370550772157383	0.6693352765915417	0.7307244521559512	0.8371015069842971	0.742726197355292	0.7606953732774517	0.7640380055264646	0.6383167692347177	0.7911025942341539	0.7949445214817396	0.6231574886861464	0.8377439021070715	0.8148727692129415	0.7257206141172939	0.8079378572156294	0.7816097675167384	0.6569742256455643	0.7516847317611504	0.8021088603086141	0.7141559464712209	0.8010519414564948	0.784061912579823	0.734651150672765	0.6779438378675593	0.8219041182504766	0.6995791767543181	0.7908980543827135	0.8666859022268402	0.7563401521060994
HMP_2012__SRS014578__bin.11	0.6172092303813662	0.46743764494375095	0.8523741187777742	0.5435539973786959	1.0	0.6965826715393639	0.7944274443165535	0.5795316992292969	0.8630652083804667	0.76395987566145	0.6162217000164588	0.6523397698955167	0.5455852053198932	0.6397534366772301	0.7966474610175966	0.6774970233721024	0.7033583188423986	0.7043232802301815	0.6283500481379768	0.7462872656473195	0.7058034748518291	0.5702024547340632	0.8258819928737079	0.7523329992023793	0.6569421898403273	0.7516361132258059	0.7289559426043388	0.5846361412994117	0.7784871409124362	0.7531251152531606	0.5835698947459972	0.8179514744973311	0.8172320195436332	0.6801133733299645	0.5770458089684711	0.7967278285946738	0.6087888000625326	0.6928417259652779	0.8771036626147096	0.6630583826410438
HMP_2012__SRS075410__bin.46	0.6263829295643822	0.4301939281209195	0.8419892481274075	0.5570010280442538	0.7383300640514746	1.0	0.8128813594922558	0.6065624463952521	0.8833794066749362	0.7917871983401928	0.5875237902976427	0.6742768391314952	0.5675025992832863	0.653908493559262	0.8042655084734884	0.692681281776311	0.7311594262089439	0.7169453432862642	0.6317781198109146	0.7274434138070661	0.7291249254638743	0.5609387526007419	0.8612309458823969	0.7523661937974274	0.6907039594290095	0.7693796843985824	0.7579860134637623	0.5754218073741463	0.7952027324272697	0.7652616728532137	0.6214749226049544	0.835228777770906	0.8243625483828432	0.6823599975261592	0.6024006758719997	0.7816199456921912	0.6465243119046591	0.7266335809896998	0.8958711362281161	0.6986570077960995
HMP_2012__SRS018573__bin.18	0.6333917682041953	0.43657410468708907	0.8397237324487172	0.5465183130981771	0.728475213300739	0.7032501263172454	1.0	0.5600389274164199	0.8357608285805576	0.784134049223597	0.5701321927008066	0.6590928478443792	0.5797585510844102	0.6447509821449754	0.8037658439178184	0.6719052779660829	0.7225053669055379	0.7326607181886233	0.5847304786224783	0.7481907988549928	0.7367634417449094	0.5621861943958048	0.8324510896092772	0.7938785224339933	0.6809304621671648	0.8045174378370248	0.72474248191556	0.5869393268363449	0.7458365785466122	0.74774963492928	0.6065600167177909	0.7900983432124103	0.7423330101159796	0.7539799396604855	0.5880089222123008	0.8121353394009357	0.6236679903266985	0.719705944557708	0.8816454102042125	0.679419702865496
HMP_2012__SRS013533__bin.28	0.661144199675761	0.48323464560557855	0.8557295233801775	0.5985555179877529	0.7606092919625131	0.7510728497490182	0.8015712011004477	1.0	0.8676211778373083	0.7843196326446866	0.6284956117916664	0.7134270216535035	0.6074236867885597	0.6824581480229222	0.7945814224326019	0.737570836981745	0.7290046555176988	0.7213971754792062	0.6300272222077731	0.7376474175025503	0.7548729774795472	0.5852059438043469	0.8564057438280435	0.7509167988764337	0.7061923298106294	0.774190052623822	0.7586651581748983	0.5874946899355856	0.7623605295326277	0.8065828904667366	0.6627234923029351	0.8537225357688829	0.824425429356637	0.6712427140136573	0.6450955233628385	0.7932925578182932	0.6413112897026653	0.7227510612904251	0.8857996595779113	0.7489668854268714
HMP_2012__SRS015989__bin.20	0.6069815143935247	0.45103605888153436	0.8524518248304525	0.5251379631877865	0.7508846741252753	0.7251018530624403	0.7929596749514022	0.5751423452520693	1.0	0.7656218197108604	0.5809736036899376	0.6637697150987737	0.5418156688251327	0.6177412781356064	0.7782464750722801	0.6722924709430825	0.6755093371493212	0.6928819471882233	0.6222215198148326	0.7265381165360907	0.7028974783734352	0.5520701781608452	0.8540135638059689	0.740335632600068	0.6675330223264978	0.7548012338743626	0.7254840265375897	0.5677479110962967	0.7594706466346465	0.7626956543810826	0.5804314728956154	0.8365944990965285	0.7841390345186937	0.6664794112421261	0.5711505959846882	0.7974011245861583	0.5990899673715804	0.6878533488309946	0.9091428059674617	0.6703351488967974
HMP_2012__SRS058808__bin.10	0.624953198534581	0.4383776755825104	0.8774062272410595	0.5450097131142577	0.7308400988109927	0.7146319153608334	0.8180532802100497	0.5716898396454094	0.8418534380843601	1.0	0.5774139682429348	0.6614312217249374	0.5716329669785711	0.6315735982335771	0.7735620035819248	0.678474064220826	0.7052015846410097	0.7185656081504851	0.6185966248178627	0.7239758838828655	0.7019298265015043	0.5691805965205513	0.8470256911740467	0.7772213384139582	0.6620878903874134	0.7773650998773551	0.7537018576824704	0.5763518185298521	0.7614676096997387	0.7539214493683184	0.606270527478187	0.7928960773131246	0.7575528744656997	0.6979903411254152	0.58267311012918	0.8010862679366123	0.6252523066342492	0.727614681362985	0.858855732475188	0.6714097417612307
HMP_2012__SRS017511__bin.54	0.706899476252827	0.53363364480419	0.9186562611593858	0.6279021842637781	0.8328331448637067	0.7491496548029997	0.8403032377097964	0.647200482085466	0.902501190334484	0.8157488691822402	1.0	0.7366347756219498	0.625956731341507	0.6894990179740507	0.8369085525532675	0.73096059992858	0.7341559040590406	0.7567201821211761	0.6751376324247114	0.7940587430067849	0.7678126115938578	0.6226669444113796	0.8830793953100822	0.7939553326984883	0.7347748779907154	0.8041371562909178	0.7640370194024521	0.6375230627306273	0.7826501309367933	0.818391411736698	0.6568808772765147	0.854045649327461	0.8423059754791097	0.7239733365075586	0.651059397690751	0.8485284489941674	0.672617843113915	0.7636925663611475	0.9099348291870015	0.7259559873824545
HMP_2012__SRS024649__bin.22	0.6944884048559754	0.4843785899959905	0.8792480613619411	0.6099348885343452	0.7626961565764382	0.7437689736818902	0.8403568805963714	0.6355399064356541	0.8920013360818692	0.8083707202420908	0.6372486238549824	1.0	0.6355753035949998	0.7029959512085555	0.8470765486096318	0.7556810831788193	0.7511116316996365	0.7557937105040105	0.6137764457004358	0.7758516717434775	0.7800240314532723	0.5991458343657505	0.8574035089525852	0.7974278493265208	0.7344756103918337	0.8147396345854703	0.7632979082853165	0.6107413001827137	0.7821690993096266	0.8157346165554445	0.6741845942552341	0.8328694160176651	0.8181133056634812	0.7234201121510725	0.6670987265389237	0.8380785907039336	0.6577307074218833	0.764259423850091	0.9032280278569208	0.7558992583973325
