	HMP_2012__SRS024355__bin.7	HMP_2012__SRS052604__bin.13	HMP_2012__SRS023964__bin.38	HMP_2012__SRS049318__bin.4	HMP_2012__SRS014578__bin.11	HMP_2012__SRS075410__bin.46	HMP_2012__SRS018573__bin.18	HMP_2012__SRS013533__bin.28	HMP_2012__SRS015989__bin.20	HMP_2012__SRS058808__bin.10	HMP_2012__SRS017511__bin.54	HMP_2012__SRS024649__bin.22	HMP_2012__SRS045197__bin.16	HMP_2012__SRS018394__bin.45	HMP_2012__SRS019128__bin.33	HMP_2012__SRS063999__bin.48	HMP_2012__SRS019980__bin.50	CM_periimplantitis__SP_164SPI_T016__bin.6	HMP_2012__SRS051378__bin.14	HMP_2012__SRS047634__bin.29	CM_periimplantitis__SP_344SPT_T016__bin.39	HMP_2012__SRS022725__bin.54	HMP_2012__SRS023538__bin.3	HMP_2012__SRS015063__bin.29	HMP_2012__SRS021477__bin.33	HMP_2012__SRS015803__bin.3	HMP_2012__SRS023938__bin.8	HMP_2012__SRS053917__bin.10	CM_periimplantitis__SP_283SPT_T016__bin.3	HMP_2012__SRS016331__bin.40	HMP_2012__SRS022536__bin.51	HMP_2012__SRS024021__bin.13	HMP_2012__SRS019906__bin.37	HMP_2012__SRS016092__bin.16	HMP_2012__SRS017691__bin.49	HMP_2012__SRS015899__bin.2	HMP_2012__SRS016575__bin.50	HMP_2012__SRS020226__bin.18	HMP_2012__SRS024561__bin.24	LiuW_2016__SRR3993043__bin.53
HMP_2012__SRS024355__bin.7	1.0	0.49227610453199727	0.8691115349578684	0.6447420860851741	0.7764845707128217	0.74312087223867	0.8689834320200409	0.6333679685720792	0.876764262127078	0.8218180653609657	0.6600404235937145	0.7481154634479618	0.6559838305625142	0.736445285811888	0.863860026189934	0.7593330107037122	0.7771663630152585	0.7741217831928946	0.6180105613755409	0.796966095422455	0.8170327089501253	0.6337878615349579	0.8553013265770895	0.8312635219767707	0.7668519414711911	0.8368032623548167	0.7882123946709177	0.6377184866772945	0.7709398485538602	0.8148286267365066	0.7027677351400592	0.8262475802778411	0.7920789683443407	0.763037320655887	0.7020062343429743	0.8572862104304259	0.6881319744932817	0.7890785128672284	0.9045206103393304	0.7682874060578456
HMP_2012__SRS052604__bin.13	0.6228755180071066	1.0	0.7843523582943271	0.5606363225412558	0.7412026589680739	0.6435417728494938	0.7531395598042695	0.5844804080302133	0.8200964245127896	0.7255602401067621	0.6278129069091026	0.6593597873401854	0.5529227217142455	0.6127413989658768	0.7722020412316548	0.684183606392041	0.6702908403916774	0.6715533279423974	0.6164000914898254	0.7281572544407684	0.7171100381267639	0.5897978038839952	0.8030825587615015	0.7245769045822354	0.6503458783653577	0.725405355756745	0.6619748114823333	0.6129476112690971	0.6855640581860881	0.7673916214770564	0.5901670049508962	0.7448271328565537	0.7193108366816567	0.6458011032808467	0.5833106709914219	0.75326562846126	0.5940679293943482	0.6738459765188122	0.8472092901794317	0.6498190914772185
HMP_2012__SRS023964__bin.38	0.5621359218831922	0.40094474459351914	1.0	0.4813944142965579	0.6898053294016541	0.6429368097332077	0.7432825501659654	0.5273469128477255	0.7931090355126197	0.7503534046295431	0.5514166335625534	0.6092295341779447	0.4944525484950325	0.5721642817128583	0.7145958988952049	0.6129437926680565	0.637378080581319	0.6398504169737332	0.5785658423550674	0.6650506642534036	0.6406946294004113	0.5033273661538944	0.7886025798653035	0.6882968865869191	0.6183363491449012	0.7076879949218366	0.6700689869773098	0.5332660663889757	0.6911172189414755	0.6966451071813754	0.5329447685297493	0.7442611737314603	0.7272839421498142	0.6274601956602694	0.5306376841881406	0.7373541903823306	0.5498225726936407	0.622783424528836	0.8005370921807241	0.6075650455547889
HMP_2012__SRS049318__bin.4	0.7045659049955164	0.48419949090575376	0.8133375537500398	1.0	0.746340253209448	0.7213202852980954	0.8166444109680023	0.6269854170085386	0.8277828891137358	0.7818034193152503	0.6391147079707548	0.718497946435446	0.6511281189410901	0.7118632336117304	0.8138990661939177	0.7217106997673846	0.7394605591948441	0.7424361085165573	0.6190091405204334	0.7687766417045092	0.7727694462569596	0.605149426860671	0.8130171339067189	0.7917706540531165	0.7048956574556332	0.7838511509838523	0.7596291218085367	0.6380857869690226	0.7299801759664897	0.7794578216272505	0.6970858126337189	0.7771604424593622	0.7615547517407275	0.7143845955827168	0.659737457935174	0.7982272694396464	0.6799907918180949	0.7648211676192417	0.841306628568851	0.7362734705590938
HMP_2012__SRS014578__bin.11	0.6005847016463794	0.45309148197261667	0.8249016185259375	0.5282538822769126	1.0	0.6748344345342782	0.7700347837479145	0.5616587207353303	0.8358938113112411	0.740581718137696	0.5987048709907725	0.6328484306028724	0.5293019635560561	0.6305287801247679	0.7754882192691724	0.6583216497591999	0.6868548919358842	0.6829411010247968	0.6075783322406645	0.7232949825861075	0.6831667907960408	0.5525909460970257	0.7996733553408384	0.7300040238834824	0.6368745159367254	0.728361993181967	0.707921655924384	0.5674639020220152	0.7534928244414315	0.7275720789826126	0.5681112463414862	0.7912573287248583	0.7966353508347493	0.6603545090889674	0.5603111876621457	0.7708257988729824	0.5905062772031863	0.6680499798255364	0.8486662009750899	0.642929607360349
HMP_2012__SRS075410__bin.46	0.6092264929688074	0.41696879809840987	0.8149327803754404	0.5411427744592265	0.7152784179554172	1.0	0.7872438495297952	0.5865505906295109	0.8569425660498012	0.7672086556425161	0.5708866269062869	0.6539674223161452	0.5505987978533595	0.6353138452239119	0.7792172860798607	0.670287187254585	0.7079817542565817	0.6950530183776038	0.6126577802879224	0.7046992474622711	0.7056893672685178	0.5429748169999544	0.8346902506164182	0.7295718504913258	0.6684884015370487	0.7458151830817289	0.7356269261243431	0.5576235724362781	0.7700354856137984	0.739154483194802	0.6043254874458409	0.8080287805714806	0.7972862432275688	0.6620727519262702	0.5852465730885786	0.7565670556742559	0.6276741111384686	0.7010474148946226	0.8679511579792454	0.6771281741303924
HMP_2012__SRS018573__bin.18	0.6163302329032574	0.42216762916790124	0.8150609528030314	0.5300286756551713	0.7061075965500376	0.6810702818552912	1.0	0.5417679770513997	0.8113574977424419	0.7621369294082195	0.5542114245304305	0.6387528689536187	0.5622654423778837	0.6266844612878656	0.7784428326762145	0.6504053509045122	0.6993210416516289	0.7099392617217609	0.5664706330702335	0.7248217298976388	0.7118356608852656	0.5445689136918808	0.8068474294629864	0.7695039631562502	0.6602366435602434	0.7796724383089794	0.7050334582961281	0.5693609129771348	0.7221580891241988	0.7217244966617419	0.5898391972633704	0.7651443146134794	0.7183370240010337	0.7338019900834022	0.5715298848178534	0.7864494026872638	0.6047050082200852	0.6940417127053696	0.8535769863860043	0.6578344706512418
HMP_2012__SRS013533__bin.28	0.6429570484422367	0.46892492508113204	0.8276685421669686	0.5824353183582293	0.7371518114905459	0.7262932716065438	0.7754203981609116	1.0	0.8394055906670018	0.7594273510942345	0.6103546978537225	0.6931505226259316	0.5901620039243904	0.66364679329906	0.7698307425998653	0.7143156446779428	0.7066041307243939	0.6988673307498244	0.6091864836825694	0.7147693481408273	0.7326848552628156	0.5668468476278822	0.8269135738250669	0.7276666637768358	0.6837600168766129	0.7485449701046986	0.7342901563687539	0.5696348120598426	0.7372804089688795	0.7806827803641765	0.6453751145095522	0.8255994231897377	0.7973534927942064	0.6506122106917965	0.6261425669212607	0.7679610219598255	0.6214942737999254	0.6980357818871175	0.8568139324530908	0.7281073630003381
HMP_2012__SRS015989__bin.20	0.590002571768874	0.4361576336278177	0.8251599453463195	0.5097437474168569	0.7272449937908783	0.7034017749515459	0.769806092458204	0.5564383539338247	1.0	0.7426602817834954	0.5638811584166523	0.6430317754735623	0.5248702501895303	0.6003610054706361	0.7537346921085009	0.6501345509246156	0.6541430621865209	0.6711560077143488	0.6038163709132461	0.7039506105436777	0.6794258968984084	0.534306774192467	0.8290262191118346	0.7172831009881436	0.6466921161634955	0.7319235059196181	0.70410434197917	0.5501770306078809	0.7345182626719482	0.7353764767915819	0.5645803730453718	0.8089750423479819	0.7577676279909983	0.6473271562988941	0.5546697240544679	0.770642755442021	0.5810837539396674	0.6639507446396339	0.8837579625460417	0.6488079587865657
HMP_2012__SRS058808__bin.10	0.6080915060145479	0.4243011639412547	0.8584070703256855	0.5293649903448115	0.7084754491755832	0.6924484157012795	0.7951046325420135	0.5535458791276786	0.8166056601995072	1.0	0.5613779825895916	0.6413388457692264	0.5545095548713282	0.6138798796616497	0.7497065528370772	0.657458034027759	0.6828906480798366	0.6959545102921096	0.599993996774056	0.7020419920388798	0.679153903229051	0.5513462760778292	0.8214508954548735	0.7532147538229754	0.6420723978516877	0.7533105947985733	0.732282979432632	0.5592299862189102	0.7369897192122715	0.7286541873290857	0.5904988944058887	0.7673154890075141	0.7326194760447589	0.6785488412457431	0.5660636584185502	0.7753419074144581	0.6066375668188011	0.7022542113419895	0.8320160465176287	0.6505648561674459
