	LiuW_2016__SRR3993059__bin.115	CosteaPI_2017__SID713B051-11-90-0__bin.29	SchirmerM_2016__G88966__bin.18	CosteaPI_2017__SID713B072-11-90-0__bin.79	Obregon-TitoAJ_2015__SM32__bin.9	ZeeviD_2015__PNP_Validation_49__bin.69	FengQ_2015__SID530600__bin.53	ZeeviD_2015__PNP_Main_683__bin.7	ZeeviD_2015__PNP_Main_203__bin.19	CosteaPI_2017__SID713A051-11-0-0__bin.6	BritoIL_2016__WL.28.ST__bin.7	BritoIL_2016__M2.36.ST__bin.4	LeChatelierE_2013__MH0224__bin.50	LiJ_2014__MH0303__bin.6	Obregon-TitoAJ_2015__SM28__bin.49	NielsenHB_2014__MH0118__bin.18	LeChatelierE_2013__MH0096__bin.55	ZeeviD_2015__PNP_Main_338__bin.24	RampelliS_2015__H17__bin.86	CosteaPI_2017__SID713B051-11-0-0__bin.64	LeChatelierE_2013__MH0053__bin.24	RampelliS_2015__H14__bin.54	BritoIL_2016__M2.44.ST__bin.6	LiuW_2016__SRR3992958__bin.90	Obregon-TitoAJ_2015__SM23__bin.21	ZeeviD_2015__PNP_Validation_47__bin.8	XieH_2016__YSZC12003_36795__bin.4	NielsenHB_2014__MH0096__bin.26	XieH_2016__YSZC12003_37100__bin.138	CosteaPI_2017__SID713A038-11-90-0__bin.25	CosteaPI_2017__SID713A004-11-90-0__bin.51	LiuW_2016__SRR3992978__bin.105	ZeeviD_2015__PNP_Main_27__bin.15	LiJ_2014__O2.UC44-1__bin.23	ZeeviD_2015__PNP_Main_325__bin.44	CM_madagascar__A94_03_1FE__bin.9	BritoIL_2016__M2.41.ST__bin.36	LeChatelierE_2013__MH0118__bin.24	NielsenHB_2014__MH0053__bin.13	ZeeviD_2015__PNP_Main_559__bin.27	CosteaPI_2017__SID713B066-11-90-0__bin.38	BritoIL_2016__M1.38.ST__bin.60	CosteaPI_2017__SID713B066-11-0-0__bin.23	BritoIL_2016__M2.37.ST__bin.35	Obregon-TitoAJ_2015__SM39__bin.43	CM_madagascar__A39_02_1FE__bin.34	YuJ_2015__SZAXPI015264-87__bin.34	RampelliS_2015__H13__bin.36	Obregon-TitoAJ_2015__SM18__bin.27
LiuW_2016__SRR3993059__bin.115	1.0	0.8766087465568289	0.5563194287886365	0.9139142779874679	0.6948430588904705	0.8945767448095235	0.9221080526497595	0.6336761232693919	0.73449582882407	0.9221900747619836	0.868178748211332	0.849496454535612	0.7195003119183754	0.9182342654638631	0.9142672074189235	0.9164250920170924	0.8669760696972354	0.5090343841381422	0.6236830178137966	0.9290339998059591	0.914940257436945	0.9132693498364948	0.9180585037948117	0.5372284306451485	0.7315519380419025	0.9018706197262711	0.9318204081326564	0.8541548418121543	0.8714816614961489	0.9056787892223882	0.9444063497301004	0.5550028567129943	0.7447767147191259	0.6503772314115631	0.8386596930685691	0.5306511946403472	0.8234457629954663	0.6662060929774543	0.9133860555847451	0.5782601094596804	0.8710893614508258	0.6247164964278198	0.8010373219358531	0.7791861625415792	0.9058545508914397	0.4939338789288006	0.912697069842063	0.9062515379146042	0.9015003484768025
CosteaPI_2017__SID713B051-11-90-0__bin.29	0.8855444162568736	1.0	0.5455109320742675	0.901519950834311	0.6900075850764331	0.8732439979886764	0.887237090929063	0.6241869243130581	0.7309471118472075	0.8989721795305208	0.8621258478761313	0.849015313142447	0.7085749241729095	0.9312925595229641	0.8940049487652234	0.886829902056872	0.8319678301851952	0.5356588552689767	0.6190719692127334	0.9570235819174051	0.890494128431158	0.8988287164743882	0.9152469505814752	0.5348340610650735	0.728369511591152	0.8923118006176013	0.9239934622512241	0.8178686787478658	0.8563802234993432	0.8864307622670382	0.9013717530238509	0.5508034404618848	0.7293079398989224	0.6376170549638691	0.8161182400728774	0.5309965426823898	0.844723731819727	0.647453980555311	0.8985337412797663	0.5589225971831999	0.8612546530798156	0.6185828690906715	0.7996057843546672	0.7887589356651051	0.8819057575559577	0.4966496878376471	0.8845652690618843	0.8841064713675202	0.8936825119955001
SchirmerM_2016__G88966__bin.18	0.8620285956440557	0.8367512199302358	1.0	0.8685685401434938	0.6596207631073052	0.8350307170408222	0.8865717255068003	0.6191421016280504	0.7150218276548507	0.8719572554166065	0.8363663037076148	0.7899759100545201	0.6994726647750092	0.867269266327892	0.8704117804699318	0.867198819396582	0.8014231732638645	0.4968048322237336	0.6238075767490266	0.878231389845329	0.8901717815738426	0.8805742950041505	0.869851110047548	0.5555263438841533	0.6890559602824559	0.8438968627875343	0.8777135685873502	0.7850983678825904	0.8416469185277607	0.8692809982838546	0.8879523401090692	0.5518572933998488	0.7096911011000615	0.6383610412492202	0.8026933967985137	0.5464132707493448	0.803548201315542	0.6257314316051079	0.8881113903972844	0.558187349619405	0.8172446825276359	0.6105846151164589	0.7916811615464336	0.762362165495093	0.8522589861597198	0.5139568443551309	0.8541443493935391	0.870151054198383	0.8600931206755934
CosteaPI_2017__SID713B072-11-90-0__bin.79	0.8734679378435535	0.852927856396372	0.5357326998652103	1.0	0.6832519025769509	0.8701221618129994	0.8879476358501985	0.6122142998888623	0.7159136468152413	0.8974174049338661	0.838056645703865	0.8605690730959561	0.6937698864030869	0.8995102507786579	0.8918994950203081	0.8892220678768321	0.847680959268794	0.5010157380036526	0.6080317438844061	0.9137596999059743	0.8983236179355815	0.8992387900376595	0.9389688165073217	0.5215723937865056	0.7188051964573926	0.8745645317279819	0.912949797233161	0.8254413364827557	0.8523894144645572	0.8786283796526287	0.9081230819126067	0.533180252171798	0.7194072480017847	0.622523088721523	0.8047771714955472	0.5210657566609791	0.8411094591525496	0.6469209587850027	0.8953102245284938	0.5528360704131533	0.8510778021714172	0.6163870008829193	0.7802498424318224	0.7818584489019951	0.8826192109093173	0.4791358230971879	0.8821372113097891	0.894212734734029	0.8973735053420876
Obregon-TitoAJ_2015__SM32__bin.9	0.8274737468421975	0.8134236886258829	0.5069491190526425	0.8513474593016052	1.0	0.8577339508839614	0.8433674147156107	0.5482843769291481	0.6638233885578987	0.8537961167541307	0.785137146027504	0.7743528946848449	0.627231392826723	0.8691505999685196	0.8684439666576245	0.8528550553306161	0.7707789822917469	0.43663240667249387	0.5964666101806547	0.8747154768323626	0.8483155223783959	0.8828395272589661	0.8552495710523701	0.5066198033706297	0.9862357208162117	0.8591678695061493	0.8652685820559791	0.836483042475025	0.803547008976364	0.836604163666545	0.858962465826521	0.5180286381847673	0.661801725167644	0.586428621663167	0.7644047702771946	0.5083858284856949	0.7534815365534826	0.7882282481410409	0.8446690489028207	0.4427973078722076	0.8321790539597699	0.5590049977840962	0.7565776621265755	0.7291305954362428	0.8959228485918126	0.44747805585417233	0.8341136440510517	0.8833100579707233	0.9829570762125794
ZeeviD_2015__PNP_Validation_49__bin.69	0.8846122828841623	0.8548037545351233	0.5328934317882243	0.9002727099134039	0.7122303258614648	1.0	0.9042340485093651	0.6155499340935593	0.7256674533417625	0.9168906805882823	0.8578997814242094	0.8434337348280778	0.7006540588541734	0.9094833899084355	0.9090898978681908	0.905877074755145	0.8507589900649053	0.49457082949419817	0.6112752849920561	0.9193976281096994	0.8988887673548992	0.8932209061533071	0.9112052072576803	0.5264010448627274	0.7520583017087472	0.9980830588004102	0.9293507983856166	0.8307131429122304	0.8578098668708437	0.890839097443275	0.9213358892549328	0.5419330887410294	0.7370008583595506	0.6337659737375347	0.8242476376573273	0.5253693448844181	0.8153224595430858	0.6739049427049634	0.8917438047018823	0.5585181525432841	0.8915486808515372	0.6085834101160361	0.787594943279675	0.768681834108576	0.8927829203134588	0.4865327465095541	0.8986783487609404	0.8878556954844355	0.8990393974056408
FengQ_2015__SID530600__bin.53	0.886194986202914	0.8440780636692952	0.5498749118256747	0.8928804693982164	0.6806075942981052	0.8788059101797541	1.0	0.6127752998377503	0.7327302194470895	0.9067613378894197	0.851427050216348	0.8422105247036756	0.697003289138815	0.8978038174190125	0.903302381855413	0.9059699085689679	0.8389632771389988	0.4884821583813581	0.6065947638639769	0.9121247692602906	0.9000569360649431	0.900923139014988	0.903943813473127	0.5210100385849946	0.7220375904152819	0.8879715355710768	0.9126909768048598	0.8176280183096295	0.8584634289384757	0.8836986280390301	0.9286132554726638	0.5344647874762278	0.7298879206354498	0.6277448903935705	0.8190802483205213	0.5232095544482651	0.8137717710629657	0.6491842016833976	0.9020654638622652	0.5686840832167435	0.8526288336124581	0.6089577907365383	0.7750975885954899	0.7637761403654179	0.8909872551501463	0.4819777534938654	0.8868702010870104	0.8930065935927107	0.8907354572047095
ZeeviD_2015__PNP_Main_683__bin.7	0.8925242128153146	0.8702875698856019	0.5627889413564986	0.902224522493773	0.6484717094105679	0.8767597242402778	0.8980622486049286	1.0	0.7526189977931037	0.907201426989887	0.8944274381319742	0.8293157432976168	0.7256490473641023	0.8987593717177945	0.8946954608439283	0.9022086787866624	0.8407146304092231	0.5401165964812448	0.6222701787764301	0.9121902142663341	0.8869861770257005	0.9003912735501852	0.9035342689482485	0.5227360497809278	0.6860239358805174	0.8916514886153062	0.9080635887184882	0.8133056772623659	0.8684074499751452	0.8887514300596053	0.922177691136172	0.543214041221365	0.7556022358111352	0.6564972072165446	0.833908437896299	0.5185018190556226	0.8420124940833656	0.6082484979835582	0.894214868394907	0.6070067474387658	0.8481558915154969	0.6380406087416334	0.7965608593098613	0.7869278853866228	0.8901159693345049	0.4897494515766799	0.8963742336431878	0.8832318785949537	0.8900836217658208
ZeeviD_2015__PNP_Main_203__bin.19	0.8515088468190519	0.8388440641846054	0.534960461948327	0.8683983027409028	0.6462266739622654	0.8507503074095064	0.8838864168739156	0.6194729455182874	1.0	0.8757956920829895	0.8366961370456846	0.8129292933683768	0.6714676705178662	0.8794933000213543	0.8717291384002969	0.890060688586427	0.8112731127664464	0.5001317663372599	0.5854245239703344	0.8921048327545575	0.8790227447715933	0.8863114608458367	0.8869781713440548	0.4868165741947718	0.6886500008965545	0.8597701886404919	0.8999466957621228	0.7772230611194759	0.8425753608360017	0.8612557522119084	0.8873856960984667	0.5099194242055577	0.7430344510560053	0.6151097138143828	0.8157547983323	0.49670203800412854	0.8092289685983158	0.6203591760175485	0.8798127994288133	0.5835232851494175	0.8249137813461249	0.6215654492906081	0.7470238467185292	0.7508007861424196	0.867380034221212	0.47164632937020035	0.8587274686355364	0.8758185134692364	0.8649185847045636
CosteaPI_2017__SID713A051-11-0-0__bin.6	0.9018437864680209	0.8702671212344835	0.5503115451852816	0.9182561720048439	0.7011283830176934	0.906761497653671	0.9226912333742494	0.6298859699702893	0.7387778188261847	1.0	0.8697546782197052	0.8622394584788236	0.7130850811245878	0.9325715747218003	0.9261023254278992	0.9264983457899459	0.8619992794629524	0.5134683591648004	0.6217281338548823	0.9408224572880123	0.9174893409102785	0.9229144531848013	0.9279320861747642	0.5312590239014789	0.7441401362053365	0.9144747275755762	0.9465381678374629	0.8437319235497359	0.8791193680541741	0.9065749463951606	0.9364336899655591	0.5417998575426752	0.7527879558473964	0.6445483488609373	0.8417981157864534	0.5276558803065124	0.8389310933737176	0.6705463522582786	0.9154684453358977	0.577965592064192	0.8898467529538812	0.6214352437954518	0.8072668819721813	0.7849297751392718	0.9129034801206029	0.4905867243340762	0.9102051330472575	0.913940283429573	0.915871799408353
