	LiuW_2016__SRR3993059__bin.115	CosteaPI_2017__SID713B051-11-90-0__bin.29	SchirmerM_2016__G88966__bin.18	CosteaPI_2017__SID713B072-11-90-0__bin.79	Obregon-TitoAJ_2015__SM32__bin.9	ZeeviD_2015__PNP_Validation_49__bin.69	FengQ_2015__SID530600__bin.53	ZeeviD_2015__PNP_Main_683__bin.7	ZeeviD_2015__PNP_Main_203__bin.19	CosteaPI_2017__SID713A051-11-0-0__bin.6	BritoIL_2016__WL.28.ST__bin.7	BritoIL_2016__M2.36.ST__bin.4	LeChatelierE_2013__MH0224__bin.50	LiJ_2014__MH0303__bin.6	Obregon-TitoAJ_2015__SM28__bin.49	NielsenHB_2014__MH0118__bin.18	LeChatelierE_2013__MH0096__bin.55	ZeeviD_2015__PNP_Main_338__bin.24	RampelliS_2015__H17__bin.86	CosteaPI_2017__SID713B051-11-0-0__bin.64	LeChatelierE_2013__MH0053__bin.24	RampelliS_2015__H14__bin.54	BritoIL_2016__M2.44.ST__bin.6	LiuW_2016__SRR3992958__bin.90	Obregon-TitoAJ_2015__SM23__bin.21	ZeeviD_2015__PNP_Validation_47__bin.8	XieH_2016__YSZC12003_36795__bin.4	NielsenHB_2014__MH0096__bin.26	XieH_2016__YSZC12003_37100__bin.138	CosteaPI_2017__SID713A038-11-90-0__bin.25	CosteaPI_2017__SID713A004-11-90-0__bin.51	LiuW_2016__SRR3992978__bin.105	ZeeviD_2015__PNP_Main_27__bin.15	LiJ_2014__O2.UC44-1__bin.23	ZeeviD_2015__PNP_Main_325__bin.44	CM_madagascar__A94_03_1FE__bin.9	BritoIL_2016__M2.41.ST__bin.36	LeChatelierE_2013__MH0118__bin.24	NielsenHB_2014__MH0053__bin.13	ZeeviD_2015__PNP_Main_559__bin.27	CosteaPI_2017__SID713B066-11-90-0__bin.38	BritoIL_2016__M1.38.ST__bin.60	CosteaPI_2017__SID713B066-11-0-0__bin.23	BritoIL_2016__M2.37.ST__bin.35	Obregon-TitoAJ_2015__SM39__bin.43	CM_madagascar__A39_02_1FE__bin.34	YuJ_2015__SZAXPI015264-87__bin.34	RampelliS_2015__H13__bin.36	Obregon-TitoAJ_2015__SM18__bin.27
LiuW_2016__SRR3993059__bin.115	1.0	0.8863281325064879	0.562430310498221	0.9242762485991795	0.7077584950301631	0.9043945572938514	0.9342140477162466	0.6408392315043652	0.7433528108509161	0.9321934915688299	0.8777504943589878	0.8584602996572414	0.727902188396824	0.9284500023669238	0.9279152181952229	0.927056563854683	0.8768355962843515	0.5147585901758133	0.6317188413228338	0.9393697233417589	0.9262850873019928	0.9267425363393109	0.9280961355399	0.5425570557530075	0.7453607121581611	0.911943872502954	0.9430780602098547	0.8636815929725329	0.8839823000968798	0.9154530128127913	0.9550996896751971	0.5606773807855469	0.7535849521764216	0.6578370253438953	0.848917144074418	0.5380852101945518	0.832458352686646	0.6739517925581103	0.9247435402899645	0.5850623204008678	0.8808612415523083	0.6317141543449925	0.8097457267651276	0.7876784976923664	0.9214021937868484	0.5008209241689168	0.9228978084160312	0.9195194347879682	0.9181344328358418
CosteaPI_2017__SID713B051-11-90-0__bin.29	0.8953628763064371	1.0	0.5513758722601161	0.9109605774885159	0.7024116944644093	0.8822793296724213	0.898409217240945	0.6311716338974319	0.7398806463129047	0.908325686705094	0.8715527437427855	0.8581851118491015	0.7164933273107258	0.9340065207036603	0.9069052604067532	0.8967037587320706	0.8411878172877244	0.5369879008087908	0.6270476628779162	0.9572385397638873	0.9012647475760425	0.911546266598865	0.9250587819749797	0.5403083840188784	0.7417750215194584	0.9019399235431871	0.9344520610859064	0.8269040104316108	0.868382352244889	0.8958685480686464	0.9108327391216652	0.5564510554240872	0.7372045631668309	0.6445577313329943	0.8257127462427357	0.5385176999321036	0.8536994055989416	0.6548061070755222	0.9095690331915748	0.5650228546591403	0.8701219009849236	0.6254709896867581	0.8080227571232012	0.7969751548501403	0.896610484071813	0.5036197196836047	0.8936304296978943	0.8964632332122183	0.9094340926932324
SchirmerM_2016__G88966__bin.18	0.8714975347205327	0.8457473656842104	1.0	0.8780004401117565	0.671030987208435	0.8435882035524136	0.8972084858775691	0.6258200349620131	0.7228581409417956	0.8809664737970098	0.8451068069892071	0.7983583686233725	0.7075798719318365	0.8761826187811519	0.882322395660469	0.8762726746521047	0.8103670285121245	0.5021951118544755	0.6314790296915659	0.8872972562735897	0.9006974246199678	0.89294245211969	0.8790215574872379	0.5611337743650153	0.701238921856923	0.8527092655144841	0.8877264741746633	0.793546189583586	0.8527448521086509	0.8781812781106859	0.8973145194030457	0.5574770702501156	0.7173473026451007	0.6454725500263995	0.8116851850103455	0.5539481873714072	0.8122770844847533	0.6325328286331189	0.8986014468492428	0.5639836069264584	0.825725912051727	0.6165922132174421	0.8000200446938572	0.7705049592460871	0.8662626740928868	0.5211823754850489	0.8629473107791794	0.8822730101828498	0.8749087639613835
CosteaPI_2017__SID713B072-11-90-0__bin.79	0.8833713273847893	0.861859631503243	0.5415502916859101	1.0	0.6957301375625066	0.8792362546122569	0.8994148363597921	0.619036206860252	0.7245779927762773	0.9066864901694032	0.8468150622187123	0.8652255655096138	0.7014191662929975	0.9082794182139406	0.9050438391178511	0.8991783161102095	0.8570181336670897	0.5062993674427189	0.6158826035324837	0.9231582441417563	0.9093594377626977	0.912200816442816	0.94398815248568	0.5267933095230309	0.7321349939324493	0.8837928530568674	0.923310996802945	0.8344721096486375	0.8647592443357208	0.8879812324765596	0.9179108990591601	0.5387734185284051	0.7276352857751436	0.6292513730941194	0.8145098901748682	0.5285802020904269	0.8455276394965523	0.6541478170927988	0.9062264403657643	0.5590689165356771	0.8598223320807018	0.6235399466127209	0.7881222039207711	0.7859684361935112	0.8976449660830857	0.48574719121004745	0.891496335503974	0.9070909935507916	0.9135979881444225
Obregon-TitoAJ_2015__SM32__bin.9	0.842854463678713	0.828046421231596	0.5157184049511218	0.8668956247899915	1.0	0.8736220371356457	0.8592521519942576	0.5583033879327571	0.6759539270615998	0.869332560836886	0.7993870263017179	0.7887199890153684	0.6389472168359572	0.8852228797372619	0.8843901017752906	0.8683323342230438	0.7848909965092538	0.4447709693155927	0.6070086191402739	0.890821804493652	0.8643040778212028	0.8984390436672595	0.8708909496236312	0.5149905614776562	0.9864014949815639	0.8750749332717123	0.8812789058235292	0.8514936977909058	0.8194574217149644	0.8514618825470502	0.8745173292609821	0.5266991293786427	0.6739082626979104	0.5970219815426933	0.7782823563820821	0.518071058509908	0.7673373543336269	0.8026360883101864	0.86061964931787	0.4505898099681066	0.8475067453898595	0.5687013910517673	0.7697793138400776	0.7420051641164237	0.9110992780730456	0.4562049214275109	0.8492716541805788	0.8988068725392026	0.9831356881079084
ZeeviD_2015__PNP_Validation_49__bin.69	0.8943207372622595	0.8636482876375832	0.5383545822124912	0.9097026145668992	0.7254232009210216	1.0	0.915847857160072	0.6220752278916798	0.733958131334573	0.9262802627358867	0.8665148933724631	0.8527398911014255	0.7083867104436217	0.9188544329728717	0.9219884649824528	0.9163711227824939	0.8601981642599846	0.4997321102482198	0.6191525414302161	0.9290940320837373	0.9092465531209619	0.9056787065652455	0.9211287150005284	0.5316133080954615	0.7661276119250798	0.9981780716016471	0.9398499446608367	0.8400433999936967	0.8695483508558568	0.899701706151824	0.9305558387915484	0.5475332822890577	0.7448892382476117	0.6407352785775332	0.8336756884025057	0.5326862575338199	0.8241577231039616	0.6817451209767872	0.9019375195819066	0.5647468210107137	0.9011829788969616	0.6147745369400501	0.7957428703320906	0.7768191011881699	0.9076373607019639	0.4930547959681202	0.9077750133944876	0.9003148863276116	0.9150339914089889
FengQ_2015__SID530600__bin.53	0.8978294927014632	0.8547067297167521	0.5564721080848312	0.9044113738798595	0.6934267673377975	0.890093124699892	1.0	0.6206319362676428	0.741835034958924	0.9178336908353656	0.8619602222308307	0.8537459336208364	0.7062932369504251	0.9090031954465563	0.9172521682100364	0.9173490135736659	0.8501095028274341	0.4945662994350537	0.6147257204168945	0.9236673852742796	0.9117680179672923	0.9144679766165743	0.91620443650863	0.52699463161375	0.7359207111242441	0.899452440818474	0.9247786295164849	0.8282697472200876	0.8707186466513576	0.8944817962247426	0.9404702810857851	0.540807032685085	0.7394562425620509	0.635981701181153	0.8294593686403001	0.5305562887775592	0.8246616943704466	0.6573669592447683	0.9139026699591087	0.5755664102441674	0.8636291155901216	0.6158234513525469	0.7846154608442933	0.7735881522535241	0.906879804543534	0.48863125519699246	0.897981292178408	0.9064135954674568	0.9073924093054431
ZeeviD_2015__PNP_Main_683__bin.7	0.9026133534724455	0.880026168522911	0.5688590616432433	0.9122780148099052	0.6603214820203631	0.8860540389240275	0.9095766627475497	1.0	0.7616624537809357	0.917133450884838	0.9005675347917906	0.8390550020893889	0.7343683675106302	0.9086894151493566	0.9079454210696218	0.9128067985347211	0.8505733771587876	0.5460995763788812	0.6307604253243174	0.9223948819544797	0.8978437374776951	0.9134742146967547	0.9140294046000883	0.5284800537629795	0.6989299556310186	0.9014752471783348	0.918830047854597	0.8228079406019421	0.880407737802491	0.8986392236055393	0.931940055334147	0.5492214468341302	0.764501117971583	0.6640262688663894	0.8440708556988165	0.5257470142864027	0.8517451513305083	0.6154976541411159	0.9052605728688399	0.6138994201863353	0.8577769826584024	0.6446698798584893	0.8054306946739398	0.7961086535027466	0.9054031662328351	0.49660515567432467	0.9061748868000135	0.8959444730878131	0.9060798245573499
ZeeviD_2015__PNP_Main_203__bin.19	0.8617768405312166	0.8490963002729329	0.5408233847484676	0.8789080944740186	0.6580356546124467	0.8604700444854022	0.8948694806884886	0.6269165209992072	1.0	0.8859930481710561	0.8467109220437746	0.8230266700500277	0.6796860863985081	0.8899786402692054	0.8844705356885728	0.9005650466561507	0.8214731856862092	0.5064587239910909	0.5926855283612777	0.9030205191430678	0.8895531844255993	0.8985600248644436	0.8979009214949747	0.492195357586671	0.701438127690003	0.8696518488854741	0.9115877762134864	0.7868596631454716	0.854464759704387	0.8711998995859005	0.8975998965430491	0.515819295916765	0.7520342277324399	0.6223256187991713	0.8251093932282426	0.5038543691272287	0.8192687484480099	0.6277022287257136	0.8905535218560959	0.5901012780519664	0.8345433196097108	0.6284727221947218	0.7554210301247732	0.7598483790567052	0.88214384102405	0.47820476108453747	0.8686770496729206	0.8879187384772376	0.8802415154704547
CosteaPI_2017__SID713A051-11-0-0__bin.6	0.9116264977957617	0.8793219618042027	0.5559974625361987	0.9277404929903479	0.7138867473435926	0.916047350101251	0.9339581043458651	0.6367819495385721	0.7473798027781928	1.0	0.8788163941429322	0.8714565573913259	0.721064158048793	0.9423304514907141	0.9393135463715093	0.936710995890372	0.871128832207456	0.5188375518974601	0.6296045388333716	0.9506807975043383	0.9281337632109917	0.9359524152200159	0.9376996717247879	0.5363179090124884	0.7579316369850017	0.9239237550797403	0.9573054297875149	0.8528041816816748	0.8912089896622185	0.9159827217782781	0.9456828738610977	0.5471731754874396	0.761276725644977	0.651535541452423	0.8517421687431762	0.5348983776915863	0.8476522501198603	0.6780670722819665	0.9260610733068525	0.5843857971697378	0.8992650705457106	0.6275698925519754	0.8154118840943738	0.7929950231607742	0.928086094093338	0.49725169202449826	0.9195469050367007	0.9266798551225509	0.9320655487036292
