	LiuW_2016__SRR3993059__bin.115	CosteaPI_2017__SID713B051-11-90-0__bin.29	SchirmerM_2016__G88966__bin.18	CosteaPI_2017__SID713B072-11-90-0__bin.79	Obregon-TitoAJ_2015__SM32__bin.9	ZeeviD_2015__PNP_Validation_49__bin.69	FengQ_2015__SID530600__bin.53	ZeeviD_2015__PNP_Main_683__bin.7	ZeeviD_2015__PNP_Main_203__bin.19	CosteaPI_2017__SID713A051-11-0-0__bin.6	BritoIL_2016__WL.28.ST__bin.7	BritoIL_2016__M2.36.ST__bin.4	LeChatelierE_2013__MH0224__bin.50	LiJ_2014__MH0303__bin.6	Obregon-TitoAJ_2015__SM28__bin.49	NielsenHB_2014__MH0118__bin.18	LeChatelierE_2013__MH0096__bin.55	ZeeviD_2015__PNP_Main_338__bin.24	RampelliS_2015__H17__bin.86	CosteaPI_2017__SID713B051-11-0-0__bin.64	LeChatelierE_2013__MH0053__bin.24	RampelliS_2015__H14__bin.54	BritoIL_2016__M2.44.ST__bin.6	LiuW_2016__SRR3992958__bin.90	Obregon-TitoAJ_2015__SM23__bin.21	ZeeviD_2015__PNP_Validation_47__bin.8	XieH_2016__YSZC12003_36795__bin.4	NielsenHB_2014__MH0096__bin.26	XieH_2016__YSZC12003_37100__bin.138	CosteaPI_2017__SID713A038-11-90-0__bin.25	CosteaPI_2017__SID713A004-11-90-0__bin.51	LiuW_2016__SRR3992978__bin.105	ZeeviD_2015__PNP_Main_27__bin.15	LiJ_2014__O2.UC44-1__bin.23	ZeeviD_2015__PNP_Main_325__bin.44	CM_madagascar__A94_03_1FE__bin.9	BritoIL_2016__M2.41.ST__bin.36	LeChatelierE_2013__MH0118__bin.24	NielsenHB_2014__MH0053__bin.13	ZeeviD_2015__PNP_Main_559__bin.27	CosteaPI_2017__SID713B066-11-90-0__bin.38	BritoIL_2016__M1.38.ST__bin.60	CosteaPI_2017__SID713B066-11-0-0__bin.23	BritoIL_2016__M2.37.ST__bin.35	Obregon-TitoAJ_2015__SM39__bin.43	CM_madagascar__A39_02_1FE__bin.34	YuJ_2015__SZAXPI015264-87__bin.34	RampelliS_2015__H13__bin.36	Obregon-TitoAJ_2015__SM18__bin.27
LiuW_2016__SRR3993059__bin.115	1.0	0.9890340996825034	0.9891348641858023	0.9887890978185191	0.9817516338830491	0.9891443259967143	0.9870415189151982	0.9888223006913015	0.9880850897480196	0.9892689480270762	0.9890951401233378	0.9895582298619885	0.9884574100581379	0.9889969983553046	0.9852917480943523	0.9885320138467224	0.9887555584776707	0.9888798241604554	0.9872794303677724	0.988997171955861	0.987752334545197	0.9854617804033944	0.9891847068846492	0.9901786824973393	0.9814737027441709	0.9889540868901993	0.9880628629249489	0.9889696026430408	0.9858587229638411	0.9893230745285646	0.9888039541205031	0.989879163549273	0.9883115534196154	0.9886601184716952	0.9879170174881641	0.9861843153958519	0.9891735248230824	0.9885070420968006	0.9877182329906752	0.9883735275645051	0.9889064478711064	0.9889227463576017	0.9892455069024397	0.9892185261173603	0.9831261060585174	0.9862484874178433	0.9889470551550277	0.9855708358394585	0.9818827355078475
CosteaPI_2017__SID713B051-11-90-0__bin.29	0.9890340996825034	1.0	0.9893630815548604	0.989636624363886	0.9823406849775838	0.9897591030642193	0.9875645462029072	0.988933739716337	0.9879257086798847	0.9897024742210004	0.9891837918768158	0.9893148942109976	0.988948392349253	0.9970942802640697	0.9857754583585236	0.9889887194304168	0.9890393240212898	0.9975249990962323	0.9872805623282649	0.9997754396239257	0.9880494392198829	0.9860483767083726	0.9893932887458714	0.9898681510120457	0.9819277954374274	0.9893250950819844	0.9888077738064717	0.9890733004438703	0.9861787509677982	0.9894652113616953	0.9896128172698999	0.9898506527983881	0.9892884232376604	0.989231877872644	0.9883803341858092	0.9860335932307108	0.9894861426394956	0.988772055665383	0.9878675597902812	0.9892035208387802	0.9898091889250566	0.9889873060307142	0.989583247879675	0.9896907461480652	0.9835996491485621	0.9861601292134937	0.9898558057841935	0.9862160974517368	0.9826797996421214
SchirmerM_2016__G88966__bin.18	0.9891348641858023	0.9893630815548604	1.0	0.9892575225052711	0.9829959803367686	0.9898558485342076	0.9881446056984572	0.9893293072115084	0.9891592653618937	0.9897734832727821	0.989657516411764	0.98950038115927	0.9885423434464113	0.9898270608635684	0.9865008354665854	0.9896449409892587	0.9889632044079071	0.9892665629284264	0.9878516109295249	0.9897826051369358	0.9883138968110557	0.9861489874446224	0.9895674373835559	0.9900069631573907	0.9826265183024839	0.9896654075622916	0.9887207311276569	0.9893543415469884	0.9869856340340872	0.9898650995544117	0.9895664462219949	0.9899192681633605	0.9893270644263829	0.9889824768274214	0.9889220742501083	0.9863977953284457	0.9892538108781583	0.9892473612117357	0.988326241306711	0.989722649318406	0.9897287593857661	0.9902567726737338	0.9895766572316139	0.9894318736650812	0.9838343630033107	0.9861362711599881	0.9897989584350267	0.9862605385809609	0.9830660705480783
CosteaPI_2017__SID713B072-11-90-0__bin.79	0.9887890978185191	0.989636624363886	0.9892575225052711	1.0	0.9820645472837022	0.9896340798602796	0.9872503765270263	0.9889797932725288	0.9880422176116088	0.9897769677434973	0.9896572263465654	0.9946181751912114	0.9890945667619306	0.9903452976480226	0.985476566405496	0.9889273928708073	0.9891050445358223	0.9895642187629949	0.987252668604296	0.9898191406560858	0.9878641828865078	0.9857903806141034	0.9946828400704589	0.9900892520042586	0.9817932518107629	0.9895582756785524	0.9887782127520839	0.9891778609956368	0.9856956373092424	0.9894672854764668	0.989336854855318	0.989618703959293	0.9886920852600026	0.9893074776467908	0.9880508281155045	0.9857837175896303	0.9947746470515934	0.9889522549507018	0.9879542073029071	0.9888513813982966	0.98982984090664	0.9885284884013305	0.990011242609604	0.9947707985432328	0.9832609152376423	0.9863892818476419	0.9895017805217403	0.9858026825221239	0.9822411136923715
Obregon-TitoAJ_2015__SM32__bin.9	0.9817516338830491	0.9823406849775838	0.9829959803367686	0.9820645472837022	1.0	0.9818135468471277	0.9815132993943866	0.9820545402013291	0.9820541933139835	0.9821283076435112	0.9821739910639536	0.9817842903303879	0.9816638625217736	0.9818438043834649	0.9819693423912632	0.9821758579262441	0.9820204152165473	0.981701677482183	0.9826328512854559	0.981919697542154	0.9815012379866217	0.9826370898301358	0.9820397966266377	0.983745802868681	0.9998319404763724	0.9818220552769236	0.9818328526170851	0.9823713841278873	0.9805842105800897	0.9825503417298492	0.9822132015981823	0.9835380567192049	0.9820353329965131	0.9822563319156973	0.982168957074398	0.981305209265945	0.9819429906521662	0.9820493491646024	0.9814661442744285	0.9827059957337905	0.9819143723475159	0.9829499392471356	0.9828500825156693	0.9826489500305408	0.9833427269162909	0.9808707333843937	0.9821517531464625	0.9827584600853134	0.9998183242684713
ZeeviD_2015__PNP_Validation_49__bin.69	0.9891443259967143	0.9897591030642193	0.9898558485342076	0.9896340798602796	0.9818135468471277	1.0	0.9873190633576193	0.9895104426192378	0.9887041540397742	0.9898631304958705	0.990057745095732	0.9890867586113187	0.9890841379779616	0.9898013844977412	0.9860100558692918	0.9885482554322702	0.9890267445487986	0.9896719049102969	0.9872773574990681	0.9895635924468364	0.9886083859977144	0.9862447904299482	0.9892267957981937	0.9901953860948152	0.9816358136721113	0.9999048137762789	0.9888289121738376	0.9888931249486201	0.986500481573613	0.9901493921285802	0.9900919975435446	0.9897719577436175	0.9894099961671902	0.9891229575255	0.9886909851440618	0.9862641234949875	0.9892796447655671	0.9884998395579413	0.9886979811143131	0.9889708658186295	0.9893092765054032	0.98992943517988	0.9897606031342573	0.9895248880117036	0.9836339478390173	0.9867721610013752	0.9899791638904759	0.9861612964170823	0.982520218753055
FengQ_2015__SID530600__bin.53	0.9870415189151982	0.9875645462029072	0.9881446056984572	0.9872503765270263	0.9815132993943866	0.9873190633576193	1.0	0.9873409085630676	0.9877266304733927	0.9879364278556082	0.987779979002718	0.9864884757128649	0.9868468968332169	0.9876794954257098	0.984791765189451	0.9875956644239806	0.9868884824233073	0.9876980274219138	0.9867730334312295	0.9875034929261236	0.9871556342495341	0.9851882865798094	0.9866180269960005	0.9886439203176899	0.9811350319414801	0.9872356728089482	0.9869291392276819	0.9871518560877361	0.9859251691002444	0.9879447874386891	0.987392450509513	0.9882726280807256	0.9870603270675639	0.9870486670099391	0.9874868851782421	0.9861527711862176	0.9867946778881317	0.9875522226265043	0.9870476293746103	0.9880425144606609	0.9872627244970233	0.9888512517655355	0.9878693796849712	0.9873162329858297	0.9824755724917846	0.9863833890436569	0.9876265895646408	0.9852087370028559	0.9816430554962615
ZeeviD_2015__PNP_Main_683__bin.7	0.9888223006913015	0.988933739716337	0.9893293072115084	0.9889797932725288	0.9820545402013291	0.9895104426192378	0.9873409085630676	1.0	0.9881266879535157	0.9891705793901981	0.9931819697883779	0.9883925859836129	0.9881267759720034	0.9890721260025572	0.9854066556004167	0.9883895258393438	0.9884092930553551	0.9890441594236186	0.9865396651295587	0.9889367689611169	0.9879070711318914	0.9856778210746621	0.9885177264549474	0.9891310865166013	0.9815346020777587	0.9891025753687885	0.9882824259380202	0.9884514199843227	0.986369624763523	0.9889969263680013	0.9895246865481334	0.9890619609860583	0.9883598833915915	0.9886615003007362	0.9879602313787936	0.9862192365645405	0.9885732754311083	0.9882222846686988	0.987798314866483	0.9887723094029355	0.9887836916384861	0.989716797195006	0.9889874629527632	0.9884679458316024	0.9831155915193708	0.9861948591968691	0.9891845897523879	0.9858109571801404	0.9823457024889128
ZeeviD_2015__PNP_Main_203__bin.19	0.9880850897480196	0.9879257086798847	0.9891592653618937	0.9880422176116088	0.9820541933139835	0.9887041540397742	0.9877266304733927	0.9881266879535157	1.0	0.9884904784421087	0.9881721320259852	0.9877314101120962	0.9879085124072653	0.9882184360686685	0.985594322508034	0.9883358141549831	0.9875831943178496	0.9875074564735065	0.9877489764074054	0.9879120284012275	0.9881621022347239	0.9863686746798526	0.9878352389562827	0.989071852651613	0.9817687030564438	0.9886372227487974	0.9872298853109706	0.9877530867607657	0.9860855597222072	0.9885856881081843	0.9886205418651222	0.9885621345344953	0.9880327565627285	0.9884049366331533	0.9886626004106647	0.9858047651040729	0.9877454377837395	0.9883016940642827	0.9879392735375446	0.9888527729947238	0.9884613080743497	0.9890094308628185	0.9888841016183292	0.9880928969993757	0.9832637194567961	0.9862853065296485	0.9885462830621226	0.9863723734125122	0.9825923561924915
CosteaPI_2017__SID713A051-11-0-0__bin.6	0.9892689480270762	0.9897024742210004	0.9897734832727821	0.9897769677434973	0.9821283076435112	0.9898631304958705	0.9879364278556082	0.9891705793901981	0.9884904784421087	1.0	0.9896887268107185	0.9894233409177694	0.9889343037853987	0.9896438911069085	0.9859352385636894	0.9890973308253752	0.9895198592826171	0.9896514955152652	0.9874899170944925	0.9896302310489435	0.9885313704525869	0.9860698451938394	0.9895834606275831	0.9905673761289749	0.981803766848252	0.9897729358594654	0.988752532248311	0.9893618507896513	0.9864345829673167	0.9897293091240265	0.990219571326511	0.9901798586160997	0.9888492981439981	0.9892758074626141	0.9883250432799444	0.9864600498204357	0.989711397869929	0.9889085898267	0.9885616313261826	0.9890137557472481	0.9895266502610692	0.9902247561119011	0.9900111805075804	0.9898293838095535	0.9836409422904162	0.9865963901233066	0.9898408967087217	0.9862524564200297	0.9826259544537405
