	NielsenHB_2014__V1_UC55_0__bin.91	FengQ_2015__SID530394__bin.80	ZellerG_2014__CCMD12232071ST-21-0__bin.13	LouisS_2016__AS61_18__bin.24	NielsenHB_2014__V1_CD31_0__bin.12	QinJ_2012__T2D-026__bin.19	XieH_2016__YSZC12003_35583__bin.19	HMP_2012__SRS015217__bin.13	ZeeviD_2015__PNP_Main_228__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.87	XieH_2016__YSZC12003_37348__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.93	ZellerG_2014__CCIS78318719ST-4-0__bin.1	ZeeviD_2015__PNP_Main_18__bin.14	Obregon-TitoAJ_2015__NO19__bin.42	LiuW_2016__SRR3993056__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.27	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.128	ZeeviD_2015__PNP_Main_268__bin.27	LiuW_2016__SRR3992993__bin.68	FengQ_2015__SID31537__bin.39	ZeeviD_2015__PNP_DietIntervention_45__bin.18	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.53	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.20	LiSS_2016__FAT_008-22-42-0__bin.16	LouisS_2016__AS56_12__bin.15	KarlssonFH_2013__S456__bin.1	LiJ_2014__O2.UC29-1__bin.66	LiuW_2016__SRR3993019__bin.10	FengQ_2015__SID31881__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.54	LiSS_2016__FAT_008-22-2-0__bin.9	ZellerG_2014__CCIS00146684ST-4-0__bin.96	HMP_2012__SRS049995__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.30	YuJ_2015__SZAXPI003409-8__bin.96	FengQ_2015__SID530743__bin.43	FengQ_2015__SID31750__bin.98	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.25	CosteaPI_2017__SID713A009-11-0-0__bin.31	ZeeviD_2015__PNP_Main_723__bin.51	FengQ_2015__SID31328__bin.32	LiJ_2014__MH0373__bin.11	LiJ_2014__O2.CD3-0-PT__bin.71	LiSS_2016__FAT_008-22-84-0__bin.42	YuJ_2015__SZAXPI017466-84__bin.45	ZeeviD_2015__PNP_Main_15__bin.30
NielsenHB_2014__V1_UC55_0__bin.91	1.0	0.9914425871326678	0.9917784298225635	0.9890342421185633	0.9913356988816634	0.9915643462575213	0.9871858770556017	0.9886910377840131	0.9925563330090843	0.9924661397546596	0.9914278781400222	0.9911203482933485	0.9911729295983366	0.9924159120818727	0.9920383638059366	0.9923793857778112	0.9885538660369532	0.9867851265322377	0.9954326027231047	0.9926078623086851	0.9959945844072474	0.9968066657233211	0.9920341998353734	0.9906471307125303	0.9920861807692147	0.9922363541359175	0.991772673821774	0.9989233115334623	0.9912905429677904	0.9908023952095808	0.9918429878123851	0.9876647589642242	0.9906710414902625	0.9956572547052926	0.9877373872305348	0.991312972030874	0.9909839696376586	0.9916796746888413	0.9922075069651636	0.9904715383169322	0.9918639293928079	0.9903302128962981	0.9910630550156602	0.9985880261845927	0.9917507623185752	0.9922850419495011	0.9979883740281277	0.9924746695311055
FengQ_2015__SID530394__bin.80	0.9914425871326678	1.0	0.9970722614845496	0.9878059304995288	0.9973785535589952	0.996673354143565	0.9858116399061161	0.9896316032217646	0.9971778457075465	0.997205367773601	0.9894752467493202	0.9894322760314914	0.9898724747549228	0.9973343642811875	0.9980849284266987	0.9965548067553066	0.9873016330243958	0.9875468932587659	0.9908521838806287	0.9972586092505477	0.9931762614113196	0.990576922826767	0.9965057073446704	0.9890440201022397	0.9971883086393368	0.9981268401432939	0.9967345641121893	0.9916201800022081	0.9964088423202351	0.9950556195655659	0.9969836286444679	0.9872039086664129	0.9966352795384366	0.9906446026955228	0.9871033627791025	0.989818615596064	0.9892876608758976	0.9966822759406245	0.9964389919686995	0.9887117722555928	0.9970958110248687	0.9894234970347148	0.9894505019205865	0.9898658340918831	0.9961621915919933	0.9982808845452499	0.9920137970146115	0.997135491741977
ZellerG_2014__CCMD12232071ST-21-0__bin.13	0.9917784298225635	0.9970722614845496	1.0	0.9881614161882845	0.9974081759157671	0.9980196301057511	0.9869245706888017	0.989969769666341	0.9982070227765727	0.9982317622168865	0.9894434861673185	0.9891385248015286	0.989251375988992	0.998430188306929	0.9983537733312922	0.9970526263729611	0.9876887452620607	0.9880937633019713	0.9909628383772794	0.9981380694425485	0.993175249568193	0.9908430837849314	0.9974982881303207	0.9889729090102288	0.9984465449022984	0.9982813100607635	0.9981449330511095	0.9915283633588625	0.9973538316586523	0.9958740655211094	0.9980366814240711	0.9873690393598346	0.9967017285476835	0.9913508756410518	0.9877084297541198	0.9892930439832854	0.9889489932009587	0.9976422183373238	0.9974294888531106	0.9889368086436271	0.9979961562904635	0.9892018794329961	0.9893976630497467	0.9908331617866453	0.9972225125061907	0.9983645260036177	0.9922930075513272	0.9984365514210745
LouisS_2016__AS61_18__bin.24	0.9890342421185633	0.9878059304995288	0.9881614161882845	1.0	0.9871548678631809	0.9877551040202677	0.9962729669126589	0.988298187518706	0.9893102312295772	0.9889402311326806	0.9896027574512417	0.9887423881993057	0.9888574664108272	0.9886183924011449	0.9881613246303672	0.9873340462951331	0.9900544090752541	0.986210774553738	0.9895628041166443	0.9885428551355	0.9888614644062701	0.9879987075634353	0.9881757169464163	0.9888009365929232	0.987610713635891	0.9883624486355495	0.9873401555744494	0.988784248719088	0.9865943829176724	0.9888862681047355	0.9880635500654653	0.995727712902307	0.9864124728592507	0.9899448922701718	0.9962902252447311	0.9888903152558	0.9888387532887424	0.9879429723543636	0.9881381525900206	0.9887731348757632	0.988049281437873	0.9883129320341756	0.9891632973655069	0.9876897348178483	0.9879018602203294	0.9884107757862215	0.98851664990952	0.9889169368981651
NielsenHB_2014__V1_CD31_0__bin.12	0.9913356988816634	0.9973785535589952	0.9974081759157671	0.9871548678631809	1.0	0.997168247923102	0.9852535601254946	0.9889953554266055	0.9971562005133289	0.9973246080410159	0.9885704996584309	0.9880749915571936	0.9887771428436927	0.9975786836087461	0.9981125960489382	0.996772191185599	0.9866008933925839	0.9874489113867196	0.9901868190491228	0.9976207591355309	0.9922700716079473	0.9900795744953275	0.9965191266217848	0.9882668580566241	0.997526283921396	0.9984611214330489	0.9981812631627551	0.9911107318356694	0.9968908010831348	0.9943736772225947	0.9972811218309958	0.9863228714413549	0.9966587022014034	0.9904165205057422	0.9866097950831266	0.98839780078419	0.9879466703683919	0.9968608742440435	0.9964012265656468	0.9885179271302076	0.9972663005794168	0.988142736008016	0.9883873336370887	0.9903013294245937	0.9964666178839383	0.9985094011039287	0.9915167581223885	0.9976377985568425
QinJ_2012__T2D-026__bin.19	0.9915643462575213	0.996673354143565	0.9980196301057511	0.9877551040202677	0.997168247923102	1.0	0.9867612645717572	0.9894995330517998	0.9980516224904412	0.9979404128274284	0.9891880343213242	0.9888344695475247	0.9880989426431934	0.9982192502414328	0.998111739057373	0.9965745189047863	0.9875524916722378	0.9879203041537112	0.9905443265025767	0.9983253014755414	0.9926763840959769	0.9905283150897186	0.997452106617928	0.9891714665308915	0.9981119189958806	0.998011321625784	0.9977461029316412	0.9914415237974585	0.9971703844560392	0.9952957980667549	0.9978524025151753	0.9866926505472531	0.9965498788828341	0.9910361574885962	0.987385284285103	0.9891732049763652	0.9888660405348648	0.9974846275752773	0.9972209247213695	0.9889193851094067	0.9977968927130896	0.9890279916389577	0.9891258726241976	0.9905949057929094	0.9969148002721144	0.99803397412389	0.9919251798251345	0.9981960427873557
XieH_2016__YSZC12003_35583__bin.19	0.9871858770556017	0.9858116399061161	0.9869245706888017	0.9962729669126589	0.9852535601254946	0.9867612645717572	1.0	0.9875052946929849	0.9872426239071824	0.9869336591066022	0.9878553809228364	0.9876868558868716	0.9877760889527636	0.9872207920553084	0.9870761264669858	0.9868351488127024	0.9897501104554739	0.9852656105520567	0.9867919302673144	0.9869567126619264	0.9866831365088985	0.986497795049971	0.9869898383034154	0.9872584427226653	0.9869129517549639	0.9867962740622485	0.9863155873729799	0.9869125855314861	0.9857689230570276	0.9862077251718768	0.9869077358938216	0.9966301189398918	0.9848593085025714	0.9868483313765036	0.9964924090885777	0.987668271108943	0.9874955408137159	0.9864976391757564	0.9871044585879968	0.9866409164535067	0.9864331122507001	0.9873330835251992	0.9875476096280695	0.9861255313107855	0.9864175415851555	0.9869891433154975	0.9870462813654648	0.9871165189412086
HMP_2012__SRS015217__bin.13	0.9886910377840131	0.9896316032217646	0.989969769666341	0.988298187518706	0.9889953554266055	0.9894995330517998	0.9875052946929849	1.0	0.9907818827321677	0.9905866809793155	0.9890467468232376	0.9893582479413602	0.9892459206077383	0.9903498420695381	0.9904600961831131	0.9895752949924936	0.9894819177738332	0.9978129198633786	0.9887570643021805	0.9903081099628613	0.9889455357743715	0.9880560883040485	0.990195632922546	0.9887258642931716	0.9899460568394376	0.9900844676734832	0.9896284225454915	0.9892109823971558	0.989970864681838	0.9896244002946948	0.9899899184622626	0.9887778290594506	0.9886669458774846	0.9887833358945711	0.9892043927159768	0.9895050482608803	0.989280030629999	0.9900570013038661	0.9903046723651565	0.9885521213663467	0.9902533907948357	0.9887960951096191	0.9890896488193206	0.9879339834895995	0.9901757236484974	0.9899808676420919	0.9885180264748126	0.9903480286075197
ZeeviD_2015__PNP_Main_228__bin.8	0.9925563330090843	0.9971778457075465	0.9982070227765727	0.9893102312295772	0.9971562005133289	0.9980516224904412	0.9872426239071824	0.9907818827321677	1.0	0.9994272285958883	0.9904874553201117	0.99062123485353	0.9907288074441396	0.9991854126728145	0.9989449980859134	0.997190548267743	0.9886157681620538	0.9888814204895536	0.9924213201236539	0.9991511977335359	0.9934576524999356	0.9919803983477984	0.998408368485696	0.9897249533469519	0.9986672966376576	0.9984952948696251	0.9982728738228843	0.9926602292278013	0.9984742074257582	0.9961597754435597	0.9985616988318999	0.9881836855621177	0.9966100012304389	0.9925393273464227	0.9888664882870092	0.9907609632676944	0.9906190366763961	0.9986989207210896	0.998361634944146	0.9891844902785153	0.9990195703828798	0.9903706788100005	0.9906420776635654	0.9917535589539959	0.9976871710740858	0.998559246357461	0.9924842320774032	0.9991864628724946
Bengtsson-PalmeJ_2015__TRAVELRES53__bin.87	0.9924661397546596	0.997205367773601	0.9982317622168865	0.9889402311326806	0.9973246080410159	0.9979404128274284	0.9869336591066022	0.9905866809793155	0.9994272285958883	1.0	0.9906180578986752	0.9903967347252262	0.9906495727215677	0.9996346561524583	0.9988966447876736	0.9972721968794888	0.9885448992125043	0.98864000254764	0.992242675237454	0.9995395121358793	0.9932968809861853	0.9918718998080441	0.9985363488810346	0.9897902154100169	0.9987831418723	0.9985570856125042	0.998294144814282	0.992817679558011	0.9984101344315062	0.9962978068505219	0.9984554105242329	0.9881260914456157	0.996730984919382	0.9925378144134659	0.9886279302496525	0.9906834964426179	0.9903170085467338	0.9987200735993247	0.9983674951748515	0.9896040466946283	0.999109438345113	0.990340236972169	0.9904090541289644	0.9915778305556232	0.9982760164889858	0.9986201925806348	0.9923115524741157	0.9995856954941962
