	NielsenHB_2014__V1_UC55_0__bin.91	FengQ_2015__SID530394__bin.80	ZellerG_2014__CCMD12232071ST-21-0__bin.13	LouisS_2016__AS61_18__bin.24	NielsenHB_2014__V1_CD31_0__bin.12	QinJ_2012__T2D-026__bin.19	XieH_2016__YSZC12003_35583__bin.19	HMP_2012__SRS015217__bin.13	ZeeviD_2015__PNP_Main_228__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.87	XieH_2016__YSZC12003_37348__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.93	ZellerG_2014__CCIS78318719ST-4-0__bin.1	ZeeviD_2015__PNP_Main_18__bin.14	Obregon-TitoAJ_2015__NO19__bin.42	LiuW_2016__SRR3993056__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.27	VogtmannE_2016__MMRS90191266ST-27-0-0__bin.38	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.128	ZeeviD_2015__PNP_Main_268__bin.27	LiuW_2016__SRR3992993__bin.68	FengQ_2015__SID31537__bin.39	ZeeviD_2015__PNP_DietIntervention_45__bin.18	VogtmannE_2016__MMRS73787048ST-27-0-0__bin.53	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.20	LiSS_2016__FAT_008-22-42-0__bin.16	LouisS_2016__AS56_12__bin.15	KarlssonFH_2013__S456__bin.1	LiJ_2014__O2.UC29-1__bin.66	LiuW_2016__SRR3993019__bin.10	FengQ_2015__SID31881__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.54	LiSS_2016__FAT_008-22-2-0__bin.9	ZellerG_2014__CCIS00146684ST-4-0__bin.96	HMP_2012__SRS049995__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.30	YuJ_2015__SZAXPI003409-8__bin.96	FengQ_2015__SID530743__bin.43	FengQ_2015__SID31750__bin.98	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.25	CosteaPI_2017__SID713A009-11-0-0__bin.31	ZeeviD_2015__PNP_Main_723__bin.51	FengQ_2015__SID31328__bin.32	LiJ_2014__MH0373__bin.11	LiJ_2014__O2.CD3-0-PT__bin.71	LiSS_2016__FAT_008-22-84-0__bin.42	YuJ_2015__SZAXPI017466-84__bin.45	ZeeviD_2015__PNP_Main_15__bin.30
NielsenHB_2014__V1_UC55_0__bin.91	1.0	0.45369462825183376	0.8572735032077773	0.8871937131503234	0.643982469272393	0.7864209822102414	0.5589314949720567	0.7475848539022392	0.8811514567311979	0.8640141011718936	0.82491662558586	0.8703844893285768	0.9223007207703144	0.8532475198066107	0.915268664615779	0.8980402042446349	0.574021694526338	0.6504366275314881	0.9311127950917668	0.8790460090880909	0.8403210595335201	0.584677869212866	0.40383674789793017	0.856782077676117	0.91740731146998	0.9031262461767827	0.743308718305852	0.9419484771406059	0.6402189912612728	0.33534523126145804	0.8552429468083012	0.761670584302255	0.5419883161939189	0.8844447412642645	0.8825948503391144	0.9221914722035746	0.8437776378606892	0.7960800224519315	0.830106125524673	0.7851061390359798	0.8825462096344883	0.8786869943634688	0.8840189420801159	0.8892150046536801	0.8154822590750622	0.9029617942706655	0.9236869808521619	0.8681574399239043
FengQ_2015__SID530394__bin.80	0.8068073929707328	1.0	0.8049463128852508	0.793620566204955	0.6234577096838635	0.7472178191381641	0.5438012852505112	0.6864248246527552	0.807982667447437	0.7899965744044166	0.7458880839387622	0.7697539818258081	0.806387259804995	0.7756797816405926	0.8568869917298296	0.8326222419321732	0.5647070291985685	0.6068391089057934	0.8212827654098599	0.8213651444619653	0.7615675635228304	0.5227685402637915	0.41112638937420065	0.7856270521823241	0.8616395765442125	0.8482955430873335	0.7145428546126434	0.8077252329096075	0.594854329808654	0.3622460923153388	0.8168480264381838	0.7015887486690635	0.5388509907110755	0.7823195332402908	0.8002424690100303	0.8122890323962487	0.7563351207299333	0.7568644061397107	0.7996864104083187	0.7075907491070453	0.8301124268113609	0.7804110851998481	0.8040641705356217	0.7674315790485357	0.7699571834876683	0.8403377266539482	0.7901421107298029	0.8191820995811713
ZellerG_2014__CCMD12232071ST-21-0__bin.13	0.8536840021296922	0.45075279233772153	1.0	0.844958799684006	0.6587598964369943	0.8177398738714843	0.5480220580744739	0.7440010148713246	0.9057296021435313	0.8980246529159291	0.8006831160393878	0.8301951128563823	0.8844000053818933	0.8713946600084956	0.9350924436294721	0.8989933937258656	0.5653725135172019	0.6469597107616725	0.8946632760738319	0.9050999206170725	0.7984192610275958	0.5588565783075098	0.41048046853226156	0.835345200408255	0.9381532032837239	0.9194937944847126	0.7582868664502377	0.8735839373547609	0.6673640062814384	0.3255910952729677	0.865307354165105	0.7457005399192332	0.5442462754414594	0.8400824198530359	0.8556737649996251	0.873529349578963	0.8152499793373736	0.8191510832021496	0.8459202364957724	0.76575232142205	0.9031043914327945	0.8338517249929362	0.8573817473085729	0.823387017719884	0.8437259616770749	0.9163757561079684	0.8552255301645514	0.9066156924478581
LouisS_2016__AS61_18__bin.24	0.8092850937689604	0.4070893749874551	0.7739998499893831	1.0	0.5781785964429172	0.7172173100983555	0.5524482542602487	0.6895318999689767	0.7962898078349911	0.7898921719459722	0.7546178444319475	0.7913810097123071	0.8502112297384428	0.7849858387864775	0.8343072872411039	0.8413627161640665	0.5354889553802927	0.6052463572245783	0.8377360510374149	0.8076120880386253	0.7598594125851865	0.5189990559190986	0.370301912212801	0.7911193714766434	0.8562940546144288	0.8258109112651987	0.6914954192180504	0.8204457428148964	0.5908537892998765	0.3129830667593023	0.7815401723854399	0.7460302648180381	0.5012097687195467	0.7895780652081361	0.8644590691101729	0.8354827225447999	0.7737075757826523	0.7272905582402135	0.7664207924574944	0.7196058594287835	0.8085449005369746	0.8063989740118931	0.8115405350871663	0.7748967444526883	0.7416391089651063	0.8366831596179871	0.807718081455765	0.7881191591376714
NielsenHB_2014__V1_CD31_0__bin.12	0.8844566741688603	0.48150775535956186	0.9085564772031398	0.8705253921420486	1.0	0.8817855751107435	0.5699302534575039	0.7950167407607701	0.8927260532894336	0.8836608584312197	0.8125066605164585	0.8624813439265367	0.8908878832944969	0.8647945644883795	0.9535712297500417	0.9237469613464715	0.5870278323432028	0.6900480617565737	0.9043870601739554	0.9190293274800316	0.8180704782051996	0.6067662894362221	0.42135553770581324	0.8643852575267149	0.9608141603242645	0.9374004236221015	0.8252349406054243	0.8867052115061913	0.7795876709532557	0.2807363283787044	0.9044946888180201	0.788931745943381	0.5595268581184074	0.8607460308623811	0.8875222348584259	0.8905167500391016	0.8452358419290446	0.8526118502848448	0.8643295875384057	0.7943195404309917	0.9287832396221863	0.8637569819443671	0.8763924787194841	0.8729446507768615	0.8895040864422371	0.9326483273819465	0.8868292760515664	0.8885041474141291
QinJ_2012__T2D-026__bin.19	0.8166098051878032	0.4363153441011377	0.8527013110809935	0.816445454068071	0.666683903491419	1.0	0.5145324471200272	0.726700923853721	0.841063247522006	0.8264428124244637	0.7627908263213529	0.8057522090193489	0.8375305001605431	0.8203962946438771	0.9047609312535301	0.8837544530134178	0.5471369032801678	0.6358023280937395	0.8509331335465088	0.872679993538195	0.7612723823175832	0.5401900620485606	0.381962023667363	0.7974596928878857	0.9186213426364084	0.887353742535553	0.7617906896293241	0.8281949557033647	0.7033522417292304	0.28937702507637314	0.8446553216291285	0.7231381122630387	0.5173288212938121	0.8007892060598263	0.8260367449018082	0.8349818552355251	0.7805066744593149	0.7884504455318343	0.8155731905643216	0.7308221283951033	0.8788816427415531	0.7994559577080474	0.8124200542038009	0.8010465558619434	0.8188758463581596	0.882539858152958	0.8125407119770678	0.8355530755906919
XieH_2016__YSZC12003_35583__bin.19	0.8544550762646548	0.4674817379111404	0.8413001167310122	0.9258468899860371	0.634380528936662	0.7575022396066318	1.0	0.7567132135020838	0.8548799818706941	0.844344683427619	0.8146608958190469	0.8316346944869677	0.8874720122939356	0.8206213772370985	0.8860479883670287	0.8779334715850278	0.6173837145484139	0.6652930019226978	0.8810187584022133	0.8621559002274425	0.8301304106122536	0.5725544026712399	0.43821164312178146	0.859201625972119	0.8928352652768319	0.8827679531470751	0.7397317429273871	0.8693126089558298	0.6027976493277639	0.3729886325947451	0.8346432622363962	0.8313042123489371	0.5556956826049546	0.8541600029271276	0.9172584854239673	0.8877464304978359	0.8086390391467895	0.7942972946496122	0.829972251303339	0.7944336185315498	0.8753415473881878	0.8505760421695209	0.873561074869548	0.8239592468312074	0.804635484103219	0.8822852131668806	0.8604615891233607	0.8487554396769772
HMP_2012__SRS015217__bin.13	0.8697511732176276	0.44907748199135084	0.869221209852468	0.8794391730056423	0.673454539248503	0.8141993353900103	0.5758842416291613	1.0	0.8699667515356587	0.8620617640863588	0.8213879740533531	0.856679042958022	0.9031191038768617	0.8394130161697212	0.9134170106563057	0.8869430949591053	0.594849295036444	0.7241271211446849	0.8963252430084133	0.8814247391390072	0.8184049090775988	0.5814511025708163	0.40124739004270693	0.8664029724657084	0.9210570164230256	0.8934144865934989	0.7697003775764416	0.8877268119694471	0.6832090090179105	0.3263765910690394	0.8586848195587021	0.7822551198727729	0.5502470392788187	0.8553729976479507	0.8924466297698387	0.9001261582281976	0.8378442347845496	0.8174460346838567	0.8375285023729334	0.7920985156983683	0.8876073456515382	0.8625019031523389	0.888251385876656	0.8487920203685582	0.8364317476799507	0.9030773355777431	0.8735475972224531	0.8630323156389943
ZeeviD_2015__PNP_Main_228__bin.8	0.8886889846491193	0.45824216298377385	0.9173182913287848	0.8804147400846892	0.6555637403385385	0.8168990504786541	0.5639930199201698	0.7541667120896166	1.0	0.9517799047831145	0.8317130318183871	0.8588651841654039	0.9194335732184211	0.920277272068935	0.948910861483882	0.9234036688246461	0.5768081319020172	0.6598651639197463	0.9305538900473904	0.9363141690014063	0.8410011166258898	0.5663516390417263	0.42251324922560357	0.863755678517644	0.9636613804735304	0.9463680847452084	0.7700762949823474	0.9073130430313667	0.6634540960858915	0.350958476156066	0.8884915894865857	0.7681225890147061	0.5550171854486672	0.8777909807152324	0.8813242373227143	0.9150647938914179	0.8442310777075064	0.8320100979111154	0.868096814735101	0.793473656505942	0.9263455186236691	0.870462831308508	0.8851136793679617	0.8386125183573608	0.8516733036085549	0.9538983013893194	0.8776317408306638	0.9554175043956438
Bengtsson-PalmeJ_2015__TRAVELRES53__bin.87	0.8720929417018063	0.44839516120862244	0.9102327516943797	0.8740306558614976	0.6494190753990179	0.8033323384348506	0.5574822730131319	0.7479038943651599	0.9525312633210542	1.0	0.8248135734285734	0.8441213578727771	0.916499832841469	0.9179391885836569	0.9379826264228931	0.9111301085634264	0.5669931648136358	0.6532134571579309	0.9130171686228241	0.9235824450032848	0.8243475557058727	0.5566990826932084	0.4197393573787049	0.8446360814611448	0.9556153187350814	0.9351530104511099	0.7613845090409775	0.8878479254808048	0.6574874942819314	0.34456321748610713	0.880810512362328	0.7551306758893496	0.5436486382229607	0.875661328244025	0.8699483250247622	0.8992345775798718	0.8401722862845062	0.8206026591064772	0.8654720611465127	0.7719747228246596	0.9197420849071822	0.8589104069238699	0.8722955581029807	0.8244617222549958	0.83819989354846	0.9458367394968723	0.8591021132111349	0.9241131441155911
