	ZeeviD_2015__PNP_Main_706__bin.77	YuJ_2015__SZAXPI015216-169__bin.7	ChengpingW_2017__AS38raw__bin.42	NielsenHB_2014__V1_CD20_4__bin.60	WenC_2017__RA101__bin.18	ZeeviD_2015__PNP_Main_686__bin.19	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.20	QinN_2014__HD-33__bin.16	ZeeviD_2015__PNP_Validation_41__bin.8	HeQ_2017__SZAXPI029466-158__bin.8	LiJ_2014__O2.UC8-0__bin.19	LiJ_2014__O2.CD1-0__bin.27	LiJ_2014__O2.UC6-2__bin.53	NielsenHB_2014__O2_UC17_2__bin.11	NielsenHB_2014__V1_UC2_4__bin.24	QinN_2014__HD-55__bin.49	LiJ_2014__O2.UC24-1__bin.4	WenC_2017__N035__bin.49	HMP_2012__SRS019267__bin.4	HeQ_2017__SZAXPI029581-99__bin.65	ZeeviD_2015__PNP_Main_118__bin.28	HeQ_2017__RSZAXPI003105-143__bin.55	NielsenHB_2014__O2_UC24_2__bin.20	WenC_2017__N024__bin.3	ZeeviD_2015__PNP_Validation_7__bin.53	LiJ_2014__O2.UC8-1__bin.62	QinJ_2012__T2D-056__bin.12	ChengpingW_2017__AS136raw__bin.14	CM_madagascar__A89_01_1FE__bin.61	LiJ_2014__MH0308__bin.44	ChengpingW_2017__AS98raw__bin.8	WenC_2017__RA123__bin.47	LiJ_2014__MH0394__bin.70	ZeeviD_2015__PNP_Main_262__bin.25	VogtmannE_2016__MMRS17963147ST-27-0-0__bin.46	LeChatelierE_2013__MH0227__bin.52	NielsenHB_2014__V1_UC2_0__bin.17	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.100	LiJ_2014__O2.UC6-1__bin.4	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.50	QinJ_2012__T2D-030__bin.43	LiJ_2014__MH0245__bin.44	LiJ_2014__V1.FI25__bin.61	WenC_2017__RA020__bin.8	ChengpingW_2017__AS6raw__bin.29
ZeeviD_2015__PNP_Main_706__bin.77	1.0	0.9697740093541434	0.9699773833039135	0.9713369070261962	0.9675626329007282	0.9734050434783734	0.9737577854419511	0.9703935699624349	0.9766331393028861	0.9666705063695434	0.9724844296777291	0.9725947281955428	0.973778947499409	0.9760166200099956	0.9742976828253982	0.9687113709043775	0.9708499779096658	0.9687569665548207	0.9714780937560884	0.9671011133102604	0.975751112894456	0.9704095709621545	0.9712199323629027	0.9666310903496662	0.9767679357439409	0.9728188494717278	0.9681167388114817	0.9694882037012102	0.9669536221824029	0.9747832376215209	0.9685783251293781	0.9699847578848634	0.9747382067260905	0.9741318964296631	0.9733185225579501	0.9740308956423479	0.9747856109886709	0.9716915808225544	0.9739493392865981	0.9751074581811938	0.9669819751900488	0.973970298171251	0.9706759735535059	0.9696687012628435	0.9691440631656281
YuJ_2015__SZAXPI015216-169__bin.7	0.9697740093541434	1.0	0.9689327474246683	0.9669973232366721	0.9687499351665579	0.9709607453251898	0.9698351303848247	0.9732989119314062	0.9700425904477012	0.9681707320961165	0.9698765886011367	0.9680565760828255	0.9698428752099731	0.969801166947655	0.9662742016289132	0.9641193652798611	0.9659523012598218	0.9636517424396063	0.9706361441667071	0.9679723080209274	0.9674697343426611	0.969448219171434	0.9663970307163027	0.9698884859583236	0.9700656784069008	0.9701569422686952	0.9701424254385681	0.9698865456250864	0.9644937866613983	0.9690824443808622	0.9695857802233964	0.9641766642334536	0.9687570119942537	0.9663809774164079	0.9694799331462416	0.9657831619070367	0.9688012400830357	0.9718488857138039	0.9701975329356874	0.9699022052848376	0.9704642073678106	0.9665452297392739	0.9667550790592921	0.9660216063136633	0.9681220753212014
ChengpingW_2017__AS38raw__bin.42	0.9699773833039135	0.9689327474246683	1.0	0.9676198603530989	0.9747015156998201	0.9712504266265533	0.9688243172316435	0.9758469186740915	0.9702705799128194	0.9723996985734467	0.9732719974427937	0.9702734110447271	0.9710446237643988	0.9688161289893001	0.9675373166251324	0.9683110521506133	0.9701649065002509	0.9651990461230345	0.9740026073585586	0.972778293462668	0.9695008057036122	0.9699422181498588	0.970640013941927	0.9721554597775185	0.9722530039023377	0.9730935672459997	0.9747632982870555	0.9756319123262375	0.9624735729386892	0.9702414098599084	0.973489885867254	0.9652837778146743	0.9701548666511886	0.9662346762777122	0.9679300432351816	0.9662463224971618	0.9683806213836461	0.9724028791745843	0.9708817619845153	0.9707096243058301	0.974897374560704	0.9662057167210979	0.9676580293573669	0.9680079893035196	0.972053022882256
NielsenHB_2014__V1_CD20_4__bin.60	0.9713369070261962	0.9669973232366721	0.9676198603530989	1.0	0.9675605855493956	0.9710958004208148	0.9716368266387412	0.96930451288713	0.9700409106546521	0.9677330488120665	0.9700844662955992	0.9713641145281426	0.9731592234633898	0.9714785815570324	0.9715424254023692	0.965767182494681	0.9684278394710308	0.9681297026405166	0.9690691217817158	0.9667876939427945	0.9700257937638944	0.96987259109627	0.9689470006275134	0.9670302844613331	0.9714050267231386	0.9706579148805878	0.9688674063210916	0.9675281510921404	0.9656484628459403	0.9714633986069129	0.9676592872925786	0.9677675579660617	0.9726344070876234	0.970525023825714	0.9732196448288106	0.9705687820361084	0.9726529937126729	0.9707773495949271	0.9730532523715174	0.9726979239963781	0.9671287384561964	0.9716852074610007	0.9678430490878399	0.969119558557378	0.9668045703400925
WenC_2017__RA101__bin.18	0.9675626329007282	0.9687499351665579	0.9747015156998201	0.9675605855493956	1.0	0.9697206492663439	0.9666662014681665	0.9751376513785736	0.9679007033746632	0.9718127929774002	0.9729024390080648	0.9686272809036566	0.9680671084649732	0.9667513180387752	0.9651637567058959	0.9695264898023125	0.9717623011090083	0.9632332927495958	0.9755213990586331	0.9717358142906768	0.9670333213237612	0.9667885379161872	0.971621728272196	0.9736328791230823	0.9699033004689885	0.9733661366226907	0.973451622238925	0.9772629974284285	0.959648448990354	0.9673722216228073	0.9745403792799202	0.9637784034636974	0.9679485757975737	0.9652945006637192	0.9658047498020551	0.9639874994237273	0.9654861057167067	0.9712471937763358	0.9683735472876079	0.9695920315214998	0.9736419071418356	0.9638452773285844	0.9707465347213493	0.9653406868124004	0.969341335225095
ZeeviD_2015__PNP_Main_686__bin.19	0.9734050434783734	0.9709607453251898	0.9712504266265533	0.9710958004208148	0.9697206492663439	1.0	0.9719072765211109	0.9721384407703659	0.9747344867528015	0.9668453757139741	0.9725369251561483	0.9707218720666467	0.9751420376990053	0.9736006772806165	0.9724484897484809	0.968661904003082	0.9704921263665481	0.9662845845452979	0.9714561127990236	0.9690650760952759	0.9736066061490012	0.9698730358582583	0.9709781914879871	0.9698446810017721	0.9765193480080475	0.9726596005239615	0.9709866425886486	0.9717905998734404	0.964972843186697	0.9738724260695757	0.9718942756928015	0.9674430175277269	0.9720666118406254	0.9711537285087188	0.9700871888566416	0.9702473581354951	0.9731374132255324	0.971885498562671	0.9755300919495337	0.974562056093784	0.9715734855417945	0.9708677483336866	0.9709385663860451	0.9683550491904287	0.9702261827716102
VogtmannE_2016__MMRS84159866ST-27-0-0__bin.20	0.9737577854419511	0.9698351303848247	0.9688243172316435	0.9716368266387412	0.9666662014681665	0.9719072765211109	1.0	0.9689887218866329	0.9739759831444503	0.9660421908300307	0.9704989241441473	0.973302552134884	0.9735323848296075	0.9732037343417632	0.9715341904697685	0.9673576458603992	0.9701267248885777	0.9686913340393822	0.969555092692057	0.9677694872427658	0.9718339306742864	0.9709208972845337	0.96988384017234	0.966338863253259	0.9740878036450142	0.9698393915136393	0.9684312736131154	0.9685970577267196	0.9666205203880345	0.9751939718417025	0.9681294258271551	0.9696568984695639	0.9737108669037486	0.9726517822764355	0.9727782956190627	0.9724461133946972	0.9718277019634225	0.9727149855492101	0.974344461307934	0.9741948958711064	0.9665694060471823	0.9716284546018765	0.9700254338581561	0.9704639452212268	0.9672738031329693
QinN_2014__HD-33__bin.16	0.9703935699624349	0.9732989119314062	0.9758469186740915	0.96930451288713	0.9751376513785736	0.9721384407703659	0.9689887218866329	1.0	0.972481675616639	0.9754320230871485	0.9734432449576526	0.9713528493491942	0.9719776831453363	0.9698194163837454	0.9680033616296801	0.969411115626945	0.9717467449120615	0.9661045498211281	0.975376227699377	0.9802568574279983	0.9714428748666827	0.9730903719195543	0.9722114601140739	0.9769454442016933	0.9720335006929877	0.9725469632850545	0.978442209757213	0.9773927555235375	0.9647708446014784	0.9708007125490083	0.9768808461684085	0.9667415631747345	0.9675955148185967	0.9665981090532314	0.9669993785248386	0.9670350540089291	0.9679199568826302	0.9723327257487261	0.9717146853146853	0.9721303681084302	0.9771824545358613	0.9668709532841925	0.9709899118922382	0.9694315939700164	0.9800545990321976
ZeeviD_2015__PNP_Validation_41__bin.8	0.9766331393028861	0.9700425904477012	0.9702705799128194	0.9700409106546521	0.9679007033746632	0.9747344867528015	0.9739759831444503	0.972481675616639	1.0	0.9693994364212751	0.9711512944210289	0.9729050040625539	0.9738117806612755	0.9751823459607657	0.973653794888493	0.9692944512695068	0.9707251818495333	0.9685592581878103	0.9717551908475226	0.969251374259049	0.9754566072090363	0.9696318343352558	0.9705399424124884	0.9664193428198306	0.9765589958528458	0.9716040352160482	0.9702878908146294	0.9706577778916691	0.9675637374776059	0.9751259136090862	0.9696653042548286	0.9698093420551436	0.9756382981327837	0.9723467720484857	0.9727235156357625	0.9722115769013385	0.9739219472124553	0.973013730479598	0.9743432858578237	0.9767763339784352	0.9687183602135856	0.9728230651838637	0.9709993352697215	0.9704326294090994	0.9692428717819392
HeQ_2017__SZAXPI029466-158__bin.8	0.9666705063695434	0.9681707320961165	0.9723996985734467	0.9677330488120665	0.9718127929774002	0.9668453757139741	0.9660421908300307	0.9754320230871485	0.9693994364212751	1.0	0.971043418367185	0.9646940437594951	0.9666399079241341	0.9653808355568523	0.9629981054695783	0.9684876926128573	0.9689375233282609	0.9649485906401951	0.9719475134163253	0.9735639695838394	0.9646438685542401	0.967263202479226	0.9691549607755017	0.9741520199012303	0.9667812265603482	0.9717567338641369	0.9732141883111675	0.9735853597392831	0.9620146507548922	0.9662164933549847	0.9725031549045354	0.9648972642290775	0.9667026730449394	0.9638456031934126	0.9665702541940422	0.9638111004405812	0.9639153097963351	0.9713229968159482	0.9665347781740518	0.9685251798561151	0.9744920108531806	0.9635454880674761	0.9679394525188213	0.9686208633080446	0.9736702739083019
