	ZeeviD_2015__PNP_Main_455__bin.62	CosteaPI_2017__SID713B007-11-0-0__bin.9	ZellerG_2014__CCIS31434951ST-20-0__bin.2	LeChatelierE_2013__MH0257__bin.45	ZeeviD_2015__PNP_Main_73__bin.33	CosteaPI_2017__SID713B072-11-90-0__bin.48	LeChatelierE_2013__MH0130__bin.21	CosteaPI_2017__SID713B076-11-0-0__bin.63	CM_madagascar__V40_01_1FE__bin.47	CosteaPI_2017__SID713A057-11-0-0__bin.68	CosteaPI_2017__SID713A052-11-0-0__bin.70	NielsenHB_2014__MH0130__bin.16	CosteaPI_2017__SID713A038-11-90-0__bin.23	XieH_2016__YSZC12003_36049__bin.31	CosteaPI_2017__SID713B014-11-0-0__bin.95	CosteaPI_2017__SID713B051-11-90-0__bin.49	NielsenHB_2014__MH0077__bin.4	CosteaPI_2017__SID713A056-11-90-0__bin.25	FengQ_2015__SID530743__bin.36	CosteaPI_2017__SID713A056-11-0-0__bin.78	CosteaPI_2017__SID713B040-11-90-0__bin.57	FengQ_2015__SID31276__bin.76	BritoIL_2016__W2.17.ST__bin.65	NielsenHB_2014__MH0031__bin.2	BritoIL_2016__M1.64.ST__bin.39	LeChatelierE_2013__MH0077__bin.16	CosteaPI_2017__SID713A053-11-0-0__bin.44	BritoIL_2016__W3.22.ST__bin.95	CosteaPI_2017__SID713A058-11-90-0__bin.58	NielsenHB_2014__V1_CD34_0__bin.26	CosteaPI_2017__SID713B040-11-0-0__bin.80	LeChatelierE_2013__MH0031__bin.15	XieH_2016__YSZC12003_37331__bin.23	CosteaPI_2017__SID713B042-11-0-0__bin.52	ZeeviD_2015__PNP_Main_287__bin.26	LeChatelierE_2013__MH0421__bin.46	ZellerG_2014__CCIS48725289ST-4-0__bin.22	ZeeviD_2015__PNP_Main_415__bin.31	FengQ_2015__SID31160__bin.2	CosteaPI_2017__SID713B046-11-0-0__bin.75	KarlssonFH_2013__S187__bin.51
ZeeviD_2015__PNP_Main_455__bin.62	1.0	0.5609847372054052	0.8226458814732558	0.7031401176116517	0.8422937935324366	0.819368715473036	0.8339767951507281	0.8409613786435801	0.7314167628567263	0.7499915601752323	0.7398831640938969	0.8278193144851096	0.7064761828145055	0.8286392344827537	0.7301224169646943	0.7368969026920527	0.7439030346736732	0.837990201183874	0.60807321314544	0.6849258983385397	0.8503069582225082	0.8927883672638232	0.6141304933382847	0.5436935115345469	0.8687883787563505	0.8588182521446134	0.8036422692282552	0.7405041197119111	0.8693691105286634	0.8485105325421686	0.7044879755841257	0.7817522369127049	0.8245443033337667	0.8672577177708232	0.879439078471695	0.826188812168288	0.5905729671335267	0.80588079806983	0.8309456410639494	0.8368628560797984	0.43480468808921646
CosteaPI_2017__SID713B007-11-0-0__bin.9	0.8332609616437158	1.0	0.8101902184060233	0.7438773017131286	0.8296377539099383	0.8040853907697822	0.8335175521796325	0.8609247288195448	0.771471186643209	0.7648521110306191	0.779834651138227	0.8166914010696784	0.7757500072016055	0.8220744678013552	0.7923953179962253	0.7755622320069221	0.7571293226970066	0.8320916342950055	0.6694783156991798	0.7258508830235221	0.8272398860119216	0.8493253429297838	0.6822662332189257	0.5503466906222294	0.8409634787915385	0.835590014200499	0.8165249639652999	0.7792323835393704	0.8440420317702827	0.8033844345032652	0.7484404523248382	0.7949628237121662	0.8084415619055342	0.8674328463625491	0.8292253953147956	0.7980072357464224	0.62863721085554	0.8118700595652791	0.8277429314908603	0.8377825029793309	0.4922638753599469
ZellerG_2014__CCIS31434951ST-20-0__bin.2	0.9221068700200437	0.6113998606326762	1.0	0.7613413078387478	0.9060965354217231	0.8824294518339363	0.902609534383513	0.903544688321606	0.8144562802450642	0.832177105193345	0.8271108493556777	0.8978504341441087	0.7732644199086746	0.8937825346415559	0.7823297369693364	0.8234104899071408	0.8111830401802195	0.8931883515969474	0.6666512350835299	0.7429892640463301	0.9461068732405479	0.9251723875570985	0.6777692210767514	0.5784086119505669	0.9200143473466869	0.927044305685438	0.8796046669938162	0.8052516763731324	0.9367154801188206	0.8999240363546629	0.7647337065629449	0.8363263224296451	0.8799230943571531	0.9430300839384191	0.938322511767924	0.8951951283431351	0.6470528561243727	0.8556763199941387	0.89435578440817	0.9058352720098322	0.476246969203525
LeChatelierE_2013__MH0257__bin.45	0.9296515793767204	0.662139735772599	0.898027007738407	1.0	0.9207745149666023	0.8878242004113032	0.9109007691873034	0.9354412582401902	0.8386078939633588	0.8574090367993376	0.8552798708825164	0.9023746087942529	0.8299578012990572	0.9211021520055422	0.8378984885486106	0.8539147165536002	0.8356401671613669	0.904786777138912	0.7261225011146781	0.7782538275366111	0.914559382788799	0.932227091404561	0.7206447896926337	0.6017348618630012	0.9258391188178096	0.9324374438802862	0.9014548509037796	0.8478842956919528	0.9433700745825359	0.902113923671966	0.8106490584708657	0.8750349598217274	0.8979249179364185	0.9463506219643123	0.9286791146582437	0.8930184345692214	0.6918098812481926	0.8784243412477463	0.9047986480461199	0.9152222542472919	0.5214144043487406
ZeeviD_2015__PNP_Main_73__bin.33	0.889278596627465	0.5897022110458255	0.8534545126386643	0.7352739767580833	1.0	0.8684455792733792	0.8993168781452574	0.8747410234087538	0.7796772764914474	0.7803381786855061	0.7747540670320904	0.8916947003455044	0.7402430664041764	0.8612367023293485	0.7570636528818824	0.7741947837640257	0.7735778658812181	0.8784023381453181	0.6358235531436649	0.7201134188550126	0.8708666122676794	0.9091989395230887	0.6678668822403485	0.5605645007173993	0.8950712545842269	0.8880819200213551	0.8326313538371003	0.790566806101989	0.8869383279288243	0.8659498487849713	0.7438133791174624	0.8107302002347853	0.8462589068230284	0.8863907990887664	0.9028155267652117	0.8607688002596591	0.61467013283262	0.8226723199145795	0.8784156092737129	0.8985972038111647	0.4600944752671668
CosteaPI_2017__SID713B072-11-90-0__bin.48	0.8523545371062914	0.5631357265130973	0.8189409047537567	0.6985372079104497	0.8556758380400663	1.0	0.8688074923169231	0.8438637377449973	0.753681637801112	0.7406392738418224	0.7555544928720922	0.8497449435154681	0.7138510577727034	0.8275867479719142	0.7325553245049244	0.7477350520909999	0.7395946892061829	0.8600660075870618	0.6140539971053499	0.704678439040865	0.8460776893010772	0.8638524400914273	0.6269704579808731	0.5421024395310279	0.8677789724664526	0.8439272496863631	0.8075435000758407	0.7589363169499922	0.8593513114468693	0.8274253529209142	0.7076556546922996	0.7748595078497024	0.8064664122702082	0.8609256603934303	0.8669690084142114	0.8136271968593719	0.5850611694715283	0.8034066310949982	0.8602008770625503	0.8919112685875168	0.43724310353716683
LeChatelierE_2013__MH0130__bin.21	0.8058279851836532	0.5422170107596883	0.7780723202629576	0.665703918753006	0.823051259646276	0.806995358960496	1.0	0.8048264867532225	0.7099676508372541	0.7091236992839599	0.711037859139211	0.8773993799454624	0.6814766514834045	0.8087537070363767	0.6914399298742887	0.7094301175494034	0.7162528689841557	0.8201741205309955	0.5908382673730134	0.6601269675141116	0.802364730043079	0.8314800175730702	0.6050265088236662	0.5216304227878024	0.8261425098258587	0.8208320696037938	0.758950848844529	0.7254134911485722	0.8262289176945964	0.796365108988431	0.6777680535187436	0.7409884227336674	0.7928241214679482	0.8258062478788429	0.8144587084903886	0.7843186722199049	0.5685009657554164	0.7663565931285964	0.8267081516975155	0.812768376246928	0.42447986974274055
CosteaPI_2017__SID713B076-11-0-0__bin.63	0.8880493117165388	0.6120631361696496	0.8512210171736176	0.747135233658364	0.8749158537107992	0.8566283762335609	0.8795791225424069	1.0	0.7766887378037657	0.7905913165959806	0.7906110376417876	0.8632042072575724	0.7632693246338238	0.88181404798358	0.7852814250124299	0.7833866876114286	0.7856219923034826	0.8853562512112325	0.6619399365209876	0.7314752062840354	0.8805094249532668	0.9061338899724929	0.67162145300873	0.5731098989410177	0.9010860607476476	0.8962195134438748	0.8522286867641822	0.8092083630887253	0.9123168170838869	0.8621070344591143	0.75203667204318	0.8333605761882783	0.8474891885055126	0.9219456176991835	0.8932662868342678	0.8549721876366488	0.6282461505087461	0.8477823494364521	0.8730434921117713	0.8699089835810916	0.4637297731283305
CM_madagascar__V40_01_1FE__bin.47	0.7743117549905557	0.5498454851553208	0.7692196848262164	0.6714776394511681	0.7817926459450499	0.7670046171955556	0.777859437115804	0.7786403758239018	1.0	0.7163093764352695	0.7065510644186987	0.7724004702361218	0.6893373351055903	0.7682577690854728	0.7030147884089534	0.7002225713338464	0.6955673553932676	0.7781867926307369	0.5975431987614479	0.6550326823229543	0.7744657375498447	0.7972445106168123	0.5956539658303196	0.5040921340385861	0.7849703897241544	0.7799946619379446	0.7408488735320329	0.6994340285487467	0.7853924159977613	0.7646218796670022	0.6606638815467301	0.724952550559508	0.7642865398712173	0.7895951893567255	0.7868474561320797	0.7636907604381165	0.5666611410373786	0.783625608706364	0.7910095476790836	0.7821990838608028	0.43193058390186484
CosteaPI_2017__SID713A057-11-0-0__bin.68	0.9193756158036683	0.6312248450530108	0.910089362522684	0.7949619225313482	0.9060355143165822	0.8727752923058771	0.8996430429924515	0.917756806088873	0.8294425254312057	1.0	0.8334739207421606	0.8956635975173262	0.8024294913054465	0.9023550005239009	0.8072564235091497	0.8376167000231572	0.8189200421586126	0.8977948615448824	0.6973547848000063	0.7576025062714018	0.9333056561044138	0.9137073604112314	0.694372071768258	0.6046326926480416	0.9093470962243035	0.9291818076957958	0.8898320083190178	0.8278611372083214	0.9716935030126502	0.8944608267420144	0.7979763337680097	0.862737967669592	0.8889950876587441	0.9433914085537606	0.9267137502410384	0.8857491034250791	0.678368000309938	0.8670387977223079	0.8930727095185307	0.8944335310655616	0.5042519619868082
