	ZeeviD_2015__PNP_Main_455__bin.62	CosteaPI_2017__SID713B007-11-0-0__bin.9	ZellerG_2014__CCIS31434951ST-20-0__bin.2	LeChatelierE_2013__MH0257__bin.45	ZeeviD_2015__PNP_Main_73__bin.33	CosteaPI_2017__SID713B072-11-90-0__bin.48	LeChatelierE_2013__MH0130__bin.21	CosteaPI_2017__SID713B076-11-0-0__bin.63	CM_madagascar__V40_01_1FE__bin.47	CosteaPI_2017__SID713A057-11-0-0__bin.68	CosteaPI_2017__SID713A052-11-0-0__bin.70	NielsenHB_2014__MH0130__bin.16	CosteaPI_2017__SID713A038-11-90-0__bin.23	XieH_2016__YSZC12003_36049__bin.31	CosteaPI_2017__SID713B014-11-0-0__bin.95	CosteaPI_2017__SID713B051-11-90-0__bin.49	NielsenHB_2014__MH0077__bin.4	CosteaPI_2017__SID713A056-11-90-0__bin.25	FengQ_2015__SID530743__bin.36	CosteaPI_2017__SID713A056-11-0-0__bin.78	CosteaPI_2017__SID713B040-11-90-0__bin.57	FengQ_2015__SID31276__bin.76	BritoIL_2016__W2.17.ST__bin.65	NielsenHB_2014__MH0031__bin.2	BritoIL_2016__M1.64.ST__bin.39	LeChatelierE_2013__MH0077__bin.16	CosteaPI_2017__SID713A053-11-0-0__bin.44	BritoIL_2016__W3.22.ST__bin.95	CosteaPI_2017__SID713A058-11-90-0__bin.58	NielsenHB_2014__V1_CD34_0__bin.26	CosteaPI_2017__SID713B040-11-0-0__bin.80	LeChatelierE_2013__MH0031__bin.15	XieH_2016__YSZC12003_37331__bin.23	CosteaPI_2017__SID713B042-11-0-0__bin.52	ZeeviD_2015__PNP_Main_287__bin.26	LeChatelierE_2013__MH0421__bin.46	ZellerG_2014__CCIS48725289ST-4-0__bin.22	ZeeviD_2015__PNP_Main_415__bin.31	FengQ_2015__SID31160__bin.2	CosteaPI_2017__SID713B046-11-0-0__bin.75	KarlssonFH_2013__S187__bin.51
ZeeviD_2015__PNP_Main_455__bin.62	1.0	0.9894213631614529	0.9910075570049638	0.9939428021550324	0.9905930930738865	0.9886708759503214	0.9901724271577079	0.9906529244256462	0.9791757710267754	0.9919977589319491	0.9906666718442982	0.9901726467953292	0.9900967147486814	0.9908372549818444	0.9906274871296421	0.9905284504702877	0.9912703727109592	0.9898316343914131	0.990615605417186	0.9895119342254289	0.9912612296788744	0.9895530625577257	0.9874467542614135	0.9916921532231961	0.989434782788427	0.9910396356137998	0.9919756032598106	0.9872994117484443	0.9918961022222204	0.9905485802130527	0.9905918110266727	0.9911311718292389	0.9898740175863157	0.9914473531643095	0.9915355985112259	0.9910052576555507	0.9911986241807053	0.9818049662441748	0.9874007001772054	0.988779817490181	0.9902525692215436
CosteaPI_2017__SID713B007-11-0-0__bin.9	0.9894213631614529	1.0	0.9883247474268617	0.9888817096809587	0.9889925824189956	0.9876609143090669	0.9879423768493636	0.9890964226451383	0.9777649624598772	0.9890345646257649	0.9880050401405329	0.9879454327527589	0.9881137967290764	0.9894441827174529	0.989067664819814	0.9886577409714173	0.9889325801926441	0.9890109396957606	0.9885951464232441	0.9891281261322572	0.9890406383062418	0.9888840735367087	0.9859753675631214	0.9904417110122423	0.9878277527744211	0.9888194578334021	0.989305148228555	0.9859844530322064	0.989230994813636	0.9893360601855233	0.9880920561676906	0.9896069246012174	0.9886333793030637	0.989544756265705	0.9887619487523248	0.9888357075531609	0.9888546814750448	0.9812854446070318	0.9865551482529813	0.9877235923519508	0.9888522728381027
ZellerG_2014__CCIS31434951ST-20-0__bin.2	0.9910075570049638	0.9883247474268617	1.0	0.9907367408069331	0.9903906089294607	0.9901004914170805	0.9898793884638766	0.9904632698887939	0.9799365058025077	0.9931148313392483	0.9961695930910557	0.9899086908468907	0.9906926766389724	0.9910401174653076	0.9901670910149987	0.9957172610026302	0.9929286974093892	0.9895576526284572	0.9902549309578343	0.9892211240827742	0.9981856925004085	0.9899752197910978	0.9873404865068736	0.9903738477117792	0.9889296890861612	0.992248317848931	0.9939327536566177	0.9876269301988889	0.9932712444437377	0.9913633992787251	0.9906425458844784	0.9906796810018176	0.9910069622042619	0.9940368783790418	0.9929464135938882	0.9928386379876415	0.9913521342497168	0.9832153336679885	0.988908713958159	0.9897518854131021	0.9912817604183132
LeChatelierE_2013__MH0257__bin.45	0.9939428021550324	0.9888817096809587	0.9907367408069331	1.0	0.990160591725924	0.9884979152270787	0.991032904891555	0.9897940588691841	0.9785323472806451	0.9913230037869096	0.9893388333398104	0.9910697324918925	0.9897996546677637	0.9904146289032395	0.9896418745271605	0.990391111778395	0.9910827576684136	0.9897794298627478	0.9897293105049287	0.989434982678399	0.9904036858817934	0.9901439442559824	0.9869181047263239	0.9908305168605647	0.9894292101731095	0.9910302117988311	0.9911449000081118	0.9869687814138948	0.9911638589499212	0.9908176574683579	0.990369712596751	0.9908900192857228	0.990923416991888	0.9902559151913393	0.9908175119184697	0.9909102365252698	0.9898177280664184	0.9815422237982391	0.9878378123071369	0.9885050076577941	0.9903878815364454
ZeeviD_2015__PNP_Main_73__bin.33	0.9905930930738865	0.9889925824189956	0.9903906089294607	0.990160591725924	1.0	0.9896125273156344	0.9913119810841852	0.9906270508609173	0.9794090784857454	0.9907934396150806	0.9897453190046113	0.9912917203519201	0.9899310845047192	0.9905201460105321	0.9896349156343737	0.9899769172788346	0.9911207944474943	0.9901994894272417	0.9898095249454337	0.9897264998488804	0.9904068375175248	0.9903950815611089	0.9878520559020034	0.9908440257877039	0.9895720322379081	0.9908780082505673	0.990832468844238	0.9876141805737746	0.990891897229991	0.9909404305944592	0.9909699020524433	0.9908981723384135	0.9903080056742368	0.9904452359217378	0.9907543010307858	0.9910524120207443	0.9909658546936841	0.9825758871184442	0.9879213467383277	0.9895445918221812	0.9902382461313539
CosteaPI_2017__SID713B072-11-90-0__bin.48	0.9886708759503214	0.9876609143090669	0.9901004914170805	0.9884979152270787	0.9896125273156344	1.0	0.9890819366468516	0.9897650812090645	0.9791464152742879	0.9888279146769059	0.989552325891877	0.9890194681861348	0.988650458618607	0.9890067128030806	0.9888356963958134	0.9899472078519701	0.9900482157154439	0.988825015007997	0.9891896824986387	0.9890768990969078	0.9887683117672202	0.988972602769348	0.9873011843726687	0.9895322272186903	0.987791631561024	0.9890734815229305	0.9890826876074764	0.9875446486588665	0.9888178948462151	0.9888772396554355	0.9888129535333697	0.9895696171283347	0.9879627802345738	0.9892167486038708	0.9876354347161899	0.9892419201902833	0.9887478440445182	0.9831937345148546	0.9879537904343472	0.9955481926575338	0.9888725785062955
LeChatelierE_2013__MH0130__bin.21	0.9901724271577079	0.9879423768493636	0.9898793884638766	0.991032904891555	0.9913119810841852	0.9890819366468516	1.0	0.9903611247409727	0.9786866519934249	0.9908410648754642	0.9890389631939717	0.9998453558910704	0.9904221358703207	0.9908837791253732	0.9893987985003839	0.9898133980840873	0.991410906811149	0.9900181131136658	0.9897451439203857	0.9898148323376839	0.9905408795239083	0.9904509943611619	0.9870719371560785	0.9903883318819591	0.9891039534922795	0.9910821826710922	0.9912576501276831	0.9873144563437525	0.990950591134805	0.9908095051965884	0.9915181515448167	0.9899353390846127	0.9909063333956327	0.9908177925806957	0.9910400931226995	0.9912152120405795	0.9911972551013619	0.9823369540607754	0.9881467986953839	0.9891283185462867	0.9906762174464689
CosteaPI_2017__SID713B076-11-0-0__bin.63	0.9906529244256462	0.9890964226451383	0.9904632698887939	0.9897940588691841	0.9906270508609173	0.9897650812090645	0.9903611247409727	1.0	0.979055692141673	0.9901929039107019	0.9899389110480581	0.9903087637193293	0.9900495435937415	0.9904277019904548	0.990596499971989	0.990339443536456	0.990862221278198	0.9902621004100687	0.9899953477392992	0.9900867769944788	0.9899754792486735	0.9909185764874923	0.9875956849449663	0.9913854428675133	0.9900385654153705	0.9907199389284809	0.9904171396759521	0.987136910402671	0.9903287196081105	0.9908018884524966	0.990034559568482	0.9913101293992044	0.9902597286363799	0.9902149969250894	0.9905954289479584	0.9906466149537942	0.9905689250820231	0.9826993938032927	0.9885431105971666	0.989413869653093	0.9903340988197116
CM_madagascar__V40_01_1FE__bin.47	0.9791757710267754	0.9777649624598772	0.9799365058025077	0.9785323472806451	0.9794090784857454	0.9791464152742879	0.9786866519934249	0.979055692141673	1.0	0.978811197793647	0.9799854494421928	0.9787033796478835	0.9781293968858397	0.9790270146146259	0.9786884811473153	0.9799571374971969	0.9798246366822104	0.9792726267147817	0.9779001411901843	0.979092153332335	0.9792668049436051	0.9794061387189676	0.9800047233942055	0.9794840581153029	0.9783939196087966	0.9789024414616111	0.9788679520280905	0.9800285818499274	0.9791055296134896	0.9788964558417251	0.9785291343458462	0.9790176672626206	0.9790498666303188	0.9790424351684925	0.979460663016582	0.9799336365243063	0.9786307697055986	0.9829219525614645	0.9792313149607208	0.9787796229551624	0.9794991417631266
CosteaPI_2017__SID713A057-11-0-0__bin.68	0.9919977589319491	0.9890345646257649	0.9931148313392483	0.9913230037869096	0.9907934396150806	0.9888279146769059	0.9908410648754642	0.9901929039107019	0.978811197793647	1.0	0.992020266526373	0.9908485423435557	0.9911453395484392	0.9916160436840032	0.9903006075413663	0.9925453896575231	0.9925848590918939	0.9902612257027144	0.9904128001050514	0.9898444650416803	0.9945517094660157	0.9905989886360077	0.9868464099943445	0.9910082890628641	0.9892593164597041	0.9922181938098062	0.9940282527469048	0.9868965583257375	0.9995437505606839	0.9912777391128013	0.9909442048483317	0.9904957129924752	0.9916757581775313	0.9931007448059584	0.9932792008201589	0.9927685632061076	0.9925827135495762	0.981972274959366	0.9884104123891755	0.9885004006623234	0.9914507900947206
