	BritoIL_2016__W1.2.ST__bin.95	BritoIL_2016__M1.48.ST__bin.81	CM_madagascar__A90_04_1FE__bin.17	CM_madagascar__V07_01_2FE__bin.37	Obregon-TitoAJ_2015__SM30__bin.20	RampelliS_2015__H10__bin.43	Obregon-TitoAJ_2015__SM02__bin.41	CM_madagascar__A88_02_1FE__bin.30	CM_madagascar__A72_02_1FE__bin.1	BritoIL_2016__M1.4.ST__bin.21	BritoIL_2016__M2.40.ST__bin.49	BritoIL_2016__M1.27.ST__bin.11	CM_madagascar__A81_01_1FE__bin.13	BritoIL_2016__W3.18.ST__bin.61	BritoIL_2016__M1.3.ST__bin.79	Obregon-TitoAJ_2015__SM37__bin.34	BritoIL_2016__M2.38.ST__bin.48	CM_madagascar__A40_02_1FE__bin.15	BritoIL_2016__M1.24.ST__bin.31	LeChatelierE_2013__MH0189__bin.74	BritoIL_2016__M2.39.ST__bin.19	Obregon-TitoAJ_2015__SM18__bin.32	CM_madagascar__A08_01_1FE__bin.3	RampelliS_2015__H11__bin.10	CM_madagascar__V50_02_1FE__bin.9	BritoIL_2016__M1.29.ST__bin.89	RampelliS_2015__H14__bin.29	Obregon-TitoAJ_2015__SM01__bin.40	Obregon-TitoAJ_2015__HCO70__bin.24	CM_madagascar__A45_02_1FE__bin.2	Obregon-TitoAJ_2015__SM03__bin.7	BritoIL_2016__M2.36.ST__bin.37	CM_madagascar__A32_01_1FE__bin.17	CM_madagascar__A81_03_1FE__bin.15	Obregon-TitoAJ_2015__SM23__bin.1	SchirmerM_2016__G89199__bin.16	BritoIL_2016__M1.1.ST__bin.111	RampelliS_2015__H13__bin.27	CM_madagascar__A73_01_1FE__bin.37	CM_madagascar__V18_02_1FE__bin.38	BritoIL_2016__M1.16.ST__bin.30	CM_madagascar__A56_01_1FE__bin.45	BritoIL_2016__M2.37.ST__bin.15	Obregon-TitoAJ_2015__SM40__bin.39	RampelliS_2015__H16__bin.3	CM_madagascar__A39_02_1FE__bin.22	CM_madagascar__A36_01_1FE__bin.38
BritoIL_2016__W1.2.ST__bin.95	1.0	0.9887657367976532	0.990325859380428	0.9901155566371322	0.9909123155906665	0.98561853403674	0.9903469392184393	0.9907406038756897	0.9899250311006351	0.9891729184490634	0.9907644600242685	0.9904184605717259	0.9896212695708075	0.9900764286850724	0.9915894355252171	0.9905533023388291	0.9913690047949973	0.9899567158593036	0.990140902610685	0.9891421401543219	0.9901631146623437	0.9898531136474156	0.9906836635299899	0.9828126724513983	0.9894012540924477	0.9984423304454029	0.9865991525906785	0.9908559156529619	0.9903948937333183	0.9897855708733204	0.9880825830390967	0.9900055011766405	0.9905353102057596	0.9897600667640308	0.9887514075539606	0.9897944178944094	0.990562482591385	0.9881892290436302	0.9899027215153763	0.9904139278899607	0.992031464877056	0.9899372777644276	0.9910572467786352	0.9898610289530956	0.9874073164920691	0.9894659463162928	0.9899097138279281
BritoIL_2016__M1.48.ST__bin.81	0.9887657367976532	1.0	0.989368748409833	0.9904582952554855	0.990285127557065	0.9856998379753569	0.9902400670766488	0.9908369653905607	0.9895845612380648	0.9920881587548254	0.9913230315131522	0.9915078162903268	0.9893350830441748	0.9904785139286378	0.9995031380202577	0.9902929734497611	0.9916413923550379	0.9902822083177334	0.9908009354539656	0.9898715109950862	0.9910921049447821	0.9897802149394728	0.9899482448885252	0.9834067840822563	0.989283706215506	0.9890146832368187	0.9892118964003943	0.9898133670642938	0.9893429506941009	0.9899474839598216	0.989416295570674	0.9908330806694364	0.9898790515505212	0.9893403250542854	0.9890859531323832	0.9894253090510804	0.9889024328913305	0.9881566453957623	0.9894323279632086	0.9901690419876499	0.9914087430619621	0.9904420657287414	0.9909043810280832	0.9890131051083177	0.988275218968622	0.9899365361989849	0.9906307700812649
CM_madagascar__A90_04_1FE__bin.17	0.990325859380428	0.989368748409833	1.0	0.9903230595371186	0.9907412242433334	0.9868963482209195	0.9900944268554539	0.9908024143935759	0.9904140083907799	0.9897598524529463	0.9905751459703002	0.9903963744342634	0.9899846304554334	0.9903722718067755	0.9909114732680336	0.9901991892813796	0.9907540864814561	0.9903704911102739	0.9902532886916554	0.9904708382606988	0.9900890465228303	0.990187792922666	0.9907554394609517	0.9846241217420532	0.9899997664065344	0.990626963517569	0.9882985124728376	0.9902841080395619	0.9899613818620615	0.989988550906227	0.9891018724173302	0.990212874762145	0.9903081490951927	0.9897030241180724	0.9890404215083035	0.9899028784008436	0.9904331191370236	0.9886141866245872	0.9900181885323246	0.9902211934288977	0.9906994058051074	0.9904579967140121	0.9903942945863404	0.9901092842039745	0.9890349447042805	0.990280638329836	0.9902436887243397
CM_madagascar__V07_01_2FE__bin.37	0.9901155566371322	0.9904582952554855	0.9903230595371186	1.0	0.989917044939388	0.9868444830807863	0.9904081209299425	0.9913060755158861	0.9905684368651548	0.990309903099031	0.9907219684019428	0.9910293384075135	0.9903252783604702	0.9903506751085019	0.9913108535093194	0.9904788121084926	0.9907787665079595	0.9900871056702765	0.9904948132889763	0.9901150872653893	0.990160936406498	0.9898914688869276	0.990591597760153	0.984278340475263	0.9903045466267889	0.990741795710339	0.9889363683186629	0.9910437115507753	0.9905722147064538	0.9906175643849265	0.988706785116845	0.9910247938317784	0.9988443301553344	0.9910597626563412	0.9896119438455924	0.9905568503133164	0.9900114679172498	0.9889548354945439	0.9899151671975003	0.9902866723503811	0.9911279150557756	0.9900935415679337	0.9906237859611099	0.9901422654532109	0.9889735482265455	0.99002841927436	0.9902941024039367
Obregon-TitoAJ_2015__SM30__bin.20	0.9909123155906665	0.990285127557065	0.9907412242433334	0.989917044939388	1.0	0.9874238093350011	0.9998226241374715	0.9919687754065308	0.990835898979143	0.9889335704416038	0.992045043302767	0.9911305019514837	0.9914729959209216	0.9907828382760888	0.9915935575122388	0.991021628946403	0.9922955571045969	0.9900646617336345	0.9915162043629322	0.9914671732198166	0.9912947243110019	0.9907509199109618	0.991710588678005	0.9844780518216941	0.9905180313679871	0.9911140468682631	0.9878285508006457	0.9909727850090138	0.9920225291282023	0.9907948115523793	0.9896378970741585	0.9915539064474634	0.990366260893715	0.9904001887892278	0.9997724862780787	0.9908280133849111	0.992268631860993	0.9892870729808222	0.9910660797787719	0.9910065616733972	0.9921238915917305	0.9901239029616367	0.9915553211529925	0.9912250934613797	0.9901751236398654	0.9908154320119318	0.9912444370318197
RampelliS_2015__H10__bin.43	0.98561853403674	0.9856998379753569	0.9868963482209195	0.9868444830807863	0.9874238093350011	1.0	0.9870120864907245	0.9877296722383224	0.9865634445453093	0.9861777681872093	0.9873948624192399	0.9871439677523957	0.9870206793541243	0.9871832038546507	0.9877461369504066	0.9864693311641994	0.9878288025822137	0.9869704928960902	0.986863282971272	0.9867570741389454	0.986544156493799	0.98653130323032	0.9872601165214802	0.9980216266552923	0.9867749786974551	0.98710884067927	0.9857745614149674	0.9874004591434106	0.9866960122621294	0.9864522659699462	0.9848232652107655	0.9867232057669882	0.9871152981518291	0.9863092411483166	0.9859368701961165	0.9866012740453112	0.9867366937384514	0.9862300780912987	0.9862349465303769	0.9872921037002674	0.988052961028413	0.9868887054718716	0.9877201922707483	0.9868348768428684	0.9857346682003765	0.9865758984131364	0.9866859392114595
Obregon-TitoAJ_2015__SM02__bin.41	0.9903469392184393	0.9902400670766488	0.9900944268554539	0.9904081209299425	0.9998226241374715	0.9870120864907245	1.0	0.991608665153393	0.9909348171448122	0.9902166861294927	0.99125399598522	0.9905482548019643	0.9909160823946295	0.9903164901547261	0.9919154249901015	0.9910226920386781	0.9915697007943992	0.990307135030164	0.9909732515956815	0.9910987102602923	0.9908387348974229	0.990842648515571	0.9907453309031148	0.9849567319725927	0.9903823399968595	0.9909685643754502	0.9893937250855136	0.9911826636251974	0.9911643995396916	0.9905954034830882	0.9904788359903183	0.9908637915016867	0.990229447267309	0.9899306668324859	0.9997890352269669	0.9908671261709682	0.9913489164619833	0.9889071720053239	0.9902013200408716	0.9902545308892352	0.9916028709413048	0.990212814949103	0.9914626125814011	0.9912998544346763	0.9893841859773995	0.9905147757654352	0.9908710872792785
CM_madagascar__A88_02_1FE__bin.30	0.9907406038756897	0.9908369653905607	0.9908024143935759	0.9913060755158861	0.9919687754065308	0.9877296722383224	0.991608665153393	1.0	0.9990122263534106	0.9908378535803998	0.991304752665633	0.9914700128925584	0.9908573372897936	0.9905084398222759	0.9917429306656171	0.9912544040520891	0.9915783242592292	0.9912053618157313	0.9911172920951639	0.9910359734293309	0.9906423642639365	0.9905926979405754	0.991294357943518	0.985342866643866	0.991081905908722	0.9916274739873743	0.9896901798035116	0.9914226405041386	0.9908789298892374	0.9992781789001238	0.9894902487650372	0.9914180503662139	0.9913448468744842	0.9908993508755698	0.9905741811049575	0.9909823948977896	0.9902708927353107	0.9896299238234663	0.9906406641173827	0.991165090210337	0.9921056465511897	0.9911673929273095	0.9913403975130333	0.9906496802615838	0.988780751855581	0.990567145506326	0.9901824690578829
CM_madagascar__A72_02_1FE__bin.1	0.9899250311006351	0.9895845612380648	0.9904140083907799	0.9905684368651548	0.990835898979143	0.9865634445453093	0.9909348171448122	0.9990122263534106	1.0	0.9894455341908527	0.9906827704352971	0.9904901982115272	0.9901602338748473	0.989765602016975	0.9912663629769777	0.9907478113556907	0.9912912851064999	0.9902441476464352	0.9902737431569916	0.9899316673819034	0.989885537236519	0.9893415097094467	0.9904915216185801	0.9841550164473685	0.9897589500123277	0.9904768145753247	0.9882623542297533	0.9907339555401437	0.9902396325896554	0.9995685753892141	0.9879808360972528	0.9904295986342442	0.9907439972055544	0.9898347486315073	0.9897119947033509	0.9902098928771537	0.989656711579984	0.9887051257368871	0.989644161296876	0.9907597351685148	0.9921244043568506	0.9903763832778092	0.9906459924304619	0.9891300367177477	0.987710755028273	0.9898163955345821	0.9893222860616427
BritoIL_2016__M1.4.ST__bin.21	0.9891729184490634	0.9920881587548254	0.9897598524529463	0.990309903099031	0.9889335704416038	0.9861777681872093	0.9902166861294927	0.9908378535803998	0.9894455341908527	1.0	0.9910940935007896	0.9909946548919358	0.9896958944212717	0.990311282608038	0.991486177031228	0.9905391652405292	0.9911498931796888	0.9902566937326966	0.9903862254295365	0.9899164847294478	0.9910770772453181	0.9902047719855689	0.9902147486103912	0.9843809777275071	0.9900468461981003	0.9893070317340608	0.9898154635265685	0.9901175653776442	0.990042235841867	0.9899558234723805	0.9897296090048467	0.9906520008031767	0.990310386614423	0.9900550516625471	0.9896675469853246	0.990562119515242	0.9898763468074336	0.9887861856398001	0.9895982215010759	0.9900806297337478	0.9913463193513243	0.9902055116348737	0.9916670445975204	0.9896530809509788	0.9887970283724643	0.9902500981935579	0.990289869528623
