ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
79369415	6131473	references/D5/Parks8k_GCA_002329145_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	49.094318	1474	2767	176	0.082999	0.400000	0.500000
923639277	6131473	references/D5/Parks8k_GCA_002428905_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	49.264525	3315	2767	179	0.058862	0.400000	0.500000
733202580	6131473	references/D5/Parks8k_GCA_002396445_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	54.938728	3653	2767	723	0.225234	0.400000	0.500000
440171735	6131473	references/D5/Parks8k_GCA_002426475_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	48.181048	1457	2767	124	0.058712	0.400000	0.500000
470051237	6131473	references/D5/Parks8k_GCA_002427285_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	48.222152	1167	2767	79	0.040163	0.400000	0.500000
150674346	6131473	references/D5/Parks8k_GCA_002323285_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	56.942567	3179	2767	713	0.239825	0.400000	0.500000
792836624	6131473	references/D5/Parks8k_GCA_002381195_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	57.063881	2913	2767	706	0.248592	0.400000	0.500000
170070768	6131473	references/D5/Parks8k_GCA_002469305_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	49.103299	2817	2767	197	0.070559	0.400000	0.500000
619901935	6131473	references/D5/Parks8k_GCA_002448415_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	48.205078	1558	2767	128	0.059191	0.400000	0.500000
784157617	6131473	references/D5/Parks8k_GCA_002480295_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	50.301714	3173	2767	350	0.117845	0.400000	0.500000
445912999	6131473	references/D5/Parks8k_GCA_002399805_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	49.685542	4755	2767	249	0.066206	0.400000	0.500000
37425254	6131473	references/D5/Parks8k_GCA_002507245_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	45.707407	1662	2767	27	0.012192	0.400000	0.500000
714027888	6131473	references/D5/Parks8k_GCA_002387245_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	50.887707	3272	2767	484	0.160291	0.400000	0.500000
469184825	6131473	references/D5/Parks8k_GCA_002499095_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	44.628571	904	2767	14	0.007627	0.400000	0.500000
533142999	6131473	references/D5/Parks8k_GCA_002342515_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	48.112366	1188	2767	93	0.047029	0.400000	0.500000
623867662	6131473	references/D5/Parks8k_GCA_002295375_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	56.507817	4290	2767	742	0.210288	0.400000	0.500000
225557719	6131473	references/D5/Parks8k_GCA_002480125_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	47.045862	1557	2767	145	0.067068	0.400000	0.500000
712473908	6131473	references/D5/Parks8k_GCA_002440665_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	55.464567	3414	2767	762	0.246562	0.400000	0.500000
724749752	6131473	references/D5/Parks8k_GCA_002490345_1.LargeContigs.fna	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	48.333673	1601	2767	98	0.044872	0.400000	0.500000
