ID 1	ID 2	Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
79369415	274402637	references/D5/Parks8k_GCA_002329145_1.LargeContigs.fna	data/e.coli-K12.fasta	49.214480	1474	4326	221	0.076207	0.400000	0.500000
923639277	274402637	references/D5/Parks8k_GCA_002428905_1.LargeContigs.fna	data/e.coli-K12.fasta	48.916875	3315	4326	240	0.062819	0.400000	0.500000
733202580	274402637	references/D5/Parks8k_GCA_002396445_1.LargeContigs.fna	data/e.coli-K12.fasta	53.602829	3653	4326	866	0.217070	0.400000	0.500000
440171735	274402637	references/D5/Parks8k_GCA_002426475_1.LargeContigs.fna	data/e.coli-K12.fasta	48.219697	1457	4326	165	0.057064	0.400000	0.500000
470051237	274402637	references/D5/Parks8k_GCA_002427285_1.LargeContigs.fna	data/e.coli-K12.fasta	47.855000	1167	4326	130	0.047333	0.400000	0.500000
150674346	274402637	references/D5/Parks8k_GCA_002323285_1.LargeContigs.fna	data/e.coli-K12.fasta	55.607300	3179	4326	863	0.229980	0.400000	0.500000
792836624	274402637	references/D5/Parks8k_GCA_002381195_1.LargeContigs.fna	data/e.coli-K12.fasta	55.377636	2913	4326	825	0.227932	0.400000	0.500000
170070768	274402637	references/D5/Parks8k_GCA_002469305_1.LargeContigs.fna	data/e.coli-K12.fasta	48.727562	2817	4326	283	0.079238	0.400000	0.500000
619901935	274402637	references/D5/Parks8k_GCA_002448415_1.LargeContigs.fna	data/e.coli-K12.fasta	48.300857	1558	4326	175	0.059483	0.400000	0.500000
784157617	274402637	references/D5/Parks8k_GCA_002480295_1.LargeContigs.fna	data/e.coli-K12.fasta	49.434026	3173	4326	385	0.102680	0.400000	0.500000
445912999	274402637	references/D5/Parks8k_GCA_002399805_1.LargeContigs.fna	data/e.coli-K12.fasta	49.219897	4755	4326	387	0.085233	0.400000	0.500000
37425254	274402637	references/D5/Parks8k_GCA_002507245_1.LargeContigs.fna	data/e.coli-K12.fasta	44.630233	1662	4326	43	0.014362	0.400000	0.500000
714027888	274402637	references/D5/Parks8k_GCA_002387245_1.LargeContigs.fna	data/e.coli-K12.fasta	50.116968	3272	4326	554	0.145828	0.400000	0.500000
469184825	274402637	references/D5/Parks8k_GCA_002499095_1.LargeContigs.fna	data/e.coli-K12.fasta	44.327778	904	4326	27	0.010325	0.400000	0.500000
533142999	274402637	references/D5/Parks8k_GCA_002342515_1.LargeContigs.fna	data/e.coli-K12.fasta	47.716901	1188	4326	142	0.051505	0.400000	0.500000
623867662	274402637	references/D5/Parks8k_GCA_002295375_1.LargeContigs.fna	data/e.coli-K12.fasta	84.453260	4290	4326	2684	0.623027	0.400000	0.500000
225557719	274402637	references/D5/Parks8k_GCA_002480125_1.LargeContigs.fna	data/e.coli-K12.fasta	47.046648	1557	4326	179	0.060853	0.400000	0.500000
712473908	274402637	references/D5/Parks8k_GCA_002440665_1.LargeContigs.fna	data/e.coli-K12.fasta	53.653071	3414	4326	814	0.210336	0.400000	0.500000
724749752	274402637	references/D5/Parks8k_GCA_002490345_1.LargeContigs.fna	data/e.coli-K12.fasta	48.147945	1601	4326	146	0.049266	0.400000	0.500000
827527246	274402637	references/D5/Parks8k_GCA_002376485_1.LargeContigs.fna	data/e.coli-K12.fasta	47.234008	1874	4326	247	0.079677	0.400000	0.500000
110435947	274402637	references/D5/Parks8k_GCA_002471895_1.LargeContigs.fna	data/e.coli-K12.fasta	56.039064	3613	4326	951	0.239577	0.400000	0.500000
567833621	274402637	references/D5/Parks8k_GCA_002337805_1.LargeContigs.fna	data/e.coli-K12.fasta	74.190167	4412	4326	2390	0.547036	0.400000	0.500000
6131473	274402637	references/D5/Parks8k_GCA_002292085_1.LargeContigs.fna	data/e.coli-K12.fasta	57.205752	2767	4326	791	0.223037	0.400000	0.500000
12222708	274402637	references/D5/Parks8k_GCA_002316885_1.LargeContigs.fna	data/e.coli-K12.fasta	48.577376	1842	4326	221	0.071660	0.400000	0.500000
122498044	274402637	references/D5/Parks8k_GCA_002329395_1.LargeContigs.fna	data/e.coli-K12.fasta	48.171066	1436	4326	197	0.068379	0.400000	0.500000
303530093	274402637	references/D5/Parks8k_GCA_002375445_1.LargeContigs.fna	data/e.coli-K12.fasta	50.127464	3231	4326	548	0.145031	0.400000	0.500000
564114448	274402637	references/D5/Parks8k_GCA_002478765_1.LargeContigs.fna	data/e.coli-K12.fasta	49.001141	1628	4326	263	0.088344	0.400000	0.500000
13976178	274402637	references/D5/Parks8k_GCA_002311255_1.LargeContigs.fna	data/e.coli-K12.fasta	48.675904	1756	4326	249	0.081881	0.400000	0.500000
597856047	274402637	references/D5/Parks8k_GCA_002389765_1.LargeContigs.fna	data/e.coli-K12.fasta	49.080000	2715	4326	245	0.069592	0.400000	0.500000
154723501	274402637	references/D5/Parks8k_GCA_002470045_1.LargeContigs.fna	data/e.coli-K12.fasta	54.750264	2741	4326	757	0.214235	0.400000	0.500000
103514859	274402637	references/D5/Parks8k_GCA_002429425_1.LargeContigs.fna	data/e.coli-K12.fasta	47.679885	963	4326	87	0.032898	0.400000	0.500000
887364625	274402637	references/D5/Parks8k_GCA_002426635_1.LargeContigs.fna	data/e.coli-K12.fasta	48.640354	1747	4326	254	0.083649	0.400000	0.500000
529870998	274402637	references/D5/Parks8k_GCA_002344075_1.LargeContigs.fna	data/e.coli-K12.fasta	48.665330	3443	4326	349	0.089844	0.400000	0.500000
900900906	274402637	references/D5/Parks8k_GCA_002440975_1.LargeContigs.fna	data/e.coli-K12.fasta	48.907000	2826	4326	300	0.083893	0.400000	0.500000
961054925	274402637	references/D5/Parks8k_GCA_002399975_1.LargeContigs.fna	data/e.coli-K12.fasta	48.564537	3047	4326	313	0.084904	0.400000	0.500000
516751626	274402637	references/D5/Parks8k_GCA_002415245_1.LargeContigs.fna	data/e.coli-K12.fasta	74.109031	4187	4326	2353	0.552802	0.400000	0.500000
695499818	274402637	references/D5/Parks8k_GCA_002387735_1.LargeContigs.fna	data/e.coli-K12.fasta	48.984665	2647	4326	313	0.089775	0.400000	0.500000
155441936	274402637	references/D5/Parks8k_GCA_002423435_1.LargeContigs.fna	data/e.coli-K12.fasta	49.247531	4097	4326	324	0.076932	0.400000	0.500000
325508364	274402637	references/D5/Parks8k_GCA_002396085_1.LargeContigs.fna	data/e.coli-K12.fasta	48.894068	2218	4326	236	0.072127	0.400000	0.500000
243715731	274402637	references/D5/Parks8k_GCA_002415325_1.LargeContigs.fna	data/e.coli-K12.fasta	49.088043	1867	4326	322	0.103988	0.400000	0.500000
732823802	274402637	references/D5/Parks8k_GCA_002350955_1.LargeContigs.fna	data/e.coli-K12.fasta	49.020170	2144	4326	176	0.054405	0.400000	0.500000
1070838822	274402637	references/D5/Parks8k_GCA_002506255_1.LargeContigs.fna	data/e.coli-K12.fasta	44.687234	903	4326	47	0.017977	0.400000	0.500000
330366415	274402637	references/D5/Parks8k_GCA_002498685_1.LargeContigs.fna	data/e.coli-K12.fasta	43.966667	936	4326	27	0.010262	0.400000	0.500000
921523910	274402637	references/D5/Parks8k_GCA_002425185_1.LargeContigs.fna	data/e.coli-K12.fasta	49.242287	3749	4326	363	0.089907	0.400000	0.500000
196238614	274402637	references/D5/Parks8k_GCA_002498185_1.LargeContigs.fna	data/e.coli-K12.fasta	46.544000	1584	4326	75	0.025381	0.400000	0.500000
711721014	274402637	references/D5/Parks8k_GCA_002473315_1.LargeContigs.fna	data/e.coli-K12.fasta	49.389080	5456	4326	348	0.071151	0.400000	0.500000
131375764	274402637	references/D5/Parks8k_GCA_002387285_1.LargeContigs.fna	data/e.coli-K12.fasta	74.193147	3323	4326	2145	0.560858	0.400000	0.500000
338134703	274402637	references/D5/Parks8k_GCA_002432885_1.LargeContigs.fna	data/e.coli-K12.fasta	84.615084	4322	4326	2854	0.660037	0.400000	0.500000
501450220	274402637	references/D5/Parks8k_GCA_002354175_1.LargeContigs.fna	data/e.coli-K12.fasta	48.046948	3070	4326	344	0.093023	0.400000	0.500000
627354187	274402637	references/D5/Parks8k_GCA_002316235_1.LargeContigs.fna	data/e.coli-K12.fasta	49.245091	1995	4326	275	0.087012	0.400000	0.500000
249131635	274402637	references/D5/Parks8k_GCA_002392165_1.LargeContigs.fna	data/e.coli-K12.fasta	56.955566	3402	4326	1033	0.267340	0.400000	0.500000
989644717	274402637	references/D5/Parks8k_GCA_002479785_1.LargeContigs.fna	data/e.coli-K12.fasta	49.025301	1764	4326	249	0.081773	0.400000	0.500000
444028433	274402637	references/D5/Parks8k_GCA_002379995_1.LargeContigs.fna	data/e.coli-K12.fasta	56.136469	3650	4326	994	0.249248	0.400000	0.500000
356500326	274402637	references/D5/Parks8k_GCA_002306055_1.LargeContigs.fna	data/e.coli-K12.fasta	47.698000	1877	4326	225	0.072546	0.400000	0.500000
109702225	274402637	references/D5/Parks8k_GCA_002435325_1.LargeContigs.fna	data/e.coli-K12.fasta	48.859155	2748	4326	355	0.100368	0.400000	0.500000
530530674	274402637	references/D5/Parks8k_GCA_002297355_1.LargeContigs.fna	data/e.coli-K12.fasta	48.925701	2063	4326	214	0.066990	0.400000	0.500000
88440409	274402637	references/D5/Parks8k_GCA_002380995_1.LargeContigs.fna	data/e.coli-K12.fasta	48.844127	4010	4326	315	0.075576	0.400000	0.500000
786688339	274402637	references/D5/Parks8k_GCA_002337605_1.LargeContigs.fna	data/e.coli-K12.fasta	49.351389	3100	4326	324	0.087261	0.400000	0.500000
231444336	274402637	references/D5/Parks8k_GCA_002331585_1.LargeContigs.fna	data/e.coli-K12.fasta	48.708025	1944	4326	243	0.077512	0.400000	0.500000
143543356	274402637	references/D5/Parks8k_GCA_002470505_1.LargeContigs.fna	data/e.coli-K12.fasta	49.150889	2307	4326	225	0.067843	0.400000	0.500000
758848586	274402637	references/D5/Parks8k_GCA_002383005_1.LargeContigs.fna	data/e.coli-K12.fasta	49.957392	3355	4326	487	0.126806	0.400000	0.500000
1032817440	274402637	references/D5/Parks8k_GCA_002419195_1.LargeContigs.fna	data/e.coli-K12.fasta	49.202685	2101	4326	298	0.092734	0.400000	0.500000
720836275	274402637	references/D5/Parks8k_GCA_002502555_1.LargeContigs.fna	data/e.coli-K12.fasta	47.318182	1148	4326	55	0.020095	0.400000	0.500000
506238323	274402637	references/D5/Parks8k_GCA_002338705_1.LargeContigs.fna	data/e.coli-K12.fasta	48.932401	3128	4326	304	0.081567	0.400000	0.500000
882465939	274402637	references/D5/Parks8k_GCA_002345525_1.LargeContigs.fna	data/e.coli-K12.fasta	48.271134	1621	4326	194	0.065243	0.400000	0.500000
425538281	274402637	references/D5/Parks8k_GCA_002448475_1.LargeContigs.fna	data/e.coli-K12.fasta	48.254733	3293	4326	243	0.063788	0.400000	0.500000
1023656025	274402637	references/D5/Parks8k_GCA_002451835_1.LargeContigs.fna	data/e.coli-K12.fasta	49.492640	1484	4326	197	0.067814	0.400000	0.500000
219309902	274402637	references/D5/Parks8k_GCA_002380295_1.LargeContigs.fna	data/e.coli-K12.fasta	55.937057	2235	4326	734	0.223746	0.400000	0.500000
64050391	274402637	references/D5/Parks8k_GCA_002299835_1.LargeContigs.fna	data/e.coli-K12.fasta	49.461935	2188	4326	310	0.095180	0.400000	0.500000
828047221	274402637	references/D5/Parks8k_GCA_002432735_1.LargeContigs.fna	data/e.coli-K12.fasta	48.161983	2675	4326	242	0.069133	0.400000	0.500000
943970776	274402637	references/D5/Parks8k_GCA_002504695_1.LargeContigs.fna	data/e.coli-K12.fasta	47.705833	1472	4326	60	0.020697	0.400000	0.500000
973523053	274402637	references/D5/Parks8k_GCA_002435565_1.LargeContigs.fna	data/e.coli-K12.fasta	83.543221	3731	4326	2692	0.668239	0.400000	0.500000
243699920	274402637	references/D5/Parks8k_GCA_002299135_1.LargeContigs.fna	data/e.coli-K12.fasta	48.203140	1697	4326	207	0.068737	0.400000	0.500000
274233308	274402637	references/D5/Parks8k_GCA_002328075_1.LargeContigs.fna	data/e.coli-K12.fasta	47.175939	3977	4326	293	0.070577	0.400000	0.500000
374922901	274402637	references/D5/Parks8k_GCA_002365745_1.LargeContigs.fna	data/e.coli-K12.fasta	56.871215	4068	4326	1169	0.278532	0.400000	0.500000
805863031	274402637	references/D5/Parks8k_GCA_002346805_1.LargeContigs.fna	data/e.coli-K12.fasta	52.506452	1272	4326	341	0.121829	0.400000	0.500000
729879026	274402637	references/D5/Parks8k_GCA_002422135_1.LargeContigs.fna	data/e.coli-K12.fasta	49.022581	1385	4326	186	0.065137	0.400000	0.500000
419923664	274402637	references/D5/Parks8k_GCA_002400225_1.LargeContigs.fna	data/e.coli-K12.fasta	49.012051	1080	4326	195	0.072142	0.400000	0.500000
220893932	274402637	references/D5/Parks8k_GCA_002377855_1.LargeContigs.fna	data/e.coli-K12.fasta	53.311796	3556	4326	852	0.216189	0.400000	0.500000
783748789	274402637	references/D5/Parks8k_GCA_002378945_1.LargeContigs.fna	data/e.coli-K12.fasta	49.959793	2174	4326	434	0.133538	0.400000	0.500000
562327083	274402637	references/D5/Parks8k_GCA_002306665_1.LargeContigs.fna	data/e.coli-K12.fasta	50.151749	2961	4326	343	0.094140	0.400000	0.500000
633366927	274402637	references/D5/Parks8k_GCA_002411325_1.LargeContigs.fna	data/e.coli-K12.fasta	48.599554	3153	4326	336	0.089852	0.400000	0.500000
458419431	274402637	references/D5/Parks8k_GCA_002490445_1.LargeContigs.fna	data/e.coli-K12.fasta	49.685000	1429	4326	180	0.062554	0.400000	0.500000
728708273	274402637	references/D5/Parks8k_GCA_002473365_1.LargeContigs.fna	data/e.coli-K12.fasta	48.026540	1965	4326	211	0.067080	0.400000	0.500000
159229463	274402637	references/D5/Parks8k_GCA_002477185_1.LargeContigs.fna	data/e.coli-K12.fasta	50.053571	1770	4326	182	0.059711	0.400000	0.500000
464457133	274402637	references/D5/Parks8k_GCA_002309835_1.LargeContigs.fna	data/e.coli-K12.fasta	48.043293	1465	4326	164	0.056640	0.400000	0.500000
1068496206	274402637	references/D5/Parks8k_GCA_002344145_1.LargeContigs.fna	data/e.coli-K12.fasta	48.236780	3727	4326	295	0.073265	0.400000	0.500000
329561968	274402637	references/D5/Parks8k_GCA_002399345_1.LargeContigs.fna	data/e.coli-K12.fasta	49.637349	1639	4326	249	0.083487	0.400000	0.500000
524730069	274402637	references/D5/Parks8k_GCA_002498625_1.LargeContigs.fna	data/e.coli-K12.fasta	46.909524	1124	4326	63	0.023119	0.400000	0.500000
561913846	274402637	references/D5/Parks8k_GCA_002340435_1.LargeContigs.fna	data/e.coli-K12.fasta	49.358083	1837	4326	266	0.086322	0.400000	0.500000
372317782	274402637	references/D5/Parks8k_GCA_002406225_1.LargeContigs.fna	data/e.coli-K12.fasta	49.316406	1443	4326	192	0.066563	0.400000	0.500000
972718606	274402637	references/D5/Parks8k_GCA_002336225_1.LargeContigs.fna	data/e.coli-K12.fasta	48.964899	1386	4326	198	0.069328	0.400000	0.500000
280925460	274402637	references/D5/Parks8k_GCA_002299205_1.LargeContigs.fna	data/e.coli-K12.fasta	54.753243	1898	4326	555	0.178342	0.400000	0.500000
961891247	274402637	references/D5/Parks8k_GCA_002482165_1.LargeContigs.fna	data/e.coli-K12.fasta	82.740458	4229	4326	2662	0.622326	0.400000	0.500000
42141291	274402637	references/D5/Parks8k_GCA_002371465_1.LargeContigs.fna	data/e.coli-K12.fasta	48.501805	1960	4326	277	0.088132	0.400000	0.500000
297807224	274402637	references/D5/Parks8k_GCA_002416035_1.LargeContigs.fna	data/e.coli-K12.fasta	47.811446	2473	4326	332	0.097661	0.400000	0.500000
1007614894	274402637	references/D5/Parks8k_GCA_002404935_1.LargeContigs.fna	data/e.coli-K12.fasta	49.023313	1483	4326	163	0.056120	0.400000	0.500000
794370344	274402637	references/D5/Parks8k_GCA_002352625_1.LargeContigs.fna	data/e.coli-K12.fasta	47.257650	1321	4326	183	0.064813	0.400000	0.500000
47557195	274402637	references/D5/Parks8k_GCA_002436025_1.LargeContigs.fna	data/e.coli-K12.fasta	47.864480	2601	4326	221	0.063808	0.400000	0.500000
729042704	274402637	references/D5/Parks8k_GCA_002339945_1.LargeContigs.fna	data/e.coli-K12.fasta	50.054727	4665	4326	476	0.105884	0.400000	0.500000
820187695	274402637	references/D5/Parks8k_GCA_002497145_1.LargeContigs.fna	data/e.coli-K12.fasta	46.399296	1340	4326	71	0.025062	0.400000	0.500000
409439634	274402637	references/D5/Parks8k_GCA_002438745_1.LargeContigs.fna	data/e.coli-K12.fasta	49.130749	1899	4326	187	0.060080	0.400000	0.500000
148967980	274402637	references/D5/Parks8k_GCA_002346945_1.LargeContigs.fna	data/e.coli-K12.fasta	47.893789	1210	4326	161	0.058165	0.400000	0.500000
168186202	274402637	references/D5/Parks8k_GCA_002449495_1.LargeContigs.fna	data/e.coli-K12.fasta	49.194972	1525	4326	179	0.061186	0.400000	0.500000
425872712	274402637	references/D5/Parks8k_GCA_002364835_1.LargeContigs.fna	data/e.coli-K12.fasta	54.806970	2866	4326	703	0.195495	0.400000	0.500000
342897671	274402637	references/D5/Parks8k_GCA_002350525_1.LargeContigs.fna	data/e.coli-K12.fasta	49.010577	3086	4326	260	0.070157	0.400000	0.500000
796648238	274402637	references/D5/Parks8k_GCA_002505845_1.LargeContigs.fna	data/e.coli-K12.fasta	46.995161	916	4326	31	0.011828	0.400000	0.500000
39889136	274402637	references/D5/Parks8k_GCA_002315745_1.LargeContigs.fna	data/e.coli-K12.fasta	49.530769	1468	4326	182	0.062824	0.400000	0.500000
258396116	274402637	references/D5/Parks8k_GCA_002329205_1.LargeContigs.fna	data/e.coli-K12.fasta	47.663964	1371	4326	111	0.038968	0.400000	0.500000
583980109	274402637	references/D5/Parks8k_GCA_002376545_1.LargeContigs.fna	data/e.coli-K12.fasta	49.323000	3677	4326	350	0.087467	0.400000	0.500000
271597966	274402637	references/D5/Parks8k_GCA_002469765_1.LargeContigs.fna	data/e.coli-K12.fasta	49.235391	1824	4326	243	0.079024	0.400000	0.500000
158550966	274402637	references/D5/Parks8k_GCA_002470125_1.LargeContigs.fna	data/e.coli-K12.fasta	54.371680	1144	4326	482	0.176234	0.400000	0.500000
56349680	274402637	references/D5/Parks8k_GCA_002343245_1.LargeContigs.fna	data/e.coli-K12.fasta	49.114846	2856	4326	293	0.081593	0.400000	0.500000
1033308879	274402637	references/D5/Parks8k_GCA_002499545_1.LargeContigs.fna	data/e.coli-K12.fasta	46.808442	1545	4326	77	0.026231	0.400000	0.500000
736745222	274402637	references/D5/Parks8k_GCA_002298925_1.LargeContigs.fna	data/e.coli-K12.fasta	50.253824	4018	4326	523	0.125360	0.400000	0.500000
20139750	274402637	references/D5/Parks8k_GCA_002350845_1.LargeContigs.fna	data/e.coli-K12.fasta	48.913100	3540	4326	271	0.068904	0.400000	0.500000
