	BackhedF_2015__SID590_12M__bin.26	BackhedF_2015__SID130_12M__bin.16	BackhedF_2015__SID9_12M__bin.2	BackhedF_2015__SID635_4M__bin.8	BackhedF_2015__SID180_12M__bin.16	BackhedF_2015__SID229_12M__bin.22	GeversD_2014__SKSTL0001__bin.7	BackhedF_2015__SID157_12M__bin.15	BackhedF_2015__SID608_12M__bin.6	BackhedF_2015__SID281_12M__bin.16	BackhedF_2015__SID608_4M__bin.8	BackhedF_2015__SID332_12M__bin.35	KosticAD_2015__PRJNA231909.3105747__bin.1	BackhedF_2015__SID560_12M__bin.12	BackhedF_2015__SID12_12M__bin.11	WenC_2017__N209__bin.11	BackhedF_2015__SID343_12M__bin.16	BackhedF_2015__SID591_12M__bin.12	BackhedF_2015__SID282_12M__bin.23	BackhedF_2015__SID258_12M__bin.21	BackhedF_2015__SID526_12M__bin.21	BackhedF_2015__SID272_12M__bin.5	KosticAD_2015__PRJNA231909.3112118__bin.9	BackhedF_2015__SID70_4M__bin.11	NielsenHB_2014__V1_CD21_0__bin.18	BackhedF_2015__SID521_12M__bin.10	BackhedF_2015__SID275_12M__bin.13	BackhedF_2015__SID195_12M__bin.8	BackhedF_2015__SID265_12M__bin.15
BackhedF_2015__SID590_12M__bin.26	1.0	0.9994077991518769	0.9961962107351461	0.9959667073522097	0.9959206877605986	0.9991453971696277	0.996082601006095	0.9961217616959941	0.9978687738262964	0.9957609026300959	0.9974994523594011	0.9968280260847119	0.9977991527542972	0.9974090025877739	0.9942903321367097	0.9938409126599789	0.9993145204310253	0.9984263748188668	0.9954380017883658	0.9958441686091134	0.998020248805757	0.9981167041546088	0.9979107754838705	0.9975810585562248	0.9968940369489145	0.9969308399058529	0.9959075002888863	0.9973337390948844	0.9980113218799493
BackhedF_2015__SID130_12M__bin.16	0.9994077991518769	1.0	0.9961485854029883	0.9958685516897108	0.9958854261500996	0.9992176022566216	0.9959854382390252	0.9961162104982592	0.9979917417480134	0.9957701281049852	0.9977569120852242	0.9971420795237662	0.9981204932922134	0.9974815397002151	0.9942703357746877	0.9938792910029167	0.9990925530273941	0.9984577319959707	0.9952712202389885	0.9960129135416135	0.9981103257105142	0.998289352759103	0.9981245009563536	0.9978784315641698	0.9970555938277667	0.9971765254155113	0.9958247747839506	0.9976454065179967	0.9980659437760182
BackhedF_2015__SID9_12M__bin.2	0.9961962107351461	0.9961485854029883	1.0	0.9991823409530001	0.9992847712512302	0.9960816938440004	0.9980372320355915	0.9990581734747402	0.9963779257787512	0.9992332675918721	0.9960838308297617	0.9953827151331379	0.9960685171650285	0.9965667557301033	0.9975284384747545	0.9941142731576145	0.9962966457112962	0.9970092586881584	0.9965219643531983	0.9953220785918424	0.9963732611353006	0.9949324982588738	0.9962114665357733	0.9960740052706615	0.9955172438604949	0.9958575001021197	0.9993778484419054	0.9959145265417798	0.9949301034479123
BackhedF_2015__SID635_4M__bin.8	0.9959667073522097	0.9958685516897108	0.9991823409530001	1.0	0.9987944255352449	0.9957026996514816	0.9976307681326656	0.9987753103462186	0.9961977565248659	0.9990793400101747	0.9957629707237581	0.9950741004544369	0.996007718093426	0.996277292135203	0.9977526142367054	0.9939544845530489	0.9960518323944231	0.9965983375992575	0.9960244636443064	0.9949982289534749	0.9962449275756089	0.9947866639394559	0.9962228025683829	0.9959102420054138	0.9952344693533541	0.9957144820891571	0.9991773279328091	0.9958448879249039	0.9945714238867098
BackhedF_2015__SID180_12M__bin.16	0.9959206877605986	0.9958854261500996	0.9992847712512302	0.9987944255352449	1.0	0.995782313761019	0.9978026537783525	0.9988663667818748	0.9961523545863198	0.9989984496093088	0.995924604676799	0.9951578910261091	0.9959674405847015	0.9963752087109158	0.9974919746401844	0.9938743942992874	0.9960422690290479	0.9966204576688014	0.99628522609411	0.9950668561921658	0.9960836069557751	0.9946489367427154	0.9960525664330223	0.9958762128244926	0.9954276344049874	0.9956793072309517	0.9991306955586504	0.9956567525640254	0.9947412875061659
BackhedF_2015__SID229_12M__bin.22	0.9991453971696277	0.9992176022566216	0.9960816938440004	0.9957026996514816	0.995782313761019	1.0	0.9960818526969876	0.9960274469872211	0.9976608283188672	0.9957467328682891	0.9972712795216515	0.9966374371313786	0.997600796740549	0.9975991207473497	0.9943965980890558	0.993571054766152	0.9994913721453563	0.9983251481741551	0.995321807217041	0.9957620860679949	0.9977492974638995	0.9979778306899798	0.9977013459405537	0.9973375866511257	0.9966919532274515	0.9967204309224731	0.9958063160230519	0.9971245586986638	0.9979391364827033
GeversD_2014__SKSTL0001__bin.7	0.996082601006095	0.9959854382390252	0.9980372320355915	0.9976307681326656	0.9978026537783525	0.9960818526969876	1.0	0.9976349856399164	0.9964300103506996	0.9975296865900162	0.9963577269550277	0.9955368607121241	0.9963759467965314	0.9960847514518376	0.9962713984210115	0.9939288499955176	0.9962540292506687	0.9962898458590769	0.9962574249391631	0.9953612570066646	0.9964603168547777	0.994947903300626	0.9966567891334931	0.9960865453758797	0.9959189277523546	0.9957801429359915	0.99794856065765	0.9959933378372051	0.9946198507653808
BackhedF_2015__SID157_12M__bin.15	0.9961217616959941	0.9961162104982592	0.9990581734747402	0.9987753103462186	0.9988663667818748	0.9960274469872211	0.9976349856399164	1.0	0.9963957170085175	0.9985399824606418	0.9959404391754523	0.9956872038416611	0.9962671006808738	0.9964615828230325	0.9971639977732433	0.994029543465953	0.9963080228358288	0.9968727723233021	0.9964174959191099	0.9952208147573743	0.9965488522218939	0.9949563522845897	0.9964148546983637	0.9963473022752514	0.9956687213415745	0.9960662971030073	0.9990832528820142	0.9961186620418518	0.9949274021828544
BackhedF_2015__SID608_12M__bin.6	0.9978687738262964	0.9979917417480134	0.9963779257787512	0.9961977565248659	0.9961523545863198	0.9976608283188672	0.9964300103506996	0.9963957170085175	1.0	0.9959720526988283	0.9996252454417952	0.9987557059794074	0.9990078647788516	0.9964492785212956	0.9945959983740572	0.9941696342679708	0.9979114570864537	0.9971878628200181	0.9952267051547087	0.9961423482662302	0.9984736584853598	0.9965947970196766	0.998913730738853	0.9981032220869573	0.9978207809683973	0.9984932718547097	0.9960479272085919	0.9992697994566205	0.9966896714501885
BackhedF_2015__SID281_12M__bin.16	0.9957609026300959	0.9957701281049852	0.9992332675918721	0.9990793400101747	0.9989984496093088	0.9957467328682891	0.9975296865900162	0.9985399824606418	0.9959720526988283	1.0	0.995651847964615	0.995068730382076	0.995423703245089	0.9963526754504688	0.997460647329094	0.9937990480261083	0.9958908357339787	0.9966255995748787	0.9951802155103977	0.9949390122884082	0.995761558237144	0.9946147147017527	0.9957205870788324	0.9955072242358222	0.9949823096175654	0.995504692395932	0.999227944486604	0.9953635975442094	0.9946746886648492
