	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.6	LiJ_2014__MH0355__bin.86	XieH_2016__YSZC12003_36526__bin.48	NielsenHB_2014__V1_UC10_2__bin.56	ZellerG_2014__CCIS20795251ST-4-0__bin.48	ZeeviD_2015__PNP_Main_688__bin.22	LiuW_2016__SRR3993041__bin.110	IjazUZ_2017__S130_a_WGS__bin.9	KarlssonFH_2013__S598__bin.41	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.113	BritoIL_2016__W2.68.ST__bin.39	LeChatelierE_2013__MH0457__bin.109	BritoIL_2016__M1.59.ST__bin.86	NielsenHB_2014__MH0117__bin.28	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9	HeQ_2017__SZAXPI029560-51__bin.8	ZeeviD_2015__PNP_Main_326__bin.18	BackhedF_2015__SID599_M__bin.7	ZellerG_2014__CCIS15794887ST-4-0__bin.48	ZeeviD_2015__PNP_Main_223__bin.127	CosteaPI_2017__SID713B051-11-0-0__bin.81	XieH_2016__YSZC12003_35550__bin.11	LeChatelierE_2013__MH0451__bin.82	NielsenHB_2014__MH0099__bin.19	LeChatelierE_2013__MH0099__bin.44	NielsenHB_2014__V1_UC37_0__bin.35	BackhedF_2015__SID511_M__bin.69	VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51	XieH_2016__YSZC12003_36118__bin.30	ZeeviD_2015__PNP_Main_183__bin.3	HMP_2012__SRS011134__bin.55	ZeeviD_2015__PNP_Main_616__bin.33
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.6	1.0	0.7644661652994164	0.5824690945793144	0.7365203797439537	0.7928816980716838	0.6974524371456976	0.4096013599143983	0.5168274229166825	0.7322091779044265	0.9276839716785685	0.7967481957608918	0.7227004014479446	0.62730680791968	0.7145712702905754	0.534008484287373	0.6808344653305305	0.7665583996721635	0.7618389199608417	0.6056354488400506	0.760395528674311	0.5789569942249171	0.4567073679737124	0.7657873767767296	0.7468859326265623	0.7610739681118286	0.7213055785327799	0.6488946901110243	0.6629271550317591	0.7113748643500566	0.7555629757234031	0.8307490912402389	0.7705493538129965
LiJ_2014__MH0355__bin.86	0.782699433503259	1.0	0.6404676492366552	0.8051976911236931	0.7803871384805208	0.6767705256974762	0.434299664421969	0.5588302708632956	0.7905997748309485	0.7516932355269834	0.7521221289586203	0.777521633089439	0.6364312336979704	0.7801664759178668	0.5487738076646054	0.6751427508074774	0.8345730062865522	0.8550954015942093	0.6514572664414976	0.8274162356365378	0.5818358969816625	0.5186230656090403	0.8323127689810595	0.8959995586748747	0.9184115714204686	0.8097321513900576	0.7237809753129872	0.7238345869919419	0.7865936615455857	0.8164367191828026	0.7890675685860425	0.8718043748683988
XieH_2016__YSZC12003_36526__bin.48	0.7771708093527365	0.8346493128824913	1.0	0.8220450706963519	0.78807396486851	0.6615556437600496	0.45828793727040396	0.5737026176483692	0.8206680005346273	0.7428685991551269	0.7538061814249436	0.7756702078970924	0.634929587162466	0.7863587024758911	0.6003144985236998	0.6615445056925651	0.8258502395697062	0.8357489439086921	0.6384907311027497	0.840034062235471	0.6560817898671937	0.4872104608729815	0.8356476887497418	0.8327315401719718	0.8388341886019093	0.7629707858615397	0.7128849214867498	0.7216313421168808	0.749696234523149	0.8024116953758794	0.7932450658361043	0.8421867469147553
NielsenHB_2014__V1_UC10_2__bin.56	0.8268584261545356	0.8829013036714428	0.6916691799530058	1.0	0.8406107882177136	0.7399983983124347	0.46806592818646364	0.6249145908625429	0.8542421717520247	0.8147026398878137	0.805014134040802	0.9104554415631108	0.6922996314414678	0.8474128486013348	0.5915773385064433	0.7351456257742199	0.9273949914889049	0.9411890996641569	0.7194661268638787	0.9547514743193254	0.6265716559234324	0.5419301357515408	0.8897570376277303	0.8773013609232536	0.8904011204997265	0.848073970702749	0.7537277574158987	0.7875881141151273	0.8617896984226785	0.9204796202296548	0.8407854403192471	0.9012227351030276
ZellerG_2014__CCIS20795251ST-4-0__bin.48	0.8120583361572875	0.7806424936188999	0.6049259605848539	0.7668799917923975	1.0	0.6885867689715315	0.4209722900143944	0.5435298287284746	0.7552875303510305	0.7756067874386373	0.7750401830544096	0.7495165597709333	0.6785324557830955	0.7307463322275869	0.5951934227257324	0.7369152471763049	0.7970646939403644	0.8029522497847058	0.6296544723661834	0.7905126020898298	0.6486842964312474	0.4674423991071123	0.7873523641937119	0.7723151968114708	0.79175306930139	0.7335490419800219	0.6672368981480042	0.6793392258116666	0.7477390231087538	0.7795139482610142	0.8066526660718227	0.7991764416933776
ZeeviD_2015__PNP_Main_688__bin.22	0.9312704051750869	0.8826039992623231	0.6620396359443176	0.8801275127117528	0.8977202948275478	1.0	0.4890513759497082	0.5979114017683979	0.8480355300836371	0.9192983558318016	0.8891184559045558	0.8625256109646341	0.7651948257238455	0.8172719737516745	0.6463285377583136	0.8194161004051143	0.8767583155838288	0.8784940854124403	0.7494209034109448	0.8779114423000925	0.6797925182544621	0.5650087852448419	0.883450098390689	0.8636219933082172	0.8775618564326839	0.8370656268935902	0.7579761308849488	0.8056241779665655	0.8244521634805377	0.8620372040426313	0.9248177593673813	0.8814863377789848
LiuW_2016__SRR3993041__bin.110	0.8682581558458271	0.8991667202882697	0.728085387040731	0.8837880445273791	0.8712888488514253	0.776391480599704	1.0	0.625234862621453	0.891472556463548	0.8445096840615147	0.8715140595843254	0.8699054114921819	0.7602728267164275	0.8299160285695901	0.7357168135898592	0.769636767260794	0.9006981532719902	0.8953638761984428	0.7451547519464642	0.8931616369602986	0.7237919052828004	0.573944726851554	0.9001351264397401	0.903680586834824	0.9109902837655235	0.8551830641528859	0.8516199086287883	0.8199424103983013	0.8490557235699118	0.8948732385303392	0.8805031851232225	0.9108503313815071
IjazUZ_2017__S130_a_WGS__bin.9	0.7216276699224586	0.7620979619689029	0.6003587799362969	0.7772163084871694	0.7409897070634932	0.6252349658915354	0.4118350756659045	1.0	0.7456455813697214	0.6895409185020672	0.6996961072482871	0.7646780834836197	0.6060965039618375	0.7206920447489493	0.5190378001046883	0.6229208035144751	0.8113618591285441	0.8411853088834591	0.6054120035517729	0.8131356264450269	0.5432263068553882	0.47719426884548305	0.7693456133695857	0.7534717733646692	0.7695013742988109	0.7124483710797517	0.6670827355433725	0.6724538386062469	0.7604184988884816	0.7906732050937003	0.7274321486319528	0.7746891668803523
KarlssonFH_2013__S598__bin.41	0.6927351599419307	0.7305534535021805	0.5819101993225245	0.7198908974467589	0.697694889066626	0.6008760656453319	0.39788041222902054	0.5052390190247398	1.0	0.6675093228260979	0.6696941021727174	0.6983884470189213	0.5688216263718591	0.6960564840488851	0.4993394686168616	0.5960520326417379	0.7457313159364684	0.7415017611776987	0.5755209941284505	0.7402331101407362	0.5197699914848889	0.43500012205471206	0.7376311908662869	0.7254314634072793	0.7385824996517851	0.6856179342886148	0.6311865584735407	0.6327782955131251	0.6966071661911319	0.7324036593438625	0.7146691096754924	0.7474594670660488
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.113	1.0021511493974895	0.7931166498471487	0.6014528456410941	0.7839455719852141	0.8180803123101655	0.7437525260019363	0.43037826289767367	0.533489149566368	0.7621815802914054	1.0	0.8330506397292043	0.7684210612610294	0.6693009502276168	0.7428646849967987	0.5608679363148286	0.7277385959979112	0.7994372907978519	0.7927133093351194	0.6540674677184125	0.7882404926000952	0.6037917287321909	0.4901923491551574	0.7921861793569999	0.7759951730306203	0.7937413357621209	0.7677447280853705	0.6777678217890775	0.707495329202099	0.7372498899421468	0.7846022300139447	0.8516100418670731	0.8051291468446393
BritoIL_2016__W2.68.ST__bin.39	0.867790549761004	0.8001021611716465	0.6153326065232719	0.7809998404764876	0.8242125282988926	0.7252575312868588	0.44779655049001826	0.54580267189485	0.7709713494118707	0.8399086500591394	1.0	0.770444012619715	0.6723477976250007	0.7410544917440384	0.5803209150202545	0.7197047905819963	0.8034463691043457	0.802938869432898	0.6534281437496953	0.8001501008800243	0.6170625687583533	0.47880775598357816	0.7957082389348128	0.7851796871190136	0.7986937256013746	0.7465154857656261	0.684614577142843	0.7080430432457497	0.7516632185893658	0.787031151718432	0.870428886815175	0.8032256811364686
LeChatelierE_2013__MH0457__bin.109	0.8504449475127144	0.8936421398559559	0.6841028938332463	0.9543336057046157	0.8611728039507232	0.7601489558356663	0.4829169624797396	0.6444643885711224	0.8686661397845141	0.8370549966734983	0.8324059314428087	1.0	0.7134761273268768	0.8526649967181493	0.606315441665662	0.7415607320982859	0.9300657709670074	0.952443974120263	0.7400934992565603	0.9538745931174902	0.6426158359342559	0.5552168030755629	0.90828589161409	0.8808746243732112	0.8986234087489229	0.8578382650395832	0.7794721355248059	0.7988694359235395	0.8748976375140093	0.9223473939426412	0.8677829424135669	0.9178019191012641
