	HMP_2012__SRS019126__bin.26	HMP_2012__SRS023958__bin.34	FerrettiP_2018__CA_C10005MS2061SA_t0M15__bin.32	HMP_2012__SRS063288__bin.15	HMP_2012__SRS019127__bin.32	HMP_2012__SRS018145__bin.57	HMP_2012__SRS047824__bin.58	HMP_2012__SRS057539__bin.64	HMP_2012__SRS022530__bin.53	HMP_2012__SRS022621__bin.36	HMP_2012__SRS023926__bin.59	HMP_2012__SRS013252__bin.16	HMP_2012__SRS057205__bin.2	HMP_2012__SRS024441__bin.2	HMP_2012__SRS011115__bin.71	HMP_2012__SRS015644__bin.55	HMP_2012__SRS022077__bin.47	HMP_2012__SRS017209__bin.31	HMP_2012__SRS018300__bin.3	HMP_2012__SRS077736__bin.49	HMP_2012__SRS062761__bin.49	HMP_2012__SRS042131__bin.27	HMP_2012__SRS016037__bin.60	CM_cf__CF_TNFC057IS_t1M15__bin.15	HMP_2012__SRS016002__bin.40	HMP_2012__SRS019327__bin.47	HMP_2012__SRS013164__bin.35	HMP_2012__SRS017439__bin.53	HMP_2012__SRS017808__bin.52	HMP_2012__SRS057692__bin.13	HMP_2012__SRS015762__bin.44	HMP_2012__SRS019122__bin.5	HMP_2012__SRS042643__bin.39	HMP_2012__SRS021496__bin.20	HMP_2012__SRS011306__bin.51	HMP_2012__SRS043663__bin.27	HMP_2012__SRS016225__bin.43	HMP_2012__SRS063193__bin.55	HMP_2012__SRS024277__bin.47	CM_cf__CF_TNFC057SA_t1M16__bin.3	HMP_2012__SRS024081__bin.3	HMP_2012__SRS011243__bin.13	HMP_2012__SRS064329__bin.27
HMP_2012__SRS019126__bin.26	1.0	0.717235643004572	0.566339820128697	0.6683170272488896	0.9167130268067317	0.6176797942878267	0.8084039004129828	0.745581954156919	0.7898111586894003	0.6886475946788828	0.7861068173869552	0.7189462868699023	0.5988130596061533	0.8370104323906067	0.7724749428728307	0.7991613495965308	0.7217047001027473	0.5215242126779731	0.7544845507475912	0.5311911626398279	0.6678926281034867	0.7779866953948524	0.5976137967776833	0.4485304590650534	0.7067463517438963	0.7064404654256042	0.7826065211048875	0.7839964192454684	0.8106270125888166	0.7587477507026505	0.6052381219884785	0.928033357555374	0.6985443218040044	0.7197414463276427	0.7289383316510794	0.7498871953595161	0.7582106375229007	0.7518254418408268	0.7047863597897213	0.47238777976909935	0.7891874260427407	0.46755919751956637	0.7760596840745217
HMP_2012__SRS023958__bin.34	0.8577592596284793	1.0	0.6379155205997314	0.7144596444295729	0.8443124595282697	0.6884121038538189	0.867385788452153	0.8105840672062609	0.8223868590296494	0.7589700957798442	0.8471115645774946	0.7712761023697471	0.6508929136438384	0.8613277068056655	0.8162178187438616	0.8259028609124788	0.7693898055016414	0.5642394175364929	0.8072340698501972	0.5754874161633796	0.721855731230436	0.8004590913701052	0.6372532362214076	0.5109385280469633	0.7532951681846907	0.7458024260066246	0.9359374227948921	0.8198950573994243	0.8547408378937623	0.8374646644411369	0.639911909242768	0.8536581242962145	0.7533900898331546	0.7790631450012699	0.7829228586066196	0.8104917461509055	0.8044878435275138	0.7896687971303322	0.7780042701738843	0.5383752187748952	0.7940295583412723	0.5109038534721819	0.7862113085924464
FerrettiP_2018__CA_C10005MS2061SA_t0M15__bin.32	0.8217852971384486	0.7739998664227216	1.0	0.6991766065165728	0.8057223664634785	0.6810968692956849	0.8232704240447516	0.7845487901527252	0.8018638763389939	0.7373539392938601	0.8191758071564815	0.7427832771765339	0.6423641916129246	0.8320449787301849	0.7850888841090895	0.8172794305190424	0.7522315030967315	0.5495137839655728	0.7951092835682593	0.5679942530216601	0.7134131045620847	0.7897446307455979	0.6384657334838795	0.5317117191974214	0.7321891264940014	0.7298068230642732	0.808763090178862	0.7968378997655035	0.8180114760762568	0.7873307736280588	0.6381828020831745	0.8141272171067266	0.7388490582013031	0.7604275735056305	0.7665663434692543	0.7884151686991624	0.7936672800352981	0.7843684082374057	0.7478076760656338	0.5577598143801725	0.7735733657424767	0.5145354692375209	0.771273627795854
HMP_2012__SRS063288__bin.15	0.9028920187333678	0.8071001716164506	0.6509669032411273	1.0	0.8777253598192274	0.7203063145550825	0.8838467545884755	0.8279663817817264	0.9149198592794068	0.7812641840629276	0.8630637820740374	0.7863113235031299	0.6712950064753996	0.9112304728143384	0.870869025556407	0.8780088574653157	0.7932974105746091	0.5822571602740967	0.8443911288249537	0.6089426614994039	0.7517716154714311	0.8572219678849557	0.6869446640993564	0.5073173239584889	0.7811980835754978	0.7803373083391886	0.8582315916262924	0.8500777292768852	0.8670665338128475	0.8423048015883702	0.6668055592958094	0.8896680041814679	0.7806354949824834	0.8365795201104612	0.8249899013144204	0.8355346427758288	0.8411943133995481	0.8339736920060029	0.7897132952561884	0.5470902320616742	0.839624059598158	0.5397418163924312	0.834621966416056
HMP_2012__SRS019127__bin.32	0.9338759735143545	0.7192095510185396	0.565665836928823	0.6618524149654087	1.0	0.6109357774047937	0.8009164529556365	0.7429287062956943	0.782438971440133	0.687941159747549	0.7781830882640708	0.7095188972732368	0.5972277501157474	0.8275671352925583	0.7672692419307318	0.790152136654943	0.7254503069242374	0.5209102059231615	0.7464055564621711	0.5254865633420295	0.6625686822822787	0.7721014618499044	0.5952701989229408	0.4474097337036263	0.7098526630744999	0.6955527922241429	0.7746268579568069	0.7722436076834069	0.8045036968993009	0.7505300008934881	0.6063472360573398	0.9180974167856139	0.7033220773524397	0.7208281674706829	0.718704471797159	0.7449981281055172	0.7565377853162246	0.7506271031122184	0.6971319032108713	0.4638499146755789	0.770492814066604	0.46249565255275454	0.7696971666089468
HMP_2012__SRS018145__bin.57	0.8936000310398128	0.8327693385373957	0.6790588225424543	0.7713362010205387	0.8675999932886891	1.0	0.9018103761060555	0.8517948561996783	0.8614135279054208	0.7938547462600172	0.8841313151862283	0.8188134821846156	0.6968967527741833	0.8976205257053692	0.8503781404215962	0.8783758417976246	0.8119527397877967	0.5990993211089602	0.8481135973255426	0.6068278150278834	0.7629848135618814	0.8541689824184628	0.6866745874116781	0.5534880989582787	0.795109446799229	0.7909169747927358	0.8650586086194204	0.8634662452522719	0.8777676292504095	0.895909665755746	0.692334110027747	0.8827125021235007	0.7921024649386439	0.8269567141422001	0.8511305412881942	0.842199254625037	0.8519379958767384	0.8482577856449255	0.8141255266806067	0.5940983458716	0.8473900341228212	0.5574918153466707	0.8287079468212505
HMP_2012__SRS047824__bin.58	0.8398062967851923	0.753458743941127	0.5894024974190726	0.6796329247272801	0.81673683425815	0.6475691842913952	1.0	0.7739578211325057	0.800434634954078	0.7200117318305346	0.8419896371340297	0.7389400389002801	0.6326543981939908	0.8457821509008585	0.7962851964328609	0.8212228663768598	0.7489023057790937	0.5478621788524342	0.7768674355860005	0.5503651701680182	0.7102320688608754	0.7884791616936908	0.6162264469194909	0.46743588720274154	0.7166909762042634	0.7272492471824406	0.8303033634510557	0.7963717921011196	0.8309106626375836	0.796979467790553	0.6343825465301116	0.8343993385596956	0.7330782651649723	0.7455182976647031	0.7443221479340156	0.7993329874526641	0.7925792783342909	0.7723426236680269	0.7340880459574507	0.4909259034751971	0.773655489299411	0.47567264126577263	0.759612683931082
HMP_2012__SRS057539__bin.64	0.8103386813482024	0.7366576344812835	0.5876379988332606	0.6660864482161927	0.7926154301868792	0.639921077685854	0.809725375083852	1.0	0.7831168641890984	0.7225259867357257	0.8196820497428013	0.749244002538308	0.5999218497348445	0.8158395304051406	0.7932342510868756	0.8006077128481951	0.72190401461536	0.5340050159550226	0.7817232369808316	0.560642675638191	0.7074343984852084	0.7654137020576287	0.6175978325906301	0.4664137024515313	0.7063452579451128	0.7028076191781696	0.7889931023725144	0.7667513951043429	0.8166619989214948	0.7786637959049103	0.615642500351558	0.8098037616905351	0.7374328346921002	0.7512820543120708	0.7350241206224133	0.7902019892866385	0.7514723092418597	0.7750300449167074	0.7183951307342855	0.48801256076439153	0.7634926393400714	0.4645942665908798	0.7521285508837401
HMP_2012__SRS022530__bin.53	0.6436794272689385	0.5604269017956328	0.4503661533853792	0.5519199977079415	0.6259520091398785	0.4852642202880846	0.6279448594533972	0.5872212424197403	1.0	0.5429552726648694	0.6165696332381558	0.5596970465822484	0.4610735517424813	0.6452900709268039	0.6554347925613251	0.6203004309719716	0.5703447805309719	0.4067027350814611	0.6009133380375667	0.42636658816760264	0.5391704225214828	0.6073978549759083	0.47896667152055333	0.35193878313553006	0.5482766290081855	0.5483451544673135	0.6034679789685914	0.5888224342901397	0.6177880277161852	0.5951557226290265	0.46661288993423033	0.6343091614699066	0.5508856177171393	0.6162314364678907	0.5708380456893499	0.5955166627628815	0.5975863088495609	0.593980156562952	0.5513068129960896	0.3669316810033545	0.5907107242048167	0.3699213995261701	0.5913064821835283
HMP_2012__SRS022621__bin.36	0.8143168095421969	0.7504425977218485	0.6008846383126988	0.6838187301441726	0.7985311455513304	0.6488699026263584	0.8195684120438008	0.7861015529812294	0.7877965169027117	1.0	0.8038860315687566	0.7499107518997096	0.6000043713355244	0.8167463292567059	0.8009148090990634	0.8015302245709341	0.737580585784674	0.5464332259213339	0.7925908434234757	0.5818808999637007	0.7389931271462936	0.7882259363336409	0.6309101420555476	0.4676741880779966	0.7290239107767563	0.7026030445923366	0.7957214910711187	0.7607439498787811	0.8024027774265948	0.7777313025765594	0.637090867637246	0.8108544546694649	0.7571144557065856	0.7743083754360086	0.756262045279322	0.8085149330392825	0.7810805170004238	0.7646331528086046	0.7292120496292294	0.4891670163020816	0.7786261406721485	0.488522030031075	0.7623917719465686
