	HMP_2012__SRS019126__bin.26	HMP_2012__SRS023958__bin.34	FerrettiP_2018__CA_C10005MS2061SA_t0M15__bin.32	HMP_2012__SRS063288__bin.15	HMP_2012__SRS019127__bin.32	HMP_2012__SRS018145__bin.57	HMP_2012__SRS047824__bin.58	HMP_2012__SRS057539__bin.64	HMP_2012__SRS022530__bin.53	HMP_2012__SRS022621__bin.36	HMP_2012__SRS023926__bin.59	HMP_2012__SRS013252__bin.16	HMP_2012__SRS057205__bin.2	HMP_2012__SRS024441__bin.2	HMP_2012__SRS011115__bin.71	HMP_2012__SRS015644__bin.55	HMP_2012__SRS022077__bin.47	HMP_2012__SRS017209__bin.31	HMP_2012__SRS018300__bin.3	HMP_2012__SRS077736__bin.49	HMP_2012__SRS062761__bin.49	HMP_2012__SRS042131__bin.27	HMP_2012__SRS016037__bin.60	CM_cf__CF_TNFC057IS_t1M15__bin.15	HMP_2012__SRS016002__bin.40	HMP_2012__SRS019327__bin.47	HMP_2012__SRS013164__bin.35	HMP_2012__SRS017439__bin.53	HMP_2012__SRS017808__bin.52	HMP_2012__SRS057692__bin.13	HMP_2012__SRS015762__bin.44	HMP_2012__SRS019122__bin.5	HMP_2012__SRS042643__bin.39	HMP_2012__SRS021496__bin.20	HMP_2012__SRS011306__bin.51	HMP_2012__SRS043663__bin.27	HMP_2012__SRS016225__bin.43	HMP_2012__SRS063193__bin.55	HMP_2012__SRS024277__bin.47	CM_cf__CF_TNFC057SA_t1M16__bin.3	HMP_2012__SRS024081__bin.3	HMP_2012__SRS011243__bin.13	HMP_2012__SRS064329__bin.27
HMP_2012__SRS019126__bin.26	1.0	0.9729796921969911	0.9759861823757456	0.971464471314527	0.998958246850031	0.9753376608212526	0.9755077685084894	0.9487071299617054	0.9625291901820954	0.9498219316430128	0.9728624237098563	0.9410282636651572	0.9784510985678854	0.9757780447937302	0.9552985841760075	0.9737043557446978	0.9704382611769857	0.9749448744151268	0.955032016024825	0.9555906554043911	0.9536515802188571	0.9740051439078327	0.9592178699801629	0.9755580029783861	0.9754483344281765	0.9775503576582683	0.9726373135793688	0.9777297419238822	0.9734803132145083	0.9706539137429407	0.9745630161020856	0.999688747864291	0.9480829295119901	0.9540663283829505	0.9690257412805657	0.9536896744213021	0.97264502634018	0.9707269408074399	0.9697121785335406	0.9756024581674224	0.9739662791007393	0.9782107718316672	0.974819502171578
HMP_2012__SRS023958__bin.34	0.9729796921969911	1.0	0.9731786812811996	0.9689088115158122	0.9725185565068027	0.9744692532366753	0.9735539073247441	0.951075099777986	0.9601930659229054	0.9513605966637542	0.97232436923968	0.9440701740188888	0.9750971886865577	0.9739390487040729	0.9558441972227385	0.9712242750571374	0.9683968880801753	0.9737477665437081	0.9560486527496708	0.9563688810727964	0.9547291077858657	0.9714418299407838	0.9594116370764408	0.9740019680697647	0.9743184173323353	0.9761008665128524	0.9994692879335249	0.9751579851070555	0.9728721027936201	0.9709331994596748	0.9723378012345035	0.9731098418862155	0.950551606378107	0.9555092053756813	0.9676759490082947	0.9549129677492153	0.9699378315779379	0.9692595135729407	0.9672883060304125	0.9744735013738597	0.972007000160484	0.9749622478239476	0.9734188938872718
FerrettiP_2018__CA_C10005MS2061SA_t0M15__bin.32	0.9759861823757456	0.9731786812811996	1.0	0.9708920427920593	0.9756751852688275	0.9749930508369881	0.975820618269576	0.9501976088524476	0.9605931683719613	0.9517607236034104	0.9760027733552462	0.9432285626493007	0.9766453344292815	0.9752495179031584	0.9562967264913124	0.9763762858139317	0.9733847694045795	0.9768334558316872	0.9577774441321845	0.9563484384562609	0.955564401394694	0.9763590452522315	0.9594054969457751	0.9769005035304497	0.9772056198748378	0.9787049907655813	0.9729023070720733	0.97691003983622	0.9766944439801319	0.9728827099389096	0.9737787160965062	0.9759288925636918	0.9499301392162068	0.9554838312577932	0.9701497349829382	0.9557026870545923	0.9752381267911276	0.9725449599830506	0.9718665346434389	0.9767214913934859	0.9750612862567863	0.97852309893704	0.9760819804812924
HMP_2012__SRS063288__bin.15	0.971464471314527	0.9689088115158122	0.9708920427920593	1.0	0.971237039904765	0.9702817048848695	0.9689699299769544	0.9557520344554945	0.9804332911266405	0.9570208528269109	0.9676037656424273	0.9496500134813773	0.971855908319086	0.9701184333334946	0.9704775907096251	0.9690842668150794	0.9683369882612316	0.9714481529133766	0.9605094233933958	0.9596380393206885	0.9595350197378234	0.9688195240535018	0.9644035758222866	0.9704174335523884	0.9713001010356784	0.9726745886035045	0.9686114542119632	0.9702906197153245	0.9686856417458518	0.9677767010777916	0.9695222737943396	0.9715262830288678	0.95436820677314	0.9698358406727442	0.9680399118293278	0.9597843476222567	0.9691957376241918	0.9692014499237346	0.9692919502972037	0.9716972435599683	0.9697306161294423	0.9732686587338377	0.9710234625885699
HMP_2012__SRS019127__bin.32	0.998958246850031	0.9725185565068027	0.9756751852688275	0.971237039904765	1.0	0.9749901946623912	0.9750690439322703	0.9486729032527388	0.9621238896294636	0.9500498851755427	0.972905036679828	0.941085130939855	0.9779318897391973	0.9751273057577804	0.9549611238522178	0.9734701296565232	0.970069297134877	0.9751275446920287	0.9554572080238264	0.9557751745448695	0.9536270212498008	0.9738880446207153	0.9588893003142752	0.9751056896211678	0.9752203496675901	0.977373473574695	0.9721557853756746	0.9773619473219447	0.973280703372714	0.9705150531286895	0.9750244020062315	0.9988848468665122	0.9480854495001937	0.9536523364371094	0.9688796009043456	0.9531275631040872	0.9725090187167654	0.970558216838337	0.9694927157059844	0.9749031107248011	0.9731564367480661	0.9779310157640163	0.9742808845721763
HMP_2012__SRS018145__bin.57	0.9753376608212526	0.9744692532366753	0.9749930508369881	0.9702817048848695	0.9749901946623912	1.0	0.9755732407419251	0.9531856796303261	0.9616528456788921	0.954891543411036	0.9734675965461619	0.9465429183230195	0.9767330930277525	0.9756087588136921	0.9579625924475835	0.9741312259627294	0.9718890673320508	0.9749794113348369	0.9598187624957807	0.9585297215470739	0.9579483310037342	0.9742513481411459	0.9619629746992505	0.9751778088493295	0.977664355355088	0.9774425423561396	0.9741639310876533	0.9763290254531897	0.9741634773965521	0.9880277684139558	0.9744085111088054	0.9752372093465294	0.9517336104638847	0.9574840143419171	0.970518696482474	0.957764778685473	0.9729708771325176	0.9719437440854087	0.9708222265014429	0.9750962199525012	0.9751566361376245	0.9770875342342071	0.9757588411518885
HMP_2012__SRS047824__bin.58	0.9755077685084894	0.9735539073247441	0.975820618269576	0.9689699299769544	0.9750690439322703	0.9755732407419251	1.0	0.9479093950377715	0.9590305046350563	0.9494516481407596	0.9735644308587725	0.9416475045614557	0.977769432925639	0.9742078047877152	0.9542684440443301	0.9739018130503313	0.970858191715755	0.9756572246954576	0.956190264794073	0.9544713233573816	0.9535584332418713	0.9748206729194382	0.9587795279679797	0.976219472904182	0.9754889162179867	0.9766197795598445	0.9734458378527405	0.9779115829803691	0.9742183326332617	0.9721522395886234	0.9738369574119817	0.975505632883205	0.9481801392038918	0.9540945390490341	0.9677263199213328	0.9532450074091658	0.9722275531706687	0.9698117199378559	0.9690648153561936	0.9758986433112715	0.9738574082923975	0.9779681287829558	0.9749408688169996
HMP_2012__SRS057539__bin.64	0.9487071299617054	0.951075099777986	0.9501976088524476	0.9557520344554945	0.9486729032527388	0.9531856796303261	0.9479093950377715	1.0	0.9586428838015028	0.9656262198273324	0.9479356786353768	0.9643179530046975	0.952054502203187	0.9506989041464949	0.9628435635815775	0.9495862734698416	0.9501947130376707	0.9533480664287537	0.9634740194299996	0.9655435279768257	0.9647286720272077	0.9490153899200012	0.9666763399334777	0.9490796261076072	0.9500562681867813	0.952332591831599	0.9504407353710604	0.9489682006790472	0.9490382050674807	0.953267236377304	0.9523676988939371	0.9489840688611221	0.9667606777343333	0.9629168045157526	0.955400976953438	0.9640748024136565	0.9490313781278796	0.9536631008432745	0.9543488857537796	0.9515044187786591	0.9502016738568977	0.9498815140762973	0.9508957656429046
HMP_2012__SRS022530__bin.53	0.9625291901820954	0.9601930659229054	0.9605931683719613	0.9804332911266405	0.9621238896294636	0.9616528456788921	0.9590305046350563	0.9586428838015028	1.0	0.9597966740850307	0.9578377549749456	0.9551852539854093	0.9624474379441029	0.9612069596868398	0.9830773820414395	0.9596274637622846	0.9600944814524995	0.9624419180585271	0.9614800826167611	0.9602080487257432	0.9603641250191052	0.9595931352144127	0.9638410671988189	0.9590843666729612	0.96076707464039	0.9631005791070085	0.9596510797546673	0.9603610499824682	0.9588259621291987	0.9602295032013026	0.9604428757170366	0.9624739059351745	0.9577969845797499	0.9812612189434481	0.9613226735988402	0.9606042705448861	0.9605336127600472	0.9615023712307575	0.9626537498406113	0.9619258060750955	0.9599782390425179	0.9631533519055706	0.960663440112012
HMP_2012__SRS022621__bin.36	0.9498219316430128	0.9513605966637542	0.9517607236034104	0.9570208528269109	0.9500498851755427	0.954891543411036	0.9494516481407596	0.9656262198273324	0.9597966740850307	1.0	0.9490732892128796	0.9626826392750377	0.9538741750235707	0.9516796779484747	0.964765327815475	0.9508687750531071	0.952224736179722	0.9544578279235599	0.9628985983698656	0.9643874318634271	0.9709282432725531	0.9513563534364596	0.9672215221902585	0.9520152337245925	0.952106646789239	0.953166382220292	0.9509226739799098	0.9502294791243571	0.9502284073229209	0.954994227839173	0.9528399807073565	0.9499654868781428	0.9649849035286233	0.9650877427967663	0.9565142983108822	0.9709473516822814	0.9518671538934247	0.954530983946705	0.9567225046149614	0.9528646047796856	0.9514468308314523	0.9514996372517456	0.9509728199524214
