	HeQ_2017__SZAXPI029463-136__bin.44	ZellerG_2014__CCIS88007743ST-4-0__bin.21	IjazUZ_2017__S15_a_WGS__bin.1	YuJ_2015__SZAXPI003422-11__bin.45	ZellerG_2014__CCIS24254057ST-4-0__bin.15	YuJ_2015__SZAXPI015211-166__bin.3	YuJ_2015__SZAXPI017457-24__bin.57	IjazUZ_2017__S14_a_WGS__bin.19	HeQ_2017__SZAXPI029483-78__bin.3	YuJ_2015__SZAXPI015233-19__bin.6	FengQ_2015__SID530450__bin.66	YuJ_2015__SZAXPI003415-12__bin.8	XieH_2016__YSZC12003_37190R1__bin.30	HeQ_2017__SZAXPI029564-74__bin.70	XieH_2016__YSZC12003_37400__bin.34	LiJ_2014__V1.CD54-0__bin.3	FengQ_2015__SID31367__bin.39	IjazUZ_2017__S149_a_WGS__bin.14	IjazUZ_2017__S16_a_WGS__bin.12	YuJ_2015__SZAXPI003428-6__bin.7	QinJ_2012__T2D-016__bin.41	NielsenHB_2014__V1_UC16_0__bin.1	YuJ_2015__SZAXPI017595-169__bin.30	YuJ_2015__SZAXPI003424-12__bin.59	GeversD_2014__SKBSTL008__bin.83	LoombaR_2017__SID5639_uuc__bin.9	FengQ_2015__SID31883__bin.30
HeQ_2017__SZAXPI029463-136__bin.44	1.0	0.8777293714775488	0.7325687187716818	0.9408904263809498	0.7838219766003537	0.7037213584651408	0.582683104437866	0.9194109582213015	0.8863410967388197	0.9700927174172731	0.889347265486467	0.9051260705931153	0.8568130944516793	0.8704502836294717	0.5969353350013263	0.9284157141212013	0.8687544079875743	0.7978255551271305	0.5942969879300635	0.9195364301015635	0.8713363213592672	0.5895098632929436	0.9382741371516509	0.9294252184728984	0.9196621884473055	0.9037384318077518	0.734786534518231
ZellerG_2014__CCIS88007743ST-4-0__bin.21	0.9065817485150419	1.0	0.7439362670039722	0.9494393774641428	0.7928316652982121	0.718010489019077	0.6037991256685086	0.919501734608585	0.9361347446907663	0.9077342091442351	0.8617786950121682	0.956976381214448	0.8774426913432306	0.8871541323628401	0.603599701159118	0.8649472960078113	0.904831014357677	0.8030248023137977	0.5924922885737745	0.9294078660246026	0.912344051661008	0.58230358978911	0.941559446404663	0.9089206962104905	0.9512504715620353	0.9008303930053481	0.7434001287086968
IjazUZ_2017__S15_a_WGS__bin.1	0.8994687462848469	0.8843559428029965	1.0	0.9502691793354123	0.8060297859438652	0.7394869518544286	0.6158522816404428	0.9696565633259071	0.8963531177037909	0.8952750637863224	0.8571808942817769	0.9222271151839937	0.8723570092498081	0.9001127647914977	0.6148575878464457	0.8637554403911806	0.8897894752392295	0.8093937362429416	0.6431187800861459	0.9310562536623936	0.8955828279552571	0.5861757259541217	0.9449823185088316	0.9170556219544537	0.9242006749004427	0.9080179073021358	0.7844760939345485
YuJ_2015__SZAXPI003422-11__bin.45	0.8688602085911448	0.8488515741684739	0.7146934383149331	1.0	0.757360025268384	0.7099960901725774	0.580912529383226	0.8911353789649168	0.8560022199777897	0.8707087792291344	0.8138424821002387	0.8819282380010888	0.8268158079772119	0.9076074448616456	0.564233597110008	0.8340847009352371	0.8467268289818206	0.7755669117495341	0.5789970313881369	0.9520736634765509	0.8487484055152374	0.5500994916166211	0.9680476099526535	0.8706365611718689	0.8849960504923261	0.8816771942782136	0.7098778430238679
ZellerG_2014__CCIS24254057ST-4-0__bin.15	0.9262956947057752	0.9071244166183124	0.7757925290582139	0.9692230401997631	1.0	0.7566879425085091	0.6155713568985794	0.9544229353891028	0.9150447984324441	0.9110385666668247	0.8540731602783846	0.9252259218158515	0.9052428350606554	0.9132762878068234	0.622101372491535	0.8868488349970107	0.9046923759723592	0.8339434875544112	0.6320404428318107	0.948375333203787	0.9111404659199471	0.592405018724411	0.9663850952199433	0.9333345294928937	0.9346927348202274	0.941967190471709	0.7692161340709801
YuJ_2015__SZAXPI015211-166__bin.3	0.9085518076976847	0.89749784194693	0.7775740746630885	0.9926452367866867	0.8266726483139077	1.0	0.6336990619958532	0.9385722306095141	0.9043030135814952	0.9023942369072566	0.8509264279580121	0.9247836214312607	0.880207897993436	0.9299344706353145	0.6096246577997253	0.8758056176691843	0.9072706601682209	0.8282596587206426	0.6197277487530632	0.9711416341140295	0.9087282243753851	0.5891303656374338	0.9852520095597868	0.9225933917345273	0.9299903174242721	0.9297303154862776	0.7641660373115725
YuJ_2015__SZAXPI017457-24__bin.57	0.8513069419809335	0.854082629436517	0.7328120409254858	0.9190806749038847	0.7610267867232406	0.717113418975624	1.0	0.8955455071279754	0.8675366778302428	0.8566699786298851	0.8156674833571755	0.8899677648600981	0.8326639651984373	0.8670557874673861	0.578739205078604	0.8281551472010005	0.8680472837855824	0.7951436351293549	0.5881912746649881	0.8979051762887987	0.870343336466724	0.5784307488580424	0.9036683271125903	0.8770699421341153	0.8886514896719482	0.8741004755331856	0.7271987236525235
IjazUZ_2017__S14_a_WGS__bin.19	0.900814170975905	0.8722314594228053	0.7737590965531334	0.9454930943661434	0.7912872927804635	0.7122693724865895	0.6005642052177896	1.0	0.8788799984731488	0.8997203953646592	0.8506666502006237	0.9072339630097831	0.8556334075053721	0.8874107184957821	0.5882722106336208	0.8616035642995233	0.8723605681682949	0.7947749129357982	0.6182953267124872	0.9267164727041658	0.8763649039767739	0.5713567196049946	0.9389371768071295	0.9099693843870478	0.9190535879881714	0.9049254425061916	0.7673749497598578
HeQ_2017__SZAXPI029483-78__bin.3	0.916646866602872	0.9373314649183359	0.7549924305491778	0.9586613181806062	0.8007764982624334	0.724379556853834	0.6140945840653431	0.9276950059400192	1.0	0.9087947834485293	0.8615089722433719	0.9590692686221822	0.8839652071896451	0.9003910636041251	0.6142732290299548	0.8760494280694789	0.9260501687202444	0.8156715776750084	0.604316216400378	0.9377483031690965	0.9235109216361864	0.5888905347794786	0.9562355387938057	0.912447080502813	0.9663747515116682	0.9229246224903049	0.7499216391490219
YuJ_2015__SZAXPI015233-19__bin.6	0.9693604533501037	0.8781817676978605	0.7286027973993684	0.9421805150711658	0.7703296360426729	0.698424398282619	0.5859112701766358	0.917601437429207	0.8780853017024102	1.0	0.898466534171433	0.9014836012101473	0.8522063662404511	0.8755972232678271	0.5970967456609624	0.9077058010413175	0.8709929041674741	0.8042390078143181	0.5902010013571076	0.9255173740410293	0.8694113770907287	0.5951863182021029	0.9294034937865308	0.9269935613957399	0.909381504119556	0.9009735050561636	0.7272771771473489
