	Castro-NallarE_2015__ES_107__bin.27	CM_periimplantitis__SP_189SPI_T016__bin.1	CM_periimplantitis__SP_381SPT_T016__bin.31	HMP_2012__SRS015941__bin.83	HMP_2012__SRS057791__bin.56	HMP_2012__SRS047219__bin.68	HMP_2012__SRS019607__bin.29	HMP_2012__SRS064774__bin.74	CM_cf__CF_TNFC017SA_t1M16__bin.5	HMP_2012__SRS047824__bin.5	Castro-NallarE_2015__ES_114__bin.23	HMP_2012__SRS047210__bin.67	HMP_2012__SRS019894__bin.7	HMP_2012__SRS078182__bin.96	HMP_2012__SRS020220__bin.49	HMP_2012__SRS018591__bin.31	HMP_2012__SRS015038__bin.29	HMP_2012__SRS018791__bin.23	HMP_2012__SRS018443__bin.26	HMP_2012__SRS019219__bin.13	HMP_2012__SRS022143__bin.42	HMP_2012__SRS015057__bin.22	CM_periimplantitis__SP_282SPT_T016_R__bin.41	HMP_2012__SRS024318__bin.38	CM_cf__CF_TNFC023IS_t3M15__bin.27	HMP_2012__SRS023352__bin.13	HMP_2012__SRS053854__bin.2	HMP_2012__SRS016342__bin.44
Castro-NallarE_2015__ES_107__bin.27	1.0	0.9609789632083182	0.9622977461956029	0.9773684275139031	0.9765023166106234	0.974127724736654	0.9771065012695254	0.9765731388391851	0.9752933458951041	0.9778105000849522	0.9753094391301858	0.9745243819317894	0.9757526515558848	0.9754696666992924	0.9759947902893417	0.9742758520354049	0.9737851956172155	0.9749087320684643	0.9626681766425098	0.9760447014399306	0.9761565912459137	0.9767418157462577	0.9611852639687496	0.9725419132356264	0.9729458754992718	0.9809536328086491	0.9755291399971124	0.9771074745991277
CM_periimplantitis__SP_189SPI_T016__bin.1	0.9609789632083182	1.0	0.9767928669897111	0.9602506693013768	0.9609490762783437	0.9590462566924315	0.9608729391114721	0.9599078705442755	0.9587144166256966	0.9638980568730738	0.9602253765126808	0.9582775661977441	0.9588933508983497	0.958907903281256	0.9604761786361419	0.9588110387550612	0.9585873522878137	0.9592348718628243	0.975694342432041	0.9599231356364515	0.9593702642084571	0.9589772562474699	0.9812502086224244	0.9576633556770331	0.9575267431905644	0.96512361379591	0.9586349944426147	0.9617996283256656
CM_periimplantitis__SP_381SPT_T016__bin.31	0.9622977461956029	0.9767928669897111	1.0	0.96158290005777	0.961713811994754	0.9597632521342965	0.9612113896966039	0.9613432639071975	0.9591311284058677	0.9650256243716245	0.9606136626391544	0.9588685438217993	0.9593500513932499	0.9604468699200478	0.9614940380247707	0.9608469278372803	0.9593497668324489	0.959270629190999	0.9764241811547463	0.9621341555168219	0.9608746472948514	0.9605488769237142	0.9771997674624928	0.9589768666078878	0.95970030304304	0.9669816771305122	0.9586010837425607	0.9630298091691292
HMP_2012__SRS015941__bin.83	0.9773684275139031	0.9602506693013768	0.96158290005777	1.0	0.9781064803661769	0.974668360540181	0.9780915851909127	0.9762366811489314	0.9755370356788555	0.980535861379148	0.9768004587058836	0.974682327039944	0.9780278425693291	0.9753830814203811	0.9776510077752856	0.9760202391023864	0.9755498657504696	0.9784345581377758	0.9622669471945409	0.9765803166516518	0.9764988142701014	0.976719477832023	0.9622356910408837	0.9727912173305046	0.9749753493590834	0.9810432948781791	0.9780517056079617	0.9759000761726457
HMP_2012__SRS057791__bin.56	0.9765023166106234	0.9609490762783437	0.961713811994754	0.9781064803661769	1.0	0.9739217952265464	0.9770619426846464	0.975608428434891	0.9741124808996098	0.9792033163930154	0.9753201011997982	0.9747676700359139	0.9761780740102378	0.9754644709232304	0.9752234758781315	0.9750089499349739	0.9732488538124558	0.9750072663444744	0.9616778598962836	0.975351912846264	0.9750472111451104	0.9751784109555571	0.9614729103855515	0.9729619909951325	0.9730022674331062	0.9803144067188285	0.975364713450447	0.9736845163220782
HMP_2012__SRS047219__bin.68	0.974127724736654	0.9590462566924315	0.9597632521342965	0.974668360540181	0.9739217952265464	1.0	0.9760755234593302	0.9740464106893482	0.9730328588834213	0.9770618259927231	0.9736311472524378	0.9736229635376261	0.9735647176444883	0.973635359032673	0.9762563715265858	0.974092084308138	0.9728044574157602	0.9734582438746543	0.9619000418585182	0.9745573684830894	0.9738090791833686	0.9745157351000814	0.960345058484212	0.9793447065019774	0.9724328217183857	0.9790983691413664	0.9731016300140194	0.9743672892155704
HMP_2012__SRS019607__bin.29	0.9771065012695254	0.9608729391114721	0.9612113896966039	0.9780915851909127	0.9770619426846464	0.9760755234593302	1.0	0.9775838094517386	0.9758233937463089	0.9794000057450704	0.9759333948700227	0.9758707422812594	0.9770175365709106	0.975054165845972	0.9769415556467514	0.9765865367699663	0.9747419910852063	0.9763326153976097	0.9618562267795004	0.9775560269520795	0.9778398501998663	0.9787508892459013	0.9619855423008552	0.9733021884994043	0.9752115731987971	0.9819207727356564	0.9764180194874147	0.9761604620452151
HMP_2012__SRS064774__bin.74	0.9765731388391851	0.9599078705442755	0.9613432639071975	0.9762366811489314	0.975608428434891	0.9740464106893482	0.9775838094517386	1.0	0.9740354861991081	0.976986848435801	0.9744169430433067	0.9792087253894982	0.97523979278565	0.9742405676160172	0.9756657755281067	0.9740385840703972	0.9731877631243104	0.9747810827029674	0.9617947538059853	0.9753598130736737	0.9784951544372718	0.9769605118853161	0.9608607321611491	0.9719050076220902	0.9739600123039065	0.9803915066039983	0.9758988605067337	0.9735975760536987
CM_cf__CF_TNFC017SA_t1M16__bin.5	0.9752933458951041	0.9587144166256966	0.9591311284058677	0.9755370356788555	0.9741124808996098	0.9730328588834213	0.9758233937463089	0.9740354861991081	1.0	0.9771948153188987	0.9742764685820083	0.972914102633314	0.9741769297228927	0.972743994620161	0.9738972322098567	0.9723645638185071	0.9717589193855237	0.9726569883818019	0.961181955515937	0.9740957206737388	0.974156681996665	0.9745365058297274	0.9593695864406607	0.9699541077524825	0.9715225255933356	0.9790945573254421	0.97331127120684	0.9739779638089775
HMP_2012__SRS047824__bin.5	0.9778105000849522	0.9638980568730738	0.9650256243716245	0.980535861379148	0.9792033163930154	0.9770618259927231	0.9794000057450704	0.976986848435801	0.9771948153188987	1.0	0.9782772797021045	0.9770914756522657	0.9794871234553063	0.9775910743004972	0.9786770370256623	0.9775108151537634	0.9765355258270751	0.979629870933338	0.9649482195929894	0.9782176301093191	0.9774100876689925	0.9781293144308423	0.9650709434104496	0.9750132397257385	0.9769032320220945	0.9829986797831207	0.978890844858541	0.9772118130747262
