	Castro-NallarE_2015__ES_107__bin.27	CM_periimplantitis__SP_189SPI_T016__bin.1	CM_periimplantitis__SP_381SPT_T016__bin.31	HMP_2012__SRS015941__bin.83	HMP_2012__SRS057791__bin.56	HMP_2012__SRS047219__bin.68	HMP_2012__SRS019607__bin.29	HMP_2012__SRS064774__bin.74	CM_cf__CF_TNFC017SA_t1M16__bin.5	HMP_2012__SRS047824__bin.5	Castro-NallarE_2015__ES_114__bin.23	HMP_2012__SRS047210__bin.67	HMP_2012__SRS019894__bin.7	HMP_2012__SRS078182__bin.96	HMP_2012__SRS020220__bin.49	HMP_2012__SRS018591__bin.31	HMP_2012__SRS015038__bin.29	HMP_2012__SRS018791__bin.23	HMP_2012__SRS018443__bin.26	HMP_2012__SRS019219__bin.13	HMP_2012__SRS022143__bin.42	HMP_2012__SRS015057__bin.22	CM_periimplantitis__SP_282SPT_T016_R__bin.41	HMP_2012__SRS024318__bin.38	CM_cf__CF_TNFC023IS_t3M15__bin.27	HMP_2012__SRS023352__bin.13	HMP_2012__SRS053854__bin.2	HMP_2012__SRS016342__bin.44
Castro-NallarE_2015__ES_107__bin.27	1.0	0.8965800726325264	0.9185134146042508	0.7131663088738457	0.6917976725372705	0.8644715230767614	0.687223994648867	0.5979173305970645	0.8995506869271959	0.54106241704518	0.8406715882148998	0.9209928663232323	0.879291325070829	0.7603257957534136	0.7515374001477866	0.7462099058999044	0.8765544726437329	0.9005216304146078	0.8519473151530221	0.7104154482449474	0.6545577435588537	0.8418150076870008	0.8956161332460155	0.8368009469544418	0.7003356715356841	0.5328544863017297	0.9096138288968191	0.5102960283245841
CM_periimplantitis__SP_189SPI_T016__bin.1	0.5320421368074656	1.0	0.8781116575521957	0.6520440279346501	0.583787325083724	0.8048398308791975	0.6032326844966017	0.5255774951708716	0.8464545002072966	0.4753898891196803	0.758137821608518	0.8140071218602872	0.7832290269319371	0.7072545509144431	0.6686464620854976	0.6960932637426238	0.790501553945442	0.8155350902805415	0.8311353309316711	0.6772703137712505	0.5999497084858617	0.7559048368175447	0.8716184411916595	0.7663153880603374	0.6250642931288699	0.45959066448182595	0.7997769093370768	0.4531790159696339
CM_periimplantitis__SP_381SPT_T016__bin.31	0.5178142637503116	0.8342213524378778	1.0	0.6168579671231389	0.5626306424585831	0.7696255512587331	0.5847624312391877	0.49423976269036474	0.801307473427293	0.44379270944130067	0.7261916689905703	0.8030078305269627	0.7711882016440899	0.6546211954818377	0.6482615144283568	0.6575155043446715	0.7639583523564383	0.8243138725941428	0.8011821060242986	0.6297747582111947	0.5620304583560582	0.7268382489036522	0.8456238632409449	0.7227119831987937	0.5988805776771987	0.4356872626224985	0.7967350182251628	0.43126287915618855
HMP_2012__SRS015941__bin.83	0.6023429088628861	0.9280533831828777	0.9241652961985779	1.0	0.6906382733285219	0.9283972326404089	0.7268238071011938	0.6477783627737486	0.9578277883602891	0.6032583618272382	0.8730914506454017	0.9458204174110576	0.9532963701328664	0.8157920812579122	0.7463766401249393	0.8189969060943434	0.9022284402692822	0.9189498763620876	0.8881439228120822	0.823269512902119	0.7726822328178796	0.8783445830030406	0.9152725358195005	0.86404784018173	0.71769367967724	0.5687351368299003	0.9260997266951408	0.5640173743803315
HMP_2012__SRS057791__bin.56	0.6514025348346026	0.9263349760679561	0.939734612347055	0.7699597203009354	1.0	0.9116649546832776	0.7471892420392773	0.651222817798252	0.9446842503573731	0.6073314658150167	0.8775047031453779	0.9351699645017634	0.906859584936085	0.7967532221286081	0.7801195035852725	0.8151849354255254	0.9132617982585584	0.9444979382004224	0.8943659533494145	0.7844186978264132	0.7037092607034685	0.8907625443315763	0.9108133597357995	0.8805219708198889	0.7446089011045178	0.5742289067433459	0.9355137351630396	0.5675546446961216
HMP_2012__SRS047219__bin.68	0.5551227141833915	0.8709451808807176	0.8766561382953484	0.7058609557842137	0.6217319976656925	1.0	0.6623563686901455	0.5777101748144416	0.8928810369002735	0.522428916627218	0.7985389214285152	0.8833998805860056	0.8491268273320868	0.7453339150361559	0.7124141079426048	0.7406355028374879	0.8391160665794862	0.8646573931542723	0.8394539564599935	0.7488544914616745	0.64728400628329	0.8010632568086778	0.8606100233543189	0.7888559307263902	0.6705843527188048	0.48876417760076823	0.8597987503134337	0.4993141004089536
HMP_2012__SRS019607__bin.29	0.6223737355316595	0.9206209631763984	0.9393856019892135	0.7793438323123496	0.7186430088122283	0.9341279192389482	1.0	0.6705729930653456	0.9492127351526559	0.6072572038420491	0.8718785729803791	0.9375040635837876	0.9351563032725924	0.8051049712892938	0.7921570057770286	0.8112673465471828	0.9223225145535767	0.9387473219991722	0.9089321139674691	0.7883027461104566	0.7164625492189197	0.8715859949476769	0.9250809941627114	0.8598115131438104	0.7528016923538021	0.5803550898270063	0.9333714979836696	0.5818108439409388
HMP_2012__SRS064774__bin.74	0.6452385203997275	0.9557822454391967	0.9460810017941821	0.8276612047568973	0.7463429013596669	0.9708471392763371	0.7990468821007898	1.0	0.9700383873713768	0.6794593077801744	0.8859707054187322	0.9603324197082257	0.9509391820457077	0.8527627475267403	0.815309786937334	0.8377942236595834	0.9513142690857419	0.9572448014542417	0.9260029799106405	0.8459072524071234	0.765601778498348	0.8942207306922293	0.9398726971592589	0.8807072044110992	0.7678891480800173	0.6267694990934609	0.9482086995628394	0.6342485646070892
CM_cf__CF_TNFC017SA_t1M16__bin.5	0.5444629325419956	0.8633548831540458	0.8603068199883419	0.6863997668380054	0.6072380901912988	0.8415849716496211	0.63438556515288	0.5440670870648084	1.0	0.49758730326956707	0.7830809178103969	0.8736193100524614	0.8261729638068995	0.7084113189550103	0.6842875311324255	0.7051661279211489	0.8127783371310476	0.8466249801282391	0.8060908271951672	0.6985930793280696	0.6305039478564994	0.7689560701605638	0.8326458587250278	0.7754904350590853	0.6436193100524614	0.46863600233161995	0.8387488739335488	0.4693095225478247
HMP_2012__SRS047824__bin.5	0.6465072633272587	0.9572360230903297	0.9406275564966137	0.8534467066569864	0.7706931074235954	0.9721089488627448	0.801208915595597	0.7523334079577528	0.982319243266541	1.0	0.8883343201889742	0.9507625290564474	0.9574557118018868	0.8508146266651881	0.8175119102665765	0.8587098205038612	0.9519990626614974	0.9553833149561982	0.9401620256554569	0.8862378621986865	0.7752741401279216	0.9115501863169502	0.943674952766927	0.8928693228775455	0.781813540775271	0.6671988015457716	0.956180471138134	0.6666610872708176
