	XieH_2016__YSZC12003_37544__bin.70	KarlssonFH_2013__S530__bin.43	ZeeviD_2015__PNP_Main_68__bin.15	ZeeviD_2015__PNP_Main_65__bin.2	LeChatelierE_2013__MH0092__bin.49	KarlssonFH_2013__S462__bin.17	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.103	CosteaPI_2017__SID713A074-11-0-0__bin.30	ZeeviD_2015__PNP_Main_331__bin.21	ZeeviD_2015__PNP_Main_95__bin.1	CosteaPI_2017__SID713A039-11-0-0__bin.56	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.14	LeChatelierE_2013__MH0447__bin.34	KarlssonFH_2013__S421__bin.44	ZeeviD_2015__PNP_Main_333__bin.3	ZeeviD_2015__PNP_Main_382__bin.23	CosteaPI_2017__SID713A023-11-90-0__bin.86	ZeeviD_2015__PNP_Main_581__bin.34	CosteaPI_2017__SID713A023-11-0-0__bin.37	XieH_2016__YSZC12003_36117__bin.44	LiuW_2016__SRR3992958__bin.54	XieH_2016__YSZC12003_36474__bin.121	XieH_2016__YSZC12003_37543__bin.26	CosteaPI_2017__SID713A056-11-90-0__bin.79	ZeeviD_2015__PNP_Main_433__bin.48	ZeeviD_2015__PNP_Main_352__bin.44	ZellerG_2014__CCMD18872694ST-21-0__bin.26	ZeeviD_2015__PNP_Main_681__bin.32	SchirmerM_2016__G89063__bin.16	ZellerG_2014__CCIS29210128ST-4-0__bin.16	XieH_2016__YSZC12003_36211__bin.27	ZellerG_2014__CCIS94417875ST-3-0__bin.25	ZeeviD_2015__PNP_Main_208__bin.6	NielsenHB_2014__MH0092__bin.24	SchirmerM_2016__G88811__bin.11	ZeeviD_2015__PNP_Main_179__bin.26	ZeeviD_2015__PNP_Main_764__bin.30	CosteaPI_2017__SID713B072-11-0-0__bin.62	XieH_2016__YSZC12003_37286__bin.15	ZeeviD_2015__PNP_Main_22__bin.31	ZeeviD_2015__PNP_Main_189__bin.25	ZellerG_2014__CCIS90164298ST-4-0__bin.21	ZellerG_2014__CCIS77252613ST-4-0__bin.71	ZeeviD_2015__PNP_DietIntervention_11__bin.1	SchirmerM_2016__G89135__bin.5	SchirmerM_2016__G88977__bin.8	ZeeviD_2015__PNP_Main_98__bin.3	CosteaPI_2017__SID713A074-11-90-0__bin.79
XieH_2016__YSZC12003_37544__bin.70	1.0	0.812182621867959	0.8382830862966479	0.8542203189963541	0.5932156747094647	0.7770675173012377	0.8447740131362298	0.7852104359907693	0.6990161461438072	0.6459405593364178	0.40189672827586675	0.8198867433317295	0.8547665082773686	0.8308864584910829	0.8317892229555551	0.4101130595031691	0.774822771646316	0.8450391372726361	0.8130627333207763	0.8051052337266428	0.43612291188523816	0.8586242322621676	0.6148400718352169	0.7919098544376201	0.8838705942514207	0.7227523073560622	0.8767428660842047	0.8466428865977652	0.8477310701576356	0.8168462057673729	0.6192049715809579	0.5958610430705067	0.7799209577693328	0.49894600570771996	0.7338912965870721	0.8631074310687733	0.7507220647465023	0.8084394214420823	0.83189745401124	0.791794911378482	0.8771036362698208	0.7576744418235003	0.8175295716189647	0.5986742115178819	0.5459325468822954	0.7879606794057696	0.5205943143457747	0.7738017081209788
KarlssonFH_2013__S530__bin.43	0.8747939046844466	1.0	0.82709004032668	0.8525164074237238	0.6193464140883572	0.8015909270618004	0.871627864945158	0.8192637274503823	0.7115817773108769	0.6661140668948456	0.42399584307612365	0.86600065516735	0.8629900482338722	0.8537115230381692	0.8383575632292973	0.42166977306358505	0.8097805189377252	0.8616128412800614	0.8312325053373547	0.8163922870988511	0.4639786731731562	0.8710359551323326	0.5884216114857614	0.82352909281914	0.8754251245382765	0.7488571848136727	0.8600173958227433	0.8660413207270099	0.8560981395506456	0.8083522541145639	0.6307648514012674	0.6273385520801563	0.8029419273216082	0.5282451681407933	0.7514539067177246	0.8765664712460605	0.759949845809753	0.8413618444090503	0.8532307657550804	0.8140879053847979	0.8732784348277928	0.7873932246659211	0.8307296079162289	0.6112932777570684	0.5661332700757962	0.8170573949190643	0.5491535915596372	0.806886938448157
ZeeviD_2015__PNP_Main_68__bin.15	0.8620185389051279	0.7896354509971736	1.0	0.8397430366947464	0.5814346945325414	0.7763226915232478	0.8227130921527147	0.7809927908092308	0.6908343370063741	0.6448313139086652	0.4076579102664536	0.8000519379229662	0.8360858131822244	0.8129738688403522	0.8288183863698325	0.4094002464031694	0.7702920257170367	0.8393164037560954	0.8064298630978469	0.7931779279357005	0.4354421107847976	0.8342334756305885	0.5682686036118425	0.7855981833805549	0.8454764829916244	0.7227921206202181	0.8406316755760623	0.8446020795875336	0.8187344919573868	0.7864751750532321	0.6063347010894885	0.5851622326749928	0.7688262029409633	0.49035654262533257	0.7170996552426243	0.8436931659356246	0.7361281745114212	0.8043967781232638	0.8091497020040102	0.7751804023204691	0.8425741711501229	0.7467392129592882	0.8107332910007626	0.585061290200125	0.5365377248774024	0.7892860347380154	0.5161089523033865	0.7666002919566965
ZeeviD_2015__PNP_Main_65__bin.2	0.8904168771057575	0.8250384256313719	0.8512242635725015	1.0	0.6013726094665889	0.7961436626677774	0.8575643287703579	0.8062766601731176	0.7127734888286905	0.6813569549846188	0.40902144183026257	0.8441556965041968	0.8730237856297978	0.854965160032096	0.8685495772633954	0.41918417410582515	0.7968314978671861	0.8613004151935929	0.8344131864960415	0.8148538295541753	0.45289640712147744	0.8614757628826986	0.5963907236262427	0.8122507253316192	0.9006701255200852	0.7482221449701232	0.8806205821455824	0.8636398419684418	0.8603961283580066	0.8234790992988279	0.6347450790048472	0.6229683608926553	0.8091836712383875	0.5111979832829373	0.7522660737203662	0.8881386689754842	0.7672624552611959	0.8314073510473854	0.8429531874143212	0.8078289900891388	0.8924230995437025	0.7778025567529631	0.8220693213694611	0.6054541439556427	0.5608869707046923	0.8170721308679711	0.5458800945390782	0.7977484657077203
LeChatelierE_2013__MH0092__bin.49	0.8541506097015882	0.8279486628121897	0.8141358473607785	0.8306957628940952	1.0	0.7940399767088436	0.8226918439879098	0.7791713277167177	0.7559031242525206	0.7149201118168794	0.4904908538721547	0.8110190847348698	0.8979791780927829	0.847763662413534	0.8387733726995755	0.43814253027971134	0.7807786349546136	0.8288673829583151	0.8078413157087252	0.7965756684731005	0.4718077948058788	0.8532892718131102	0.6325675117361818	0.7937935350128416	0.873463061530693	0.7561012440473457	0.8599709826983433	0.8332948771536467	0.858441594526095	0.847650709969533	0.6726523408336977	0.723698993213189	0.8020740968032647	0.7735919602020822	0.7601264584153798	0.8923007506807348	0.7631665100231704	0.802737918920682	0.8486388928486002	0.7961027178653317	0.852562631224163	0.7999660538644233	0.8144136982925456	0.6941839759743507	0.5904374581713543	0.7916353581015292	0.5763268590039407	0.7738528984684373
KarlssonFH_2013__S462__bin.17	0.8392196251710842	0.8037437586278292	0.8153296844440154	0.8248687165505265	0.5955762993448399	1.0	0.8210553689732051	0.7960341547638302	0.6944383659826018	0.6397489723624045	0.4163648200677133	0.8001678108521612	0.8246612182506081	0.8073192533504406	0.8255999441838634	0.4634841501653417	0.7844459636823609	0.8309505007821961	0.8166408199897882	0.8250358931284084	0.46273615956891095	0.8197958814758838	0.5785673284412665	0.8001977123538959	0.8312055696530565	0.7238401501961494	0.8213602736802904	0.8416969192845205	0.8281438370966185	0.7765963664238755	0.621545300548602	0.6016114191116808	0.775641330580583	0.5028716767991983	0.7472824745033065	0.833821951054866	0.7508090394958064	0.8098291672839515	0.8083617284336552	0.8703991895786923	0.8234338975203046	0.75092547413135	0.9046110380940601	0.6046450623786102	0.5611945559332508	0.8043793920662254	0.5212343702358639	0.7972578510696808
Bengtsson-PalmeJ_2015__TRAVELRES17__bin.103	0.8774983212710321	0.840591121756981	0.8310521066142139	0.8545726136884061	0.5935005191967724	0.7896985085566155	1.0	0.8306682103855914	0.6924738473417692	0.6438658742397787	0.39784286051058637	0.9382829075542151	0.8508748345782	0.8412813506175238	0.848418944516319	0.41585155896293113	0.802150516081156	0.8439925904977621	0.8361634604867944	0.8106180206380172	0.45104190133649047	0.8631721506598787	0.5726428836925153	0.8100066626258067	0.8679340325967552	0.7257460158238452	0.8520456962879719	0.8517916537212443	0.8389047671545184	0.7945880654026705	0.6246762918151668	0.601290867409389	0.77908362532251	0.505688069716601	0.7493684885251631	0.8565517926559476	0.744361714782968	0.8369212306815442	0.8314647623786926	0.8036939445054254	0.8642828787946792	0.7630854798768221	0.8238853174290195	0.5957028024424689	0.5571284213498594	0.8080366344196739	0.514322030980992	0.8094367009152069
CosteaPI_2017__SID713A074-11-0-0__bin.30	0.7988463142189041	0.773835847311616	0.7726775522502464	0.7869330318522606	0.5505392644527611	0.7498803934447499	0.8135776593306556	1.0	0.6533112770736533	0.6041985421870779	0.3793040755000109	0.7921713935262659	0.7902448850859481	0.7783512348389889	0.7845216954127846	0.39047475160033784	0.7744073127085112	0.7821462089309927	0.8061575716604378	0.7810596137849916	0.43540883249064594	0.7968293273139547	0.5255936688974729	0.7875365061399453	0.7863052308075758	0.6841456549637894	0.7813272081119919	0.7863129129413653	0.7835584411926257	0.7267708278651478	0.5904496566299589	0.5562428220062404	0.7318670700640476	0.4707338443659444	0.731680138141837	0.7884869568037884	0.6868877499414238	0.8021274389174338	0.7712452610837186	0.7608176180349188	0.79271767859574	0.7136117594689767	0.7692841830413482	0.5629599944347208	0.5521862285801838	0.7981805292904824	0.48817826306101453	0.8674328314766042
ZeeviD_2015__PNP_Main_331__bin.21	0.8607593432779383	0.8135182505732602	0.8272610011999854	0.8420203558423994	0.6464558074279247	0.7917924722745534	0.82090361013236	0.7907469405023202	1.0	0.6670296411356831	0.44121234161407585	0.8051400490842041	0.8482098626086535	0.8281541456832814	0.8327324797234505	0.43609057900454423	0.7770083224122443	0.8454193672363196	0.8084682907880076	0.796249413050654	0.46412777390065485	0.8435070359019287	0.608508273080088	0.789101157781799	0.8485962547853483	0.7361633633062773	0.8479582944401368	0.8454162678338327	0.8333864536481774	0.7997145450309604	0.6451943506157739	0.6234303463530623	0.7949662604210952	0.5448589436099878	0.7441391590391233	0.848559061955506	0.773098426175074	0.7981653603546129	0.8287306345458367	0.7986369860996964	0.8576501260165394	0.7659661844857343	0.8217998540181428	0.6283279188493779	0.5573500521991036	0.7959813147355409	0.5481014351783214	0.7770279519613277
ZeeviD_2015__PNP_Main_95__bin.1	0.8864235724726077	0.8486825857460549	0.8605358311692574	0.8970155036305241	0.6813722132064381	0.8129081209410982	0.8506255047991539	0.8149880517674231	0.7433602540359465	1.0	0.44908429505427794	0.8365553167764009	0.8854362817537738	0.876602476459017	0.8782189851111954	0.44595029466166436	0.808306137263921	0.8591588052803647	0.8442394896714422	0.8133312455348842	0.4725772087247716	0.8787750917201713	0.63354934755339	0.81555336925191	0.9094576694067102	0.774902897223324	0.8885426495198543	0.8616411362305758	0.8875985347799781	0.8544163557516449	0.6831124929982955	0.6888692901926627	0.8334714005193783	0.586389664937133	0.778783554212047	0.9116740363265416	0.7883191130847971	0.8382449367529476	0.859474277766616	0.8173264627877751	0.9047526390597539	0.7993422283525715	0.8316821879513688	0.6676284355846057	0.5987483571540007	0.8292764224038428	0.5935465152091703	0.7994464263817898
