	LeChatelierE_2013__MH0148__bin.70	HeQ_2017__SZAXPI029599-169__bin.17	LeChatelierE_2013__MH0122__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES41__bin.6	ZeeviD_2015__PNP_Main_303__bin.19	ZeeviD_2015__PNP_Main_667__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.33	YuJ_2015__SZAXPI015266-89__bin.52	LeChatelierE_2013__MH0251__bin.19	NielsenHB_2014__O2_UC9_2__bin.49	ZellerG_2014__CCIS21126322ST-4-0__bin.74	ZeeviD_2015__PNP_Validation_61__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.79	HeQ_2017__SZAXPI029563-66__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.11	LeChatelierE_2013__MH0236__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES3__bin.65	QinJ_2012__CON-076__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.18	NielsenHB_2014__MH0148__bin.25	QinN_2014__LD-26__bin.51	NielsenHB_2014__O2_UC59_0__bin.13	ZeeviD_2015__PNP_Main_717__bin.24	ZeeviD_2015__PNP_Main_418__bin.50	ZeeviD_2015__PNP_Main_528__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.102	LiSS_2016__FAT_024-22-0-0__bin.41	ZeeviD_2015__PNP_Main_673__bin.1	ChengpingW_2017__AS106raw__bin.10	ZeeviD_2015__PNP_Main_409__bin.34	NielsenHB_2014__MH0134__bin.38	NielsenHB_2014__MH0122__bin.5	ZeeviD_2015__PNP_Main_109__bin.15	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.34	ZellerG_2014__CCIS81887263ST-4-0__bin.85	ZellerG_2014__CCIS70398272ST-4-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.53	ZeeviD_2015__PNP_Main_84__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.82	HeQ_2017__SZAXPI029552-169__bin.46	QinN_2014__HD-66__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.104	ZeeviD_2015__PNP_Main_163__bin.52	CosteaPI_2017__SID713B074-11-0-0__bin.68	LeChatelierE_2013__MH0134__bin.37	ZeeviD_2015__PNP_Main_652__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.19	LiJ_2014__O2.UC8-2__bin.45	ZeeviD_2015__PNP_Main_32__bin.13
LeChatelierE_2013__MH0148__bin.70	1.0	0.9853716482255115	0.9895771685807273	0.995770131993729	0.9907097011521726	0.9901042458242566	0.9914488570529619	0.9850397090493207	0.9944051335444419	0.9907187943396053	0.9949446088514422	0.9895316223774913	0.9910822285371405	0.985106816590907	0.9878184061371204	0.9912391837970903	0.9887056417181326	0.9896431897816669	0.9874409510200068	0.9998286497601097	0.9846935371132227	0.9949037790588356	0.9917339458889248	0.9939082252377297	0.9867393014082566	0.9886172590809186	0.9902195393625813	0.9956889237827046	0.9852349310602285	0.9930066948761648	0.9915344239865064	0.9902430914138847	0.9957264191679799	0.9903263438723529	0.991411801136538	0.9905376991509017	0.9871368245605794	0.985701696879479	0.9883231604315412	0.9858127975547422	0.9858350932010858	0.9875349097344959	0.994485099602255	0.9903900989776354	0.9915489372296683	0.9894353760512077	0.9869874735397975	0.9909335777089964	0.994443769841799
HeQ_2017__SZAXPI029599-169__bin.17	0.9853716482255115	1.0	0.9862851346553735	0.9868678787878787	0.9856477158911504	0.9864162829925398	0.9858729578089727	0.9898540395493807	0.9860486686493529	0.9857617765649166	0.9855824169609426	0.9862951353970153	0.9857582391822143	0.9882908043273754	0.9869074922394437	0.9863082720923887	0.9892125318247312	0.9851556992790496	0.9893528665705197	0.9856212684942435	0.9960206462181697	0.9853300064911079	0.9866612315148221	0.986631081782129	0.9896106408010332	0.9874674128131302	0.9855743983027294	0.9857388030688482	0.9895121024466678	0.9850194345063624	0.9854806124564155	0.9858132100673861	0.9866584680149113	0.9864831787530821	0.9863073904424309	0.9856026957307233	0.9884980459572694	0.9898538697275868	0.9908010236600409	0.9903189009283553	0.9912628956967777	0.9874199569413172	0.9862770471865255	0.986183490265201	0.9857599350654429	0.9888616620206263	0.986101602508745	0.9859929811909646	0.9857133072798525
LeChatelierE_2013__MH0122__bin.19	0.9895771685807273	0.9862851346553735	1.0	0.9903924957557595	0.9900917100437703	0.9898194836589329	0.9911375615908059	0.9858154828982763	0.989856493026996	0.9902851035742893	0.9899934119108541	0.9908118256381633	0.9903329234132411	0.9856391992084944	0.9873795228875933	0.9902268435479159	0.9898999579850644	0.9895084665132365	0.9876238804797203	0.9899129077329722	0.9848233623646886	0.9892350192127947	0.9911640911446168	0.9901575427200994	0.9870401990360387	0.9891472197080005	0.9895837211633468	0.9902530515561867	0.985309084897634	0.9898751568006691	0.9894185946749793	0.999935261766957	0.9904161864914928	0.990116617329035	0.99091559398644	0.9925202812715522	0.9871639427232324	0.9862583597867292	0.987789011086284	0.9860483451715978	0.9861669982928508	0.9879425175331612	0.991125881618443	0.9924995235632027	0.9893213105910584	0.9889267578886529	0.9862974875815522	0.9903226716824783	0.9903932656681107
Bengtsson-PalmeJ_2015__TRAVELRES41__bin.6	0.995770131993729	0.9868678787878787	0.9903924957557595	1.0	0.9908737609185491	0.9915392274268515	0.9913853422314368	0.9855888323632668	0.9943952125018127	0.9907251547575938	0.9950993613197182	0.9904514539498487	0.9914595087404826	0.9861983988461428	0.9883327732571374	0.991474323615016	0.9901167532939195	0.990055678324959	0.9875792100663707	0.9962328505965462	0.9859369229632913	0.9939239390107245	0.9916109305023346	0.993927173131514	0.986720264592464	0.9900628826250378	0.9911358156751908	0.9949967517133881	0.9861078025447602	0.9922710116875277	0.992200399357204	0.9901079146458694	0.9947981249054891	0.9912875611223163	0.9913146568538597	0.9910255761135301	0.9875687454776868	0.9868893946317855	0.9879377185744305	0.9862010761695037	0.9867149647586717	0.9878039451645645	0.994508225761154	0.9903441765649522	0.9923183291173774	0.989153691329456	0.9878864893482424	0.9914770270098844	0.9930685567308052
ZeeviD_2015__PNP_Main_303__bin.19	0.9907097011521726	0.9856477158911504	0.9900917100437703	0.9908737609185491	1.0	0.9920140266353122	0.9912705212706016	0.9861215253421914	0.9906249792349145	0.9902977659916803	0.9905631360284108	0.9905341740608378	0.9903847849212739	0.9848793382389778	0.987904676370547	0.9901652990794901	0.98961083719198	0.9902322301557993	0.9878105175151555	0.990663383522686	0.9850980037219118	0.9905885160338816	0.9910141808052672	0.9907517049133036	0.9868168886301396	0.989127419795476	0.9890309307720786	0.990811704556374	0.9856712052880351	0.9897967045005636	0.9899033540775343	0.9898920375561513	0.9909724381494253	0.9903997183556302	0.9906809049513364	0.9902970616175174	0.9870465908032647	0.9862869524841356	0.9875502036230867	0.9852964861336792	0.9856020213461418	0.9873754278983934	0.9911524935984357	0.9901641005947441	0.9898408880277089	0.9891117412396612	0.9870546372316282	0.9906198432640917	0.9906482312412662
ZeeviD_2015__PNP_Main_667__bin.36	0.9901042458242566	0.9864162829925398	0.9898194836589329	0.9915392274268515	0.9920140266353122	1.0	0.9913152155788276	0.9861625967707871	0.9913059305251655	0.990939925995792	0.9902714502470964	0.990664569409202	0.9910027694714381	0.9849656087792337	0.988276072164421	0.9901330290492951	0.9894266069269958	0.9892730484592839	0.9892312125420102	0.9904225529485898	0.9856580623123377	0.9900890177562175	0.991234078454164	0.9911901116215077	0.9868924033022163	0.9892303465154421	0.9893784713427236	0.9909488582678435	0.9858909245147351	0.9898277145591833	0.9895314140783578	0.990084338445158	0.990966087685067	0.9906913817654749	0.990629105764703	0.9899022382562456	0.9875173279363664	0.9866271037674953	0.988219677558697	0.9860808749380506	0.9858856300689761	0.987564602739856	0.9907719429407394	0.9900682427967453	0.9894858114710888	0.9894979069821226	0.9870599502721094	0.9912340129722469	0.9905171675375076
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.33	0.9914488570529619	0.9858729578089727	0.9911375615908059	0.9913853422314368	0.9912705212706016	0.9913152155788276	1.0	0.9859080582872636	0.9915638858093127	0.9961781469733088	0.9911347198217606	0.9914863720948222	0.9921741171786842	0.9848344105309113	0.9879214831616528	0.9915143391063583	0.9893526623135998	0.9919324955734562	0.9883611724995118	0.9914162457802443	0.9856929039049309	0.9914225127272438	0.9922875173184019	0.9908178672370613	0.9872510793434327	0.98907386256699	0.9903938684836104	0.991418819967148	0.9859394595916174	0.9906747599326196	0.9903237128035429	0.9910504159710033	0.991656046636965	0.9910249071730242	0.9912247729335836	0.990891130431242	0.9873774790626973	0.9864578250314345	0.9875935827362378	0.985753932753025	0.9858354328202779	0.9871153706944108	0.9919909550699637	0.9908448180893906	0.9903473533113522	0.988740952040197	0.9871026017099434	0.9962873673496337	0.9911599381250136
YuJ_2015__SZAXPI015266-89__bin.52	0.9850397090493207	0.9898540395493807	0.9858154828982763	0.9855888323632668	0.9861215253421914	0.9861625967707871	0.9859080582872636	1.0	0.9850244261368295	0.9858359783420463	0.98536601869385	0.9862644907899093	0.9857002163291088	0.9869930407358215	0.9861999308095194	0.9859169887385887	0.9886437333554111	0.9853198497609192	0.9887674297964363	0.9850805422511261	0.989364970950877	0.9847627880462678	0.9847842734855032	0.9856000395004694	0.9881506617471052	0.9866707303817406	0.9849481068656902	0.9851442522707776	0.9886665841956869	0.984987072955653	0.9847143340439822	0.9863678875482134	0.9865788863316027	0.9863126067776097	0.9862652709103534	0.9856254682575889	0.9887974491886211	0.9980557615485616	0.9988191955202825	0.9897558791056609	0.9893342854781529	0.9878281517849282	0.9850972576434027	0.9858523735815975	0.9850507966711504	0.988153382375406	0.9850037934429934	0.9859759121725279	0.9851141282019433
LeChatelierE_2013__MH0251__bin.19	0.9944051335444419	0.9860486686493529	0.989856493026996	0.9943952125018127	0.9906249792349145	0.9913059305251655	0.9915638858093127	0.9850244261368295	1.0	0.9913987689889399	0.9943579226168007	0.9896169384781617	0.9914646080904477	0.9853834045423882	0.9875301785140873	0.9913108126054052	0.9902138855281338	0.9903800263137233	0.9874520606209524	0.994418523678411	0.9849756353496255	0.9963274197805359	0.9922930088143277	0.9933997723744212	0.9869860058102167	0.9891324905607813	0.9901077038464398	0.9943498357034755	0.9849005693825874	0.9939061092056573	0.9913269470176508	0.9902381818446362	0.994351622109123	0.9910550757472033	0.9914012702520784	0.9905619354615315	0.9872106173070829	0.9856040246663503	0.9875323667970844	0.9858790040483915	0.9856087864540202	0.987540340700192	0.9938327917136525	0.9903897388234272	0.9912797138934389	0.9887704711455259	0.98623599745051	0.9918730722072434	0.9928237769041814
NielsenHB_2014__O2_UC9_2__bin.49	0.9907187943396053	0.9857617765649166	0.9902851035742893	0.9907251547575938	0.9902977659916803	0.990939925995792	0.9961781469733088	0.9858359783420463	0.9913987689889399	1.0	0.9905275300990575	0.9911355218231059	0.9915859532163417	0.9844751178835621	0.9870357291434874	0.99076264767316	0.9898922982725566	0.9913928372404455	0.987156459015035	0.9907023794585277	0.9854918986966464	0.9914607462450744	0.9918700481976036	0.991011113632883	0.9874375415699167	0.9894248751525191	0.9897910299035154	0.9908170830389357	0.9856171072175722	0.9905730919828281	0.990162772842562	0.9905505003205288	0.9914409727458254	0.9907657179244754	0.9912205298856152	0.9903825518196525	0.986591248759463	0.9861728252138294	0.9875	0.9855244482600337	0.9855528169596545	0.9871154328942744	0.9913568097214497	0.9906552885326735	0.990169144906981	0.9880186723465351	0.9867680117724487	0.9988101762170051	0.9907325735242914
