	LeChatelierE_2013__MH0148__bin.70	HeQ_2017__SZAXPI029599-169__bin.17	LeChatelierE_2013__MH0122__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES41__bin.6	ZeeviD_2015__PNP_Main_303__bin.19	ZeeviD_2015__PNP_Main_667__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.33	YuJ_2015__SZAXPI015266-89__bin.52	LeChatelierE_2013__MH0251__bin.19	NielsenHB_2014__O2_UC9_2__bin.49	ZellerG_2014__CCIS21126322ST-4-0__bin.74	ZeeviD_2015__PNP_Validation_61__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.79	HeQ_2017__SZAXPI029563-66__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.11	LeChatelierE_2013__MH0236__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES3__bin.65	QinJ_2012__CON-076__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.18	NielsenHB_2014__MH0148__bin.25	QinN_2014__LD-26__bin.51	NielsenHB_2014__O2_UC59_0__bin.13	ZeeviD_2015__PNP_Main_717__bin.24	ZeeviD_2015__PNP_Main_418__bin.50	ZeeviD_2015__PNP_Main_528__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.102	LiSS_2016__FAT_024-22-0-0__bin.41	ZeeviD_2015__PNP_Main_673__bin.1	ChengpingW_2017__AS106raw__bin.10	ZeeviD_2015__PNP_Main_409__bin.34	NielsenHB_2014__MH0134__bin.38	NielsenHB_2014__MH0122__bin.5	ZeeviD_2015__PNP_Main_109__bin.15	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.34	ZellerG_2014__CCIS81887263ST-4-0__bin.85	ZellerG_2014__CCIS70398272ST-4-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.53	ZeeviD_2015__PNP_Main_84__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.82	HeQ_2017__SZAXPI029552-169__bin.46	QinN_2014__HD-66__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.104	ZeeviD_2015__PNP_Main_163__bin.52	CosteaPI_2017__SID713B074-11-0-0__bin.68	LeChatelierE_2013__MH0134__bin.37	ZeeviD_2015__PNP_Main_652__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.19	LiJ_2014__O2.UC8-2__bin.45	ZeeviD_2015__PNP_Main_32__bin.13
LeChatelierE_2013__MH0148__bin.70	1.0	0.580062182912046	0.6390593431509002	0.41438961971894217	0.5955153100166121	0.6251936200781215	0.5906683540609706	0.5143062789027073	0.6469666187760966	0.5458722444214968	0.6565294863736363	0.6218201409778655	0.6141076078660263	0.46795531585327527	0.3608239235846092	0.6318443294571903	0.1676522583396938	0.5751501257127464	0.27902505275445605	0.6876880079019441	0.5052058546221884	0.6013368203654649	0.37144272212993307	0.6339564719615678	0.5946299892246218	0.5927153953216899	0.3479958918870381	0.6355876509675392	0.5613545548421855	0.5424861379248417	0.5897224217662641	0.46629326987832803	0.45230351771202804	0.5845639900327751	0.5983340255017285	0.5872031158802138	0.5248335989763391	0.5050324383783056	0.30783179185560994	0.5594871032191442	0.5738753198940421	0.45186660979661475	0.5379933102859965	0.6140158487855251	0.596768789565842	0.2562617855699726	0.5874570668522426	0.6092847842679477	0.39756403493018455
HeQ_2017__SZAXPI029599-169__bin.17	0.6908946159407139	1.0	0.8124411137837947	0.544228791520318	0.7762241899145019	0.8077977298789204	0.7782612895258321	0.6261930568827062	0.7951957871643672	0.6983050462249487	0.792146320904519	0.8083278102699901	0.7870550758873917	0.5617933027384033	0.5468043271404837	0.8106068885718211	0.31114315212003746	0.6758812419389177	0.44113116347966697	0.6846700149298178	0.6454019536771235	0.7346322642487514	0.5242140789485558	0.8047252021140381	0.8276640466791599	0.8049056834577819	0.43970368974053803	0.7872606240844332	0.7807362235080961	0.5834935105259059	0.7452241795535359	0.5488447689989202	0.5577441703690409	0.7704812067116333	0.780051062851291	0.7734641622540649	0.6405419921597567	0.6617565714427044	0.4790332483399894	0.7967793438433636	0.8098796156014757	0.5484664266264795	0.6859898683121217	0.8005363638156295	0.7582295314938273	0.4077294143480663	0.7919120293823627	0.7969538091423158	0.48582603135896774
LeChatelierE_2013__MH0122__bin.19	0.4702639103381729	0.5019438058700935	1.0	0.3735518506886175	0.5035670339940436	0.5375683047415153	0.5180016019595198	0.39722194862124727	0.544466559662874	0.46130177485468693	0.5371204251077729	0.5644933250654216	0.5249731612930403	0.35155866861842244	0.3583689582451874	0.5438863191046371	0.21114417036853947	0.4449697583163855	0.29064187614693016	0.45410390105432397	0.37566487618058825	0.4917251708147672	0.3531209818083228	0.5353035081426747	0.5118419664249274	0.5190204300429151	0.2853941062013674	0.5307200207152074	0.48736799785414237	0.3900932494070086	0.5000785699403592	0.39548907361600755	0.3669940999240318	0.5028628986546885	0.5205928613066068	0.5476779123894575	0.40517062479518645	0.4229090535904811	0.31337987234294734	0.4844769131367495	0.49574266558382624	0.33971825087825913	0.4504095651726815	0.5721085177868509	0.505173123339939	0.2671035196648894	0.5245932172976112	0.5362027777622909	0.3125708394222456
Bengtsson-PalmeJ_2015__TRAVELRES41__bin.6	0.5815493074778062	0.641241960020336	0.7124068803677804	1.0	0.6480224593703642	0.6808160069876398	0.6349690726846059	0.4288451216280129	0.712864085603312	0.5699447218786291	0.7090378960525585	0.692135085441459	0.6569432778031781	0.3511225944053989	0.6103717460553743	0.7014638837399153	0.3929389554218989	0.5052996033222793	0.5491696467705598	0.5659090291536268	0.3942538635023811	0.619640686304045	0.6305005905075372	0.6821053178757797	0.6435874504448201	0.6566093328938493	0.32328663224041204	0.706877099215899	0.6162016050621008	0.4071910783152006	0.6375260352981345	0.3589624237154443	0.4404142649608697	0.6321269967286788	0.6654895896218743	0.6474746794542363	0.4616989210980329	0.5153762334400933	0.5719220065363415	0.6147965161039813	0.6349328428123675	0.34070847515162395	0.5759317082660422	0.6734255068539435	0.6474412062027116	0.49119239991793145	0.6334159138138595	0.6771335555169629	0.345291553989795
ZeeviD_2015__PNP_Main_303__bin.19	0.753547367232489	0.8246459734248383	0.8659133889189913	0.5842920924300344	1.0	0.8843481231141129	0.8326930164747255	0.6514241664814363	0.8469630872125764	0.7485074462577681	0.8564922093204097	0.8745054706257895	0.8376743502322539	0.5933393790607155	0.5655530597795558	0.8666661458914027	0.31606915990191436	0.7264818482598175	0.45811830641043577	0.7504145489458917	0.6337965155873955	0.7841533294937992	0.5558350382805327	0.8389746313798817	0.8558417136725521	0.8394820321881723	0.4733477872140678	0.8494052864843906	0.7879139186894643	0.6432233763706745	0.791565500153747	0.5964626103481359	0.6065623364440187	0.8310777846504332	0.8411096916039902	0.8247002997535077	0.6811758205938685	0.6901155197893417	0.4994006350144196	0.8058977088492263	0.8169106853852234	0.5724066989689359	0.7303564162234751	0.8532624558199122	0.8024591718110978	0.4261939542252746	0.832079803601445	0.8530572230227169	0.5177884994357873
ZeeviD_2015__PNP_Main_667__bin.36	0.5968009930298795	0.6474114444336405	0.6973458040657116	0.46309179124407585	0.6671456096491475	1.0	0.6497225854027929	0.5077990293100784	0.6696386310909533	0.585365827525346	0.6746442281343644	0.6982731533975621	0.6539878030258589	0.4540092858151178	0.45534566531153664	0.687074512867039	0.2606866831618058	0.5743779969093713	0.36599494109778125	0.5814327627536651	0.500858909772553	0.6107262334589889	0.4299016854346421	0.6700101601271395	0.6640922142032308	0.654820328075943	0.3609692541641654	0.6585032067482744	0.6251065768675361	0.49862303892536763	0.6211925305252488	0.45781966832394866	0.4720706328395774	0.6461093516831712	0.6497322285500913	0.6497343714717131	0.5243737244593878	0.5371669665417611	0.39464928542939187	0.6283699786323927	0.6454313848550621	0.44602422412174364	0.5750728392452523	0.6798509919450255	0.6289817827554276	0.34381757736817614	0.6562137628605433	0.676060967191602	0.4026812235332438
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.33	0.7678134882855673	0.8493764339829801	0.915045467975444	0.5881484156425886	0.8554198629212582	0.884759017906321	1.0	0.6594851704729909	0.8769399122375059	0.8131001754520352	0.8827367599371145	0.9070348606049995	0.86178173183196	0.6056155594220661	0.5840148970085611	0.9016961579287176	0.338906579998468	0.7401489700856104	0.46525356649121463	0.7609110374285517	0.6339454092482555	0.8196119628377269	0.5739619695858821	0.8801461978705011	0.847118172964337	0.8683566235879029	0.4861502321730154	0.8771182823938807	0.806081364513458	0.6577229900528545	0.8357524557813452	0.6333220256138086	0.6295481654136983	0.8614078475573502	0.8714812018282029	0.8521738178873534	0.6946977738383142	0.7108466563802895	0.508749621556161	0.8259490277185034	0.8384115936953992	0.5769873317064808	0.7639382233748802	0.8936964935126519	0.849869961225465	0.4415073554891683	0.8454756355120756	0.9329415755665715	0.5310192632473582
YuJ_2015__SZAXPI015266-89__bin.52	0.718036925470912	0.733999804900752	0.7536292181887346	0.4266264245085399	0.718738969351005	0.7426801543713005	0.7083011595868755	1.0	0.7153603831780571	0.6619443246294779	0.7530729110962501	0.7399965602984	0.7281315486061569	0.6218486868214376	0.41656588497684865	0.7419428515909795	0.16841531223519096	0.6849844488661717	0.30989008233736737	0.7001144347195174	0.6849570252771056	0.6930156428069689	0.4075666383420168	0.7194531579633989	0.734236039532279	0.7254542227821857	0.4348104070169913	0.727479258951941	0.6919519993167609	0.6682125735588805	0.6990123982046168	0.6028202418995615	0.5415841510459944	0.7004576213484023	0.7172804261782447	0.7169031559458063	0.652408359180066	0.6733129693596239	0.36253710509542036	0.7125866830267964	0.7175241043553753	0.597798982741552	0.6370770058298632	0.7480606625460765	0.7057734882060938	0.27622762675868456	0.7410715649897924	0.7352166287241724	0.48471585439954673
LeChatelierE_2013__MH0251__bin.19	0.692359481999594	0.7144742579359502	0.7918091576187165	0.5435992283566904	0.7163027666968165	0.7507153075822605	0.7219507536855457	0.548339717648698	1.0	0.6538043432563493	0.7783570507946461	0.7703769568857515	0.7347253903561403	0.4934631337318876	0.49870031435095596	0.775602125622666	0.2941947174144664	0.6250226724275654	0.41272736991431924	0.6792632271843307	0.5389524317454827	0.7323070981815211	0.5037525119848554	0.7831855271234306	0.7184486894435976	0.727147394202345	0.40395749475381043	0.7665085302381116	0.6892511071952375	0.5866104750819511	0.7123571637063383	0.5109410228598129	0.5289132009383682	0.7151373138308416	0.730686394981916	0.738798319297449	0.5790799258626633	0.5970271792857493	0.44196459137378696	0.6885135776309925	0.7026509623319387	0.4791191446578956	0.6539728099035567	0.7596620577074842	0.718739977585828	0.3805451352477871	0.7123292360803307	0.7533158800685638	0.447988550273931
NielsenHB_2014__O2_UC9_2__bin.49	0.707550288884888	0.7599311113657153	0.8125516255571742	0.5264066429884718	0.7667341367915864	0.7948380807932014	0.8107712144440626	0.6145579070076181	0.7918890361956306	1.0	0.7982555972015357	0.8167660532522965	0.7777250383270319	0.5679402334720927	0.519499593542509	0.8163881478086757	0.2869608073136888	0.6742444164379775	0.4159793261353076	0.7006697910244729	0.5899649555442802	0.7531757333056905	0.4982823306472585	0.7813811552849477	0.7586726389548132	0.7751066155275854	0.45088302207964387	0.7865019740921996	0.7327357407983298	0.6032563882932969	0.7664700758175069	0.5608898782082408	0.5739194323052779	0.7786914432969068	0.7817914318397158	0.7737844920554383	0.6389129853620745	0.6568527641837296	0.4463525214003961	0.7465491122495558	0.75845768022798	0.5362980179059528	0.6825899798680786	0.8085023269009388	0.7734560525794139	0.3794483453451979	0.7765669527327219	0.8677447337839829	0.49677507351697575
