	LoombaR_2017__SID5639_uuc__bin.25	QinJ_2012__DLM023__bin.11	HeQ_2017__SZAXPI029486-84__bin.31	ZellerG_2014__CCIS12656533ST-4-0__bin.24	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.53	YuJ_2015__SZAXPI015254-45__bin.34	XieH_2016__YSZC12003_36694__bin.65	YuJ_2015__SZAXPI017589-133__bin.23	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.39	FengQ_2015__SID532749__bin.5	LiJ_2014__V1.CD46-0__bin.5	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.26	VincentC_2016__MM098.1__bin.15	VogtmannE_2016__MMRS41266697ST-27-0-0__bin.40	CosteaPI_2017__SID713A037-11-0-0__bin.65	HeQ_2017__RSZAXPI003105-143__bin.24	LiJ_2014__MH0382__bin.18	LoombaR_2017__SID5450_zsn__bin.39	XieH_2016__YSZC12003_37179__bin.9	LeChatelierE_2013__MH0203__bin.97	VogtmannE_2016__MMRS85438660ST-27-0-0__bin.15	XieH_2016__YSZC12003_37283__bin.52	FengQ_2015__SID531128__bin.57	NielsenHB_2014__V1_UC35_4__bin.19	GeversD_2014__SKBSTL068__bin.18	XieH_2016__YSZC12003_36697__bin.49	QinN_2014__LV-22__bin.2	ZellerG_2014__CCIS41288781ST-4-0__bin.26	LiSS_2016__FAT_024-22-84-0__bin.30	NielsenHB_2014__O2_UC48_0__bin.20	NielsenHB_2014__V1_UC55_4__bin.39	ZellerG_2014__CCMD26709089ST-21-0__bin.20	WenC_2017__N019__bin.26	ZellerG_2014__CCIS82146115ST-4-0__bin.24	LeChatelierE_2013__MH0166__bin.17	LeChatelierE_2013__MH0251__bin.60	GeversD_2014__SKBSTL059__bin.9	Obregon-TitoAJ_2015__NO21__bin.46	HeQ_2017__RSZAXPI003080-114__bin.32	XieH_2016__YSZC12003_37284__bin.11	NielsenHB_2014__V1_UC55_0__bin.53	HMP_2012__SRS015264__bin.41	HeQ_2017__RSZAXPI003101-139__bin.39	LiJ_2014__V1.FI10__bin.12
LoombaR_2017__SID5639_uuc__bin.25	1.0	0.6360622420443428	0.852453893257002	0.7574607446251347	0.4926524841150371	0.8370061991705892	0.8011213350944862	0.40337512228703937	0.6964321006360573	0.4413611000398565	0.7918419310317567	0.8498895710977671	0.5653799215386591	0.7357500601141675	0.8656361890582334	0.5805990994403618	0.5791695351280843	0.5851628352805932	0.4053543606652415	0.849248078817085	0.7848254548089687	0.838979261435691	0.70607918929869	0.8191317043766407	0.8129638260938308	0.5149671924872113	0.8444150644456815	0.8819275401941441	0.6827981250967591	0.835731449426692	0.8475224728168675	0.7728442071353047	0.673707710094898	0.758427923936638	0.43448008656440124	0.529140136829727	0.6722398538813988	0.5471476239257681	0.7124055878177404	0.4774765390050364	0.8450013834493345	0.8603848459595045	0.8287038562003235	0.8291304197451159
QinJ_2012__DLM023__bin.11	0.8301071640249568	1.0	0.8879009381621179	0.804471195000051	0.530297225277663	0.863231664623835	0.8353732094773773	0.41880698277626993	0.7305654711847903	0.4766453570943036	0.8086577011347253	0.8808277793569944	0.5909620688895468	0.7889433464859088	0.8867751866087689	0.5814197795891303	0.6267491465513582	0.6237603970813211	0.4176468407220071	0.8927252806184272	0.8192456766035512	0.8642263023924505	0.7531508953083297	0.8564819914679317	0.847312086810222	0.5589934115323171	0.875563883310881	0.9185643685393549	0.7289292356335025	0.8522481983945009	0.8644444671326221	0.8165863236500788	0.7199828692317324	0.7805864547638636	0.4705448046431475	0.583698687626244	0.6869035061653033	0.572429887709641	0.7741038453416186	0.5288904388496593	0.8619280496985726	0.8880218422668928	0.8668711468533498	0.8666599676836761
HeQ_2017__SZAXPI029486-84__bin.31	0.8059965694736096	0.6432684678876724	1.0	0.7906417326727663	0.5063222592577885	0.8499020127675379	0.8288135408467	0.4272367911887015	0.7317213129432686	0.463726816111795	0.8204209752629927	0.8667860265612749	0.5798893760350559	0.7536915531657623	0.9033539118200554	0.602545176513274	0.5909945957141	0.5920682897432245	0.4353346554018333	0.8683338900347335	0.8159015720780378	0.8637930752574646	0.7281455770268408	0.8472715013263509	0.814827488747235	0.5349067349968972	0.8525465390691486	0.8971535039876171	0.7011965576388386	0.8549376299780979	0.8614689442372062	0.7872423504166696	0.695986922578018	0.7554901269201332	0.4392611521305313	0.5428578324772589	0.715462906946777	0.5439264655845637	0.7399706155093118	0.4856417754959509	0.8611839754085916	0.8965341250172266	0.8456263124332835	0.8519474037860367
ZellerG_2014__CCIS12656533ST-4-0__bin.24	0.840473677718233	0.6839745434775656	0.9278578053115134	1.0	0.5542116107692238	0.8805352631314447	0.8785515549403106	0.4603039066533262	0.781581027306826	0.5078946286372171	0.8736420827565412	0.908273369791167	0.6161118040231539	0.8252372271944373	0.9255497229113271	0.6071001402575805	0.6379851336101936	0.6393689779471224	0.47337116176222	0.9149276097275714	0.8745169793908161	0.9117089952166226	0.7913360105627207	0.8761694603966502	0.8568591439262071	0.6038824394767981	0.8960746152053837	0.9248822430248124	0.773760867678166	0.9060397563995376	0.9116080280332415	0.835954825180576	0.7632895199718571	0.7813411731381605	0.4860244971057597	0.5958927829022811	0.743494012783085	0.5797412316168912	0.8273305830055326	0.5295381550874211	0.9148700447270917	0.9089052142011943	0.899567805631319	0.8900572451949215
VogtmannE_2016__MMRS72980899ST-27-0-0__bin.53	0.8488078845830522	0.7000894556541861	0.9226424959049742	0.8605584274533089	1.0	0.9143524183885638	0.8950885937301589	0.7209792308232545	0.7642988939705754	0.36258412626796827	0.8711746357395557	0.9317455486767161	0.7681339238399673	0.8545242498600704	0.9269996460081568	0.8186426718367921	0.6288817617585236	0.6527439333672428	0.711316459485669	0.9443055197898466	0.8713377983126153	0.907962830147052	0.7803618945870462	0.919878663797843	0.8899305282140012	0.5437243772687579	0.9287894684943713	0.9414679098235929	0.7546836525999246	0.894089045619546	0.9053217246709614	0.8432263057794311	0.7401806280624019	0.8006990452151866	0.4911434645940764	0.6286930606957678	0.8401701998457759	0.6020252022329153	0.8642146878948268	0.5296484130311563	0.9069774700862704	0.9352741166697526	0.9314958389996857	0.8921303853403394
YuJ_2015__SZAXPI015254-45__bin.34	0.7946162941826035	0.627945002003303	0.8533660376620965	0.7533756144276905	0.5038180023648747	1.0	0.8048431071718247	0.43226040984647857	0.6909327574244364	0.43142390868847175	0.7963491024225308	0.9092724589811494	0.552064574762291	0.7703249259755108	0.8644602319922604	0.589649275390644	0.5816317635907008	0.6007688774662614	0.4163790053844876	0.8616216004925193	0.7878808963070819	0.8441899326694745	0.7088147286745952	0.826671878511888	0.8073358024450069	0.5116521875091614	0.8832338196636406	0.882645141745903	0.6770163489069784	0.849798790200428	0.8576880906079292	0.83466945500386	0.6623166000527699	0.7625954989201709	0.43821129472007503	0.5481033118018978	0.6792061056766767	0.5318482180375448	0.7306134016085057	0.48262286110758224	0.858269732534618	0.8621313189551554	0.8480425286570052	0.8285813683048148
XieH_2016__YSZC12003_36694__bin.65	0.8496546477896542	0.6788755015871311	0.9296911197079801	0.8397449585826258	0.550987104259817	0.8991384644676091	1.0	0.46581609192390677	0.7611071882255792	0.4817227741190866	0.8611490663022968	0.9167399205495591	0.606231230739469	0.8127726823934347	0.9260731857600565	0.630864622894251	0.6401782372866849	0.6344672728725697	0.4749733731415239	0.9218382161249373	0.8682980339138185	0.9065463861927239	0.7886615653142973	0.8796562067545538	0.8645093561911649	0.577508285003238	0.89833103418762	0.9460449671853173	0.7547442533365998	0.915520696459927	0.9143036557945241	0.8361165441984016	0.7437769134329062	0.7911537257296021	0.4716488914100161	0.5876446136452661	0.7455935223916705	0.5849127132495859	0.8044542727647085	0.530207892554567	0.9243980626913498	0.9218932384155153	0.902041982007711	0.890277255575483
YuJ_2015__SZAXPI017589-133__bin.23	0.8126728527274024	0.646526023097355	0.9103596332162593	0.835771037224203	0.8430642402443456	0.9173251729978946	0.8848649446788319	1.0	0.7605262852279457	0.3124928453280199	0.8381103038889893	0.9109295183931063	0.7983502363322953	0.8248926177057601	0.9037383472168533	0.8756787606200218	0.631651771123495	0.6280259077930761	0.8080540453552284	0.9093152584889664	0.8763249622979894	0.918672325148112	0.7402410274191916	0.8755128551828029	0.8707356081180848	0.4756707971590353	0.9044500815425224	0.9163919549135384	0.7295749668603889	0.8924111534907333	0.9040933848525018	0.8185069174272048	0.7067239814650446	0.7996542530688359	0.49112571816316136	0.6078683971709805	0.8783747239748289	0.5735085515957614	0.874969514875911	0.4928312260577716	0.9124309625999373	0.902242709700325	0.885910148933311	0.870517442468142
VogtmannE_2016__MMRS47685461ST-27-0-0__bin.39	0.819864531589907	0.6590037924174916	0.911059472706615	0.8292268199144573	0.5222251951466362	0.8567819515051399	0.8448215857578825	0.4443967807106323	1.0	0.4833349813675194	0.855668558997685	0.8860825451852197	0.6179590162980887	0.7871651097590768	0.9085680327900637	0.5946427255771028	0.6191989196651194	0.6405685911828232	0.4450017062000985	0.885339960369625	0.8489135576986463	0.8828858435802283	0.7622303525242067	0.8530738745865373	0.8341525032669854	0.5524632294490137	0.861210801022169	0.8932393759960913	0.7435707278106738	0.8778816362458944	0.8827801755059465	0.8037007092363592	0.7207609652439284	0.7643980021947938	0.4816098773474793	0.5776941481214349	0.7254234478426264	0.5577156113431285	0.7800630518490943	0.5163548004327544	0.8815785646979444	0.892626695051632	0.8750392619909029	0.8876321820360396
FengQ_2015__SID532749__bin.5	0.797301961087665	0.6597654965792907	0.8859897445662118	0.8268722414534333	0.3801621173736926	0.8209263509905107	0.8205061072937943	0.280196183145922	0.7416750839371702	1.0	0.8447939615815444	0.837413292196558	0.4332861271977258	0.7937295177684985	0.900050429243606	0.3242466480916473	0.628407878862709	0.6303655450746695	0.2678477126098398	0.8481469856254342	0.8444421469469482	0.8618707315513017	0.7457600014280847	0.7995021041936602	0.8096288615932963	0.8139793135970034	0.79901268764067	0.8523397532686035	0.7756679643395331	0.8592183615999904	0.8611998292248624	0.8021024085542278	0.7360386118420955	0.7205654620672419	0.45303163059017093	0.556018856669379	0.6037369705859164	0.5375675551039899	0.8340967140661888	0.5388409306947484	0.8601198401140088	0.8384263398335984	0.8369335449675631	0.8288150317823242
