	VogtmannE_2016__MMRS54316675ST-27-0-0__bin.55	LeChatelierE_2013__MH0257__bin.78	HMP_2012__SRS012273__bin.49	FengQ_2015__SID31749__bin.37	LiJ_2014__MH0391__bin.43	ZellerG_2014__CCMD79987997ST-21-0__bin.13	BackhedF_2015__SID338_M__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.50	CosteaPI_2017__alien2-11-0-0__bin.7	ZeeviD_2015__PNP_Main_327__bin.53	ZeeviD_2015__PNP_Main_430__bin.10	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.36	ZeeviD_2015__PNP_Main_154__bin.54	ZeeviD_2015__PNP_Main_644__bin.16	LiJ_2014__V1.FI07__bin.4	KarlssonFH_2013__S577__bin.48	NielsenHB_2014__V1_CD20_4__bin.55	HMP_2012__SRS022071__bin.33	QinJ_2012__NLM026__bin.21	VogtmannE_2016__MMRS11664448ST-27-0-0__bin.83	ZeeviD_2015__PNP_Validation_83__bin.8	LeChatelierE_2013__MH0140__bin.3	YuJ_2015__SZAXPI015222-123__bin.55	YuJ_2015__SZAXPI017593-158__bin.26	QinN_2014__HD-35__bin.49	ZeeviD_2015__PNP_Main_543__bin.19	LoombaR_2017__SID1022_aav__bin.28	ZeeviD_2015__PNP_Main_645__bin.38	LiJ_2017__H2M514903__bin.45	ZeeviD_2015__PNP_Main_773__bin.23	LiJ_2014__V1.CD20-0__bin.36	QinJ_2012__NLM006__bin.4	ZeeviD_2015__PNP_Main_286__bin.38	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.74	QinN_2014__HD-36__bin.19	LiJ_2017__nHM410714__bin.27	BackhedF_2015__SID172_M__bin.40	BackhedF_2015__SID241_M__bin.31	ZeeviD_2015__PNP_Main_121__bin.3	QinJ_2012__T2D-098__bin.37	ZeeviD_2015__PNP_Main_473__bin.20	QinJ_2012__CON-052__bin.33	LiJ_2017__nHM412716__bin.59	YuJ_2015__SZAXPI017466-84__bin.26	YuJ_2015__SZAXPI003412-1__bin.63	LiJ_2017__nHM611708__bin.16	HMP_2012__SRS052027__bin.35
VogtmannE_2016__MMRS54316675ST-27-0-0__bin.55	1.0	0.9023969478795557	0.7347161672964437	0.7809844762000672	0.7698669270426648	0.7583995827756801	0.7114764418588472	0.8254921335020523	0.7071266253431665	0.7506140874507233	0.90363315006794	0.8710272835320453	0.8038539734340588	0.7212288657346257	0.8747271330569028	0.877517709897742	0.6235805689059878	0.7718523426785548	0.7692534477197397	0.7850783925382233	0.71016969684586	0.5533004555120461	0.6063759037387211	0.817426412887639	0.7573823065946839	0.5939885837384681	0.8670374786729581	0.8975815487214965	0.6992112339204929	0.8528510733942142	0.7876422593358563	0.825503323053541	0.7837760260453839	0.7624764715354837	0.6646102217039351	0.8286198563942692	0.7166907728525913	0.7967880149200506	0.71478806259727	0.5320242531096007	0.7539218161712371	0.7420881357185565	0.7522506809815086	0.8060086918489955	0.8951091443447277	0.8968508223590591	0.7832773612507777	0.6999769884441123
LeChatelierE_2013__MH0257__bin.78	0.8010336017744059	1.0	0.6730335050388842	0.731419006457096	0.721979519708135	0.6970126861726935	0.6570799173602258	0.7692348220239144	0.656580692971819	0.6952571955681313	0.8364288700254622	0.8075749095695616	0.7478839104643651	0.6644680928246427	0.8238536840686961	0.8123045856092093	0.5816607588901672	0.7133748086882318	0.7074519172634902	0.7335031387221929	0.6505964781360447	0.5125488428013226	0.5605072050689412	0.7618811949600793	0.7069397372248651	0.5531328489647572	0.8115652498367588	0.8314746293820328	0.644674882276325	0.8003897059585627	0.7412588227977985	0.7675428141054209	0.7255354138380165	0.7079140021212718	0.617066391661398	0.7652004325459754	0.664218048775432	0.737106536902874	0.6637732381179413	0.4896264108703088	0.6972951193474498	0.6839032955719315	0.6895398671268514	0.7428834613351576	0.8368646117278	0.8447658309408567	0.7183506420820248	0.6604246343915509
HMP_2012__SRS012273__bin.49	0.7957552371904411	0.8211896696263767	1.0	0.8029793115367572	0.7993288091974955	0.6876349244739098	0.8097813228961003	0.8728763144680136	0.7694851095018972	0.8300767037565714	0.8756405372266405	0.8343184104296454	0.8498309376911732	0.802329619073664	0.836432940725179	0.8684912855321972	0.6525747159505559	0.9605194588952277	0.8475683428521447	0.8472268986379643	0.7899359317870337	0.5498158150847736	0.6786983598558558	0.7987665854682817	0.7528555116631126	0.6327888668109374	0.8479998904006226	0.8741087805435813	0.7872333586781893	0.8450981415001732	0.8140472678930205	0.8671065395524656	0.8398210368628021	0.8378287520266664	0.7330343588778921	0.8027321860175433	0.7918871168566477	0.8344569904116352	0.7381560220905975	0.5862086044995813	0.8300097849059527	0.8182320671970644	0.8197706738412105	0.8545031380725578	0.8779500279531104	0.877676556429716	0.8565697186404829	0.7177289112092236
FengQ_2015__SID31749__bin.37	0.8131218503846274	0.857879629165318	0.7718940214734819	1.0	0.833613693105581	0.7208801929239929	0.7743501452957554	0.8335757039765501	0.7716463323522008	0.7932905119870899	0.8554412336032589	0.8763681784820456	0.8172651980575906	0.7791281646843939	0.8726047220993907	0.8315491105731849	0.7142011975186514	0.8251309738538553	0.8259120303467293	0.8004030899851032	0.7680424303114753	0.5416733147642471	0.6456520935302488	0.7493771049143244	0.7183627799735495	0.5998579713095967	0.8114467830552277	0.8599462377845956	0.7538643808354467	0.8116301439180165	0.8630770485384569	0.8626971572481485	0.8225112435158889	0.8014971769011913	0.7128508106120353	0.77382589531513	0.764151330455277	0.7927986793965706	0.7644511913137603	0.5529201230442563	0.8005616312835919	0.7737559953177132	0.787690407846224	0.8078560505792329	0.8443874100987262	0.8567222270341786	0.8050397898137469	0.7370032858064003
LiJ_2014__MH0391__bin.43	0.8501878796409817	0.8981957752063345	0.8150135013307918	0.8842007029503067	1.0	0.7475358593841501	0.8141753765383082	0.8632782069287133	0.8255717246781548	0.830847612794942	0.8847100249395853	0.9016610988675645	0.8663583155410902	0.8613456845706599	0.9254804980180498	0.8699262557634511	0.7474434507531841	0.8781081804203303	0.8649356524317976	0.8502303231400883	0.8447201898889914	0.5670961877141651	0.6794640084500172	0.78663062013713	0.7539072195854721	0.6270688519517026	0.8523981651514158	0.8915423537767729	0.835160731919338	0.8409910718219221	0.9111910075656879	0.8911071735960603	0.8468391412874241	0.8333018141103682	0.7931905584167608	0.7986464284601391	0.8053621719896545	0.8229187373542549	0.7902479882318684	0.5905652936821508	0.8880206178698952	0.8207283304446682	0.8215508747121631	0.8544123509507882	0.8789876741929558	0.8957437229288377	0.8501782089702993	0.7548286195977216
ZellerG_2014__CCMD79987997ST-21-0__bin.13	0.8922887594015088	0.9238360445548521	0.7469737730816343	0.8146239968861975	0.7964162650395521	1.0	0.7223518368001098	0.8356868109853125	0.7223277964122583	0.7633532906711848	0.9155941982530651	0.9006811443224617	0.8156222453722253	0.7358774169175644	0.9028064290865797	0.8891875493686536	0.6491935022265978	0.7895355626023147	0.7837275193754079	0.8002020537359907	0.7241153709660801	0.5718263826084965	0.6188734216340595	0.8352363399081887	0.7722459446155255	0.6202671917392648	0.8810962416860325	0.9121049076734629	0.7153349054983801	0.8579150115050427	0.8106481746476938	0.8475226952709123	0.7914925646514717	0.7692992799331448	0.6723237896809497	0.8430729339576202	0.7351579224525775	0.8137470951198013	0.7446750540908726	0.5422767392075829	0.7682586745732831	0.747526129612034	0.7775657390129704	0.8289228761462113	0.9060993898320606	0.9068841367783591	0.7967184870582579	0.7421010154201916
BackhedF_2015__SID338_M__bin.70	0.788799975835978	0.8206754491379701	0.8289230397476586	0.8245756733024234	0.8173820223991853	0.6806875527239541	1.0	0.8904037549164076	0.82966252354374	0.8444926526270823	0.9101233228119155	0.8329651196658461	0.8749781552926759	0.8481485396947998	0.8509074453235066	0.8798503340891781	0.6934173536512485	0.9001421793790279	0.8929873635110324	0.8416345019083105	0.8544263310168955	0.53422607168516	0.6852215430885503	0.8095281758968197	0.7669687528991432	0.6463989134820141	0.8334419275985494	0.9014593343243459	0.8458583513664538	0.8384225208684376	0.8325562730448177	0.9133487882390253	0.8749587377750546	0.837333521755171	0.7928501463865079	0.8313286544307539	0.8074219146103875	0.8661329366406401	0.7467119670161101	0.5959834864800139	0.876346550909495	0.8443227493478951	0.8510228716782561	0.8611690640109256	0.9004976278265974	0.9054631185827801	0.8625633496512398	0.7188920580195426
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.50	0.7649528010340088	0.8030221403927483	0.746817524230636	0.7419139170565914	0.7243913093852887	0.6582000511233845	0.7442216825364051	1.0	0.7128799822195213	0.7723228635587195	0.8644986865257422	0.7989980898608442	0.8197769956491024	0.751534039653533	0.7880998826506438	0.8524039937551929	0.6149687827269681	0.7996278902857905	0.792391271516115	0.7846461238421163	0.7426072835945781	0.5155946609874928	0.6081266345169403	0.7823058990705372	0.7270259219002391	0.6020342057819916	0.8080037400317289	0.8528173989017038	0.7254971794227927	0.8185845675002243	0.7756264981428326	0.8408534449452092	0.8102749888083066	0.761883143844704	0.7617866676164016	0.8001134271917799	0.725213611443343	0.8090189945463881	0.6678350508957187	0.5361098350301579	0.7644731248334771	0.7565264590564355	0.7664779369234813	0.7961606067723607	0.860802835499465	0.8594341353633616	0.7870390949628138	0.6575526685820655
CosteaPI_2017__alien2-11-0-0__bin.7	0.7584439045466215	0.7933434981621905	0.762020379751327	0.7949344921655678	0.801829147385844	0.6584961897546039	0.8026410813541138	0.8251273734457936	1.0	0.7851479744439088	0.8804949040185512	0.8005736762241105	0.834675424699908	0.799220626879815	0.8319108834634723	0.8401758077073197	0.6773987013230975	0.8418414203208914	0.8493831180351615	0.7985850641720048	0.809099504699407	0.4873748442401738	0.6246678689133652	0.7700024838082834	0.7322741665153422	0.6141461230674824	0.813526005890174	0.8813313629845775	0.8005517602686687	0.7833070341868033	0.8055527725770868	0.8898665840122062	0.8300621160794234	0.7894090623519369	0.7871266721352194	0.7995738912091971	0.7741946929992088	0.8361568389260764	0.6996308726933457	0.5684471815037685	0.8548991552964602	0.8018933298267805	0.8071448101973897	0.8272532211236415	0.8883329889397478	0.8883710809575395	0.8243561405376297	0.6682717494985421
ZeeviD_2015__PNP_Main_327__bin.53	0.6911493689575683	0.7211864869925612	0.7056892818202262	0.7015752094888856	0.6927512769123673	0.5974113239124184	0.7013660117777863	0.76741873318467	0.674031889436098	1.0	0.7623083959507925	0.7295467801022963	0.754601229742091	0.7060104697406934	0.736535417127693	0.7522135984783667	0.5774475012296525	0.7533196137860844	0.734878409989885	0.8021545124439041	0.6861846189958689	0.46318926614159683	0.6363176185685143	0.6880732218866498	0.6626478606734285	0.5512279054515938	0.8158343404986163	0.773810238413717	0.6891675902125933	0.8558986139195767	0.7163122251200311	0.7534405632122017	0.7367714924890406	0.8068840829659308	0.658295473176553	0.6985111573605789	0.6901822215094668	0.719205604169261	0.6320122669595734	0.5056254921969702	0.7093482259406954	0.712969541350817	0.7138291781979252	0.7357156487951197	0.760152360440041	0.7635514872747765	0.7334337362890386	0.61874545879701
