	VogtmannE_2016__MMRS54316675ST-27-0-0__bin.55	LeChatelierE_2013__MH0257__bin.78	HMP_2012__SRS012273__bin.49	FengQ_2015__SID31749__bin.37	LiJ_2014__MH0391__bin.43	ZellerG_2014__CCMD79987997ST-21-0__bin.13	BackhedF_2015__SID338_M__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.50	CosteaPI_2017__alien2-11-0-0__bin.7	ZeeviD_2015__PNP_Main_327__bin.53	ZeeviD_2015__PNP_Main_430__bin.10	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.36	ZeeviD_2015__PNP_Main_154__bin.54	ZeeviD_2015__PNP_Main_644__bin.16	LiJ_2014__V1.FI07__bin.4	KarlssonFH_2013__S577__bin.48	NielsenHB_2014__V1_CD20_4__bin.55	HMP_2012__SRS022071__bin.33	QinJ_2012__NLM026__bin.21	VogtmannE_2016__MMRS11664448ST-27-0-0__bin.83	ZeeviD_2015__PNP_Validation_83__bin.8	LeChatelierE_2013__MH0140__bin.3	YuJ_2015__SZAXPI015222-123__bin.55	YuJ_2015__SZAXPI017593-158__bin.26	QinN_2014__HD-35__bin.49	ZeeviD_2015__PNP_Main_543__bin.19	LoombaR_2017__SID1022_aav__bin.28	ZeeviD_2015__PNP_Main_645__bin.38	LiJ_2017__H2M514903__bin.45	ZeeviD_2015__PNP_Main_773__bin.23	LiJ_2014__V1.CD20-0__bin.36	QinJ_2012__NLM006__bin.4	ZeeviD_2015__PNP_Main_286__bin.38	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.74	QinN_2014__HD-36__bin.19	LiJ_2017__nHM410714__bin.27	BackhedF_2015__SID172_M__bin.40	BackhedF_2015__SID241_M__bin.31	ZeeviD_2015__PNP_Main_121__bin.3	QinJ_2012__T2D-098__bin.37	ZeeviD_2015__PNP_Main_473__bin.20	QinJ_2012__CON-052__bin.33	LiJ_2017__nHM412716__bin.59	YuJ_2015__SZAXPI017466-84__bin.26	YuJ_2015__SZAXPI003412-1__bin.63	LiJ_2017__nHM611708__bin.16	HMP_2012__SRS052027__bin.35
VogtmannE_2016__MMRS54316675ST-27-0-0__bin.55	1.0	0.9904038734776455	0.9779226119361909	0.9903849119927941	0.9907638656277685	0.9900259560125925	0.9776026664224496	0.9795165080792693	0.9784734507912658	0.953282409355381	0.9760640939338093	0.9907163931995104	0.9774952465578216	0.9737903636348111	0.9891882018701131	0.9776414799301238	0.9876079288297687	0.9778402059059913	0.9776231247495957	0.9589681756297812	0.975340309343582	0.9900947260379513	0.96011631713752	0.9790497999900942	0.9778966933609049	0.9744289001314469	0.9571805756663043	0.9762779004539637	0.9777406031942779	0.9548259116191821	0.9882079632108473	0.9787387817656501	0.978173529788566	0.9585031991653181	0.9784267522310237	0.9787315592010486	0.9792536360977425	0.977169006983661	0.9896637711304985	0.9748403004473192	0.9789074260187016	0.9744933650806022	0.9786602057395161	0.9794230022304999	0.9790137639697615	0.9787438618361638	0.9788634731754888	0.9910114371713233
LeChatelierE_2013__MH0257__bin.78	0.9904038734776455	1.0	0.9782379588498444	0.9913274041036356	0.9916812687370168	0.9911472089697146	0.9779664470381647	0.980144905924503	0.9785889634522328	0.9540236015260282	0.9771862005220868	0.9915364776646151	0.9781875508003509	0.9751818201984415	0.9902450140202295	0.978190278869876	0.9891079009576852	0.9778975042342003	0.9782122548079994	0.9603732266109986	0.9759181079633165	0.9910030568732053	0.9607030664783611	0.978938630378401	0.9780629742486706	0.9750904038673823	0.958068379196973	0.9772755651161398	0.9782233184538242	0.9556366223835538	0.9891533042313178	0.9787548288860314	0.9784410813354439	0.9598930042887291	0.9794348525851408	0.9793186467113725	0.9794183442340989	0.9775144607983506	0.9902580229088831	0.9753146530106988	0.9792671921282651	0.9749328812165291	0.9792232291632809	0.9795632832679614	0.9788271674157496	0.9791518898699209	0.9795256793171025	0.9915027425148147
HMP_2012__SRS012273__bin.49	0.9779226119361909	0.9782379588498444	1.0	0.9781846938533164	0.9784941728309695	0.9780564451276225	0.9838632647599976	0.9818607168110803	0.9839797428915836	0.9513639943184015	0.9809831501796905	0.9786468554051925	0.9831817051284553	0.9788131807098956	0.9788240052980067	0.9819059057055404	0.9798781867581505	0.9998546478941223	0.982602459479552	0.956712220849726	0.9803563441180856	0.9774167471460647	0.958264950384854	0.9833999889718165	0.9815807408099501	0.9790912188989422	0.9552898661699534	0.9807903899330316	0.9853103141722427	0.9533808762084112	0.9799383968985325	0.9839581880866421	0.9824502358070419	0.9562967796645847	0.9821511525292104	0.9833441558022419	0.985871790616224	0.982241929291482	0.9775671913107495	0.9796224401471918	0.9836105496432311	0.9788219780441437	0.9836057074973968	0.9845950407603333	0.9835919638108203	0.9829797806332671	0.9846799458237527	0.9793766770874975
FengQ_2015__SID31749__bin.37	0.9903849119927941	0.9913274041036356	0.9781846938533164	1.0	0.9923434947743659	0.991469526459446	0.9775836655870419	0.9797336235390491	0.9792209411672449	0.9545493608008655	0.9763019641032045	0.991728189842944	0.9777914736518049	0.9752824191577737	0.9899763358085534	0.9776723954651594	0.9890170860136539	0.9779838456948068	0.9780945536910779	0.960004933087408	0.976256530934821	0.9906704129530353	0.9610847091626197	0.978386907552811	0.9775084966905813	0.9749862512061067	0.9580479718302447	0.9761806466748008	0.9776681784023249	0.9561213822337424	0.9893104729612039	0.9783054979241195	0.9781114227906476	0.9597335911457449	0.9796059427387718	0.9782248170620823	0.9791141779042917	0.9774409138540666	0.9903901996310687	0.9759587015374271	0.9789173062165425	0.9746901268077797	0.9791501255185866	0.9794692754584423	0.9789347954639812	0.9788203689739644	0.9793675500606347	0.9919845103406429
LiJ_2014__MH0391__bin.43	0.9907638656277685	0.9916812687370168	0.9784941728309695	0.9923434947743659	1.0	0.9915714923026708	0.9781952397458564	0.9802733484915686	0.9790252784864	0.9549071863719387	0.9764814364581913	0.992882878086009	0.9782219793005676	0.9749746407747152	0.9907544272346104	0.9776926532603603	0.9896152691607851	0.9784708057972333	0.9780829391401343	0.9603319616894461	0.9759888066534365	0.992437790176179	0.9613750250855951	0.9789154169647454	0.977333732648925	0.9749472498943327	0.9590656743340321	0.9763787588875317	0.9783230937123566	0.9564595473645555	0.9897459629580133	0.9791549335685266	0.978515397050461	0.9604089510520688	0.9800734342772512	0.9785073428253586	0.9798451223745026	0.9775882492602814	0.9911871236855316	0.9756629686402986	0.9791019755353494	0.974657078453253	0.9794671686714189	0.9796688268486805	0.9792391892474251	0.9789012442012915	0.9792786643389922	0.9921305270442516
ZellerG_2014__CCMD79987997ST-21-0__bin.13	0.9900259560125925	0.9911472089697146	0.9780564451276225	0.991469526459446	0.9915714923026708	1.0	0.9776260115239752	0.9798400573409735	0.9782944907124235	0.952557953494352	0.9759371045698757	0.9915398526752238	0.9774632235670996	0.9741663919861485	0.9900471592410582	0.9772752293520267	0.9885032827219792	0.977610924791418	0.977660217092965	0.9588878829032745	0.9753538826867328	0.9908916700886136	0.9596850427248012	0.9786773977196512	0.9775813346858924	0.9743475391440548	0.9564821879947607	0.976770843166413	0.977138670744942	0.9547751849888905	0.9890690919706153	0.9783829394709089	0.9777009919233443	0.9583376412982793	0.9794126475885532	0.9783311037633459	0.9787927538098435	0.9770087690362307	0.9902526872472024	0.9757893739391242	0.9788676823442753	0.9741552608828297	0.9784918973661578	0.9795828085408039	0.9790782868031842	0.9786992607161565	0.9787908663109426	0.9918494372102951
BackhedF_2015__SID338_M__bin.70	0.9776026664224496	0.9779664470381647	0.9838632647599976	0.9775836655870419	0.9781952397458564	0.9776260115239752	1.0	0.9828326308018385	0.9849377030621483	0.9524854148035942	0.9821510683748247	0.9785094830858093	0.984171532297597	0.9801613298335526	0.9785899581538049	0.9829968272716042	0.9800527383459919	0.9836212439933069	0.9834676427713485	0.9576533737248264	0.9816570955126191	0.9773303849216569	0.9595883069629934	0.9849184037211158	0.9815582950741817	0.9808049104859335	0.9563283183589653	0.9818147425360902	0.985757532328101	0.9542252634900328	0.9793931979850675	0.9849404037607402	0.9834957366108239	0.9573813458976762	0.9830862254728534	0.9844955744072542	0.9855462235772866	0.9837261359543046	0.976677296008353	0.9811965978940189	0.9845041798055645	0.979867095160416	0.9845650122805967	0.9854722521064525	0.985367503368626	0.9847407636833343	0.9854346676723198	0.9791572692797647
Bengtsson-PalmeJ_2015__TRAVELRES25__bin.50	0.9795165080792693	0.980144905924503	0.9818607168110803	0.9797336235390491	0.9802733484915686	0.9798400573409735	0.9828326308018385	1.0	0.98302060739887	0.9541658544192756	0.9812379590280745	0.9806846446050967	0.9837862373726444	0.9796711010762116	0.9810340473531508	0.9840293152387406	0.9809434913393561	0.9815999641385249	0.9817403806195905	0.9599929619648253	0.9809663616575899	0.9798558069200684	0.9595637402473238	0.9825613788729842	0.980371439861394	0.9800577285934141	0.9577886283829243	0.9809456693595267	0.9820718164780865	0.9561989942751941	0.981188524800522	0.9828082977126911	0.9830289698203463	0.959283356189888	0.9997840405364788	0.9818466073171217	0.9835841246354303	0.9811499426193253	0.9790465880318902	0.9813732205487931	0.9822045134261134	0.9803858449516029	0.9825380304659819	0.9834179014050625	0.9829555575003475	0.9822573165704864	0.9831353675788184	0.9804594965945788
CosteaPI_2017__alien2-11-0-0__bin.7	0.9784734507912658	0.9785889634522328	0.9839797428915836	0.9792209411672449	0.9790252784864	0.9782944907124235	0.9849377030621483	0.98302060739887	1.0	0.9539800868852917	0.9829958405667082	0.9795318613179697	0.9851474843228236	0.9808201528317027	0.9786010584686701	0.9836680807597002	0.9803895654695645	0.9839494471930287	0.9864979603611291	0.9587715539384098	0.9823327240877947	0.9784799796344467	0.960666412012814	0.986910234922894	0.9834383575851523	0.9810247707385544	0.9574139737336941	0.9830334459547942	0.9855981446802496	0.955107730757093	0.9803469698403334	0.9866457074124366	0.9836201507391338	0.9587374195392355	0.9829630315051961	0.9867663792620469	0.9860867600241923	0.9870065955617314	0.9779548579326844	0.9826610295318153	0.9872830746720885	0.9808791005383877	0.9878210069270378	0.9861779646150918	0.9868643163879537	0.9864000166863852	0.9866437004431698	0.9801173063618497
ZeeviD_2015__PNP_Main_327__bin.53	0.953282409355381	0.9540236015260282	0.9513639943184015	0.9545493608008655	0.9549071863719387	0.952557953494352	0.9524854148035942	0.9541658544192756	0.9539800868852917	1.0	0.955109467747874	0.9548846964101126	0.9533572164306654	0.9575229196157888	0.9549374369839655	0.9543337006627274	0.9553927977445147	0.9515877771798515	0.9525661266749778	0.9664170767432347	0.9564937213934698	0.9524342457955444	0.9623051815640755	0.9519103129008868	0.9525040308663916	0.9565812590369875	0.966969801871906	0.9551431520941582	0.9531224734700806	0.9715336528634146	0.954840300738231	0.95233549344182	0.9544491494686972	0.9663796882133888	0.9552677150613124	0.9526466530875074	0.9541066242266988	0.9527220205295333	0.9526428408893715	0.956071079774587	0.9531831159207864	0.9571233901501485	0.9530595840171484	0.9537853996498146	0.9526091652557407	0.9531085394248598	0.9535971782406288	0.9544094265662172
