	CM_cf__CF_TNFC045IS_t1M15__bin.5	CM_cf__CF_TNFC034IS_t5M16__bin.2	CM_cf__CF_FIFC013SS_t7M17__bin.1	CM_cf__CF_TNFC039IS_t3M15__bin.1	CM_cf__CF_TNFC045IS_t2M15__bin.5	CM_cf__CF_TNFC045IS_t3M15__bin.1	OlmMR_2017__S2_005_012W1__bin.8	CM_cf__CF_TNFC060IS_t1M15__bin.5	OlmMR_2017__S2_005_014G1__bin.7	CM_cf__CF_TNFC048IS_t2M15__bin.3	CM_cf__CF_FIFC003SS_t3M17__bin.2	OlmMR_2017__S2_005_011G1__bin.2	XieH_2016__YSZC12003_37193R1__bin.44	CM_cf__CF_FIFC013SS_t9M16__bin.2	CM_cf__CF_TNFC003IS_t2M15__bin.14	CM_cf__CF_TNFC034SS_t1M15__bin.12	LoombaR_2017__SID5640_ijm__bin.11	CM_cf__CF_FIFC013SS_t1M15__bin.1	CM_cf__CF_FIFC013SS_t4M15__bin.2	CM_cf__CF_TNFC051IS_t3M15__bin.4	VincentC_2016__MM074.2__bin.1	CM_cf__CF_TNFC003IS_t1M15__bin.11	CM_cf__CF_TNFC002IS_t3M15__bin.1	CM_cf__CF_TNFC065IS_t2M15__bin.1	CM_cf__CF_TNFC045IS_t4M15__bin.2	CM_cf__CF_TNFC034IS_t3M15__bin.1	CM_cf__CF_TNFC051IS_t4M15__bin.1	CM_cf__CF_TNFC059IS_t2M15__bin.9	CM_cf__CF_TNFC002IS_t1M15__bin.3	VincentC_2016__MM022.2__bin.33	OlmMR_2017__S2_005_015G1__bin.2	CM_cf__CF_TNFC051IS_t5M16__bin.1	CM_cf__CF_FIFC013SS_t6M16__bin.1	CM_cf__CF_TNFC059IS_t1M15__bin.3	CM_cf__CF_TNFC051IS_t1M15__bin.3	GeversD_2014__SKBSTL067__bin.12	OlmMR_2017__S2_005_022W1__bin.4	OhJ_2014__MET0227__bin.3	OhJ_2014__MET0042__bin.4
CM_cf__CF_TNFC045IS_t1M15__bin.5	1.0	0.9466738877799115	0.9390892667894561	0.9344827828596752	0.9962393213810068	0.9951004103643354	0.3695276649773992	0.8127657751926644	0.7175000453635434	0.8162335115780023	0.8270064949151146	0.9358721333305652	0.7136886903536837	0.6000047080001837	0.9438121429460017	0.9180123019390912	0.9422145288558725	0.6364738909512727	0.7504678166502022	0.9356847941565871	0.7872610015583807	0.8175555114907082	0.5577618494070944	0.955087639913837	0.98782687702491	0.8046026259851857	0.8758946630731111	0.6428092571707502	0.8416467407642687	0.8107305459465671	0.9362920934858443	0.617334725898758	0.7528661177160249	0.7413697697673479	0.7924263970377524	0.4596804739125296	0.8728924955948322	0.9526417684294912	0.6069629034106355
CM_cf__CF_TNFC034IS_t5M16__bin.2	0.9293896400777273	1.0	0.9348134781316423	0.9329603281136355	0.9375281254473591	0.9367834631035857	0.36002113300375604	0.8035954673173475	0.7108755367506916	0.8083536029139409	0.8224060553887556	0.9303451830938537	0.7000413415990853	0.5914361904615174	0.9421110086130471	0.9042097816534456	0.9565449400514715	0.626122209361818	0.7401707780373397	0.9303686142796708	0.7785828369452666	0.8140088640496922	0.5437033342256442	0.9435940742852044	0.9289208558738131	0.8327281346914434	0.8699975220718561	0.63146901338017	0.8244005949595347	0.801993319865216	0.9308340282445291	0.6101008953280782	0.7448201030587006	0.7265646415060667	0.7831761518032705	0.4488591901283451	0.8637097794066197	0.9397150896194711	0.5982975157165482
CM_cf__CF_FIFC013SS_t7M17__bin.1	0.8629627203847087	0.8750093512247927	1.0	0.9026650915548751	0.8683583395349355	0.8687989361986588	0.34578621042103497	0.7617091605349171	0.6775556484251936	0.7699851071417521	0.8491790901506141	0.8711363668456193	0.6529556930707199	0.6487688981117586	0.8936523135005248	0.8452422620680373	0.8801192510247289	0.6192487714218158	0.775000217819694	0.9484359193989017	0.7876728173940893	0.7728681385669747	0.5108547815628999	0.8825115121463771	0.8630773386098777	0.745346845565236	0.8448524399260795	0.6026836588060296	0.7682679368509161	0.764165565800926	0.8773104285159329	0.6053852238931079	0.788810136637543	0.6979664052930487	0.7971581890741041	0.4268092779772873	0.8062564425807758	0.8806680064330418	0.578481186837922
CM_cf__CF_TNFC039IS_t3M15__bin.1	0.8850437222091482	0.9000345256821531	0.9303254703543604	1.0	0.8938107682970633	0.8943814484065545	0.3558332920470169	0.7867474020585357	0.7008030704633563	0.7930208578470838	0.8169884935035981	0.895419076755391	0.6676932509258456	0.6000879398540943	0.9197305758202559	0.8712170380370834	0.9171423882482629	0.6113936299342309	0.7446849028326542	0.910209228730322	0.7643502978807734	0.7895199846414902	0.5232348551469587	0.9122522821011432	0.8847774254678772	0.7644094405291254	0.8367367192241476	0.615537795558418	0.7975231306588058	0.7876826919504069	0.9015874072606116	0.5959869700385201	0.7469193182803423	0.7124410121753347	0.7682007629711285	0.4395794369372159	0.8278619158502297	0.9079949403619159	0.593138369025354
CM_cf__CF_TNFC045IS_t2M15__bin.5	0.9824006700822031	0.9416984314131338	0.9318345144563852	0.9306301783952009	1.0	0.9980144816938018	0.36507164276210313	0.8055528419977502	0.7124332102076629	0.8093031938199232	0.8183904421723637	0.9310125482435652	0.7059092261717653	0.5924301731722738	0.936350734385463	0.9082002857134567	0.9373569538599527	0.6288110844698842	0.742022704257556	0.9279329556705674	0.7788343458396645	0.8092532213692516	0.5526417855446787	0.9485125780658341	0.9815614553138285	0.7993749574831166	0.8687230168916555	0.6374202093104157	0.8326343638297468	0.8049688091307082	0.9320271501936513	0.6089844340652202	0.7440317579760062	0.7336332969985256	0.7826486946389878	0.45456665986396527	0.8670426529374613	0.9464119619216373	0.6011073250262999
CM_cf__CF_TNFC045IS_t3M15__bin.1	0.9827516869647034	0.942363983349997	0.933707860996401	0.932623282784799	0.9995137318289157	1.0	0.36678278229667427	0.8051966439746902	0.7139952080305929	0.8087579286977813	0.8195242805547784	0.9348531420075804	0.7068432558463174	0.5930347089244256	0.9389856142437182	0.912231662547971	0.9392844463767451	0.6294812509878331	0.742668401432134	0.9295829766102103	0.7808525611334505	0.8106657079068464	0.5530916210279019	0.9508016724912833	0.9807220178256354	0.7983926027826744	0.8701416974472375	0.6369499555465005	0.8339754215010285	0.804858581043	0.9362315476001164	0.6100592611080876	0.7450019074563218	0.7331006069795627	0.7846334091741626	0.45418609573315827	0.8685429213190008	0.9506063257160469	0.6023306323278248
OlmMR_2017__S2_005_012W1__bin.8	0.8709468368008224	0.8643213757040228	0.8868847772364014	0.8855189212473252	0.8725650582829437	0.8753399228339528	1.0	0.7932101738355163	0.9962673024479067	0.7974298789955623	0.7989625659136286	0.9694406578917965	0.7524194337611859	0.6176366106428116	0.864811850929437	0.8782238246895905	0.8717979442422524	0.6685878551707185	0.7607170570561778	0.8729384050963188	0.8656386850486353	0.768362768268372	0.5887290103188589	0.8678818482555186	0.8656883875655862	0.7654183757525693	0.818105355465466	0.6733970552992515	0.7806674161857595	0.8204328973639172	0.9793665202304656	0.6308621036416918	0.7673078419783605	0.7709970016667681	0.7768634398302872	0.5698921416853083	0.9045742497809622	0.8763948491239643	0.5917516168729642
CM_cf__CF_TNFC060IS_t1M15__bin.5	0.9419380372051097	0.9486302660996472	0.9606406231025123	0.9627174041335936	0.9467296761248426	0.9448916055571038	0.3900322467523536	1.0	0.7337620522734235	0.8763417280477784	0.8589143486017724	0.9319461097867312	0.7230604348584723	0.639767533899254	0.9546463381341291	0.9309931624608472	0.9519718336809476	0.6768017572121346	0.7923495569931651	0.9560088823026693	0.8090456488292483	0.8382429697400385	0.5884982099557041	0.963446039405035	0.941222853078825	0.8189763830098017	0.8973351765822764	0.6945237356823454	0.8552274086596199	0.8283311808343536	0.9328575669606531	0.6520325153963512	0.7977258470953389	0.7786807306283143	0.8292115677574913	0.4794511023402908	0.8751748885686296	0.9566270666216276	0.6346848955575414
OlmMR_2017__S2_005_014G1__bin.7	0.8614133528024085	0.8693322813752389	0.885216456078787	0.8883666387976276	0.8673788972496006	0.8679767077636863	0.5074822482071573	0.7601301994402642	1.0	0.768476976641035	0.7878226037532923	0.9704966969300879	0.7105111417278019	0.5848484670065904	0.8688379003230453	0.8710862644889563	0.8742130921680149	0.6159401090425219	0.7241964099967421	0.8666246668472266	0.8291241271299208	0.7529662863131615	0.5372505034090507	0.8674550464549404	0.8603719927933021	0.751671749822384	0.8099490506863242	0.6245867728045281	0.7771646589182888	0.8018958796999563	0.981786601665077	0.586954345803747	0.7261778594222866	0.7271625000490652	0.7453146650023748	0.5030320336940608	0.8852176336438179	0.8767291561176466	0.573071639131271
CM_cf__CF_TNFC048IS_t2M15__bin.3	0.923704629232573	0.9317998756085911	0.9482347482701936	0.9475669121812192	0.9287631638632967	0.9267452258969446	0.38288337953920415	0.85572705520544	0.7243690613924512	1.0	0.8531458039729033	0.9214733907092716	0.7172060105987992	0.6347319535334079	0.934917060677626	0.913524106292866	0.932404443015452	0.6698806663857192	0.7812172672443233	0.9361853942582375	0.7976978339541186	0.8269953036878241	0.5797081796786172	0.9444347424243154	0.921488560393287	0.8083010730886476	0.8809806941721404	0.6880556128015853	0.8412640564697038	0.8157719574701259	0.9258968335689568	0.6537891465720769	0.7892777343447935	0.7749201834125795	0.8129224618251203	0.4759523509125305	0.8615383391563953	0.9361206456069521	0.6308949484582236
