	CM_cf__CF_TNFC045IS_t1M15__bin.5	CM_cf__CF_TNFC034IS_t5M16__bin.2	CM_cf__CF_FIFC013SS_t7M17__bin.1	CM_cf__CF_TNFC039IS_t3M15__bin.1	CM_cf__CF_TNFC045IS_t2M15__bin.5	CM_cf__CF_TNFC045IS_t3M15__bin.1	OlmMR_2017__S2_005_012W1__bin.8	CM_cf__CF_TNFC060IS_t1M15__bin.5	OlmMR_2017__S2_005_014G1__bin.7	CM_cf__CF_TNFC048IS_t2M15__bin.3	CM_cf__CF_FIFC003SS_t3M17__bin.2	OlmMR_2017__S2_005_011G1__bin.2	XieH_2016__YSZC12003_37193R1__bin.44	CM_cf__CF_FIFC013SS_t9M16__bin.2	CM_cf__CF_TNFC003IS_t2M15__bin.14	CM_cf__CF_TNFC034SS_t1M15__bin.12	LoombaR_2017__SID5640_ijm__bin.11	CM_cf__CF_FIFC013SS_t1M15__bin.1	CM_cf__CF_FIFC013SS_t4M15__bin.2	CM_cf__CF_TNFC051IS_t3M15__bin.4	VincentC_2016__MM074.2__bin.1	CM_cf__CF_TNFC003IS_t1M15__bin.11	CM_cf__CF_TNFC002IS_t3M15__bin.1	CM_cf__CF_TNFC065IS_t2M15__bin.1	CM_cf__CF_TNFC045IS_t4M15__bin.2	CM_cf__CF_TNFC034IS_t3M15__bin.1	CM_cf__CF_TNFC051IS_t4M15__bin.1	CM_cf__CF_TNFC059IS_t2M15__bin.9	CM_cf__CF_TNFC002IS_t1M15__bin.3	VincentC_2016__MM022.2__bin.33	OlmMR_2017__S2_005_015G1__bin.2	CM_cf__CF_TNFC051IS_t5M16__bin.1	CM_cf__CF_FIFC013SS_t6M16__bin.1	CM_cf__CF_TNFC059IS_t1M15__bin.3	CM_cf__CF_TNFC051IS_t1M15__bin.3	GeversD_2014__SKBSTL067__bin.12	OlmMR_2017__S2_005_022W1__bin.4	OhJ_2014__MET0227__bin.3	OhJ_2014__MET0042__bin.4
CM_cf__CF_TNFC045IS_t1M15__bin.5	1.0	0.9944678687324765	0.9943616431100453	0.9937748065068561	0.9998116609437624	0.9998687598081101	0.9902030657198414	0.9945283715954596	0.9894031604996603	0.9942700707325169	0.9942614306586098	0.9894098721829279	0.9955329046381174	0.9939136488779813	0.9945159386078646	0.9946485268482278	0.9943313497629135	0.994440943872306	0.9944278386256664	0.9943991143932979	0.9944592915277463	0.9944593942438069	0.9946842765190728	0.9942347218171168	0.9998074105571775	0.9942047931955506	0.9944900932671338	0.9940645174990431	0.9944768893340068	0.994382506833143	0.9894313222516454	0.9941894873185448	0.9944504292544711	0.9943044690777704	0.9944605259648741	0.9939289293092813	0.9888606164986065	0.9941714960310216	0.993883492442834
CM_cf__CF_TNFC034IS_t5M16__bin.2	0.9944678687324765	1.0	0.9944668507009186	0.9935661521217735	0.99440051175867	0.9944441983603988	0.9903087916604312	0.9944217833253662	0.9898015983060092	0.9941751217636605	0.9944135791089438	0.9895666043940436	0.993603711669536	0.9938219950352669	0.994777772769314	0.9948034571109086	0.9943604045814122	0.9944691317240337	0.9945116566917486	0.9943856371386732	0.9945919604538005	0.9946747112420758	0.9945090703816526	0.9942973993902187	0.9944199872315481	0.9994425646034687	0.9945759393262562	0.9938962149409362	0.9944272119779226	0.9938790844720551	0.989550584897339	0.9942981880269272	0.9944798771906066	0.994136717835612	0.994395701421686	0.9937716211337788	0.9888958856289634	0.9940098413387154	0.9933127227993308
CM_cf__CF_FIFC013SS_t7M17__bin.1	0.9943616431100453	0.9944668507009186	1.0	0.9932403059259516	0.9942940266252384	0.9943382728525763	0.9888139428789405	0.9937386294753787	0.9878914302585456	0.9934982722274814	0.9992649870259074	0.9881888717196139	0.9934564172936171	0.9992845689481636	0.9932032733810067	0.9946745538071593	0.9939739106978354	0.999436065433866	0.9994294880114993	0.9991329468334519	0.9991834564659386	0.99331021932055	0.994493976946526	0.9946266096426097	0.9943647970115425	0.994224436825983	0.999477343618936	0.9935648501391414	0.9944491500376448	0.993074970429091	0.987870818277435	0.9987514299819381	0.9993962911110147	0.9934161814451047	0.9988311243905753	0.9931942945193604	0.9879912892851949	0.9934224874134071	0.9924968936799629
CM_cf__CF_TNFC039IS_t3M15__bin.1	0.9937748065068561	0.9935661521217735	0.9932403059259516	1.0	0.9936986386725504	0.9937197277338812	0.9891164665893729	0.993386053845611	0.9880254983391242	0.9932428868615008	0.992732236571795	0.9881979609564928	0.9926468794236457	0.9920293538458074	0.9930777973794662	0.9941757439150605	0.993615904601376	0.9932731529027135	0.9925702047960603	0.9925359804538616	0.9928598032504145	0.9931574187105082	0.9938458688185198	0.9940896536377092	0.9937758823789234	0.9934127144932152	0.9934603241713044	0.9935216852614591	0.9938006711164676	0.992930876734444	0.987963382705627	0.9922805132645409	0.9928459767314168	0.9932733853092013	0.9923621495901873	0.9929314781436073	0.9880428771228698	0.9930562128759771	0.9933167964493148
CM_cf__CF_TNFC045IS_t2M15__bin.5	0.9998116609437624	0.99440051175867	0.9942940266252384	0.9936986386725504	1.0	0.9998614331910144	0.9901643415407916	0.9945208800026748	0.9894083771227572	0.9942977534431928	0.9942070723419771	0.989405213536041	0.9955492929952915	0.9937539732263694	0.9944642178126727	0.994636432536469	0.9943009288755786	0.9943580162792376	0.9942840961054653	0.9943038343104464	0.9944420408369933	0.994421683193362	0.9946617993557254	0.9942262752632139	0.999816753342117	0.9941729241154934	0.9944256237151154	0.9940095736214101	0.994474456273328	0.9943660216123497	0.989417640824746	0.9941272628997854	0.9943039404943709	0.9943424934803431	0.9943475899380179	0.9937965842093781	0.9888027214085907	0.9941426582994388	0.9938804012921522
CM_cf__CF_TNFC045IS_t3M15__bin.1	0.9998687598081101	0.9944441983603988	0.9943382728525763	0.9937197277338812	0.9998614331910144	1.0	0.9901024359312387	0.9945122632103689	0.9894147093815899	0.9942828425932891	0.9942102951024004	0.989357707000014	0.9956433594660512	0.9938079833645861	0.9944887631948143	0.9946873990541567	0.9943253034656939	0.9944166877073786	0.9943522901670881	0.9943709883901959	0.9945163403557788	0.9944576915002753	0.9946128110349697	0.9942526416762487	0.9998913645159968	0.994214244831189	0.9944735030005306	0.9940367971039615	0.9945066411616489	0.9944415310543996	0.9893499159778557	0.994128009395185	0.9943859508490029	0.9942861872435819	0.9943798327883121	0.9939229410124993	0.9889006653387831	0.9941378220475026	0.9938846946876015
OlmMR_2017__S2_005_012W1__bin.8	0.9902030657198414	0.9903087916604312	0.9888139428789405	0.9891164665893729	0.9901643415407916	0.9901024359312387	1.0	0.9901667776080524	0.999943926657615	0.988980968996193	0.9889099038778855	0.9998402561623569	0.9887202932450357	0.9878028190190741	0.9897282200343583	0.9893614666331582	0.9899526002486803	0.9899819778291357	0.9891287848235832	0.9894878481358728	0.989269881695261	0.9893452357919114	0.9896252083021649	0.9897711414279537	0.9900821864929665	0.9898355704213107	0.9897761502238871	0.9892520285812609	0.9896796082266158	0.9897284898570058	0.9998355824060587	0.9892278618363022	0.9891366486620724	0.9885987048429073	0.9895684002279198	0.9899301818804846	0.9995053070927553	0.9903957434394716	0.9892021367725048
CM_cf__CF_TNFC060IS_t1M15__bin.5	0.9945283715954596	0.9944217833253662	0.9937386294753787	0.993386053845611	0.9945208800026748	0.9945122632103689	0.9901667776080524	1.0	0.989584613517467	0.9992413310406207	0.9933396990134656	0.9893838027921144	0.9935543225348278	0.9929174022320415	0.993739539193009	0.9948247680721147	0.993847653372052	0.9937087989193943	0.9933671129365049	0.9936090868832992	0.9935091145757602	0.9935325106868962	0.9943236944225088	0.9947730274051733	0.9945138844404586	0.9942145920614681	0.9942391774139818	0.9976259099113907	0.9944665684286865	0.9931920418899546	0.9893656373414295	0.9933684288608423	0.9935378634435659	0.9967165393780049	0.993588823913991	0.9939472775709931	0.9885939590227417	0.9943972604277421	0.9930185386802243
OlmMR_2017__S2_005_014G1__bin.7	0.9894031604996603	0.9898015983060092	0.9878914302585456	0.9880254983391242	0.9894083771227572	0.9894147093815899	0.999943926657615	0.989584613517467	1.0	0.988930196847013	0.9880396371622887	0.9998255083711499	0.9884679076307689	0.9867149082622728	0.9888601879992656	0.9891147284665729	0.9894346995617634	0.9891381154663428	0.9879326625865686	0.9886542753459646	0.9886270295670554	0.9887725208711167	0.9894141761414874	0.9891945060527865	0.9893692578273195	0.9895706513763175	0.9892182926598337	0.9888795669655897	0.9890911270803516	0.9891150257381564	0.9999148491150305	0.9887879277801307	0.9879807576771432	0.988392447941815	0.9887301222799697	0.9897196665871208	0.999244985734927	0.9892155742511289	0.988732318059071
CM_cf__CF_TNFC048IS_t2M15__bin.3	0.9942700707325169	0.9941751217636605	0.9934982722274814	0.9932428868615008	0.9942977534431928	0.9942828425932891	0.988980968996193	0.9992413310406207	0.988930196847013	1.0	0.9932605870446304	0.9889510791906829	0.9932705393816664	0.9926100771307288	0.9936750363113239	0.9945327666444387	0.9937335269223914	0.9934803275337706	0.9930078382286304	0.9934161165865021	0.9935520053899188	0.9934311829804104	0.9942249331736375	0.9946185118749465	0.9942577593005516	0.9939197204741113	0.9939641938395871	0.9975065668184844	0.9944113579086054	0.9930201895436832	0.9888461822663505	0.9933482941670175	0.9932026648328752	0.9964330231407476	0.9933290052077659	0.9934905658191568	0.9884803327465215	0.9940737280330915	0.992665430945955
