	DavidLA_2015__LD-Run2-22__bin.1	ZeeviD_2015__PNP_Main_443__bin.22	VatanenT_2016__G78887__bin.6	BritoIL_2016__WL.35.ST__bin.11	CM_madagascar__A29_01_1FE__bin.15	BritoIL_2016__W2.35.ST__bin.26	LiuW_2016__SRR3993055__bin.131	DavidLA_2015__LD-Run2-12__bin.11	CM_madagascar__A75_02_1FE__bin.76	ZeeviD_2015__PNP_Main_213__bin.65	QinN_2014__HD-62__bin.43	LeChatelierE_2013__MH0126__bin.42	CosteaPI_2017__SID713A023-11-90-0__bin.81	QinN_2014__HD-60__bin.35	BackhedF_2015__SID577_12M__bin.7	ZeeviD_2015__PNP_Main_379__bin.11	NielsenHB_2014__MH0126__bin.29	RampelliS_2015__H16__bin.38	YuJ_2015__SZAXPI015215-20__bin.66	CosteaPI_2017__SID713B026-11-0-0__bin.34	QinJ_2012__T2D-006__bin.30	NielsenHB_2014__V1_UC21_0__bin.11	CosteaPI_2017__SID713A051-11-0-0__bin.32	CosteaPI_2017__SID713B026-11-90-0__bin.4	CM_madagascar__V07_01_2FE__bin.6	NielsenHB_2014__V1_UC21_4__bin.66	DavidLA_2015__LD-Run2-29__bin.1
DavidLA_2015__LD-Run2-22__bin.1	1.0	0.9728528467302106	0.9731723969677876	0.9757753785097107	0.9745787470185623	0.9746270530629016	0.9703870380536854	0.9816284240377693	0.973143209661553	0.9728787068263751	0.9742642761749833	0.9721781838318633	0.9733570142572138	0.9749519632920753	0.9727873562322968	0.9742306104857662	0.9727212370133289	0.971129870954825	0.97256098843721	0.9739820598656359	0.9743727088316277	0.9727511315944156	0.9733458535058516	0.9737769029690525	0.9745304148743702	0.9726512858808579	0.9829249224905272
ZeeviD_2015__PNP_Main_443__bin.22	0.9728528467302106	1.0	0.9759049337948807	0.969489748916013	0.9682674185187714	0.9681861732798249	0.9720083554867933	0.9731692182056042	0.9650048934182501	0.9720440309141647	0.966584837213046	0.9751307039552036	0.9742972418287809	0.9683860575833253	0.9743159317626036	0.9749767909801977	0.9745713478933091	0.9659366273105254	0.9653974256137963	0.9744162604528839	0.9692060269270457	0.9746711328603106	0.972028126628784	0.9738170468411945	0.9681046290438365	0.973349739008035	0.9746012516383792
VatanenT_2016__G78887__bin.6	0.9731723969677876	0.9759049337948807	1.0	0.9711273805797924	0.9699465354553353	0.9724177282182839	0.9755373405752591	0.9744341226997402	0.9673118738302323	0.9720066799248855	0.9701787003364252	0.9762500248365753	0.975544043234768	0.9708877210258884	0.9767304788656359	0.977445813059636	0.9756690901349615	0.968312164096183	0.966152542076128	0.9767544089067359	0.9695738738021722	0.9797979597851311	0.9755940965062334	0.9760728787609387	0.9703065379318885	0.9794361084205078	0.9752892885511533
BritoIL_2016__WL.35.ST__bin.11	0.9757753785097107	0.969489748916013	0.9711273805797924	1.0	0.9732818214735359	0.9807590351979287	0.9680632923793083	0.9788098440878145	0.9689621306902478	0.967966473721878	0.972711551588307	0.9713395654454318	0.9711734323689543	0.9724991486964883	0.9717476420966478	0.9726647413340945	0.9709452479338843	0.9699750714485371	0.9666578920653208	0.973227529830957	0.9721954879487535	0.970442920099012	0.9706126452706394	0.971397292074735	0.9731180086820279	0.9676520711520904	0.9791247839341555
CM_madagascar__A29_01_1FE__bin.15	0.9745787470185623	0.9682674185187714	0.9699465354553353	0.9732818214735359	1.0	0.9734659900052642	0.9670922503432169	0.9777763248664928	0.9701708589362779	0.966047480328293	0.9735705450482802	0.969451607288964	0.9689900619939567	0.9710250872654084	0.9700479889895428	0.9713843166103872	0.9691684899668827	0.9699876893077342	0.9652362333687516	0.97011882802316	0.9692787467502141	0.9693231457200623	0.9688289376068145	0.9691106855929176	0.9757432264162068	0.9677816357635878	0.9776629511101139
BritoIL_2016__W2.35.ST__bin.26	0.9746270530629016	0.9681861732798249	0.9724177282182839	0.9807590351979287	0.9734659900052642	1.0	0.9689932466787924	0.9779986279714856	0.9679031738026935	0.9671088297470499	0.9721559750870316	0.9695490956996702	0.9707861570291464	0.9721043121711893	0.9719450604013589	0.9729472329278234	0.9697893297100632	0.9717242784005192	0.9662287952525646	0.9730233406579474	0.9719574706423124	0.9704114927879123	0.9714779762834601	0.9695730804502303	0.9743035079097632	0.9669800283539565	0.9790621898303484
LiuW_2016__SRR3993055__bin.131	0.9703870380536854	0.9720083554867933	0.9755373405752591	0.9680632923793083	0.9670922503432169	0.9689932466787924	1.0	0.9730341025958241	0.9655056051030803	0.9688807013222087	0.9667688213391298	0.9725509651977428	0.9719904539536793	0.9675047201037039	0.9722448996221603	0.9738583375141198	0.9725618651979512	0.9649790279744802	0.9618037050488772	0.9724623836957731	0.9644333332715589	0.9746518232921517	0.9688278851918063	0.970431399019277	0.9681351294391604	0.9730830110193085	0.9746170357123037
DavidLA_2015__LD-Run2-12__bin.11	0.9816284240377693	0.9731692182056042	0.9744341226997402	0.9788098440878145	0.9777763248664928	0.9779986279714856	0.9730341025958241	1.0	0.975123843521882	0.9701916603356372	0.9782089937676618	0.9736432835485331	0.9752751981049547	0.9768658454434129	0.9752331070374138	0.976848985146198	0.9733369162785143	0.9739160273196296	0.9709689390995876	0.9764625625072637	0.9744317344331418	0.9736708711788465	0.9726960732148558	0.9747398842297663	0.9783830182974803	0.9718671269372413	0.9843593342690996
CM_madagascar__A75_02_1FE__bin.76	0.973143209661553	0.9650048934182501	0.9673118738302323	0.9689621306902478	0.9701708589362779	0.9679031738026935	0.9655056051030803	0.975123843521882	1.0	0.9644039817775324	0.9692397816949873	0.964459005693773	0.9653557874171086	0.9668643461707768	0.966295900460489	0.9658464540812018	0.9643013347704179	0.9650428730732596	0.9635568795548763	0.9660663811854696	0.9667229373017064	0.9653170634171022	0.9638807028157546	0.963867407595222	0.9720285884890913	0.963805445392473	0.9751972902797502
ZeeviD_2015__PNP_Main_213__bin.65	0.9728787068263751	0.9720440309141647	0.9720066799248855	0.967966473721878	0.966047480328293	0.9671088297470499	0.9688807013222087	0.9701916603356372	0.9644039817775324	1.0	0.9648421040684502	0.9714062803799042	0.9709103646752791	0.9668524869908911	0.9712650079568225	0.9712183174442743	0.9715921074594575	0.9637843481200268	0.9664421889317687	0.971075128760752	0.9668498584871923	0.9703739256613462	0.9699818715111436	0.9714429239169341	0.9652817636524409	0.9707688148033381	0.9735610292081487
