	VatanenT_2016__G80538__bin.7	CM_madagascar__A36_01_1FE__bin.40	VatanenT_2016__G80592__bin.2	Obregon-TitoAJ_2015__HCO64__bin.28	KarlssonFH_2013__S146__bin.10	SchirmerM_2016__G88822__bin.11	GeversD_2014__SKBSTL001__bin.17	HanniganGD_2017__MG100147__bin.4	LiJ_2014__V1.FI22__bin.51	ZellerG_2014__CCIS44743950ST-4-0__bin.22	CosteaPI_2017__SID713B029-11-90-0__bin.28	VatanenT_2016__G80490__bin.11	CM_madagascar__V54_01_1FE__bin.21	NielsenHB_2014__V1_CD18_0__bin.38	CM_madagascar__V40_01_1FE__bin.34	ZellerG_2014__CCIS41692898ST-4-0__bin.36	DavidLA_2015__LD-Run2-32__bin.2	CM_madagascar__V01_01_1FE__bin.20	ZeeviD_2015__PNP_Main_637__bin.11	BackhedF_2015__SID385_12M__bin.34	LiJ_2014__V1.CD3-0-PN__bin.37	LiJ_2014__O2.CD1-0-PT__bin.3	LiJ_2014__V1.CD2-0-PT__bin.7	DavidLA_2015__LD-Run1-01__bin.5	FengQ_2015__SID531281__bin.24	ZeeviD_2015__PNP_Main_82__bin.27	BritoIL_2016__W2.23.ST__bin.46	HeQ_2017__SZAXPI029476-50__bin.8	BackhedF_2015__SID590_12M__bin.4	VogtmannE_2016__MMRS16644320ST-27-0-0__bin.23	CM_madagascar__A66_02_1FE__bin.29	ZellerG_2014__CCIS79210440ST-3-0__bin.35	CM_madagascar__A24_02_1FE__bin.4	BackhedF_2015__SID172_4M__bin.7	GeversD_2014__SKBSTL021__bin.25	BritoIL_2016__M1.64.ST__bin.55	GeversD_2014__SKBSTL038__bin.22
VatanenT_2016__G80538__bin.7	1.0	0.9956459183281964	0.9980681219459281	0.9927613032174646	0.9938120195050792	0.9942734742026946	0.9987587826938501	0.9983624934619769	0.994335915637981	0.9943318213189033	0.9959006115882665	0.999928848503587	0.9929291688400091	0.993272904695938	0.994715747631567	0.9943955817331771	0.9944551488172994	0.9927999228132429	0.9945518811512806	0.9934385308134847	0.9926563384177323	0.9983872172602231	0.9927264432336287	0.9945582639299169	0.9930852165172748	0.9996705521116893	0.9946461516200215	0.9950421897559548	0.9933475717104502	0.9982653287018223	0.9944840118710859	0.9933537264293085	0.9939850715698704	0.993896663289033	0.9941477022800248	0.9946191211380857	0.9996506489092714
CM_madagascar__A36_01_1FE__bin.40	0.9956459183281964	1.0	0.9960143212022545	0.9908352997862641	0.993973894375723	0.9943025041717554	0.9961180374649229	0.9957129815810357	0.9940555055426394	0.9934328377004228	0.9951534970244044	0.9959158569930828	0.9917214469131042	0.9916524844262106	0.9943946582435275	0.993535805606877	0.9943966178234136	0.9915033623291557	0.9942030511146505	0.9935659566325659	0.9929604543368858	0.9965774690789104	0.9928559235679235	0.9938689380434269	0.9935675612813191	0.9958412657088154	0.9948784487339565	0.9947080719747635	0.9936444518196091	0.9963765794625378	0.9956493712844032	0.9927418241354772	0.990297997922525	0.9939426994464986	0.9947814804219769	0.9946413163295718	0.9956925891463088
VatanenT_2016__G80592__bin.2	0.9980681219459281	0.9960143212022545	1.0	0.9920941135361007	0.9938284637926593	0.9940549802577665	0.9987696382695637	0.9982892114499374	0.9941956057582638	0.9944084857964802	0.9957739705839987	0.998228607399673	0.9921304463686378	0.9941951938146801	0.994466181990414	0.9938122518191824	0.994441478305094	0.992012752520552	0.994252180171027	0.9929486669676132	0.9926783650971347	0.9984099186694887	0.9930131898195761	0.9942737867752811	0.9932860928975855	0.9978997802095568	0.9941936095015603	0.995064670556632	0.9933251616365139	0.9982303695089407	0.9947537278142449	0.9927949084381195	0.9928726622941499	0.9937202802279574	0.994224883501117	0.9944190678428353	0.998034710540352
Obregon-TitoAJ_2015__HCO64__bin.28	0.9927613032174646	0.9908352997862641	0.9920941135361007	1.0	0.9912383769904636	0.9923881258546974	0.992886483821202	0.9932277116449294	0.9919684757029464	0.9912291306198416	0.9930827591546024	0.9928898682604353	0.9912719791831102	0.9909780534251414	0.9916756720458522	0.9912603269263648	0.9915409164385167	0.9911439538611876	0.9917371909253122	0.9919060846560847	0.9904810636835197	0.9933837344603975	0.991272236939526	0.9922982393620462	0.9913230762092206	0.9926349283503745	0.9925040579762616	0.9926139071690986	0.9920747350598386	0.992644639662977	0.9902755611767309	0.9912339525751397	0.9920488680022204	0.992071381402307	0.9917751612518708	0.991804772145207	0.9925156050387899
KarlssonFH_2013__S146__bin.10	0.9938120195050792	0.993973894375723	0.9938284637926593	0.9912383769904636	1.0	0.9983795124170477	0.9934124359559808	0.994223908400827	0.9948970749771263	0.9925303893888102	0.9935206824881112	0.9942004138502627	0.9908311404611456	0.9977659710503948	0.9926617797030761	0.9919152290970733	0.9916485031733907	0.9912887522418652	0.9925357039770702	0.9943907257439846	0.9951195695210039	0.994825299473433	0.9942337556784372	0.9926608292075513	0.995956485858289	0.9936036862595437	0.9934052394514129	0.9939027798242984	0.9947941527540357	0.9934402491002509	0.9929326978960827	0.9919939698577581	0.9921940263946826	0.994824831286643	0.9955728057236686	0.9929798160013652	0.9936636172824839
SchirmerM_2016__G88822__bin.11	0.9942734742026946	0.9943025041717554	0.9940549802577665	0.9923881258546974	0.9983795124170477	1.0	0.9942930298369564	0.9945248556735562	0.9957587569436736	0.9935707213754037	0.9945827132422883	0.9945107241846365	0.9921111067255501	0.9977153577450524	0.9938298252969565	0.9928445664840185	0.9935040642579119	0.992000807324583	0.9934922935419903	0.9954163559745122	0.9957043406281014	0.9949586745169398	0.9955881687686158	0.9936611671338701	0.9958830253119233	0.9942716747743353	0.9942397747051273	0.9950438682857455	0.9957528602247283	0.9943399551025731	0.9934538397474711	0.9920366259469787	0.9924589848392276	0.9958594429683275	0.995801276000181	0.9941929068145321	0.9941820272554911
GeversD_2014__SKBSTL001__bin.17	0.9987587826938501	0.9961180374649229	0.9987696382695637	0.992886483821202	0.9934124359559808	0.9942930298369564	1.0	0.9988766206898547	0.994501467384956	0.9945640620542324	0.9959447127915093	0.9989221241150762	0.9922508536328781	0.9932890962708051	0.994474471357704	0.9939579586121284	0.9942497579507871	0.9927008742995747	0.9942105460746863	0.9932475788230376	0.9929658630482052	0.998612266167474	0.9929169575067461	0.9943927517434539	0.9930524418669548	0.9986335357652493	0.9947896690946533	0.9944576970099163	0.9930091216994735	0.998407676107433	0.9948276476714547	0.9935011289100165	0.9937804724592524	0.9938509119498493	0.9943988300220437	0.9947405250018913	0.9987676585512474
HanniganGD_2017__MG100147__bin.4	0.9983624934619769	0.9957129815810357	0.9982892114499374	0.9932277116449294	0.994223908400827	0.9945248556735562	0.9988766206898547	1.0	0.9949401949082476	0.994965627259308	0.9968192586425914	0.9984714632848957	0.9933623129056375	0.9935041244732685	0.9950944507861693	0.9945450483049859	0.9948089722566428	0.9933283816202968	0.995021878226213	0.9938754712897633	0.993313143868535	0.9995366570665394	0.9933904019430503	0.9945805993545551	0.9933651193776154	0.9983049528852342	0.9951786443067562	0.9958106494879272	0.9940419064419481	0.9987895558498635	0.9945882097881709	0.9943925792546924	0.993926752252979	0.9943864201809701	0.9945500162968914	0.9955211950725598	0.9984054857063698
LiJ_2014__V1.FI22__bin.51	0.994335915637981	0.9940555055426394	0.9941956057582638	0.9919684757029464	0.9948970749771263	0.9957587569436736	0.994501467384956	0.9949401949082476	1.0	0.9937381173247697	0.9945997316779573	0.9947168303645747	0.9924281304819733	0.9945667252789976	0.9935302212239052	0.9929717365608054	0.9934364654081634	0.99233553640061	0.9933997938730944	0.9942973820366549	0.9943774275988905	0.9949893670987926	0.9940917786529113	0.9933998715244597	0.99440137569419	0.9945854431902641	0.9938621359703061	0.9945836202040433	0.994035927783048	0.9939618399991222	0.9934321368215395	0.9920724024996176	0.9929358814756302	0.9945486077110595	0.9949949424889759	0.9938348345183234	0.994523260416005
ZellerG_2014__CCIS44743950ST-4-0__bin.22	0.9943318213189033	0.9934328377004228	0.9944084857964802	0.9912291306198416	0.9925303893888102	0.9935707213754037	0.9945640620542324	0.994965627259308	0.9937381173247697	1.0	0.9944624968004018	0.994639001562132	0.9922311072535845	0.9927656191384134	0.9941151325602064	0.9939208998624645	0.9948310715560287	0.9920183958486118	0.9937403897124338	0.9929835827136219	0.9922260076343556	0.9950637137222618	0.9916875964883983	0.9943207250678561	0.9923217131737212	0.9940808132202126	0.9944571974249581	0.9942830973613863	0.9927973936016558	0.9945365897770175	0.9930784013965703	0.991978207369494	0.9928318343764415	0.9928100059872754	0.9933293563728394	0.9949356632682574	0.9942316152706127
CosteaPI_2017__SID713B029-11-90-0__bin.28	0.9959006115882665	0.9951534970244044	0.9957739705839987	0.9930827591546024	0.9935206824881112	0.9945827132422883	0.9959447127915093	0.9968192586425914	0.9945997316779573	0.9944624968004018	1.0	0.9959818347611828	0.9924971512885931	0.9933785049303145	0.994690754779117	0.9941634604609465	0.9943701209383821	0.9929660553007074	0.9952082370886619	0.9936446463593257	0.9933155592997412	0.9967055909059126	0.9933196142384143	0.9949589260458122	0.9936384380258589	0.9958726487630248	0.9950628785119592	0.9948823463988942	0.9938714841963887	0.9958705318760038	0.9941975069274456	0.9940706521383891	0.9939573899684333	0.9939662428937384	0.9941922596827565	0.9950471037964264	0.9960201911871452
VatanenT_2016__G80490__bin.11	0.999928848503587	0.9959158569930828	0.998228607399673	0.9928898682604353	0.9942004138502627	0.9945107241846365	0.9989221241150762	0.9984714632848957	0.9947168303645747	0.994639001562132	0.9959818347611828	1.0	0.9932623162441758	0.9936046582680215	0.9950043173794934	0.994665454499137	0.9946892552048526	0.9931493336998797	0.9948595782266663	0.9937941724378209	0.9929932129428646	0.9984029749986005	0.9930494773840747	0.994686349859277	0.9934621061343595	0.9996313704453186	0.9948095369702525	0.9953607943550351	0.993847207875149	0.998525964575257	0.9948082383408734	0.9932180873711999	0.9941510492239891	0.9942791729391908	0.9942981088944306	0.9946982747503214	0.9996103750108584
