	SchirmerM_2016__G89065__bin.23	LiJ_2014__MH0376__bin.44	ZeeviD_2015__PNP_Validation_18__bin.30	BritoIL_2016__M1.15.ST__bin.2	LeChatelierE_2013__MH0448__bin.33	NielsenHB_2014__MH0124__bin.51	ZeeviD_2015__PNP_Main_325__bin.27	RampelliS_2015__H10__bin.85	XieH_2016__YSZC12003_37315__bin.117	XieH_2016__YSZC12003_37331__bin.75	XieH_2016__YSZC12003_37101__bin.58	ZeeviD_2015__PNP_Main_560__bin.12	ZeeviD_2015__PNP_Main_764__bin.41	LeChatelierE_2013__MH0189__bin.26	ZeeviD_2015__PNP_Main_172__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.90	BritoIL_2016__M1.61.ST__bin.27	LeChatelierE_2013__MH0173__bin.42	ZeeviD_2015__PNP_Main_666__bin.39	CosteaPI_2017__SID713B072-11-0-0__bin.104	LiJ_2014__MH0374__bin.43	ZeeviD_2015__PNP_Main_225__bin.42	LiJ_2014__MH0357__bin.46	ZeeviD_2015__PNP_Main_362__bin.42	LiJ_2014__MH0390__bin.72	ZeeviD_2015__PNP_Main_80__bin.76	RampelliS_2015__H20__bin.22	LeChatelierE_2013__MH0143__bin.51	ZeeviD_2015__PNP_Main_386__bin.19	CosteaPI_2017__SID713B063-11-0-0__bin.25	LeChatelierE_2013__MH0124__bin.33	ZeeviD_2015__PNP_Main_25__bin.13	CosteaPI_2017__SID713B014-11-0-0__bin.111	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.114	LeChatelierE_2013__MH0407__bin.21	ZeeviD_2015__PNP_Main_19__bin.5	NielsenHB_2014__MH0126__bin.31	LeChatelierE_2013__MH0126__bin.1	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.120	NielsenHB_2014__MH0143__bin.37	LeChatelierE_2013__MH0318__bin.89
SchirmerM_2016__G89065__bin.23	1.0	0.9939434446604642	0.9955843142771281	0.9918055934906713	0.9949794221409968	0.9953663900958032	0.9958821811416271	0.9885536947898657	0.9938799487285056	0.9943763510473703	0.9958925516368282	0.9956919126758045	0.99522172081178	0.9946703859700774	0.9952783038080263	0.99459982448107	0.9918221720602063	0.993785933565428	0.9952145192138139	0.9950888955805957	0.9951118067470611	0.9947038169517703	0.9948102781557002	0.9949060265171706	0.9950135895292408	0.995427735724732	0.9877099795330992	0.9951189623253506	0.9958034689482227	0.9943933511053524	0.9952331113719706	0.9951352174032371	0.9946144505807606	0.9914447490886935	0.9952485397806646	0.9940658805746456	0.9941764470844946	0.9942121125518724	0.9929938426105162	0.991404982891584	0.995216777706261	0.9961280968483652
LiJ_2014__MH0376__bin.44	0.9939434446604642	1.0	0.9935080667187204	0.9904111708195866	0.9934456952173513	0.993222659443161	0.9939402376195434	0.9869085833258919	0.9923442781568464	0.9930547815158026	0.9937071312613377	0.9940409481786272	0.9938473382924071	0.9935972634813609	0.9932906798765396	0.9931131940762965	0.9904980112609435	0.9925661158014969	0.9929873799244417	0.9932285414974316	0.9935884405804201	0.9933594794544969	0.9934944595296957	0.9936232277321756	0.9936126973014102	0.9934167981419832	0.9865901010602611	0.9934014846967717	0.9935327582169472	0.9924290952743633	0.9932763338845192	0.9930577442652686	0.9933211835334477	0.9906191031320433	0.9934019099428772	0.992403842006252	0.9929675374282287	0.993029814113141	0.9914221812738168	0.9906374159392619	0.9933218763765409	0.9938988169402624
ZeeviD_2015__PNP_Validation_18__bin.30	0.9955843142771281	0.9935080667187204	1.0	0.9919910042426363	0.9949808424704217	0.995539266648243	0.9959366024985158	0.988924614044922	0.9946708498761226	0.9945633575035621	0.9954024035157325	0.9956307853144057	0.9957004981377425	0.9947524837669859	0.9966552033774492	0.9959481987227418	0.9923394593400591	0.9934349154181717	0.9947475596816218	0.9961637566667458	0.9956387271845316	0.9950236754465638	0.9944660375953928	0.9961254613351873	0.9950519088143642	0.9953935531374497	0.9878591415049379	0.9946903629420629	0.9958984961152423	0.995807821061884	0.9952921268352763	0.9967401806343206	0.995002886183494	0.9914103836923919	0.9947217430938486	0.9937855261426765	0.9941054215509644	0.9943643395150995	0.9928023012875271	0.991411902887763	0.994729409927312	0.9955081817204852
BritoIL_2016__M1.15.ST__bin.2	0.9918055934906713	0.9904111708195866	0.9919910042426363	1.0	0.9919363782772513	0.9917360106619892	0.9919335133543428	0.9875707244089108	0.9901615939782329	0.9915962301228899	0.9914430111922116	0.9917156089478643	0.9921906537424243	0.9916554233069281	0.9920894073373469	0.9915543446326315	0.9996224406208317	0.9905933263932933	0.9913246340187918	0.9917372872507049	0.9919387987180812	0.9919826362185626	0.9914350117193629	0.9922568106357417	0.9917029311495076	0.9917495868281644	0.9863016016328565	0.9918108491896118	0.9920206150003077	0.9915260192484224	0.9914793955815324	0.9919118528366438	0.9920505206193084	0.9912632161033645	0.9914565775477298	0.9911422797626034	0.9905438120054864	0.9908140813328277	0.9916194964551366	0.9911763889366544	0.9919383715057517	0.991857903676506
LeChatelierE_2013__MH0448__bin.33	0.9949794221409968	0.9934456952173513	0.9949808424704217	0.9919363782772513	1.0	0.9948984411490469	0.9949845170453897	0.988794218168361	0.9940822275261847	0.995036549172551	0.9951952825437076	0.9948945519080473	0.9950902667352407	0.994890231513661	0.99485511685862	0.9949810210466524	0.992086618540604	0.9947958739824768	0.9949612788790533	0.9956233467045192	0.9947916911773199	0.9949331636640432	0.9943057447554233	0.9953944117331435	0.9950545821791271	0.9956699419840752	0.9879790763563914	0.9953357370824527	0.9945881494867914	0.9947949251077727	0.9948182671240358	0.9947879156220719	0.9953149401353462	0.9917269277193593	0.9945906050854512	0.994231473707074	0.994152817253623	0.99447308850478	0.9928347298540491	0.9917843809919182	0.9954020955641003	0.9948383557371251
NielsenHB_2014__MH0124__bin.51	0.9953663900958032	0.993222659443161	0.995539266648243	0.9917360106619892	0.9948984411490469	1.0	0.9959153596055593	0.9887628415413823	0.9935418114377751	0.9943412205571913	0.9956612564230294	0.9957876800588499	0.9951136681358699	0.9949493474898734	0.9949685988924192	0.9943855849351744	0.9917487014013738	0.9934356305187345	0.9950586623642378	0.9947602606084257	0.9952957620090477	0.995170108347756	0.994193497923721	0.9951135975330067	0.9949426705840302	0.9949568731127069	0.9878785646710571	0.9947849714057042	0.9955247881445491	0.9943140954837799	0.999771783794913	0.9948752022038624	0.9947475135304069	0.9917090299525674	0.994885679637628	0.993833771417763	0.9938886626563193	0.9940998608772678	0.9923362352362106	0.9916761896576372	0.9948490022030382	0.9963881176330192
ZeeviD_2015__PNP_Main_325__bin.27	0.9958821811416271	0.9939402376195434	0.9959366024985158	0.9919335133543428	0.9949845170453897	0.9959153596055593	1.0	0.9891901241761043	0.9936906148342669	0.994340547015971	0.9975464688487482	0.9972520116909748	0.9953290930706923	0.9947147427352706	0.9954893812516967	0.9944124246557262	0.9919736962598279	0.9934412059322125	0.9946287919298195	0.9948898368594997	0.9953303333084484	0.9954421257650254	0.9947447756645222	0.9950571988979717	0.995008026623858	0.9949811184043802	0.9877651223855519	0.9945943698464663	0.9958422797157249	0.9943623094391114	0.9956254743481997	0.9953441954609358	0.9945511976459954	0.9916682752802563	0.9971471724975017	0.9942349142713182	0.9941680550992011	0.9943252976410918	0.9928337875372722	0.9916223079813578	0.9939480487996674	0.9958205610246247
RampelliS_2015__H10__bin.85	0.9885536947898657	0.9869085833258919	0.988924614044922	0.9875707244089108	0.988794218168361	0.9887628415413823	0.9891901241761043	1.0	0.9872544746039258	0.9881788018280658	0.9886406322519639	0.9885079525715323	0.9881994663871637	0.9885458451360241	0.9887528696232715	0.9878370442400567	0.9877774143652432	0.9868831479473578	0.988493470058202	0.9888577671916493	0.9886261695590118	0.9886528819366047	0.9883495111734891	0.9886825830550926	0.9885798756664098	0.9888312825455693	0.986732294356326	0.9884912836440346	0.9890447606960309	0.9876215252332796	0.9887257506786277	0.9884003323963726	0.9882269483471733	0.9887759971889734	0.9888354174662777	0.9884685900503992	0.9868864743349569	0.9875695202795284	0.987666555910297	0.9887580572825523	0.9883874112706734	0.9883698838850995
XieH_2016__YSZC12003_37315__bin.117	0.9938799487285056	0.9923442781568464	0.9946708498761226	0.9901615939782329	0.9940822275261847	0.9935418114377751	0.9936906148342669	0.9872544746039258	1.0	0.9932904400176984	0.9937569340622169	0.9936455799046584	0.9936922812606818	0.9936540849691818	0.9947042320373619	0.9952949970699475	0.9904576334436371	0.9930043902957753	0.9939144288448284	0.9959887192290453	0.9937922366360967	0.9935576212389469	0.9930494682962014	0.99557165506007	0.993568507255616	0.9939591588001672	0.986060457596394	0.9937244787079507	0.9935179783554122	0.995033615806789	0.993610195458034	0.9951277562955124	0.9935926189628574	0.9904961267690986	0.9932118543209699	0.9930614423672509	0.9926368004960471	0.992609407658397	0.9914404141735077	0.9904851182687119	0.9937362011150788	0.9936985047862338
XieH_2016__YSZC12003_37331__bin.75	0.9943763510473703	0.9930547815158026	0.9945633575035621	0.9915962301228899	0.995036549172551	0.9943412205571913	0.994340547015971	0.9881788018280658	0.9932904400176984	1.0	0.994206962696961	0.9941556860662665	0.9946241481632585	0.9946679473719481	0.9943084211468484	0.9944927588147048	0.9918202412670739	0.9933724981531012	0.9944836745505875	0.9945966141037701	0.9943272523537683	0.9946125995800709	0.9936818289032855	0.9951678015990957	0.9944610056942932	0.9948263793785569	0.9875685808708862	0.994743045087022	0.9946259968457142	0.9940966752732316	0.9942075137734958	0.9942032074780252	0.9955341064949614	0.9913635823909003	0.9936621815824319	0.993730474330175	0.9939528240814809	0.9942594573383375	0.992021465505616	0.9913441420700939	0.9947391081308856	0.9945701268024629
