	XieH_2016__YSZC12003_36699__bin.108	LomanNJ_2013__OBK2764__bin.2	LiJ_2014__V1.FI15__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.61	WenC_2017__RA035__bin.15	FengQ_2015__SID31398__bin.76	WenC_2017__N010__bin.27	XieH_2016__YSZC12003_35390__bin.29	ZeeviD_2015__PNP_Main_39__bin.58	NielsenHB_2014__O2_UC57_0__bin.13	LiSS_2016__FAT_015-22-14-0__bin.10	ZeeviD_2015__PNP_Main_7__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.114	ZeeviD_2015__PNP_Main_118__bin.18	ZeeviD_2015__PNP_Main_234__bin.27	ZeeviD_2015__PNP_Main_352__bin.20	LiSS_2016__FAT_015-22-84-0__bin.18	FengQ_2015__SID31875__bin.41	LiSS_2016__FAT_015-22-0-0__bin.30	ZeeviD_2015__PNP_Main_292__bin.37	NielsenHB_2014__O2_UC57_2__bin.19	ZellerG_2014__CCIS12656533ST-4-0__bin.30	LeChatelierE_2013__MH0057__bin.11	HeQ_2017__SZAXPI029585-104__bin.39	NielsenHB_2014__MH0057__bin.12	LiSS_2016__FAT_015-22-42-0__bin.22	LiSS_2016__FAT_015-22-2-0__bin.47
XieH_2016__YSZC12003_36699__bin.108	1.0	0.5210676306629175	0.8530685172553735	0.778088707096306	0.7861632892038409	0.8226855716106235	0.8044878551730459	0.604142788333274	0.7927951271722982	0.8465233522764977	0.8812729011932433	0.8049672651466692	0.829581942766033	0.7817361954078664	0.7970470693018266	0.8258057992355623	0.6463678826014356	0.8146155037212958	0.7570213021442989	0.8148511459117208	0.8586629878797756	0.7989019615632376	0.8135682050971843	0.8293932484449646	0.8328642308246168	0.6922314367447431	0.8698785630160033
LomanNJ_2013__OBK2764__bin.2	0.8842571596668525	1.0	0.9547315393053912	0.8995654865141478	0.9143582499341182	0.8909893608545636	0.9349616353396131	0.6189664523720514	0.9193729277874132	0.946490951210693	0.9715130139546855	0.9098729247231432	0.9425732820170251	0.8966613246226351	0.899985291504005	0.9330548933327614	0.6992150872397669	0.8844701264317801	0.8248118538220639	0.9308455546635126	0.959661949733715	0.9084779158061175	0.9218618810940669	0.937861966893627	0.9432198429868053	0.7267023551979211	0.9668568556912687
LiJ_2014__V1.FI15__bin.44	0.7717017206851378	0.5089350177556934	1.0	0.7972339014501845	0.785111189517117	0.7710295525303905	0.8041536398354779	0.536503304486457	0.7999303329968408	0.8533391157762685	0.8504964896977775	0.7941327805709917	0.8338862590207743	0.7756693912753717	0.7880465143630001	0.8015021283963685	0.6140668541876975	0.7649914733468584	0.7184301484160354	0.786060637244813	0.8596634585542585	0.7898212669757171	0.8015282637316685	0.8263658162881944	0.8053811838653508	0.6397587055168426	0.8426175028340505
Bengtsson-PalmeJ_2015__TRAVELRES12__bin.61	0.7375141949788926	0.502446200281204	0.8353365333187284	1.0	0.7820391477621353	0.7520553302520138	0.7934490439836823	0.519216599760215	0.7886768782085788	0.8314513665261218	0.8142488064237039	0.7831524962196643	0.9759868452017761	0.7686776826263728	0.779720884140732	0.8097821482576225	0.5745575488191746	0.7401388219729288	0.6822785048440498	0.786768953238509	0.846256504873146	0.7960317385607939	0.7944793833709726	0.8353211295737355	0.7925436460835551	0.6102647133576998	0.8079495304852949
WenC_2017__RA035__bin.15	0.7333125041844273	0.5025835022192728	0.8095467681063061	0.7695973307249175	1.0	0.7461371683670355	0.8807740358763844	0.5216762804978953	0.7696933356969645	0.8046778843704327	0.8060876415915434	0.7724572683132642	0.8065120846258564	0.7437282015026463	0.7584691754562447	0.7836414264822978	0.5855878009682185	0.7361918111969589	0.6868818890409903	0.7713220516262527	0.8247761884089154	0.7703481064493024	0.7710950925037381	0.8098314144269366	0.7920275450054887	0.6085165673843319	0.7996064638294952
FengQ_2015__SID31398__bin.76	0.7906700489951716	0.5046025438615901	0.8191564916975462	0.762552816343814	0.7687829647957566	1.0	0.7834255490752178	0.5671200878468285	0.8069165928029638	0.8090103738913396	0.8393845168663047	0.7959075386965541	0.8094116891641839	0.7759012131001453	0.7867393285930406	0.8124074534441744	0.6189604763026585	0.9697200034187723	0.7254049054175826	0.7985614257495159	0.8197634539318268	0.7899420413975142	0.7813677778978108	0.8203495911573542	0.80121878363727	0.6593184755572967	0.8222186356929371
WenC_2017__N010__bin.27	0.7165177171401048	0.49070077307940346	0.7917369600144099	0.7455644830564218	0.8409992618193339	0.7260119427660707	1.0	0.5051680687810691	0.7554575513952257	0.7779833193684775	0.7791726104416378	0.7525916735150748	0.7774417456444929	0.7361796175291372	0.7419857542389101	0.7593945149477564	0.5553872714494555	0.7189405257969215	0.6575742321875718	0.7469499790125105	0.7926552631959846	0.7420496816495362	0.7526411267949932	0.7826681130075797	0.7643446676498354	0.5885680099196042	0.7745485277396715
XieH_2016__YSZC12003_35390__bin.29	0.8364888134682156	0.5050137038530171	0.8211592490851077	0.7584515427382079	0.7743642631014773	0.8170227793351522	0.785324220349206	1.0	0.8085023266861052	0.8176765640674661	0.832644859258148	0.7812490038533297	0.832166708856408	0.7763118665679114	0.798581174624902	0.8165108771403481	0.7273786419903557	0.8065509730204417	0.7576196235425007	0.8241050305797496	0.825126959869743	0.7995956035164368	0.7883418806624102	0.8155845779307026	0.7948341005615924	0.7350315485510167	0.812299403405806
ZeeviD_2015__PNP_Main_39__bin.58	0.7683552195512504	0.5250592273213501	0.8570135429860195	0.8064155821996469	0.7997283090189592	0.8137074881271916	0.8220603451481723	0.5659288134629225	1.0	0.836298090069279	0.8408940864554827	0.8135324858849754	0.8469251012278595	0.8014411434646506	0.8183922981513201	0.8267167173079405	0.6206218267171548	0.8060537650638648	0.713600518006637	0.8159527668948258	0.8372868527378007	0.8155183238285241	0.8094041829910946	0.8427316099987531	0.8157733895965542	0.645395144125284	0.8336468060997032
NielsenHB_2014__O2_UC57_0__bin.13	0.7500612972293653	0.4941852628261202	0.8358222208356182	0.7772368688935261	0.7643698504827582	0.7458482876573979	0.773963816835479	0.5232615485780043	0.7645710413889293	1.0	0.8134272330890644	0.7623451419995817	0.8071131184870444	0.7480477882399715	0.7514800331025038	0.7756629400351105	0.5838688091298274	0.7385830160476746	0.684321868651537	0.749814508384221	0.980600476858446	0.7585093153789448	0.7704115773967016	0.8117909070510013	0.7769728808257866	0.6168021205441514	0.8053107999518422
LiSS_2016__FAT_015-22-14-0__bin.10	0.7612961192232519	0.4945467279587822	0.812176036488255	0.7420942374076367	0.7465332102083505	0.7544713399045054	0.7557348268476937	0.5194963054705865	0.7495203429197156	0.7930564373099894	1.0	0.7615347778680763	0.7872943129048813	0.7412269550120655	0.7593997189131516	0.7676431912872436	0.6868587998745872	0.7490691532921635	0.8364123678213273	0.7680280868467889	0.81203018953864	0.7527402847993162	0.7747038994950731	0.7753547512568575	0.7876893475571806	0.7256400497283503	0.9711706596493744
ZeeviD_2015__PNP_Main_7__bin.15	0.7772250536439765	0.5176840970181228	0.8476101352355606	0.7977625351251998	0.7995888057889728	0.7995944720225359	0.8158692024078877	0.5448005115301315	0.8104801784253363	0.8307347840925287	0.8511676581848961	1.0	0.8388327035823236	0.8086634967722083	0.8075311217878448	0.8622782704737363	0.6090133213151067	0.7896236444081031	0.7117090101395072	0.8126102463809112	0.8461944485730462	0.8073323677490191	0.8193901127711237	0.8378690080124902	0.8365330844839783	0.6382619831032915	0.8423135144464983
Bengtsson-PalmeJ_2015__TRAVELRES11__bin.114	0.7356206030402194	0.49252154072472903	0.8174023036816876	0.9130557306833988	0.7667064957418916	0.7467971619282077	0.7740250382779429	0.5329474516396969	0.7748872677054249	0.8077392496522462	0.8081435447876951	0.7703735727080769	1.0	0.7584584746865212	0.7671524212675253	0.7982447186446106	0.5783574009026589	0.7404577341459265	0.6826907642579083	0.776803066238354	0.8231541024948212	0.7777533599527655	0.7769339617921084	0.833841904590351	0.7801354989142073	0.6150617951104306	0.7942638125831857
ZeeviD_2015__PNP_Main_118__bin.18	0.7650227357165671	0.5170803920624452	0.8391222197728504	0.7936282563452595	0.7802828126111329	0.7900583092826133	0.808891867403481	0.5486934859620811	0.8092536774077262	0.8262008756773997	0.8396960795964339	0.8196215882619823	0.8370498745592787	1.0	0.8132441899453928	0.8200107880345588	0.6092350346944427	0.7816682047641409	0.7065765042615387	0.816147505388495	0.8427880310246557	0.8090849210931699	0.8151866546446199	0.852969514746077	0.8257613140727303	0.628727272566629	0.8335766752267055
ZeeviD_2015__PNP_Main_234__bin.27	0.7727262581812692	0.5141532947182537	0.844555120582771	0.7975163515970844	0.7883213819151008	0.7936173518399786	0.8076623288525544	0.5591653190777022	0.8186573418616203	0.8222451743915062	0.8522537741608659	0.8108348340988514	0.8387427268490051	0.8056539654127343	1.0	0.8185190453161892	0.6078820277949798	0.7857952817245054	0.7165327830648003	0.845741582401327	0.8393501812953922	0.8192801139633558	0.8056657818897173	0.8269034922065959	0.817777233150032	0.6402911229810784	0.8440351955955177
ZeeviD_2015__PNP_Main_352__bin.20	0.7907438553811693	0.5264784540125621	0.8483928959686563	0.8180593720106837	0.8044498101750333	0.8094133991398982	0.8164280400631612	0.5646760007901629	0.816795889423877	0.8382491580745095	0.8508913322846816	0.8551391062773428	0.8619843030767508	0.8023490488435655	0.8084347728735518	1.0	0.6204015047675612	0.7968071021294199	0.7305687141309051	0.8239345876521054	0.8535432192740963	0.8161678223015266	0.820040398591366	0.850670882021503	0.8393133709136193	0.6508841568447429	0.8392368617046339
LiSS_2016__FAT_015-22-84-0__bin.18	0.7934435368261461	0.5057810563110626	0.8332711773960004	0.7440952321316457	0.7706407122682521	0.7905653382659102	0.7654639446614515	0.6448760695577582	0.7860718241871748	0.808897922587874	0.9760240629369041	0.7742736483023117	0.800641249783193	0.7641999533414866	0.7696864847132413	0.7953370301800785	1.0	0.7803708409781442	0.9069101701705806	0.7991988256683887	0.8080916501764102	0.7682612389109836	0.7878572604137978	0.7918021767692692	0.8072471421660522	0.9354306021109375	0.9665244560986057
FengQ_2015__SID31875__bin.41	0.7980692134227214	0.510606766200046	0.8284740824473906	0.7649971187240481	0.773219037560959	0.9884912595399422	0.7908122898470734	0.5706885564033539	0.8147996308074958	0.8166376327808271	0.8495062912649355	0.8011972663479794	0.818075838367274	0.7825213795982665	0.7940641735116318	0.8152356919108896	0.6228058188064397	1.0	0.7255380113933125	0.8050789177724089	0.8292245851780796	0.7949040112756733	0.7887991558281601	0.8269062968373186	0.8065675401598567	0.6636903063970518	0.8316131916886578
LiSS_2016__FAT_015-22-0-0__bin.30	0.7822346175356991	0.5022261653374979	0.8206310135034594	0.7437883106845208	0.7609124082654288	0.7799163269694624	0.7628976486376429	0.5654049475212716	0.7608219156356805	0.7980526359243613	1.0004748530777523	0.7616629373441159	0.7955333024538896	0.7460604220221744	0.763700887340874	0.7883736561961098	0.7634084188931818	0.7652462588994137	1.0	0.7907721773412986	0.8138804499069652	0.763240027968753	0.7677996437202547	0.7773746035699809	0.7910501856265052	0.8250940726861058	0.9707051101747768
