	XieH_2016__YSZC12003_36699__bin.108	LomanNJ_2013__OBK2764__bin.2	LiJ_2014__V1.FI15__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.61	WenC_2017__RA035__bin.15	FengQ_2015__SID31398__bin.76	WenC_2017__N010__bin.27	XieH_2016__YSZC12003_35390__bin.29	ZeeviD_2015__PNP_Main_39__bin.58	NielsenHB_2014__O2_UC57_0__bin.13	LiSS_2016__FAT_015-22-14-0__bin.10	ZeeviD_2015__PNP_Main_7__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.114	ZeeviD_2015__PNP_Main_118__bin.18	ZeeviD_2015__PNP_Main_234__bin.27	ZeeviD_2015__PNP_Main_352__bin.20	LiSS_2016__FAT_015-22-84-0__bin.18	FengQ_2015__SID31875__bin.41	LiSS_2016__FAT_015-22-0-0__bin.30	ZeeviD_2015__PNP_Main_292__bin.37	NielsenHB_2014__O2_UC57_2__bin.19	ZellerG_2014__CCIS12656533ST-4-0__bin.30	LeChatelierE_2013__MH0057__bin.11	HeQ_2017__SZAXPI029585-104__bin.39	NielsenHB_2014__MH0057__bin.12	LiSS_2016__FAT_015-22-42-0__bin.22	LiSS_2016__FAT_015-22-2-0__bin.47
XieH_2016__YSZC12003_36699__bin.108	1.0	0.9797926638694765	0.9743187455627526	0.9764183115538264	0.9594666737186236	0.9757966626241209	0.9590999920887652	0.9742509547333371	0.9741840002928845	0.9759499211272327	0.9778828573861559	0.973857622675514	0.9760039216290268	0.9744322114297097	0.9749277212480757	0.9732846622901035	0.9774847593236076	0.9759056799278355	0.9779442637940928	0.9760897942674339	0.9758396161754627	0.9760803920324965	0.9765533138337128	0.9735864433795745	0.9768761122344867	0.9772008330232013	0.9781360657202262
LomanNJ_2013__OBK2764__bin.2	0.9797926638694765	1.0	0.9785504642766847	0.9795769912892306	0.9644044898790266	0.9790654057703349	0.9648685634596061	0.9785085833661328	0.9775081573044324	0.9790430170067973	0.9859384001324761	0.9765843855888479	0.9794416791179329	0.9784722773725679	0.9788297321909881	0.9762662413132519	0.9857835005227369	0.9790928356454687	0.9857919924995491	0.978961641431862	0.9790154920078183	0.9789313541700202	0.980425209488388	0.9769428854828915	0.9803460853405397	0.9854849332942719	0.9857723069232692
LiJ_2014__V1.FI15__bin.44	0.9743187455627526	0.9785504642766847	1.0	0.9742535875903011	0.9607979538414947	0.9745337896078826	0.9602130875755802	0.9737720422392714	0.974013065317638	0.9766294098814996	0.9751946115144463	0.9723665466458593	0.9741373552876882	0.9749263975231791	0.9742705322546037	0.972203193039133	0.9740930158740441	0.9744894907001604	0.9752858719628442	0.97622600133078	0.9764548230018303	0.9752539350862048	0.9739223978592102	0.9734288676109456	0.9744698428415505	0.9737510931605906	0.9754907012827871
Bengtsson-PalmeJ_2015__TRAVELRES12__bin.61	0.9764183115538264	0.9795769912892306	0.9742535875903011	1.0	0.9595701383835615	0.9753897260277774	0.9595391186189496	0.9747073367037606	0.9744452961856679	0.9763251771089786	0.9759511925935499	0.9739000463989715	0.9999057508631467	0.9755047562367574	0.9753544213619992	0.9740974912268602	0.9756812646410863	0.9756479176783991	0.9758173634463745	0.9775640446284173	0.9762635077902411	0.9757407606515075	0.9756791309981782	0.9770705061665493	0.9765805085550028	0.9752042721075411	0.9762303345517338
WenC_2017__RA035__bin.15	0.9594666737186236	0.9644044898790266	0.9607979538414947	0.9595701383835615	1.0	0.9613247739211718	0.986328719026483	0.959387840125387	0.9630623444444678	0.960542102514535	0.9600115340253749	0.9603116356105926	0.9595536701030308	0.9626460649662089	0.9614629332003892	0.9592364258437154	0.9590452159077352	0.9613061577279642	0.9600741099100817	0.960956762598231	0.9609924989537588	0.959661809647804	0.9585359010757551	0.9648708254568368	0.9587227414330218	0.9581577724279816	0.9598018497861257
FengQ_2015__SID31398__bin.76	0.9757966626241209	0.9790654057703349	0.9745337896078826	0.9753897260277774	0.9613247739211718	1.0	0.9607272808530132	0.9740359803310107	0.9738223705739905	0.9747176269371984	0.9760098271173957	0.972171937068896	0.9751792234131247	0.9752090406324604	0.9752436802330209	0.9720082430987407	0.9758342253853494	0.9999073964305126	0.9760380467809152	0.9757626007174737	0.9747874621909954	0.974679011056955	0.9752176516901511	0.9721542559618221	0.9753962465054937	0.9755063761607463	0.9764002771831393
WenC_2017__N010__bin.27	0.9590999920887652	0.9648685634596061	0.9602130875755802	0.9595391186189496	0.986328719026483	0.9607272808530132	1.0	0.9599612486314395	0.9631920646922377	0.9607272940316648	0.9593542178408385	0.9607531252758804	0.959226011536607	0.9627401627962124	0.9614195215470535	0.95859020328824	0.9591318246707439	0.9609136747594285	0.9602082554205296	0.9604440825611001	0.9609313311666157	0.9589231057789777	0.9585516185837449	0.9646197711848281	0.9589527902104922	0.9576456796552202	0.959945426559307
XieH_2016__YSZC12003_35390__bin.29	0.9742509547333371	0.9785085833661328	0.9737720422392714	0.9747073367037606	0.959387840125387	0.9740359803310107	0.9599612486314395	1.0	0.9739843654703084	0.9742832587596743	0.9739834545182033	0.973379352021157	0.9744158354393044	0.9748484786645716	0.978797078766512	0.9716048629777334	0.9749171682646595	0.9743481130123695	0.9747860842152668	0.9789152399923676	0.9744304216053747	0.9748426235179635	0.974366184561617	0.9727838565410217	0.9743484636967819	0.974132218260858	0.9748108299479745
ZeeviD_2015__PNP_Main_39__bin.58	0.9741840002928845	0.9775081573044324	0.974013065317638	0.9744452961856679	0.9630623444444678	0.9738223705739905	0.9631920646922377	0.9739843654703084	1.0	0.9752055237603527	0.9742465883965439	0.9714714863759969	0.9738865327437101	0.9743897437697774	0.9740961323855106	0.9709203893312589	0.9735405943312058	0.9737084939105728	0.9742116133748885	0.9745082681183009	0.9751019035584723	0.9744843359951904	0.9742083030107076	0.9736128352668588	0.9745318371634794	0.973438421772945	0.9743990975276615
NielsenHB_2014__O2_UC57_0__bin.13	0.9759499211272327	0.9790430170067973	0.9766294098814996	0.9763251771089786	0.960542102514535	0.9747176269371984	0.9607272940316648	0.9742832587596743	0.9752055237603527	1.0	0.9755294955132052	0.9737245705994748	0.9761869055071409	0.9747199809872159	0.9754368421927049	0.9728025916721763	0.9753434359632243	0.9748266441420633	0.9762182314909438	0.9770943626154313	0.9999114946433866	0.9749877635464739	0.9751972554356632	0.9738272725702408	0.9754466168796474	0.9744802235002613	0.9760861397346675
LiSS_2016__FAT_015-22-14-0__bin.10	0.9778828573861559	0.9859384001324761	0.9751946115144463	0.9759511925935499	0.9600115340253749	0.9760098271173957	0.9593542178408385	0.9739834545182033	0.9742465883965439	0.9755294955132052	1.0	0.9739159057018747	0.9755843452964855	0.975480477837384	0.9755925637952939	0.9737966747812596	0.999940957331453	0.9760735547890493	0.999891378937397	0.9761963179236908	0.9754767026567178	0.9756205550537753	0.9763989979440848	0.9727124269340581	0.9765353659196918	0.9999752798216708	0.9998899897939436
