	HMP_2012__SRS018145__bin.22	HMP_2012__SRS057692__bin.21	BackhedF_2015__SID229_12M__bin.32	BackhedF_2015__SID137_12M__bin.3	HMP_2012__SRS017533__bin.17	HMP_2012__SRS013164__bin.42	HMP_2012__SRS015434__bin.27	HMP_2012__SRS022530__bin.39	BackhedF_2015__SID105_12M__bin.7	HMP_2012__SRS063288__bin.42	HMP_2012__SRS014271__bin.71	VatanenT_2016__G80511__bin.8	NielsenHB_2014__V1_UC3_2__bin.8	HMP_2012__SRS017209__bin.5	HMP_2012__SRS015644__bin.21	GeversD_2014__SKBSTL007__bin.13	CM_cf__CF_TNFC040IS_t3M15__bin.16	HMP_2012__SRS021496__bin.46	CM_cf__CF_TNFC046IS_t2M15__bin.37	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.51	HMP_2012__SRS015762__bin.61	HMP_2012__SRS075404__bin.10	HMP_2012__SRS022077__bin.86	BackhedF_2015__SID258_4M__bin.3	FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.37	HMP_2012__SRS064329__bin.38	HMP_2012__SRS019071__bin.32	BritoIL_2016__M1.52.SA__bin.8	HMP_2012__SRS055495__bin.3	HMP_2012__SRS047824__bin.17	ZeeviD_2015__PNP_Main_42__bin.67	HMP_2012__SRS057205__bin.78	FerrettiP_2018__CA_C10032IS2555FE_t3M15__bin.1	HMP_2012__SRS023958__bin.3	HMP_2012__SRS042131__bin.5	HMP_2012__SRS024081__bin.63	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.10	BackhedF_2015__SID590_12M__bin.25	HMP_2012__SRS017007__bin.56
HMP_2012__SRS018145__bin.22	1.0	0.9802458038265137	0.9662167707773808	0.9541800032767102	0.9608608434911557	0.9690897183209423	0.9719817515368884	0.9677121771217713	0.9614700260256304	0.9719483420287633	0.9746295363471644	0.9622701949638207	0.9621546913726916	0.9703291192738713	0.9637374988395131	0.9632189538413853	0.9643871278521655	0.9746543677189372	0.9713501163154894	0.9597587514302166	0.9764344358213426	0.9638486469706862	0.9715033410598983	0.964105820582794	0.9631228286850916	0.9553345452394314	0.9720788126404676	0.9675932898323995	0.9604104131323782	0.9803681306671789	0.9630932266297163	0.9623360400209939	0.9717104096015998	0.9617861141287195	0.969939239092406	0.9641262816296333	0.9664130684243377	0.9606664664246543	0.9650142180894601	0.9779594852236115
HMP_2012__SRS057692__bin.21	0.9802458038265137	1.0	0.9672174988775846	0.9542488800835562	0.9609611014688252	0.9697996480015314	0.9724531487154288	0.96780235085572	0.9620922821116807	0.9717441033381166	0.9753461259812165	0.9618667575883856	0.9622898622265975	0.9700726200431319	0.9637570398691372	0.96371899963719	0.9646756994217079	0.9741327945487679	0.9716736044937058	0.9596957630475367	0.9757488619110335	0.9635425396729889	0.9707190592092607	0.9639590993451693	0.9623846185086127	0.9551255316677127	0.972642475740255	0.9678477156460864	0.9601281849127656	0.9743610502147882	0.963068988990174	0.9623529448189438	0.971247930973214	0.9615966153662652	0.9704382563103319	0.9638010122937326	0.9676790683993393	0.960250849768444	0.9659099017081627	0.9753999800517914
BackhedF_2015__SID229_12M__bin.32	0.9662167707773808	0.9672174988775846	1.0	0.9531010207570706	0.9603380085248029	0.9616033183498398	0.9660794672256461	0.9648384361182665	0.9779277749672555	0.9680734716891872	0.9694259252379714	0.9624242806663301	0.9617287829778047	0.9670491843548816	0.96084889380579	0.9763550743446179	0.9636462751420879	0.9648921283299422	0.9668008390410694	0.9575240724854354	0.9654304369965175	0.9632731799036514	0.9636482888369469	0.963524895903714	0.9619279626265879	0.9530621387383995	0.9720577049544018	0.9632448448901589	0.9576596957462461	0.9628877443796797	0.9621964379760367	0.9615510684652716	0.9625499687972856	0.9616656662055846	0.9627184659039564	0.961190266758402	0.9626803633020584	0.9607811476806875	0.9759268988458601	0.9675031860579667
BackhedF_2015__SID137_12M__bin.3	0.9541800032767102	0.9542488800835562	0.9531010207570706	1.0	0.9526839727955317	0.9503967682760416	0.9541275081843084	0.9535161364861742	0.9496966722315873	0.9558121234286934	0.9593524763279453	0.9518529740375329	0.9521296880358997	0.9559832124371386	0.9494925266328085	0.950087471205607	0.9514831419271633	0.9524125554089965	0.9527343684644618	0.948894814984905	0.9560970602492087	0.9525104305821341	0.9547371299661144	0.9509658796322253	0.9492678573088759	0.9482104049007265	0.9568757984100533	0.9528220183283159	0.9574244049590631	0.9519802323893437	0.9503465309967138	0.9508614884936825	0.9518639848623653	0.9497835616340531	0.9516942359889524	0.9496185131830976	0.9513462497021572	0.9495662481457936	0.9514011616090257	0.9565135896567022
HMP_2012__SRS017533__bin.17	0.9608608434911557	0.9609611014688252	0.9603380085248029	0.9526839727955317	1.0	0.9566929740897947	0.9618718209562563	0.9614295380276664	0.9551612182177969	0.962721045798451	0.9679883159247998	0.9577500871816798	0.95789636635716	0.9626304545110792	0.9570738139626443	0.9561467283542631	0.9582847826071252	0.9602501544728271	0.9604778330454915	0.9543787013042799	0.962903403175383	0.9593574212339233	0.9598073785214005	0.9574105934809913	0.956192617575417	0.9524740093630424	0.9647322414456297	0.9576979534709065	0.9585654776881817	0.9585724059184321	0.9577292991977037	0.9563106675284612	0.9584767799271077	0.9551949073861424	0.9574576804748486	0.9573009494611829	0.9581242086187307	0.9547203954031681	0.9593750694061537	0.9633418480003852
HMP_2012__SRS013164__bin.42	0.9690897183209423	0.9697996480015314	0.9616033183498398	0.9503967682760416	0.9566929740897947	1.0	0.9677384608900257	0.9632361793919936	0.9568168047089267	0.9663493205656879	0.9734569588868044	0.9581214031486508	0.9577108679827983	0.9660667620304351	0.9583034055309951	0.9582815654721439	0.9605761085400193	0.9710905071213877	0.9675962026628135	0.9598026059035552	0.9826288349483802	0.9600076619715677	0.9656051608447079	0.9596564148698987	0.9576123560773019	0.952027115466191	0.9678324977787002	0.9625697939391321	0.9561188454693756	0.9669786554516115	0.9598171350756567	0.9584344393578733	0.9804019438014502	0.9570682264819355	0.9924797761881007	0.9587616414295769	0.9627892041981474	0.9557471230756335	0.9610278089216461	0.9693134765896785
HMP_2012__SRS015434__bin.27	0.9719817515368884	0.9724531487154288	0.9660794672256461	0.9541275081843084	0.9618718209562563	0.9677384608900257	1.0	0.968101878910587	0.961796370690003	0.9718320114898276	0.9739048378485391	0.9620325080707008	0.9625494087941516	0.9699100934419143	0.9631342204203316	0.9633810252581718	0.9640389278040351	0.9708834822330731	0.9699681205881491	0.9592525371902377	0.9724402689108145	0.9647902067236829	0.969049006216147	0.9636905275282321	0.962762591958166	0.9546500150602033	0.972015151285816	0.9756648471537162	0.9608596679041177	0.9702062970922405	0.9657334589417956	0.9628844261606659	0.9691529291563552	0.9622907917874576	0.9687110963565441	0.9635516638542204	0.9660085387847758	0.9605201734433646	0.9657574844771798	0.9723646040287288
HMP_2012__SRS022530__bin.39	0.9677121771217713	0.96780235085572	0.9648384361182665	0.9535161364861742	0.9614295380276664	0.9632361793919936	0.968101878910587	1.0	0.960341741794113	0.9801470317611408	0.9744154344911884	0.961369695972951	0.9633804975906907	0.9690038099534124	0.96264051155031	0.9613256673880481	0.964104138836864	0.9687467532182467	0.9662983660539258	0.9587916194957408	0.9681328866637579	0.9658366285939346	0.9653886630376136	0.9625995542770576	0.9619436951849689	0.9558266887023878	0.9707734376300533	0.9632868090777831	0.9574942018232918	0.9654550225475635	0.9730667358656987	0.9624266380907097	0.9646162632058548	0.9608464827731461	0.9645734693956948	0.9629250330751529	0.9638405025904435	0.9603157641272461	0.9638134061641449	0.9702372010092053
BackhedF_2015__SID105_12M__bin.7	0.9614700260256304	0.9620922821116807	0.9779277749672555	0.9496966722315873	0.9551612182177969	0.9568168047089267	0.961796370690003	0.960341741794113	1.0	0.9640007922911461	0.9653925607667719	0.9564160780763626	0.9573997785710847	0.9617965195933722	0.9567288303889441	0.9864034763939684	0.9598389691856988	0.9600074132995676	0.9618809165894227	0.953342451104981	0.9618523126667133	0.9585917888443072	0.960015768825089	0.9592432866781968	0.9581768351994774	0.9492734424089218	0.9685327461174318	0.9588185506231212	0.9545107398568019	0.9586487286634944	0.9573676992588067	0.9578663869762651	0.9584456826043449	0.9587532837762806	0.9580632959421853	0.9570095142645945	0.9579865110679086	0.9580381324038657	0.9825613447366142	0.9631076664844038
HMP_2012__SRS063288__bin.42	0.9719483420287633	0.9717441033381166	0.9680734716891872	0.9558121234286934	0.962721045798451	0.9663493205656879	0.9718320114898276	0.9801470317611408	0.9640007922911461	1.0	0.9756379385575074	0.9642401551357189	0.9658621299586744	0.9710455588852765	0.9646792395510769	0.9649995157229819	0.966515243759659	0.973248242168237	0.9701636719732898	0.96152249233463	0.971780594808912	0.9670334320778671	0.969625789797441	0.9651121632707451	0.9661844340238963	0.9569783023134899	0.9746849706640368	0.9670790596031159	0.9607975082313347	0.9695873513252746	0.9713368675499052	0.9663689230090046	0.96783904856484	0.9652548339923089	0.9681192322751911	0.9650639905009503	0.9659966723704235	0.9638668936202227	0.9667521378115963	0.9746555941326474
