	HMP_2012__SRS018145__bin.22	HMP_2012__SRS057692__bin.21	BackhedF_2015__SID229_12M__bin.32	BackhedF_2015__SID137_12M__bin.3	HMP_2012__SRS017533__bin.17	HMP_2012__SRS013164__bin.42	HMP_2012__SRS015434__bin.27	HMP_2012__SRS022530__bin.39	BackhedF_2015__SID105_12M__bin.7	HMP_2012__SRS063288__bin.42	HMP_2012__SRS014271__bin.71	VatanenT_2016__G80511__bin.8	NielsenHB_2014__V1_UC3_2__bin.8	HMP_2012__SRS017209__bin.5	HMP_2012__SRS015644__bin.21	GeversD_2014__SKBSTL007__bin.13	CM_cf__CF_TNFC040IS_t3M15__bin.16	HMP_2012__SRS021496__bin.46	CM_cf__CF_TNFC046IS_t2M15__bin.37	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.51	HMP_2012__SRS015762__bin.61	HMP_2012__SRS075404__bin.10	HMP_2012__SRS022077__bin.86	BackhedF_2015__SID258_4M__bin.3	FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.37	HMP_2012__SRS064329__bin.38	HMP_2012__SRS019071__bin.32	BritoIL_2016__M1.52.SA__bin.8	HMP_2012__SRS055495__bin.3	HMP_2012__SRS047824__bin.17	ZeeviD_2015__PNP_Main_42__bin.67	HMP_2012__SRS057205__bin.78	FerrettiP_2018__CA_C10032IS2555FE_t3M15__bin.1	HMP_2012__SRS023958__bin.3	HMP_2012__SRS042131__bin.5	HMP_2012__SRS024081__bin.63	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.10	BackhedF_2015__SID590_12M__bin.25	HMP_2012__SRS017007__bin.56
HMP_2012__SRS018145__bin.22	1.0	0.7658754215518934	0.6924242080123832	0.8343434272845914	0.6675139925237323	0.9108269609187691	0.7461784439137253	0.7807173093822558	0.8556133445378348	0.7237344999059497	0.4529594384238691	0.7014990388238302	0.617844391372534	0.6738616570199636	0.8523836062537891	0.8107551566038714	0.8534254385275282	0.7722405566843528	0.8452311277819805	0.7473932354861234	0.48592478192278327	0.8245313356243161	0.7285651308230359	0.8470218679953667	0.8010933124151582	0.6959422117941936	0.630706273763705	0.7333317027406187	0.6376135809737784	0.8619720737703438	0.7933445028934285	0.7613243208144578	0.7719202616868365	0.8429820745448753	0.8798899582859442	0.8484620307751081	0.7871639741504467	0.7580677942215288	0.666008606035406	0.659867095046667
HMP_2012__SRS057692__bin.21	0.8015202321791417	1.0	0.6656750784067791	0.8207565568545139	0.663407894432113	0.8892687844115256	0.7477739544442291	0.7826142337710462	0.8463446534072971	0.7168872295377504	0.44716486206135786	0.6963295997932718	0.6201747681926278	0.6716538619528742	0.8431078216628209	0.8045839778352294	0.8451537723625397	0.7493000374207247	0.8265433611124317	0.7516190253302958	0.4727529586141411	0.8198076306586658	0.70732605152846	0.8388513665878028	0.8087727830658422	0.696476479185179	0.6302375301834103	0.7322949386946139	0.6308762422278861	0.8361935199981472	0.7932748741164382	0.7577446882682981	0.7595779381058775	0.8352805518277038	0.8717444274202494	0.8420772280872403	0.7819566285267814	0.7486131781896902	0.651795890058642	0.6436894884330955
BackhedF_2015__SID229_12M__bin.32	0.7589057533477156	0.6971424741820595	1.0	0.834408389394539	0.6820653075813473	0.8469669504831688	0.697755849726183	0.7741086587436332	0.9006854998276677	0.7079126083459922	0.4330495168311271	0.7009331478101024	0.6368695507869845	0.653299207271149	0.8476013888711592	0.8403219423771653	0.8529826263451498	0.7173596129542872	0.7984113509580403	0.7366384977724446	0.4513831267472586	0.8184612635153249	0.6770651161009484	0.8392126326001762	0.8085170481381723	0.6979543510729285	0.6264440813408735	0.7170921786639775	0.619814391666773	0.782561241814213	0.7847894353881308	0.752694767478969	0.7255568888264805	0.8466541991651455	0.8159554233631617	0.8453227721255601	0.7539081149393007	0.751978630787495	0.7007078392075266	0.6318578704826583
BackhedF_2015__SID137_12M__bin.3	0.7438282853769691	0.6991749241742233	0.6787203952389407	1.0	0.6712520364711343	0.8569698970887679	0.7117820952523355	0.796966553589952	0.8508700884573491	0.7069028713594022	0.41718194967515104	0.7306925922810864	0.6183084595711806	0.6478283352179453	0.8652170211086917	0.804706961019165	0.8687095236760212	0.7152595416914573	0.798232825889895	0.7552018922957273	0.4352165953836873	0.8473479928104392	0.6905861817970371	0.8541746490105009	0.7951520305525184	0.699951093542167	0.5926657965262917	0.7151297474827711	0.6287953124561945	0.7830884376203842	0.8082316525502485	0.7478140059373063	0.7250060484101248	0.8286077857834845	0.8297292077465337	0.8638162820085498	0.7441683462037271	0.7444585660543496	0.6537412401888557	0.6067147216744906
HMP_2012__SRS017533__bin.17	0.7529801046074854	0.7150681025999467	0.701994137671439	0.8493386815147458	1.0	0.8559564647872705	0.7142975387942417	0.7999529647327464	0.8393298919634071	0.7063271631296059	0.4362586729485463	0.734297381134128	0.6219257920121504	0.6689446363372403	0.8687275909140476	0.7982765121904114	0.8714301480297084	0.7238175819931129	0.8044705839073694	0.7589534521652646	0.4429093020780917	0.8352189044987001	0.7055992989380278	0.8557771264079377	0.8045710922298527	0.7024769717696429	0.6112554869004153	0.7371746782091387	0.6306627899796486	0.7924864445148075	0.8118668139912839	0.7571502146148298	0.7235140862742419	0.8333243554657477	0.8271677280257933	0.8713762808241945	0.7550651596111576	0.7430836478871574	0.6526478359178643	0.6176242985767233
HMP_2012__SRS013164__bin.42	0.761768990502983	0.7106636514932269	0.6463061284228152	0.8039427792424498	0.6346232242711396	1.0	0.7045194969147724	0.7481559012863517	0.8183220004568543	0.6802570268136457	0.40233375593167836	0.6783765210009297	0.5914685138256872	0.636485222127139	0.8304676035264477	0.7764920700711242	0.8251124723659159	0.731866464118186	0.8140802690082805	0.7318757180965443	0.4682547142931592	0.8006503111528459	0.6972414864616733	0.8125747928448239	0.7694980106381787	0.6766299543486636	0.5814581444994109	0.6945602679952133	0.602894254789299	0.8010272890080757	0.7689724820777226	0.7277552624696141	0.7787290975763831	0.8052850931559038	0.9399446027632379	0.8273694689823693	0.7579432010290424	0.7163470553597339	0.6366571513040072	0.6106836693095704
HMP_2012__SRS015434__bin.27	0.7929437203182882	0.7593004244090269	0.6765307625376417	0.8484356028303837	0.6729080001534754	0.8951694851271185	1.0	0.7862167939233639	0.8554942341514975	0.7185749807846307	0.43686776484101064	0.7188652225950465	0.6308340769877232	0.6859094717846591	0.8620986277565236	0.8153486552954587	0.8693379640001139	0.7670831131249946	0.8392221271939868	0.7594786539216063	0.49771024584533397	0.8441679961680655	0.7349411533182251	0.8574330989532729	0.810780905183137	0.7080724354444041	0.635864728750772	0.7551640144712463	0.64599039293419	0.8258654342425926	0.8075931960883573	0.7733440436068207	0.7842568881374644	0.8490111356314214	0.8740127755904781	0.8636302876302528	0.7816131503675364	0.7589130227601563	0.6765784141781578	0.6648226925776072
HMP_2012__SRS022530__bin.39	0.7141867030058104	0.6840838492358818	0.6461067448142938	0.8177681792053938	0.648722971385588	0.8183190198233368	0.6768003937924417	1.0	0.8155269930548268	0.7235387407698237	0.412790050348111	0.6913220228103419	0.6160401165395489	0.638570243632437	0.8511563657517776	0.7747621236876915	0.8262555996358273	0.7053439530858528	0.7741398975351215	0.7277435618505048	0.41844868578698025	0.8164917632280325	0.6738996905383802	0.8198452851718927	0.787109690266689	0.6781348771076713	0.590263013076871	0.6930613793070383	0.6001967896753077	0.7605073913328371	0.8010527768173878	0.7224668922946773	0.7009670609030484	0.8117275778834828	0.7924849144785313	0.8495294148357253	0.7169435697348773	0.7181177019611311	0.6335514143658594	0.6020927681658872
BackhedF_2015__SID105_12M__bin.7	0.745350409269504	0.7044883940959672	0.7158804684468051	0.8314159684861214	0.6481753454123006	0.8523535215947686	0.7012943924878056	0.7766106346657738	1.0	0.7036680795152179	0.41582999145188576	0.7015784841175023	0.6255743343504828	0.6446034004753461	0.8593137665223379	0.9015551480193487	0.861312554059847	0.7200190747237082	0.7891274074863218	0.7489715629351739	0.43885257419991425	0.8320419846844174	0.6930623302108619	0.8466331337082329	0.821547335499532	0.7288634559239445	0.6064640991885633	0.6999733664097159	0.6188210704674069	0.7868521379163401	0.7982452268801412	0.7718652898368755	0.7254482686898049	0.8803680001217535	0.8274894163185276	0.8564596602568493	0.7459444651594591	0.7729164288667534	0.7079588777366014	0.6147722574377472
HMP_2012__SRS063288__bin.42	0.7551357700176392	0.7147271080065696	0.6739222766853753	0.82732790484159	0.6533239030454604	0.8486554244510593	0.7055344001954111	0.8252577379096964	0.8428119271267213	1.0	0.440196359009601	0.7063844628715834	0.6204558256028669	0.6680459677924073	0.8489677419746853	0.8051709816917523	0.8527264894477387	0.7375129195551481	0.801227517239745	0.7387463914869777	0.4530347966685321	0.8330857275145055	0.7020515129475058	0.8449452867093096	0.808765671321656	0.6878015702158454	0.6149319372618504	0.7168665438055709	0.6237789083591117	0.7889092037057629	0.8103831601307845	0.7474997888514797	0.7337067775940735	0.8229834101063277	0.8187883902948241	0.8469607676934865	0.7443656764256779	0.7473290471702757	0.6634468795894423	0.637263855444381
