	HMP_2012__SRS013818__bin.43	FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.18	FerrettiP_2018__CA_C10015MS2241SA_t0M15__bin.5	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.28	BritoIL_2016__W2.56.SA__bin.18	HMP_2012__SRS064423__bin.50	HMP_2012__SRS017209__bin.56	HMP_2012__SRS022530__bin.9	HMP_2012__SRS017439__bin.38	FengQ_2015__SID31398__bin.57	CM_cf__CF_TNFC003IS_t1M15__bin.8	CM_cf__CF_TNFC003SA_t1M15__bin.7	FerrettiP_2018__CA_C10008MS2115SA_t0M15__bin.9	CM_cf__CF_TNFC040IS_t3M15__bin.1	HMP_2012__SRS019389__bin.25	HMP_2012__SRS018591__bin.49	Castro-NallarE_2015__ES_116__bin.16	HMP_2012__SRS015893__bin.4	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.8	HMP_2012__SRS018300__bin.5	HMP_2012__SRS064774__bin.80	HMP_2012__SRS050669__bin.38	HMP_2012__SRS022077__bin.25	Castro-NallarE_2015__ES_114__bin.22	BritoIL_2016__W2.68.SA__bin.21	FengQ_2015__SID530348__bin.3	HMP_2012__SRS011086__bin.28	HMP_2012__SRS062544__bin.74	HMP_2012__SRS065278__bin.17	HMP_2012__SRS014271__bin.74	LiJ_2017__H3M518112__bin.22	HMP_2012__SRS047219__bin.61	FerrettiP_2018__CA_C10049MS2849SA_t0M16__bin.2
HMP_2012__SRS013818__bin.43	1.0	0.5129999169713333	0.575121782981313	0.8884911318997051	0.539825931768684	0.7988169783587148	0.7499482211336241	0.8655341617343685	0.48529297714339414	0.5325928575273698	0.597995268278396	0.8978081344370975	0.8652919187559933	0.7501516869874006	0.75704534733811	0.7129484574459835	0.6214298813784949	0.8180855596725204	0.8820687276632357	0.6864413274732735	0.8664607069115434	0.8766987802085205	0.8861124974566769	0.7241235685538505	0.7007546484648365	0.49095945555092263	0.7661762196774291	0.6410816719236282	0.8067731319234274	0.8294874029089231	0.5234181898473276	0.8941941064245027	0.9131844048441297
FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.18	0.743129130319852	1.0	0.5365496960084589	0.8100931800158604	0.4764221517314301	0.6624973565952947	0.6432619614062913	0.7169475284166006	0.4169125033042559	0.5044495109701295	0.5961835844567803	0.813863335976738	0.7974134284959027	0.6598162833729844	0.6509126354744911	0.6438164155432197	0.5696200105736189	0.7426823949246629	0.8018973037272006	0.5743146973301613	0.7247323552735924	0.7286558287073751	0.7415648955855142	0.6658260639703939	0.6108802537668517	0.4892631509384086	0.718114591593973	0.5650726936293947	0.6706496167063177	0.6939267776896643	0.4562450436161776	0.7455227332804653	0.7590576262225747
FerrettiP_2018__CA_C10015MS2241SA_t0M15__bin.5	0.8625113143997158	0.5554793850439884	1.0	0.8738616328449069	0.5546830155038919	0.7622529047989475	0.7345626432900735	0.8436187469768404	0.484879583315374	0.512197658372519	0.6257665227864997	0.8767926011522729	0.8513149333656259	0.7438830404075442	0.7405607289928456	0.6849961652480479	0.6106361856909361	0.8001762412315541	0.8608836828396732	0.6729938363460595	0.8324818884083761	0.8548240221724606	0.8557442258077096	0.6974856205353874	0.6690208828071068	0.49379837483143857	0.7525931612107828	0.6272128502845791	0.7819493675909068	0.803943260722767	0.4948136775784346	0.8715327308565146	0.8783066611112366
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.28	0.8111854995101861	0.5105697335012696	0.5319915931945861	1.0	0.49364491493232565	0.725187345475386	0.6883367653624956	0.7801527086373845	0.4480909754293369	0.5257893667073179	0.6000078303577974	0.9038702792938683	0.8754423319138728	0.6956681461044802	0.698826945760611	0.7188959861919137	0.6131794917931187	0.815989090812158	0.8806765928947	0.6338441392270937	0.7894716674330421	0.8074810738586005	0.8041694156220636	0.7108527926054765	0.642122243547452	0.4822750688071866	0.7663687798636518	0.5845995188495039	0.7385072838987851	0.761016230499077	0.5124856721112644	0.8217618971457513	0.8164330887596046
BritoIL_2016__W2.56.SA__bin.18	0.8894262316645558	0.5418775344535353	0.6093910546709109	0.8908483443136164	1.0	0.7722597836013575	0.7548870089408192	0.8591289184201922	0.47542007569066796	0.5405245731595029	0.6021279074574476	0.8875305825625839	0.8570476129628725	0.7456462833025784	0.7577192079163269	0.6986819902060635	0.6191338792782703	0.8038266255266213	0.8757628258851562	0.6638620280138152	0.8513493909795063	0.8704682373545097	0.8813197385778122	0.7164456203515445	0.7055249677732136	0.49188937286485795	0.7605220927304638	0.6320027961200076	0.7841440452791046	0.8195194732470695	0.5290469515151287	0.8804876673819823	0.896076788069888
HMP_2012__SRS064423__bin.50	0.8728146212641575	0.4997029170949279	0.555352626442173	0.86787636565921	0.512132048366692	1.0	0.7350663501770036	0.8637515988144597	0.4835692218122655	0.5299964011097741	0.5816354912385466	0.8797133249658304	0.8553211236911653	0.7474132353424978	0.7469217525498785	0.7344323074668498	0.6337735410786901	0.8060218106704603	0.8617408061314722	0.7139510331606331	0.8497303823098097	0.872029046333967	0.8711442776150025	0.7310462601947788	0.6872300209254032	0.4868396260743086	0.7518684819960781	0.6386808920861301	0.8791969191107053	0.8311542269015549	0.5042050191060198	0.8752371429397451	0.8752471121647474
HMP_2012__SRS017209__bin.56	0.8806565909811687	0.5214542244165017	0.5751738923603075	0.8853381847480436	0.538023284219188	0.7900000642855307	1.0	0.8551984494330017	0.4886605681126625	0.522689578029777	0.5944740157885263	0.8814381958908688	0.8598098648289576	0.7559142688163749	0.7705702983705761	0.7326889780314912	0.6469851157568122	0.8049716286524895	0.8642787806320553	0.7172159865257528	0.8524604215416528	0.9007415335956183	0.8687868034662758	0.7252066779809201	0.7022219222230793	0.5078272990648598	0.7739774314930529	0.6581231196482297	0.8023734217902234	0.8378681418053092	0.502633028191348	0.8847205079414059	0.8840765812097681
HMP_2012__SRS022530__bin.9	0.8969569151606781	0.5128941548452124	0.5829463763141647	0.8855231271232996	0.5403678668243806	0.8192218121785798	0.7547080164635201	1.0	0.4856298771476469	0.5325313371362439	0.5966938694850943	0.8986612279940357	0.8695711372139662	0.7558464312492967	0.7771746889924556	0.7221289302021253	0.6261772995931396	0.820476526813734	0.8800565614389412	0.7121205244650444	0.8594062467202024	0.8831110871577545	0.8893132730276065	0.7255337737599173	0.7086286924020269	0.4964490724850631	0.7675917705091947	0.6512002049903035	0.834887780100623	0.8302925177593653	0.5090633512699849	0.8922212420256597	0.9047490050689716
HMP_2012__SRS017439__bin.38	0.8985537238948936	0.5328904911696236	0.5986444434683597	0.9087389810350479	0.5342707126132306	0.8194528444049506	0.7704989069727368	0.8676769707433598	1.0	0.5423172177979302	0.6398542742940936	0.9094231789354894	0.8838502265455271	0.7734696773626789	0.7813742748346945	0.75483584318522	0.6595093371896191	0.8380283950575571	0.8961311565140708	0.7064698091341264	0.8731894096301278	0.8894614940179141	0.8847886757645278	0.764800636557454	0.7323215088168613	0.5400872394557501	0.8226727979808559	0.659401217027574	0.8167244996908439	0.8558673771062315	0.5304763706764606	0.902705369179672	0.9097627438194124
FengQ_2015__SID31398__bin.57	0.8486417527459348	0.5548808944005467	0.5442039151831471	0.9176430393917145	0.5227430997259517	0.7729070198521447	0.7092471304891435	0.8188170128010351	0.4667049510420377	1.0	0.638866152492967	0.9223251215771224	0.8949370125102678	0.7151649741580466	0.7313418188955201	0.7498106377256173	0.6795655934926254	0.8352003023981042	0.9121359046864437	0.6508319582458003	0.8284385063278257	0.8306708731018341	0.8372887393052113	0.7717584885910138	0.6672763089985243	0.5303074138419824	0.7918694163571205	0.6067501653739633	0.7795830395370982	0.7946665988209382	0.5528040881897548	0.8487311637238582	0.8322221172228805
