	HMP_2012__SRS013818__bin.43	FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.18	FerrettiP_2018__CA_C10015MS2241SA_t0M15__bin.5	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.28	BritoIL_2016__W2.56.SA__bin.18	HMP_2012__SRS064423__bin.50	HMP_2012__SRS017209__bin.56	HMP_2012__SRS022530__bin.9	HMP_2012__SRS017439__bin.38	FengQ_2015__SID31398__bin.57	CM_cf__CF_TNFC003IS_t1M15__bin.8	CM_cf__CF_TNFC003SA_t1M15__bin.7	FerrettiP_2018__CA_C10008MS2115SA_t0M15__bin.9	CM_cf__CF_TNFC040IS_t3M15__bin.1	HMP_2012__SRS019389__bin.25	HMP_2012__SRS018591__bin.49	Castro-NallarE_2015__ES_116__bin.16	HMP_2012__SRS015893__bin.4	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.8	HMP_2012__SRS018300__bin.5	HMP_2012__SRS064774__bin.80	HMP_2012__SRS050669__bin.38	HMP_2012__SRS022077__bin.25	Castro-NallarE_2015__ES_114__bin.22	BritoIL_2016__W2.68.SA__bin.21	FengQ_2015__SID530348__bin.3	HMP_2012__SRS011086__bin.28	HMP_2012__SRS062544__bin.74	HMP_2012__SRS065278__bin.17	HMP_2012__SRS014271__bin.74	LiJ_2017__H3M518112__bin.22	HMP_2012__SRS047219__bin.61	FerrettiP_2018__CA_C10049MS2849SA_t0M16__bin.2
HMP_2012__SRS013818__bin.43	1.0	0.5355567984511048	0.5881472472347348	0.9252390723781874	0.5514736675951887	0.8179386628005113	0.7675950062362741	0.8846138756413052	0.4976980074032374	0.5566401491961274	0.6228025915892873	0.9358553366903678	0.9025704215392785	0.7683801289590304	0.7719649600778097	0.7467128403376986	0.6484379205607264	0.8540182681314992	0.9191756986953551	0.7016793688361479	0.8879318289025526	0.8951206516016778	0.9056985949907255	0.7551096845184383	0.7153781864531887	0.5093174587388585	0.7975980080419195	0.6576591207902869	0.8254509323389357	0.8515538678128881	0.5463053611883866	0.9160863023685067	0.924385519435551
FerrettiP_2018__CA_C10026MS2439SA_t0M15__bin.18	0.7758049167327518	1.0	0.5608921490880254	0.8334278350515464	0.4972250859106529	0.6919785884218874	0.672714115781126	0.7482798043880519	0.4329196404969601	0.5196907216494845	0.6121286016389109	0.8363646576790906	0.8194521543748348	0.689370869680148	0.6775812846946867	0.6635844567803331	0.5852848268569918	0.7642063177372456	0.8237179487179487	0.599312053925456	0.757065820777161	0.7603595030399154	0.7754057626222575	0.6838190589479249	0.6359873116574147	0.502810600052868	0.7369039122389638	0.5904606132698916	0.7000892149088025	0.7252570711075865	0.46959555908009515	0.7780465239228126	0.7924557229711869
FerrettiP_2018__CA_C10015MS2241SA_t0M15__bin.5	0.8820456297853154	0.5806806496569248	1.0	0.9121776807173894	0.5671382624776534	0.7797860338402322	0.7518460516422385	0.8620474496675978	0.49740256275002004	0.5358568122093577	0.6533452651931093	0.9158461802654976	0.8892211656414435	0.7628631811131795	0.7557540093853929	0.717673998876599	0.637350141930293	0.8360676038376255	0.8982412137656991	0.6887973930528388	0.8553911960115843	0.873341666478521	0.8744869608171134	0.7280261187315831	0.6839179192040683	0.5134852592955961	0.7851464765779098	0.6440125530827506	0.7995023374540667	0.826851199993432	0.5172030188152567	0.8948019099185637	0.895544230323207
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.28	0.8447360836215572	0.5252766448749475	0.5553177292628801	1.0	0.513676886116609	0.7564937823627021	0.719019272676383	0.8127982200097297	0.46426732841520224	0.5386286544446444	0.6120869902770281	0.9233507933651879	0.8958658209880246	0.725935394550071	0.7258104420320278	0.7377504881478372	0.6267101834636172	0.8348640016793618	0.8993836508793325	0.6610879532444338	0.8217156647140753	0.8414827365601072	0.8383364321557808	0.7256771593461151	0.6655933245366761	0.4931076191047402	0.7819441112377297	0.6091293641749469	0.7701885783402307	0.7939237256509193	0.5243332533637218	0.855281659636005	0.8496858693696395
BritoIL_2016__W2.56.SA__bin.18	0.9086172359752408	0.5655385725506703	0.6230747548697211	0.9269987184449965	1.0	0.788486299387785	0.7718719346970682	0.8761679626282025	0.4870517845935291	0.5645103219672057	0.6263098356527851	0.9235261177903136	0.8925365393505034	0.7648921577101881	0.7723710270855335	0.73133495939237	0.6443478162828892	0.8373462415862719	0.9108969757556853	0.6773112149216598	0.8735830549114374	0.8879748048541245	0.8971155616856394	0.7460363871423579	0.720933693621915	0.5097462070105945	0.790527767651447	0.6480985256480121	0.800378829162329	0.8418042490501084	0.5512370200275853	0.902624369087841	0.9139794725705889
HMP_2012__SRS064423__bin.50	0.8937076245629741	0.5219397719240704	0.5681266928990207	0.9053427070632956	0.5228928298343015	1.0	0.7520334726698681	0.8765416160313113	0.4958986608340054	0.5543317778019254	0.6068960120109222	0.9192687174691727	0.8934917908416717	0.7675685159911354	0.758197942950113	0.7690424659077428	0.6611819313778367	0.8430041462006785	0.8995371288831377	0.7255985771922077	0.8728211012604091	0.8897837376020226	0.8885261198679676	0.7626696388249474	0.7021978153440329	0.5060563041889686	0.784061601835135	0.656222740400384	0.8825799756152757	0.8549078993148151	0.526960772096538	0.8990481383967692	0.8939942397817936
HMP_2012__SRS017209__bin.56	0.901379031774195	0.5453293347733292	0.5887070679798058	0.9248020005657127	0.5501287853463276	0.8082351907565979	1.0	0.8736783966331525	0.5010167828091919	0.5468245090728312	0.6201496567152666	0.9204262987820034	0.898469575801212	0.7765027814206246	0.7870113228247919	0.7686636966751523	0.6764198530861341	0.8411124182502335	0.9024531358481833	0.7309291616309668	0.8738621461081539	0.9074197288007748	0.8883167476664352	0.7576478352918992	0.71830991197168	0.5277177779492058	0.8076598352576135	0.6750982497192866	0.8207494407158836	0.8599904000274285	0.5255095699726572	0.906569552658421	0.9036118825374785
HMP_2012__SRS022530__bin.9	0.9167293078457013	0.5353088233764588	0.5956807370573869	0.9225778665312672	0.5510849452208799	0.8313524537849928	0.7710164701388318	1.0	0.4983164887657182	0.5568569162007582	0.6220869487930818	0.9376334966258861	0.9071558446347475	0.7748212717152148	0.7889346839244297	0.7562047860697364	0.6533262229685584	0.8570901777685747	0.9174181244332746	0.7234039736727398	0.8814081926152432	0.9003201555203189	0.907439502803961	0.75715314988214	0.724153776766694	0.5152504087041455	0.7998082470776117	0.6684787696043252	0.8474784207047771	0.8527086045814577	0.5312761497374744	0.914506846089914	0.9229418945150911
HMP_2012__SRS017439__bin.38	0.9215225008193481	0.5533505424591255	0.6141056266408079	0.9415450033280738	0.5473422712667291	0.8403462210313988	0.7899816533600029	0.8903441937783604	1.0	0.5627831819087938	0.6626169471596496	0.9420813806944693	0.9164172019177814	0.7944390759780651	0.8003713251815237	0.7843171704953593	0.6831504863717914	0.8691813614355655	0.9280274490061392	0.7238180270097679	0.8958887308382354	0.9109807850199515	0.9069490855399419	0.7926398889065335	0.7497862937422077	0.5577927606794001	0.8510881280683319	0.6769378004980285	0.837437112921373	0.8793387438464424	0.5498096071521488	0.9265027857835502	0.9324325009207107
FengQ_2015__SID31398__bin.57	0.8869590817565259	0.5716458162204598	0.5693414845130009	0.9400510296800831	0.5459397966081981	0.8083959089025711	0.7419962636388088	0.8562198783138398	0.4843174598559247	1.0	0.6525722011819695	0.9432392943075011	0.9172701301911069	0.7475775440330893	0.7622940094644791	0.7683034448668649	0.6952321414292671	0.8542150370364986	0.9324678156825401	0.6800053791970458	0.8646586754090734	0.867766978999324	0.8750914100038527	0.7889086772263697	0.6947407445099478	0.5433156207520698	0.807901604309173	0.6337515537883359	0.8157167053145012	0.8309558251615576	0.5659082483444431	0.8861689213256086	0.8691212282015309
