	BackhedF_2015__SID42_4M__bin.12	BackhedF_2015__SID179_4M__bin.24	BackhedF_2015__SID585_4M__bin.5	BackhedF_2015__SID263_4M__bin.13	KarlssonFH_2013__S312__bin.63	VatanenT_2016__G80150__bin.1	CM_periimplantitis__SP_283SPI_T016__bin.13	BackhedF_2015__SID590_4M__bin.26	BackhedF_2015__SID507_4M__bin.7	VatanenT_2016__G80312__bin.6	BackhedF_2015__SID397_4M__bin.5	BackhedF_2015__SID263_4M__bin.3	FengQ_2015__SID31446__bin.13	BackhedF_2015__SID201_4M__bin.12	BackhedF_2015__SID367_4M__bin.16	BackhedF_2015__SID103_B__bin.10	VatanenT_2016__G78875__bin.2	BackhedF_2015__SID180_4M__bin.1	BackhedF_2015__SID195_4M__bin.8	BackhedF_2015__SID507_B__bin.5	FengQ_2015__SID31868__bin.44	VatanenT_2016__G78847__bin.3	BackhedF_2015__SID521_4M__bin.19	BackhedF_2015__SID526_4M__bin.2	VatanenT_2016__G78558__bin.4	BackhedF_2015__SID582_4M__bin.4	BackhedF_2015__SID599_4M__bin.1	VatanenT_2016__G78701__bin.8	AsnicarF_2017__MV_FEI4_t2Q15__bin.2	BackhedF_2015__SID281_4M__bin.23	BackhedF_2015__SID587_B__bin.8	VatanenT_2016__G80565__bin.2
BackhedF_2015__SID42_4M__bin.12	1.0	0.9758361206835449	0.9734048706935746	0.9744121200855098	0.974451918992226	0.9741852956330931	0.9771511866410131	0.9742245497767007	0.9762447720995516	0.9950028627654693	0.9750882020768715	0.9743749158792401	0.9738015259481301	0.9957408701185528	0.9939523107465167	0.9745723260113962	0.9953626531770797	0.9745050527545662	0.9741525748136238	0.9743261122040151	0.9737633940899316	0.9972902640317208	0.9742403943115399	0.9742142475433847	0.9717597702884306	0.9740262803913406	0.9846136968608084	0.9919590196431161	0.9745056999289007	0.9977220143575657	0.9735003574881038	0.9849971617701615
BackhedF_2015__SID179_4M__bin.24	0.9758361206835449	1.0	0.9788805207417242	0.9831411293622031	0.9809930353480738	0.9810645087815519	0.979637921749357	0.9810087188319274	0.9938617833034128	0.9777009261275142	0.9957597514284481	0.9796386342656561	0.9798930596882073	0.9784648249446015	0.9792282179599556	0.9808906866672237	0.978751218561123	0.9808651101733403	0.981001897849458	0.99623402689296	0.9801892594912076	0.9788866193518336	0.9809262137088982	0.980899494804288	0.9771112540192926	0.9806733222070103	0.9779721176910526	0.9792116104817054	0.9963027686800067	0.978640219886652	0.978633802320765	0.9783000780686669
BackhedF_2015__SID585_4M__bin.5	0.9734048706935746	0.9788805207417242	1.0	0.9826697641740598	0.9930667535508383	0.9930034965355008	0.9754664095665995	0.9924183030614214	0.9781962831322489	0.9750887927187829	0.976991555627935	0.9959264437508728	0.9936720364839686	0.9764781325794012	0.9762548958729069	0.9925239431348382	0.976790639921582	0.9924061483314177	0.9924495442296803	0.9761916109014895	0.9927997055621435	0.975529132312255	0.9924894844740169	0.992511520069891	0.9904874405090268	0.9921636131641669	0.9750649463384552	0.9810444821915584	0.9762463340698747	0.9758872652232985	0.9975266626356071	0.975101674526951
BackhedF_2015__SID263_4M__bin.13	0.9744121200855098	0.9831411293622031	0.9826697641740598	1.0	0.9990470860895686	0.9995241021643984	0.9789816586009011	0.9980902322365857	0.9822920703982929	0.9773782824447702	0.9499323410013532	0.9074930619796485	0.9974097110648023	0.9771617649704688	0.977185505823553	0.9997215538980043	0.977430183051713	0.99972066872385	0.9979994146435438	0.979660102651432	0.9979797675225015	0.9779244457677646	0.9979272628512172	0.9978961224594893	0.9920154019372749	0.9973571582427256	0.9766092615076576	0.9799526983569286	0.9801760242630909	0.9771882646768049	0.9821036693840556	0.9771431450925642
KarlssonFH_2013__S312__bin.63	0.974451918992226	0.9809930353480738	0.9930667535508383	0.9990470860895686	1.0	0.998792897297122	0.9774686175415715	0.9977233149885744	0.9803731588430284	0.9763001462571574	0.9774215039935545	0.9974261202595811	0.9986693756987728	0.977296113857754	0.9775095294513031	0.9980285840544938	0.9787616550710047	0.9977574462495921	0.9975835146833638	0.978138256807299	0.9986100363348981	0.9769336105452011	0.9975169219558255	0.9976419375074626	0.9935548435150672	0.9966437730698676	0.9762187625905226	0.9812250885268062	0.9783747014314256	0.9767870608554238	0.9931431094007538	0.9766102606682181
VatanenT_2016__G80150__bin.1	0.9741852956330931	0.9810645087815519	0.9930034965355008	0.9995241021643984	0.998792897297122	1.0	0.9774778487533484	0.9983191769886899	0.9803560506408027	0.9759923271718319	0.9770489254093289	0.9972683248013033	0.9980680442196747	0.977126582412689	0.9769727437764897	0.9980945879182573	0.9792360127938005	0.9979894076108278	0.9981336051673463	0.9781152277671366	0.9976978196269837	0.9766698443508594	0.998117370498101	0.9982001787128613	0.9933063897930271	0.9972408860832986	0.9758134869538043	0.981194382348455	0.9782922136936376	0.9766579635692312	0.9931918639990575	0.9762605003315894
CM_periimplantitis__SP_283SPI_T016__bin.13	0.9771511866410131	0.979637921749357	0.9754664095665995	0.9789816586009011	0.9774686175415715	0.9774778487533484	1.0	0.976938861129405	0.9789692846664367	0.9765375792872654	0.977807318495639	0.9759340617283034	0.9760656930409998	0.9791001573381528	0.9804889894212697	0.97701502034229	0.9795642406084173	0.9766709375204021	0.9769075234207475	0.9778384331068488	0.977013096373312	0.9790794359054573	0.9768453704796947	0.976887089171288	0.9732433755093249	0.9764928589353322	0.9787403637074104	0.9783199283291414	0.9780266807807066	0.9791158139587549	0.9751513592178367	0.9800411400814878
BackhedF_2015__SID590_4M__bin.26	0.9742245497767007	0.9810087188319274	0.9924183030614214	0.9980902322365857	0.9977233149885744	0.9983191769886899	0.976938861129405	1.0	0.9799695262672248	0.9760380171863289	0.9769656047086984	0.9969725131340573	0.9969420351363502	0.9772007613740973	0.976689370230287	0.9973613516899955	0.9778291875310917	0.9968808908717388	0.9997355802891079	0.9775173083699182	0.9970376429837832	0.9768331081727957	0.9996322523782026	0.9997434127808451	0.9927343945408952	0.998651693733307	0.9756808149433913	0.9808865571694076	0.9778239098237749	0.9766504414291871	0.9921470868598169	0.9765567621954027
BackhedF_2015__SID507_4M__bin.7	0.9762447720995516	0.9938617833034128	0.9781962831322489	0.9822920703982929	0.9803731588430284	0.9803560506408027	0.9789692846664367	0.9799695262672248	1.0	0.9781400890553638	0.9964411912241933	0.9789120667252271	0.9787130265701237	0.9781399064458185	0.9798709482093321	0.9800372087410372	0.979065195943891	0.9797911699818888	0.9798746734443233	0.9966402709176191	0.9796655083454833	0.9786099981222667	0.9799522063371126	0.9800159953026453	0.9760148436037956	0.979241595963094	0.9794313779379017	0.9800886442728481	0.9965447409586077	0.9787649872299377	0.9779063681994433	0.9798754349666567
VatanenT_2016__G80312__bin.6	0.9950028627654693	0.9777009261275142	0.9750887927187829	0.9773782824447702	0.9763001462571574	0.9759923271718319	0.9765375792872654	0.9760380171863289	0.9781400890553638	1.0	0.9762634072417014	0.97506325647748	0.9753853784935924	0.9945082705077187	0.9946953088078762	0.9758454491042049	0.9952885342715222	0.9756621360353311	0.9758071899141932	0.976175032707829	0.9758790546534731	0.9980330139976213	0.9759605180420091	0.9760113709690927	0.9723476318598564	0.9758692285553744	0.9856202975643462	0.996122206086467	0.9762474963764516	0.9967341055859077	0.9751618015234645	0.9860249207038456
BackhedF_2015__SID397_4M__bin.5	0.9750882020768715	0.9957597514284481	0.976991555627935	0.9499323410013532	0.9774215039935545	0.9770489254093289	0.977807318495639	0.9769656047086984	0.9964411912241933	0.9762634072417014	1.0	0.9767033116091229	0.9769228593503209	0.9756511391391162	0.9770655768962261	0.9766687332225081	0.9768764683130334	0.976502985231099	0.9768090319027977	0.9993751966893479	0.977059487012883	0.9767865627944987	0.9769310725737577	0.9770373239182909	0.9731497887419926	0.9769133083893751	0.9758181758048026	0.9781025810206767	0.9997786204110822	0.9764378939010471	0.9767376417821573	0.9762141366640408
BackhedF_2015__SID263_4M__bin.3	0.9743749158792401	0.9796386342656561	0.9959264437508728	0.9074930619796485	0.9974261202595811	0.9972683248013033	0.9759340617283034	0.9969725131340573	0.9789120667252271	0.97506325647748	0.9767033116091229	1.0	0.9971157998642729	0.9773194863038943	0.9765281205393577	0.9998074194912977	0.9775667147102054	0.9997636746546535	0.9969863344928873	0.9758118283477156	0.9964297662887456	0.9759395993531715	0.996852887457503	0.9969623894615653	0.9922393325005543	0.9963551295614786	0.9757052013696397	0.9810392657045951	0.9764139792939757	0.9763808911858893	0.9951724761632135	0.9765976842768649
FengQ_2015__SID31446__bin.13	0.9738015259481301	0.9798930596882073	0.9936720364839686	0.9974097110648023	0.9986693756987728	0.9980680442196747	0.9760656930409998	0.9969420351363502	0.9787130265701237	0.9753853784935924	0.9769228593503209	0.9971157998642729	1.0	0.9762978980348291	0.9760350222930748	0.9973092164442176	0.9775788675182	0.9970199573002945	0.9968254737908847	0.9769436185080125	0.9977379541300525	0.9758505766590884	0.9968046778042033	0.9968791339511258	0.9942006388611869	0.9962003322322571	0.9745715650722182	0.9802089053085729	0.9770572859090818	0.9758058186877043	0.9935439206711988	0.9749017255261039
BackhedF_2015__SID201_4M__bin.12	0.9957408701185528	0.9784648249446015	0.9764781325794012	0.9771617649704688	0.977296113857754	0.977126582412689	0.9791001573381528	0.9772007613740973	0.9781399064458185	0.9945082705077187	0.9756511391391162	0.9773194863038943	0.9762978980348291	1.0	0.9938259354382281	0.9774944723382021	0.9955106835851146	0.9770944456265769	0.9772637774784356	0.9763029243709408	0.9766829654942534	0.9963402672905968	0.9770869999188796	0.9771670195942979	0.9744039318959126	0.9767437802395368	0.9855404074548748	0.9923172362275751	0.9762944432377372	0.9974931837175927	0.9767386544098614	0.9855456013075967
BackhedF_2015__SID367_4M__bin.16	0.9939523107465167	0.9792282179599556	0.9762548958729069	0.977185505823553	0.9775095294513031	0.9769727437764897	0.9804889894212697	0.976689370230287	0.9798709482093321	0.9946953088078762	0.9770655768962261	0.9765281205393577	0.9760350222930748	0.9938259354382281	1.0	0.9769582030863742	0.9947199520729336	0.9767020682045751	0.9766437773538023	0.9773081315932978	0.9766634199564218	0.9961510842529218	0.9767109387351867	0.9767352647931109	0.9730332243158875	0.9764106470803151	0.9925522003253184	0.9921162713814249	0.9774843730917407	0.9957866111596052	0.9762708895298863	0.992748361035022
BackhedF_2015__SID103_B__bin.10	0.9745723260113962	0.9808906866672237	0.9925239431348382	0.9997215538980043	0.9980285840544938	0.9980945879182573	0.97701502034229	0.9973613516899955	0.9800372087410372	0.9758454491042049	0.9766687332225081	0.9998074194912977	0.9973092164442176	0.9774944723382021	0.9769582030863742	1.0	0.9776828110161444	0.9998687382867152	0.9973126740959376	0.9769575393908687	0.997022534854159	0.9767322977917561	0.9972678764251357	0.9973209421134546	0.9924114206921646	0.996777083334238	0.9759699715529542	0.9808757822720042	0.9775907228554623	0.9767412283104665	0.9924034828666743	0.976872985487328
VatanenT_2016__G78875__bin.2	0.9953626531770797	0.978751218561123	0.976790639921582	0.977430183051713	0.9787616550710047	0.9792360127938005	0.9795642406084173	0.9778291875310917	0.979065195943891	0.9952885342715222	0.9768764683130334	0.9775667147102054	0.9775788675182	0.9955106835851146	0.9947199520729336	0.9776828110161444	1.0	0.977313881021468	0.9777173879435866	0.9773744917773631	0.9777302838429655	0.9971792477637881	0.9777114419370192	0.9777301088870415	0.9744357170865602	0.9773953603033843	0.9862888318497732	0.9927475520795715	0.9775795293956754	0.997320795413928	0.9767443096890228	0.9866386082548595
BackhedF_2015__SID180_4M__bin.1	0.9745050527545662	0.9808651101733403	0.9924061483314177	0.99972066872385	0.9977574462495921	0.9979894076108278	0.9766709375204021	0.9968808908717388	0.9797911699818888	0.9756621360353311	0.976502985231099	0.9997636746546535	0.9970199573002945	0.9770944456265769	0.9767020682045751	0.9998687382867152	0.977313881021468	1.0	0.9968717399217705	0.9768630525199647	0.9969639620730408	0.9765568977880743	0.9967737154513733	0.9969710890593046	0.992374047562583	0.9963363536069758	0.9756930112383821	0.9806607202031464	0.9774464796244271	0.9764594099569469	0.9922505173484677	0.9767336692184015
BackhedF_2015__SID195_4M__bin.8	0.9741525748136238	0.981001897849458	0.9924495442296803	0.9979994146435438	0.9975835146833638	0.9981336051673463	0.9769075234207475	0.9997355802891079	0.9798746734443233	0.9758071899141932	0.9768090319027977	0.9969863344928873	0.9968254737908847	0.9772637774784356	0.9766437773538023	0.9973126740959376	0.9777173879435866	0.9968717399217705	1.0	0.9774106656667015	0.996893495120279	0.9767564706465556	0.9995065466620752	0.999658954467508	0.9930774714867142	0.9986129160723329	0.9756518643840315	0.980804894093713	0.9776798561220181	0.9764988856538307	0.9922410267711762	0.9764576279779072
BackhedF_2015__SID507_B__bin.5	0.9743261122040151	0.99623402689296	0.9761916109014895	0.979660102651432	0.978138256807299	0.9781152277671366	0.9778384331068488	0.9775173083699182	0.9966402709176191	0.976175032707829	0.9993751966893479	0.9758118283477156	0.9769436185080125	0.9763029243709408	0.9773081315932978	0.9769575393908687	0.9773744917773631	0.9768630525199647	0.9774106656667015	1.0	0.9777540722273496	0.9769379066591695	0.9775635689948861	0.9776337863290143	0.9730056848183121	0.9772040293905362	0.9754828902732426	0.9781614119760463	0.9996502309178995	0.9766973333014229	0.9757518605362422	0.9766507156527527
FengQ_2015__SID31868__bin.44	0.9737633940899316	0.9801892594912076	0.9927997055621435	0.9979797675225015	0.9986100363348981	0.9976978196269837	0.977013096373312	0.9970376429837832	0.9796655083454833	0.9758790546534731	0.977059487012883	0.9964297662887456	0.9977379541300525	0.9766829654942534	0.9766634199564218	0.997022534854159	0.9777302838429655	0.9969639620730408	0.996893495120279	0.9777540722273496	1.0	0.9761535903342825	0.9968703840631052	0.9969170204393658	0.9938511366726775	0.9962030085933825	0.9752443485961012	0.9803521678950698	0.9778531329584593	0.9762067488717403	0.992493727414324	0.9755419904717544
VatanenT_2016__G78847__bin.3	0.9972902640317208	0.9788866193518336	0.975529132312255	0.9779244457677646	0.9769336105452011	0.9766698443508594	0.9790794359054573	0.9768331081727957	0.9786099981222667	0.9980330139976213	0.9767865627944987	0.9759395993531715	0.9758505766590884	0.9963402672905968	0.9961510842529218	0.9767322977917561	0.9971792477637881	0.9765568977880743	0.9767564706465556	0.9769379066591695	0.9761535903342825	1.0	0.9766799355637507	0.9767565446397735	0.9741512944195706	0.9760225160090891	0.9864777239526001	0.9945128517949252	0.977020299349477	0.9986326597139817	0.9753607046675087	0.986618766056258
BackhedF_2015__SID521_4M__bin.19	0.9742403943115399	0.9809262137088982	0.9924894844740169	0.9979272628512172	0.9975169219558255	0.998117370498101	0.9768453704796947	0.9996322523782026	0.9799522063371126	0.9759605180420091	0.9769310725737577	0.996852887457503	0.9968046778042033	0.9770869999188796	0.9767109387351867	0.9972678764251357	0.9777114419370192	0.9967737154513733	0.9995065466620752	0.9775635689948861	0.9968703840631052	0.9766799355637507	1.0	0.9995451467257164	0.9924457262648867	0.9986040442042884	0.9756951655441441	0.9808132822418004	0.9777633860568494	0.9765344258706157	0.9922187206690268	0.9764245007771244
BackhedF_2015__SID526_4M__bin.2	0.9742142475433847	0.980899494804288	0.992511520069891	0.9978961224594893	0.9976419375074626	0.9982001787128613	0.976887089171288	0.9997434127808451	0.9800159953026453	0.9760113709690927	0.9770373239182909	0.9969623894615653	0.9968791339511258	0.9771670195942979	0.9767352647931109	0.9973209421134546	0.9777301088870415	0.9969710890593046	0.999658954467508	0.9776337863290143	0.9969170204393658	0.9767565446397735	0.9995451467257164	1.0	0.9927456971908921	0.9986045562919096	0.9756865077726843	0.9807348503203055	0.9779138260074023	0.9764619033358625	0.992295464601511	0.9763755615113696
VatanenT_2016__G78558__bin.4	0.9717597702884306	0.9771112540192926	0.9904874405090268	0.9920154019372749	0.9935548435150672	0.9933063897930271	0.9732433755093249	0.9927343945408952	0.9760148436037956	0.9723476318598564	0.9731497887419926	0.9922393325005543	0.9942006388611869	0.9744039318959126	0.9730332243158875	0.9924114206921646	0.9744357170865602	0.992374047562583	0.9930774714867142	0.9730056848183121	0.9938511366726775	0.9741512944195706	0.9924457262648867	0.9927456971908921	1.0	0.9929598337911041	0.9716294670651227	0.9772253163611543	0.9747766468721838	0.9736871071926203	0.9910069759652027	0.9719509787863134
BackhedF_2015__SID582_4M__bin.4	0.9740262803913406	0.9806733222070103	0.9921636131641669	0.9973571582427256	0.9966437730698676	0.9972408860832986	0.9764928589353322	0.998651693733307	0.979241595963094	0.9758692285553744	0.9769133083893751	0.9963551295614786	0.9962003322322571	0.9767437802395368	0.9764106470803151	0.996777083334238	0.9773953603033843	0.9963363536069758	0.9986129160723329	0.9772040293905362	0.9962030085933825	0.9760225160090891	0.9986040442042884	0.9986045562919096	0.9929598337911041	1.0	0.9755192449279145	0.9802879541477797	0.9772174184904396	0.9761514034944442	0.9923657059814238	0.9757440943117127
