	NielsenHB_2014__V1_CD29_0__bin.31	XieH_2016__YSZC12003_36005__bin.30	LiJ_2014__MH0271__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.52	NielsenHB_2014__V1_UC15_3__bin.6	ZellerG_2014__CCIS70398272ST-4-0__bin.61	ZeeviD_2015__PNP_Main_759__bin.12	YuJ_2015__SZAXPI015268-109__bin.32	YuJ_2015__SZAXPI015253-44__bin.3	YuJ_2015__SZAXPI017588-123__bin.39	XieH_2016__YSZC12003_37322__bin.37	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.40	LeChatelierE_2013__MH0136__bin.24	NielsenHB_2014__MH0111__bin.16	NielsenHB_2014__V1_UC1_0__bin.3	ZeeviD_2015__PNP_Main_565__bin.34	ZeeviD_2015__PNP_Main_59__bin.13	NielsenHB_2014__MH0136__bin.7	LeChatelierE_2013__MH0111__bin.11	XieH_2016__YSZC12003_35506__bin.79	BackhedF_2015__SID128_12M__bin.24	VatanenT_2016__G78545__bin.5	VogtmannE_2016__MMRS81135225ST-27-0-0__bin.12	HMP_2012__SRS045645__bin.35	ZeeviD_2015__PNP_Main_555__bin.28	QinJ_2012__CON-083__bin.1	LiJ_2014__MH0399__bin.87	ZeeviD_2015__PNP_Main_599__bin.21	HeQ_2017__SZAXPI029573-88__bin.45	LeChatelierE_2013__MH0229__bin.57	ZeeviD_2015__PNP_Main_467__bin.22	ZeeviD_2015__PNP_Main_409__bin.35	LeChatelierE_2013__MH0431__bin.12	ZeeviD_2015__PNP_Main_662__bin.2	FengQ_2015__SID31428__bin.21	XieH_2016__YSZC12003_36674__bin.4
NielsenHB_2014__V1_CD29_0__bin.31	1.0	0.7862185390661376	0.7599487668129705	0.5853219582931224	0.7006371406198927	0.6660602888970159	0.686524706194432	0.6062924919962019	0.7004612207727487	0.6998912848641782	0.7039024793599403	0.6675131537545014	0.8190972370594859	0.7435194069558818	0.5507850631285874	0.7470622217955256	0.6809191340303903	0.8280241981356936	0.7424405798806519	0.7110585879685253	0.7550180165231468	0.6118320248485397	0.47501244480306687	0.6915625622586998	0.7017265117869073	0.6290965877654128	0.6950188045552697	0.7896936497374799	0.6330961282649918	0.7093365712944315	0.5565465768606022	0.6025199269460925	0.593711725640512	0.757883789679776	0.7607268097962382	0.5047351296396085
XieH_2016__YSZC12003_36005__bin.30	0.8136325601883252	1.0	0.7870262795026312	0.6239496727337884	0.7114222426163379	0.7201935628743374	0.6727854756630751	0.6469912585434658	0.7563533636603277	0.7398955803411701	0.7564010307579125	0.7063121000342859	0.8265543637504932	0.8046246273495429	0.5850447065688132	0.7952077912158154	0.715225272980279	0.830296518062097	0.8047136442185266	0.7815129766494395	0.7609914296855752	0.637534795545481	0.5036568704080935	0.7164249906532287	0.7502611640075509	0.677920887549871	0.6832946349245912	0.7850546994302346	0.6758396157227912	0.7507257746334084	0.5741082663361748	0.6312025374976382	0.6401197305602951	0.7995799552388725	0.8183963984349112	0.49300470985382283
LiJ_2014__MH0271__bin.47	0.8174487197395425	0.8180510337236137	1.0	0.6366482689293138	0.7203925964926104	0.7221935690297193	0.659920630656767	0.6635500350404666	0.7631873333787009	0.7484333270057533	0.7731962516848674	0.7442559303154358	0.8120052101055034	0.7905720251718296	0.592866787726405	0.806056687953601	0.7349806531256454	0.8154650831002277	0.7955236550012357	0.8049780146441692	0.8054525831449982	0.6673424044565266	0.5316814767855416	0.7237951631023289	0.7488661096008491	0.6862815677594278	0.7302582488362626	0.8857871808004508	0.6928419549595691	0.7905021830151038	0.560664181002217	0.645836989600085	0.6607462007657565	0.8215777641675114	0.8163264696998459	0.5267376071957718
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.52	0.8109713433340766	0.835362956242263	0.8200381371244916	1.0	0.7472069938565398	0.7261546860222825	0.712945862198882	0.7528129973780727	0.8905772084547544	0.8453593424421599	0.8697078973065656	0.8809076020514083	0.8475337736530906	0.8160006766264023	0.6319575263153848	0.8689382347739837	0.7751793444412834	0.845884496797558	0.8173739206655544	0.8043342534427212	0.7769654843645478	0.7100801956065418	0.5812228484433748	0.7788292825453454	0.7916559662301914	0.8178383324234758	0.8112981231306273	0.8310902142906572	0.759786862683285	0.7844491261523794	0.5766856070799726	0.6879129919958172	0.6977809729580107	0.8238018714871171	0.8543561669114311	0.5787723844160637
NielsenHB_2014__V1_UC15_3__bin.6	0.8217972009172754	0.8063320117503933	0.7855331906952403	0.6325600196317229	1.0	0.7296016569799042	0.6838199062806543	0.6433490052978313	0.7942795919257379	0.7760232612483718	0.7923795587939508	0.745420946189161	0.8674682953532832	0.7817604630378789	0.5940060756797712	0.8315505741432764	0.7200103626335931	0.8685488212178828	0.7830649051057451	0.7604610851213541	0.7860734536275401	0.660134909512468	0.5051172012557533	0.7512017595647694	0.7470475932588204	0.6928312316237375	0.6986029321306082	0.8182548986551359	0.7078075804747674	0.7505130870558859	0.5702390630929467	0.6578703616311775	0.6420725527553734	0.7997056543397759	0.8420954651110566	0.48943720875434243
ZellerG_2014__CCIS70398272ST-4-0__bin.61	0.8854875776970323	0.9251946806352251	0.8925783425862737	0.6967666967925189	0.8269575963258756	1.0	0.7846771307892358	0.7504037479019495	0.8567187413541878	0.8497740561078628	0.8517889222937455	0.8136503310769685	0.906742903517347	0.9338871571647269	0.6672770533227586	0.8968965453640002	0.8071601158308279	0.911908073113599	0.9237685596768541	0.8637143331427412	0.8948152793404283	0.7338104284633971	0.5887452275116661	0.8065735839312392	0.8451806628917129	0.7836604754966154	0.7784252171828024	0.8880749580389915	0.7891628087131343	0.8319206153051626	0.6402368260877584	0.7113370345094712	0.73038419683863	0.9180153826290647	0.9304351033808584	0.561650404854566
ZeeviD_2015__PNP_Main_759__bin.12	0.9118017970873064	0.8634473090493392	0.814816425416307	0.6834238559617792	0.7743093611134246	0.7839102385036016	1.0	0.6815436288604173	0.8051506871931549	0.8034694649202396	0.8051049897881041	0.7759367783771672	0.8919057365721492	0.8139503858851035	0.6447100462796784	0.8570467241225546	0.7542297739231444	0.9083767028732612	0.8099960862383738	0.7958033566955175	0.8407438063432421	0.6842493574723734	0.5746094898769192	0.7787368500189055	0.7871260091203176	0.7273198987876184	0.747201218204372	0.838744176344812	0.7299902487634061	0.7669712423281796	0.6212576957746853	0.6570210746113325	0.6923857067361661	0.8358305982453671	0.8410364171465509	0.5681130878105121
YuJ_2015__SZAXPI015268-109__bin.32	0.7997612091513555	0.8246915008173206	0.8137211769123948	0.7167283164805948	0.7235245587822985	0.744567727804786	0.6769047083962582	1.0	0.8404881523283572	0.8195855346330915	0.8022677078201441	0.8032259457750052	0.8183073960011683	0.8107073757969151	0.6196132056756383	0.820120654529962	0.735016093859005	0.8225634658786032	0.8118354466055024	0.7924393634488953	0.7984508608402773	0.6862601561144586	0.5691757762715686	0.7617991741145449	0.7769999465612142	0.7841504953336227	0.7392216531032195	0.8148302147287543	0.7458780761158641	0.7784515782376766	0.5642110934527239	0.6847836351404671	0.6785722913306916	0.8319137893296653	0.8260025811665613	0.546922548166281
YuJ_2015__SZAXPI015253-44__bin.3	0.7122315027045816	0.7431505187402169	0.7214264029911217	0.6535788165748587	0.6885555514175212	0.6552490776885843	0.6164104282978347	0.6478739720276405	1.0	0.747873520605718	0.7557164122339856	0.7247206544715035	0.7469481056643295	0.7270087993418268	0.545507844020183	0.7946752527116351	0.6702317713006256	0.7498563914008638	0.7270962623393361	0.7254576007601945	0.7396734413811705	0.6218590909039611	0.4968739031857974	0.6781846970225338	0.6975490046710884	0.6895419083184646	0.6795254201327406	0.7355090741449223	0.6681727230560361	0.7151087531839353	0.5029816417989615	0.5979263933984058	0.6087864763020419	0.7360417520136239	0.7627303803568265	0.4955924292029356
YuJ_2015__SZAXPI017588-123__bin.39	0.6378998842733092	0.6516393940129647	0.6341600103587527	0.5560996261137683	0.6030109171542564	0.5825812110029377	0.5513749625709129	0.5662889363665056	0.670367594098748	1.0	0.6518285626421294	0.6304499785541448	0.6727585034839398	0.6439487282203177	0.4823547144464137	0.6643617430220042	0.588706936317949	0.6739354965322457	0.6434712544611425	0.6210628646806995	0.618756423640616	0.5388261024383533	0.4669480929374348	0.5999215000768814	0.6096217032055484	0.5938574821756618	0.5794831953515097	0.6570974653426885	0.6062733173096377	0.6045485445143121	0.45316761352140944	0.535454955611126	0.532569375318653	0.6447519361965574	0.682431393495027	0.42430877580583815
