	LeChatelierE_2013__MH0079__bin.19	LiJ_2014__MH0385__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.8	KarlssonFH_2013__S126__bin.3	XieH_2016__YSZC12003_36034__bin.56	CosteaPI_2017__mickey1-11-30-0__bin.4	ZeeviD_2015__PNP_Validation_13__bin.57	LeChatelierE_2013__MH0426__bin.85	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	ZeeviD_2015__PNP_Main_553__bin.24	LiJ_2014__MH0309__bin.10	FengQ_2015__SID31223__bin.58	CosteaPI_2017__SID713B051-11-0-0__bin.73	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	ZeeviD_2015__PNP_Main_438__bin.39	CosteaPI_2017__SID713B051-11-90-0__bin.68	XieH_2016__YSZC12003_37223__bin.28	LeChatelierE_2013__MH0132__bin.8	LiJ_2014__MH0362__bin.58	RampelliS_2015__H21__bin.19	RampelliS_2015__H14__bin.79	ZeeviD_2015__PNP_Main_82__bin.39	LeChatelierE_2013__MH0189__bin.85	SchirmerM_2016__G89006__bin.14	LeChatelierE_2013__MH0415__bin.1	NielsenHB_2014__MH0079__bin.17	ZeeviD_2015__PNP_Main_225__bin.4	LiJ_2014__MH0402__bin.12	ZellerG_2014__CCIS36797902ST-4-0__bin.3	ZeeviD_2015__PNP_Main_403__bin.9	LiJ_2014__MH0315__bin.76	NielsenHB_2014__MH0132__bin.49	LeChatelierE_2013__MH0437__bin.12	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	LeChatelierE_2013__MH0224__bin.40	CosteaPI_2017__mickey1-11-0-0__bin.28
LeChatelierE_2013__MH0079__bin.19	1.0	0.9051137963617704	0.6199720906365963	0.9025506404760861	0.5249344505422301	0.8449465904895401	0.8511867737151368	0.7211059867461813	0.8519483363891792	0.7979305770229596	0.9206354073452939	0.5471455479559207	0.8899088252410782	0.8979531047602362	0.843206322784929	0.7533750930833589	0.89993429409961	0.6753483977146862	0.928257917560997	0.8977372139446693	0.8906422282435248	0.8641183206823401	0.9043741356545246	0.8849420849420849	0.8977472262723478	0.7978335825985745	0.920057821192343	0.9110598674618122	0.882240008009862	0.9062145266359205	0.8296571403540609	0.5156223600307879	0.8926040186980219	0.8872674480454059	0.8706857818689261	0.9212167481211242
LiJ_2014__MH0385__bin.37	0.8255419334954283	1.0	0.607637295526409	0.9024479755259522	0.5294715934385809	0.8711134321883953	0.8611126331290025	0.7119744757599625	0.8433712315788273	0.8199399563941874	0.9272741801079871	0.5433792221727566	0.906314852231088	0.8940943803294408	0.8406087691060808	0.7504349166124448	0.8999315091948905	0.652561556111092	0.9664606234946292	0.8976188030090293	0.8795583484583862	0.8467295640560255	0.8989617935458831	0.8851911464219263	0.9010998481787154	0.7337054667077612	0.9106640183555357	0.9145360318710546	0.8802923415864754	0.9042201751081583	0.8319098661004759	0.4938392520804082	0.8907291987717316	0.8954019839503213	0.8629293517345297	0.9567155234409781
ZellerG_2014__CCIS74726977ST-3-0__bin.8	0.850386982753367	0.9138037439090022	1.0	0.9021655069057773	0.6014957439193023	0.8883015933372188	0.8926207620517425	0.7669889162508723	0.8509148620775785	0.8126560570075337	0.9370038256230049	0.5920059328485999	0.918831901764662	0.9237544837554794	0.8336158703700047	0.8138414250510069	0.9209262522542163	0.7530863773659079	0.9438576734341082	0.9364150041329088	0.9276101486731346	0.8823120942732389	0.9116124009582511	0.8914534191559252	0.9045405346945468	0.8281722757778924	0.9177572596282185	0.9551903412675455	0.9103557906645185	0.9170688706558321	0.9015552269065672	0.608799362081441	0.925916643133835	0.9224738399315388	0.9036710359052358	0.9392458106552656
KarlssonFH_2013__S126__bin.3	0.8147219032243669	0.8931492441115946	0.5937171136433861	1.0	0.5106662652283425	0.8330871416781666	0.8508801610573569	0.6910378517551535	0.8169085370228001	0.7808254076566641	0.9097588489189127	0.5253355220383427	0.8792516074949966	0.8798831385171222	0.8065052214284464	0.7370435875029161	0.8912292316391394	0.6446073294880362	0.9102084899686551	0.8666531849668503	0.8703282662100965	0.838798599786138	0.8877179643461761	0.8639841473286182	0.9152381431180348	0.7246134979305779	0.8857205639041045	0.8912958869706338	0.8664633867347982	0.878553986017067	0.819251641387538	0.4899308083766546	0.8761493102020504	0.8859273084068754	0.8465413508776192	0.9098040389741632
XieH_2016__YSZC12003_36034__bin.56	0.8058695082036508	0.8911819040308798	0.6732056345280559	0.8684783642461278	1.0	0.8415104055088722	0.8826271280065402	0.727434556683917	0.7832418614347239	0.7731951632132141	0.9069830220598901	0.8098764673050006	0.8970621717506981	0.8864794190629807	0.7638910637414872	0.7472214990503766	0.8853333384569125	0.7012649156194551	0.9138220395239299	0.9029184226933568	0.8983571563751575	0.8417400058985204	0.8763712378919417	0.8811813180215171	0.8957114682032281	0.7650602004536289	0.8782090016802138	0.9152351866920155	0.8908418264662963	0.8723998236207886	0.8447421030435021	0.5412622641672568	0.89244998986492	0.8725842724693763	0.8800189060069803	0.9081665688383277
CosteaPI_2017__mickey1-11-30-0__bin.4	0.8440423518292325	0.9540557164842831	0.646920565941258	0.9219080326702681	0.5475639196820486	1.0	0.9023480036155831	0.7509035832027914	0.8571125844042352	0.8270421105403246	0.9338718368336895	0.5527260020678334	0.9272663967064688	0.9060929824934271	0.8413306645696619	0.8001596507436823	0.9170553751792477	0.6915371353630774	0.9655925768030095	0.9124765118375338	0.9071369008252581	0.8719768562680732	0.9118582871488028	0.8952518593623221	0.9108099931113893	0.7715644147618804	0.9143936959834774	0.9193594967188459	0.9073038027381914	0.9128484468120485	0.8698215087182808	0.527720094865297	0.9143593154396147	0.9010302911344454	0.8907448826123213	0.9820889868491294
ZeeviD_2015__PNP_Validation_13__bin.57	0.7860260444205593	0.8718385673546162	0.6009448109077986	0.8704476438958569	0.5309207427889546	0.8341634378403991	1.0	0.6783678752734028	0.8069742647377499	0.7673419030860934	0.880357467906767	0.5287190733340845	0.917552390776103	0.8630879425370052	0.7900242992652434	0.7664098052302651	0.8651370553682306	0.6382027211709876	0.8890820887544387	0.8592231747380099	0.8567579983877539	0.8419940999881538	0.8703430501501006	0.8664089384312671	0.870872953270866	0.7229045856556323	0.8724880887371027	0.8796380247384434	0.8695450172059601	0.8634473751881676	0.8416837859468769	0.48948023842751104	0.8584008714219259	0.8519056575970599	0.8667423671124903	0.8900529036321768
LeChatelierE_2013__MH0426__bin.85	0.8567841661895805	0.9274719882227855	0.6643806181550519	0.909570473690863	0.5629976876807661	0.8931440849981784	0.8728216986252482	1.0	0.8556688996780597	0.8260972363695844	0.9271143594280914	0.5772351799668395	0.9010171230585069	0.9103809006892347	0.8418730529305487	0.7958132895157513	0.9098582124508353	0.7239090834739809	0.9649404819438352	0.8941522859245931	0.9092574555566295	0.8810776448545321	0.9121593790196064	0.8950913403272935	0.9050372870770352	0.7856851825691279	0.9187223506844019	0.9218555060707674	0.8818144642631435	0.903827594667539	0.8704387458456323	0.5650787749912638	0.9014364632668387	0.8986847290274133	0.8772924303144308	0.956990118738708
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	0.8051211905091386	0.8738377999898284	0.5862591618794848	0.8552313636992644	0.48215229802468873	0.8108693569504912	0.8258394274542364	0.6805834980313122	1.0	0.7734465461917214	0.9163505766499072	0.5050763642728983	0.8734120098830614	0.8910343979268753	0.8126848786557332	0.7270856914417371	0.877749746595749	0.6535866311368478	0.9006146753291298	0.865243936334917	0.8525601221544505	0.8441188332877975	0.8720755020479322	0.8758342824904464	0.8619245476275804	0.7052994309788323	0.9028145908807587	0.9023681026438017	0.8490284297688787	0.8779094178857866	0.8134016253354576	0.5043359625872426	0.874775720975012	0.8836309724454664	0.8469124894883068	0.8879468282776671
ZeeviD_2015__PNP_Main_553__bin.24	0.8180035360170796	0.9215866401166013	0.6073686695543284	0.8867602077474186	0.5163207203415926	0.8487557222917906	0.8518574353868578	0.7127691786586743	0.8390201280972225	1.0	0.9187979851374376	0.5218435017346499	0.8950344363927494	0.8945385472050582	0.8188208229835978	0.745793602323815	0.9004468776302014	0.6611434575985876	0.9548330271180178	0.8896373914560795	0.8835135128199865	0.850288937244678	0.8974029006630674	0.8778765421961284	0.8917620809640137	0.7398294603083365	0.898475509617556	0.9093138638556443	0.8643579485968839	0.8930213700654857	0.8316356773345924	0.5084506445917928	0.8867877927863199	0.8820713926467267	0.8584938825364892	0.952974565311108
