	LeChatelierE_2013__MH0079__bin.19	LiJ_2014__MH0385__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.8	KarlssonFH_2013__S126__bin.3	XieH_2016__YSZC12003_36034__bin.56	CosteaPI_2017__mickey1-11-30-0__bin.4	ZeeviD_2015__PNP_Validation_13__bin.57	LeChatelierE_2013__MH0426__bin.85	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	ZeeviD_2015__PNP_Main_553__bin.24	LiJ_2014__MH0309__bin.10	FengQ_2015__SID31223__bin.58	CosteaPI_2017__SID713B051-11-0-0__bin.73	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	ZeeviD_2015__PNP_Main_438__bin.39	CosteaPI_2017__SID713B051-11-90-0__bin.68	XieH_2016__YSZC12003_37223__bin.28	LeChatelierE_2013__MH0132__bin.8	LiJ_2014__MH0362__bin.58	RampelliS_2015__H21__bin.19	RampelliS_2015__H14__bin.79	ZeeviD_2015__PNP_Main_82__bin.39	LeChatelierE_2013__MH0189__bin.85	SchirmerM_2016__G89006__bin.14	LeChatelierE_2013__MH0415__bin.1	NielsenHB_2014__MH0079__bin.17	ZeeviD_2015__PNP_Main_225__bin.4	LiJ_2014__MH0402__bin.12	ZellerG_2014__CCIS36797902ST-4-0__bin.3	ZeeviD_2015__PNP_Main_403__bin.9	LiJ_2014__MH0315__bin.76	NielsenHB_2014__MH0132__bin.49	LeChatelierE_2013__MH0437__bin.12	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	LeChatelierE_2013__MH0224__bin.40	CosteaPI_2017__mickey1-11-0-0__bin.28
LeChatelierE_2013__MH0079__bin.19	1.0	0.9871359660617178	0.988392498171831	0.9873093736352049	0.9881298752087903	0.9872565126758545	0.9873458884844174	0.9859552484504999	0.9873069353170765	0.9875120233077921	0.9879574464656016	0.9882095916870388	0.9870861924639726	0.9882378868277969	0.9877523224625544	0.9868786800478391	0.9879179232127278	0.9879412303185646	0.9880354108677075	0.9772374758774872	0.9862956836531538	0.9874587482346211	0.9875019473757575	0.9883888264907809	0.987651490743265	0.999586825131381	0.9876712393182201	0.9875918553405151	0.9740783935485475	0.9842115171446844	0.9876320376633244	0.9876812540979578	0.9880929372948267	0.9874049942686666	0.987618059291921	0.988013358460985
LiJ_2014__MH0385__bin.37	0.9871359660617178	1.0	0.9882756693683065	0.9876082304485622	0.9878192534381139	0.9962460688488336	0.9877907696175581	0.9927569968874426	0.9874104312996458	0.9951482001789984	0.9873926086554871	0.9877623393385542	0.9875032104839948	0.9883499519234409	0.9876801272559497	0.9871308789832636	0.9878363486115644	0.9883378370668506	0.995511284401728	0.976704641434065	0.9857634035802584	0.9880042596466412	0.9879417334322717	0.9875602059035534	0.9877054590339414	0.9876032549906579	0.9875609280561513	0.9874230540983071	0.972853518628553	0.98348634788239	0.9880992006703224	0.9883272127065355	0.9875809689185666	0.9877544235877669	0.9877458170032424	0.9968220118496617
ZellerG_2014__CCIS74726977ST-3-0__bin.8	0.988392498171831	0.9882756693683065	1.0	0.9884886457042146	0.9890811881970694	0.9884725041190096	0.9888378275839445	0.9867181978798587	0.9884567754749602	0.9887019042497089	0.9890498780501064	0.9893776493118065	0.9883354306907246	0.988972716663144	0.9892266228818911	0.9880948038779426	0.98864488711232	0.989004981237227	0.9889408307012685	0.9776003914129308	0.9871389920550393	0.9891017980205031	0.9889738850270741	0.9889288281811647	0.9892321007494631	0.9886265014811164	0.9884068983623046	0.9885522256402786	0.9736501230603423	0.9845474064449543	0.9890105440774074	0.9887694801981233	0.9887778971412648	0.9891159492850726	0.9887545478621995	0.9887790102975035
KarlssonFH_2013__S126__bin.3	0.9873093736352049	0.9876082304485622	0.9884886457042146	1.0	0.9881556813051924	0.9878754062519257	0.98792568359913	0.9862432471870165	0.9884719488188977	0.9878185604376915	0.9881577914014068	0.9892186040772738	0.9878842113948072	0.9891336512633591	0.9882627288169147	0.987526395059299	0.9883267068785044	0.9883714786826321	0.9880381469551787	0.9767699629152143	0.9860774132686335	0.9884594109020857	0.9885403076969529	0.988087485916876	0.9882748693175234	0.9880048492018381	0.9880700020920977	0.9880837201787723	0.973422085034605	0.9835180783232755	0.9885759623524792	0.9884248337857643	0.9886314093330036	0.9875439193018247	0.9886204937980042	0.9882760008688535
XieH_2016__YSZC12003_36034__bin.56	0.9881298752087903	0.9878192534381139	0.9890811881970694	0.9881556813051924	1.0	0.9877517836140921	0.9879405490034151	0.9860982692833609	0.988392279138107	0.988562458776581	0.9884271667392542	0.9886885655412307	0.9881009320319312	0.988546936029533	0.988207339064168	0.9876112442211412	0.988478204908186	0.9884522993844296	0.9884521783225576	0.9778011508279574	0.9862493447925642	0.9884927797833934	0.9882011523700063	0.9883606412530251	0.9879502369793791	0.9885453116834594	0.9881497094987164	0.9885149303829843	0.9733954613255348	0.9844833417892779	0.9883465420094347	0.9886452169884821	0.9887984161956764	0.9879409698127245	0.9883401143439143	0.9885444018149098
CosteaPI_2017__mickey1-11-30-0__bin.4	0.9872565126758545	0.9962460688488336	0.9884725041190096	0.9878754062519257	0.9877517836140921	1.0	0.9877266653027348	0.9937385270441198	0.9877236797841235	0.996418912659878	0.9882615520682358	0.9885207946007041	0.9882934765662996	0.988659352231912	0.9883251053193137	0.9878262788773784	0.9880914615624493	0.9884701814266632	0.9964437122148454	0.9766902075185756	0.9856745610198088	0.9882320769594254	0.9879541409418336	0.9879889595835492	0.987791757538122	0.9879466576167215	0.9879084053601748	0.987976249414733	0.9730898081310493	0.9834738739855111	0.9879983782935586	0.9881649532321933	0.9883017702744429	0.9880244323240936	0.9880001580842409	0.9992062770258539
ZeeviD_2015__PNP_Validation_13__bin.57	0.9873458884844174	0.9877907696175581	0.9888378275839445	0.98792568359913	0.9879405490034151	0.9877266653027348	1.0	0.9859811357203451	0.9876773114854275	0.9881972005188469	0.9884349972231017	0.9893094790655228	0.9901596960356296	0.9885876543863598	0.988047091813136	0.9895750637195504	0.9880695696478553	0.9882342098246003	0.9883141384664106	0.9769823795059007	0.9860389886779604	0.988320511376971	0.988308671544342	0.9879325715799343	0.9882385805509034	0.9877364941153806	0.9884593704765976	0.9879868399787892	0.9734712849803883	0.9832197254591528	0.9885671274882363	0.98852927549695	0.988514214491388	0.9884773623921492	0.9887492756938342	0.9883248333585724
LeChatelierE_2013__MH0426__bin.85	0.9859552484504999	0.9927569968874426	0.9867181978798587	0.9862432471870165	0.9860982692833609	0.9937385270441198	0.9859811357203451	1.0	0.9860875719527096	0.9927900316759669	0.9866155743885582	0.986654635801567	0.9863400031254477	0.9868316067229004	0.9867898613623926	0.9856518768313863	0.986512294199827	0.9862011893535536	0.9967826544444914	0.9753772809815672	0.9839184109574933	0.9861016455511868	0.9867204251780288	0.9863558602698513	0.9862280290963066	0.9863213543679261	0.98635243555982	0.9866226777084681	0.9713703039386717	0.9822977742725821	0.9865074162022236	0.9861730701856826	0.9866480796085976	0.9865908326612969	0.9865223251162993	0.9942836087114714
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	0.9873069353170765	0.9874104312996458	0.9884567754749602	0.9884719488188977	0.988392279138107	0.9877236797841235	0.9876773114854275	0.9860875719527096	1.0	0.9877382158937976	0.9880605694631401	0.988883511333006	0.9875251909969015	0.9889521039048327	0.9887563891511063	0.9874397850170505	0.9890437357649194	0.9890968255232548	0.9880621494878402	0.9766508420088593	0.9860794290596022	0.9880271063488109	0.9879118457078813	0.9882821857860778	0.9881053831192032	0.9875627555038119	0.9874536960077825	0.9883487523876702	0.9733879978521102	0.9838347314691228	0.9882426058248103	0.9888891594513457	0.9887014939239783	0.9895056038102201	0.9880688560783772	0.9883998401703095
ZeeviD_2015__PNP_Main_553__bin.24	0.9875120233077921	0.9951482001789984	0.9887019042497089	0.9878185604376915	0.988562458776581	0.996418912659878	0.9881972005188469	0.9927900316759669	0.9877382158937976	1.0	0.9881912744454073	0.9888395760473306	0.9876402855901021	0.9890857478465153	0.9887467678039968	0.9874990656364884	0.9882887970123865	0.9884324929843037	0.995515392137322	0.9768457340249582	0.9862196280789042	0.9885817894869525	0.9881420356254587	0.988265302806318	0.9878565728218331	0.9879899972328762	0.9879155527654142	0.987846472068978	0.9729646003001126	0.9838275713652673	0.9884756241226522	0.9887734224905811	0.9882928175452594	0.9884575818288867	0.9882136619910722	0.9967444194840992
