	LeChatelierE_2013__MH0079__bin.19	LiJ_2014__MH0385__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.8	KarlssonFH_2013__S126__bin.3	XieH_2016__YSZC12003_36034__bin.56	CosteaPI_2017__mickey1-11-30-0__bin.4	ZeeviD_2015__PNP_Validation_13__bin.57	LeChatelierE_2013__MH0426__bin.85	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	ZeeviD_2015__PNP_Main_553__bin.24	LiJ_2014__MH0309__bin.10	FengQ_2015__SID31223__bin.58	CosteaPI_2017__SID713B051-11-0-0__bin.73	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	ZeeviD_2015__PNP_Main_438__bin.39	CosteaPI_2017__SID713B051-11-90-0__bin.68	XieH_2016__YSZC12003_37223__bin.28	LeChatelierE_2013__MH0132__bin.8	LiJ_2014__MH0362__bin.58	RampelliS_2015__H21__bin.19	RampelliS_2015__H14__bin.79	ZeeviD_2015__PNP_Main_82__bin.39	LeChatelierE_2013__MH0189__bin.85	SchirmerM_2016__G89006__bin.14	LeChatelierE_2013__MH0415__bin.1	NielsenHB_2014__MH0079__bin.17	ZeeviD_2015__PNP_Main_225__bin.4	LiJ_2014__MH0402__bin.12	ZellerG_2014__CCIS36797902ST-4-0__bin.3	ZeeviD_2015__PNP_Main_403__bin.9	LiJ_2014__MH0315__bin.76	NielsenHB_2014__MH0132__bin.49	LeChatelierE_2013__MH0437__bin.12	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.61	LeChatelierE_2013__MH0224__bin.40	CosteaPI_2017__mickey1-11-0-0__bin.28
LeChatelierE_2013__MH0079__bin.19	1.0	0.9169089441374693	0.6272529301702722	0.9141517994030149	0.5312403396682165	0.8558531441837762	0.8620958304912925	0.7313780091737953	0.8629011970989281	0.8080211260114015	0.9318573493614012	0.5536735856022728	0.9015512850196805	0.9086406387865059	0.8536616959631547	0.7633918011551724	0.9109403453001508	0.6835916722464535	0.9394986326915014	0.9186479603011207	0.9030174652540941	0.8750930833588856	0.9158201035024374	0.8953380099247198	0.9089716713703748	0.7981633636414835	0.9315425868100098	0.922506461080205	0.9057176648748771	0.920751800654556	0.8400468076318968	0.522053403252755	0.9033603874770811	0.8985851329449385	0.8816017221203607	0.9323930088921986
LiJ_2014__MH0385__bin.37	0.8363001267079895	1.0	0.6148459527641748	0.9137712178806662	0.5360004794356358	0.874395854023264	0.8717561042430054	0.7171689325708024	0.8541242879810053	0.8239375363857402	0.9391139572845679	0.5501112975583028	0.9177842083033686	0.9046334029656519	0.8510941406116229	0.7602182573656153	0.9110127507048845	0.6602616348755179	0.9708183509697157	0.9190278871728137	0.8922611097793455	0.8570100339029485	0.9099340205244113	0.8963414494937388	0.9123163590288004	0.7429151969681403	0.9221345159412349	0.9261846055500382	0.9048559980822575	0.9194028743307877	0.841929500131274	0.49967181489218404	0.901930299190667	0.9065026311884297	0.8736350353298403	0.959765647295184
ZellerG_2014__CCIS74726977ST-3-0__bin.8	0.8603737728951563	0.9246445827135401	1.0	0.9126715929681324	0.6081358649796272	0.898660903197232	0.9026968195914472	0.7773130341559381	0.8608518684782226	0.8219424414118326	0.9473777272692159	0.5983619432482518	0.9296761739306582	0.9340545681303373	0.8426945364060774	0.8236471053758715	0.9315035805668308	0.7614586292819382	0.9544126848972437	0.9578709382261023	0.9396955810063011	0.8920336572423756	0.9217760092151421	0.9014333425747979	0.9143865570165463	0.837699853824636	0.9285217061403095	0.9662517735457783	0.9349927341488139	0.9314623802293314	0.9115729173014809	0.6157141520584289	0.9364253042172838	0.9326245730829612	0.9139488034306148	0.9499046813025144
KarlssonFH_2013__S126__bin.3	0.8251941336529777	0.9043558129380258	0.6006311920967112	1.0	0.5167872582120215	0.8433119565542809	0.8612795225218762	0.7006768905400833	0.826435730420985	0.7904542786791625	0.9206615146237843	0.5310611020385799	0.8900350844291451	0.8895492913352023	0.8160838185144786	0.746353303760208	0.9017556901340507	0.65219135051045	0.9212280849414873	0.8872643691665993	0.8826165719840863	0.8485918496346102	0.8980088696780942	0.8744004550638563	0.9260967485190371	0.7334108719364673	0.8964147904791332	0.9020449064876538	0.890120945534121	0.8932769060176772	0.8287189579625159	0.4956682507663951	0.8862244330201474	0.8971016793189407	0.8562854565410063	0.9205971187950523
XieH_2016__YSZC12003_36034__bin.56	0.8155501907412442	0.902171020588142	0.6806373860524008	0.8788881961382944	1.0	0.8519452148492851	0.8934010542404502	0.7376897205311742	0.7924402870869475	0.7821409323697162	0.9176022802488907	0.8191421399332718	0.9078649181171999	0.8967499536476201	0.7730068716802809	0.756594766840324	0.895652867266958	0.7094575186442241	0.9244979773070277	0.9234172223348343	0.9108823859995638	0.8515388509797404	0.8868348673649464	0.8915584870967463	0.9066362197977019	0.7739252732388737	0.8887408388003524	0.925868854947312	0.9151900351509551	0.8861499088803475	0.8547023408672362	0.547478766767313	0.9025600923781316	0.8832352328042278	0.8904008784376414	0.9186907205897752
CosteaPI_2017__mickey1-11-30-0__bin.4	0.8549372336289227	0.9576506711707263	0.6544649074663289	0.9332229822058807	0.5543537645445328	1.0	0.9135604366204051	0.7556349711390962	0.8677655521952915	0.8300144648324542	0.9449642504853908	0.5591445370566004	0.9382500428194046	0.9164865334535194	0.8512691421491716	0.8100206158243016	0.9281077823799088	0.6996034360540637	0.9690387574996469	0.9342537734209642	0.9203209017454065	0.8823604056154055	0.9229763299332018	0.9061354893476573	0.922066808272834	0.7809778076714871	0.9255855006619818	0.9305481758933628	0.9323947236491884	0.9281877952819892	0.8803875874984841	0.5340404890288559	0.9251823106475919	0.9119514271676308	0.901563502114716	0.9828691126444139
ZeeviD_2015__PNP_Validation_13__bin.57	0.7960999823750871	0.8826146124975079	0.6077283798659929	0.8810861569310693	0.5374015099638545	0.8445286202582483	1.0	0.6880130366569296	0.8170424240322911	0.776506857824739	0.890657929332767	0.5344324344627724	0.9266711162348563	0.87305150808579	0.7995816250169748	0.7744837489634528	0.8755831390258912	0.6458010811872835	0.8995946270019445	0.8794663985368433	0.8688885614314896	0.8519443746189697	0.8806388886481114	0.8769919763306087	0.8812375578227165	0.7318800003467196	0.8826747105613679	0.8903337465075224	0.8932415682127471	0.8781835360198323	0.8514179386941962	0.495160083328277	0.8683748385586866	0.8618362847839215	0.8766048061115108	0.9005671754776785
LeChatelierE_2013__MH0426__bin.85	0.8689888993806554	0.9342386819036855	0.6733235685554325	0.9222577455259225	0.5709346676877551	0.8987717198153119	0.8852316408544428	1.0	0.8677412879097675	0.8320966266905582	0.9396915916340142	0.585042789058492	0.9134954683004082	0.9225291270437259	0.8531431927849692	0.8073979345264206	0.9222978951203372	0.7340379339316119	0.9680550495550087	0.9167245366067645	0.9241187535781468	0.8934957657048113	0.9244354892674186	0.9074730291381964	0.9176754871855878	0.7965813363866852	0.9314341583827148	0.9343546696208838	0.9078046350476219	0.920115690312795	0.882343844100612	0.5730016282891068	0.9136352483698521	0.910899127861588	0.8892778277582399	0.9624921001955434
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.53	0.8154720297296114	0.8849793077835614	0.5931055119712071	0.8652054969502784	0.48781471506953983	0.8209475722276037	0.8361429566628464	0.6901856563140534	1.0	0.7830481130993143	0.9274234849264389	0.5107541570716049	0.8844452960246579	0.9009884244228474	0.8219262980980192	0.7363342073858025	0.8874731367838891	0.6607913545684322	0.9114959780576165	0.8859296476468591	0.8645957891723941	0.8543478492277232	0.8827462752236285	0.8862188300943716	0.8723002246042814	0.7141818857061079	0.9142854946320877	0.9130057588111941	0.8722404957143043	0.8923342405028108	0.8230788882620312	0.5100025192581317	0.8847723264816608	0.8930024944203755	0.8571391399276393	0.8983680411407863
ZeeviD_2015__PNP_Main_553__bin.24	0.8283479256050746	0.9260797938948535	0.6143091936444071	0.8976954303779279	0.5222944850450598	0.8518061143842506	0.8620318241537167	0.7179455432841336	0.8494357255763348	1.0	0.9297774721326956	0.527733228296348	0.9062352452117505	0.9044095005440026	0.8281400755445159	0.7552347422659249	0.9111171555847515	0.6688807402541416	0.9591343686490259	0.9107245499148071	0.895858779997126	0.8601098526060805	0.9081719715476362	0.8883004793381644	0.9027242471208917	0.7488228245026994	0.9094659023258679	0.920501200911461	0.8883755363044773	0.907701101348716	0.8413314977521401	0.5142236158725597	0.8972925605074621	0.8923715178699732	0.8687330640691396	0.956087184119229
LiJ_2014__MH0309__bin.10	0.7932772034871177	0.8765120299169772	0.5879687512485384	0.868235851896047	0.5088272662136858	0.805296732625007	0.8210590801701475	0.6732688932156755	0.8354214666030967	0.7720838804705957	1.0	0.5406236432549628	0.877609411915118	0.8873031304685981	0.7993793931903718	0.7216133646211502	0.8966681671323438	0.6568555744075603	0.9098404800779887	0.8780100096154102	0.8585080399212655	0.8294268842608253	0.8769099640687302	0.868400991905476	0.8713372878150645	0.7094670505727961	0.9178391163411367	0.9242971561292247	0.8656628640072023	0.8849496189793815	0.8064995911452992	0.49850495020496005	0.8916527052330738	0.8907662762792358	0.8518395797985825	0.8976227829287847
FengQ_2015__SID31223__bin.58	0.8356041739268402	0.9102515065745298	0.6583643336837105	0.8878783671858104	0.8052790787064189	0.8447649781510097	0.8734288512445945	0.7431253830774447	0.8156628975151554	0.7769108068213049	0.9584430032705016	1.0	0.9278874713252662	0.90852700878965	0.780119921538184	0.7690381816653586	0.9231531299257031	0.7121703645150109	0.933057187028679	0.9126097053526485	0.8942644865841439	0.8599832461168107	0.9241815954721072	0.9083315153386806	0.8756217777815555	0.7744449449832319	0.9101315661480895	0.9417051750988564	0.9094412003864537	0.9063576925728544	0.8476359930831207	0.5647059712388524	0.9375091489990641	0.89857384222073	0.9148734628501056	0.9123717133253814
CosteaPI_2017__SID713B051-11-0-0__bin.73	0.7758449199790409	0.8659426123791096	0.5832727950279787	0.8485038108167636	0.5089159595487441	0.8082916565919079	0.8635709827561416	0.661635121228293	0.8053922801409407	0.7607384362861487	0.8871768829656786	0.5290941979621433	1.0	0.8598148254854329	0.7993167294128924	0.7607335896316058	0.8566375741740089	0.6269314591499722	0.9051498935620811	0.8701053501142464	0.842460571119001	0.8369466938007519	0.8595622609320333	0.8640448778669981	0.8539805304501842	0.7065442222223419	0.8696422253468186	0.8732298267428704	0.8648058026302256	0.8638967856448555	0.8223038733924589	0.48021784096618597	0.8672000499743935	0.8556736284371531	0.8740203699505265	0.8923261841588712
VogtmannE_2016__MMRS20257302ST-27-0-0__bin.74	0.8382862424493995	0.9150331929103015	0.6282434458507274	0.9091433925642569	0.5389046079807315	0.8464304703931017	0.8722238932376987	0.7163214207570143	0.8795719993741871	0.8139078265297345	0.9616048753367931	0.5553812696035614	0.9217658778383128	1.0	0.8355861251960717	0.7699202203969986	0.9250646740721198	0.6915002017727133	0.9471563325745448	0.9160394585448002	0.9057891737825947	0.8887629052268659	0.9279818629712143	0.9149240797692113	0.9141978134650235	0.7569155504700236	0.940222163592351	0.9452944813575291	0.9016988742872285	0.9227253806980585	0.8605366634587018	0.5358540585758599	0.9138040824479677	0.9261511869373673	0.8888113999562393	0.9402400604567627
ZeeviD_2015__PNP_Main_438__bin.39	0.821318888666126	0.8977753213655485	0.5910874380403128	0.8698071415369073	0.48445085038221897	0.8198944103978485	0.8330609003593707	0.6908370405289956	0.8367792341653225	0.7772124417279415	0.9034485499040013	0.4973253403605989	0.8936355442849583	0.8713989929913983	1.0	0.7353932276474013	0.8881965177948402	0.6368068085967203	0.9322048286562161	0.8716512568943604	0.8610164368897727	0.8522588456427883	0.8780252853923547	0.8755779040903479	0.8832704479761391	0.7092613363725414	0.9045479147889863	0.8903759815865413	0.8532070930107245	0.8971551976900092	0.8125781551501271	0.48364228135673426	0.8786959822608505	0.8779867534358163	0.8759264978846558	0.9319567791860004
CosteaPI_2017__SID713B051-11-90-0__bin.68	0.811177265388738	0.8856673218555587	0.638065100419445	0.878567077955066	0.5236872062621518	0.8616469799693063	0.8911863351889631	0.7220771172398018	0.8279331228572264	0.7828168512100603	0.9007355581384834	0.5414637487266373	0.939326095224923	0.886775779111798	0.8121979503847351	1.0	0.8866082138876994	0.6855858000441521	0.9078584100454022	0.8886289706973639	0.8909655746556269	0.8677930330103492	0.8974660414444654	0.8828293521077312	0.8834617113462935	0.7526005856803547	0.8858687990892963	0.8910779497463913	0.8843201506491157	0.888547182909411	0.8687984243549404	0.5368909469562974	0.8746239756578265	0.8789760168948302	0.8831498538458878	0.9106558183699361
XieH_2016__YSZC12003_37223__bin.28	0.7946219144268439	0.8712827239563461	0.5923940188421865	0.8714082730288386	0.508921353331663	0.8104645697788099	0.8270960008253487	0.6771259961363637	0.8191771295442624	0.7752731647591395	0.9188123276088415	0.533577553572608	0.8683268620974446	0.8746665443927873	0.8052924938576481	0.7278369041127147	1.0	0.6481923935821498	0.9041858606634559	0.8695321331933734	0.8605613790310123	0.8315851989652573	0.880395403157177	0.8653486197517076	0.8723089511575898	0.721218830395758	0.8907619354863362	0.8978057843187025	0.8530748332517264	0.8866761319750015	0.8076686465209533	0.49390186320282237	0.8748226619351043	0.8794674317517971	0.8456341401771771	0.8964711430915531
LeChatelierE_2013__MH0132__bin.8	0.8497840922969453	0.899895216113848	0.6901026290876023	0.8981503738225426	0.5744848514550336	0.8706202941572287	0.8693577533463555	0.7679943181773983	0.8692169524302938	0.8110926228876946	0.9591934052273702	0.5866092883486075	0.9056229351467869	0.9317597858581427	0.8227985465611516	0.8020572491857273	0.9237302441145606	1.0	0.9344132219061333	0.9144856138025349	0.9164560487217844	0.8738664942827827	0.9206839657317019	0.8974697064106424	0.9029710549100235	0.8016301790038608	0.9260919655574511	0.9468200385374441	0.9070325001186306	0.9173273030090167	0.8727330858037671	0.7090438528731555	0.9371607845333694	0.9307135028078503	0.8902943050307934	0.9281098527191302
LiJ_2014__MH0362__bin.58	0.8126080475609532	0.9206339584079811	0.6018339804910894	0.882702431198669	0.5208723260765786	0.8390563584737974	0.8425966920802829	0.7047136611087236	0.8342413748683403	0.8092344197717429	0.9244313870248749	0.5347446315855563	0.9097477437883139	0.8879866808547029	0.8380507110436108	0.7389836141171682	0.8965449678117047	0.6501478160996684	1.0	0.8991002215888363	0.8736927395286556	0.8397756832502872	0.8869658783502186	0.87891041510831	0.899853645282496	0.7296361807913764	0.9093699494361771	0.9085369616024542	0.8774365841328537	0.8975224701039097	0.8240522936663697	0.49265953151335323	0.8840220051678803	0.8892873109810421	0.871862764307202	0.9536671491031985
RampelliS_2015__H21__bin.19	0.7601028915998267	0.8337119107692897	0.5778109957112967	0.8132770135754572	0.49769306802019103	0.7738435179897202	0.7880076816615088	0.6383954668048772	0.7756655567366504	0.7350556837615909	0.8533893079100506	0.5003357749722603	0.8365860616883605	0.8215561836702042	0.7496180139001001	0.6919511865516039	0.8247803482843374	0.6086789934310299	0.8600949696922313	1.0	0.8257449570327123	0.7786836481989569	0.8268980346938131	0.8097385615162014	0.8273676536604132	0.6899629430766928	0.8368796382639527	0.8535643147575819	0.8446467321095625	0.8355375739183878	0.768113855934156	0.4622909431885316	0.837036523100645	0.8275172896927698	0.8083975327141129	0.8493895212320068
RampelliS_2015__H14__bin.79	0.8215423521160118	0.8899996128691406	0.6232704359548924	0.8895453034195041	0.5398044533712266	0.8381815780364723	0.8560237561713213	0.7076023391812866	0.8323364713705343	0.7950295813521342	0.9174927356032865	0.5390797216301397	0.8906332549962653	0.8932247545134904	0.8141777568271665	0.762827694886229	0.897521907052158	0.6707081989761527	0.9189831894117433	0.9079385737188246	1.0	0.8536036189903627	0.8971091572388916	0.8775499398808548	0.8958458581552531	0.7522846413801898	0.9023502259022427	0.9083234273378149	0.889961469093294	0.9115349055400703	0.8379538540015667	0.5113008052321875	0.8750113862017452	0.8893511686797472	0.8645172933632107	0.914561357963965
ZeeviD_2015__PNP_Main_82__bin.39	0.8397970446686692	0.9017165567495439	0.6241038581690782	0.9021549441086144	0.5323103494247517	0.8476784086418759	0.8853587029499266	0.7216726699711865	0.867574588906758	0.805163242240844	0.9350237870182093	0.5468437911738813	0.9333260869304117	0.924497686155487	0.8500913407086501	0.7837327062192153	0.9148633732766273	0.6746108861790278	0.931747892437758	0.9031458196462394	0.9004146063461674	1.0	0.9118877440106078	0.9378558894639303	0.9000410762950143	0.7487547997410512	0.9286299374126978	0.9224072390364125	0.8968042162054392	0.914657391270927	0.8661879636847118	0.5200961569642937	0.9030341209492708	0.898808787444586	0.9046591568309759	0.9249901212711552
LeChatelierE_2013__MH0189__bin.85	0.8072010655988616	0.8793170680587844	0.5923146715644503	0.8768279129540308	0.5091604548099489	0.8143800691094913	0.8405379840215326	0.6857658164489414	0.8233025291426397	0.7808175658346501	0.9079271840777909	0.5397368544426151	0.88036832656303	0.8865655671473445	0.8043638810522513	0.7444255997440797	0.8895671142512817	0.6527852007512142	0.9038440430982894	0.8808465223254545	0.869126589504513	0.8375154779337751	1.0	0.8687145800067841	0.8955928220995938	0.7288734821972737	0.8899267262894601	0.8939999393292574	0.8583873165054755	0.8789624199904581	0.8195872734844035	0.5021601542139967	0.8687631166008941	0.8740458836280001	0.853437135458464	0.9000824570547664
SchirmerM_2016__G89006__bin.14	0.7804452449512704	0.8566293365508763	0.5728548183777409	0.8443606360829179	0.506227352787322	0.7907033447645563	0.8278258184906531	0.665758641737255	0.8174258966018886	0.7553100094202586	0.8892015035321879	0.5246298580197384	0.8751998463957829	0.864450824013532	0.7932757790259333	0.724208973737279	0.8647208314264628	0.6293081864611192	0.8857579544456584	0.8530548747792894	0.8408014474579211	0.8518662966928728	0.8591341325916403	1.0	0.8575282703216034	0.6967391286560777	0.8792630488582505	0.8842720954702574	0.8440044444856577	0.8648113793669608	0.8071874336913614	0.4828670750778794	0.844308816478416	0.8594521413224254	0.8465692421737396	0.87608350701992
LeChatelierE_2013__MH0415__bin.1	0.7854707560897662	0.8643490937878354	0.5760564454161081	0.8865397603730294	0.5103323381771717	0.7976402848442998	0.8246327917023335	0.6674157825891112	0.7976229809153886	0.760929999659329	0.8844849188148323	0.5013597102889702	0.8575178271023868	0.8562876259063609	0.7933180878509656	0.7184542616602795	0.8641306316853323	0.6276848803135905	0.8990142708746217	0.8640819643852699	0.8509012372849919	0.8104419477518682	0.8780489387554473	0.8501052565550797	1.0	0.7072413157258647	0.8750623887749414	0.8868496088500945	0.8524721095814558	0.8634071111577356	0.7874866638079134	0.4783525145582821	0.8467163902273899	0.8719395703542601	0.8280438286889408	0.893134179531507
