	HMP_2012__SRS022536__bin.11	HMP_2012__SRS063603__bin.51	HMP_2012__SRS014578__bin.3	HMP_2012__SRS043755__bin.17	HMP_2012__SRS064449__bin.29	HMP_2012__SRS013533__bin.32	HMP_2012__SRS013252__bin.10	HMP_2012__SRS075410__bin.24	HMP_2012__SRS024649__bin.34	HMP_2012__SRS011098__bin.20	HMP_2012__SRS047113__bin.58	HMP_2012__SRS065099__bin.2	HMP_2012__SRS018394__bin.36	HMP_2012__SRS024561__bin.37	HMP_2012__SRS016043__bin.29	HMP_2012__SRS055401__bin.30	HMP_2012__SRS018665__bin.15	HMP_2012__SRS011126__bin.26	HMP_2012__SRS047634__bin.13	HMP_2012__SRS019906__bin.5	HMP_2012__SRS018157__bin.6	HMP_2012__SRS014690__bin.19	HMP_2012__SRS054430__bin.12	HMP_2012__SRS023841__bin.32	HMP_2012__SRS014476__bin.2	HMP_2012__SRS063932__bin.48
HMP_2012__SRS022536__bin.11	1.0	0.9816112685733918	0.9830365236047933	0.9832387656381756	0.9846337084815455	0.9832060748136822	0.98412365418187	0.9837461985582833	0.9829043652247013	0.980742845465957	0.9826105252879161	0.9965562743394162	0.981744543960749	0.9848995097645631	0.9827081025373678	0.9847167452581399	0.9836693405710527	0.9983769651798132	0.9839236554852923	0.983878729547642	0.9808587099623907	0.9814118671230437	0.9822481232439795	0.9842483616836626	0.9827162938265407	0.9841059362638558
HMP_2012__SRS063603__bin.51	0.9816112685733918	1.0	0.9805807770260137	0.9808907115933977	0.9830189156063229	0.9833970513511334	0.9813578936377558	0.9814140822300963	0.9883228986784349	0.9846345596096461	0.9871739095590609	0.9830471330951228	0.9846186801289882	0.9819698999884611	0.9897921923687597	0.9819433343851705	0.9822794238832869	0.9815917174823469	0.9870874907700172	0.981087422721114	0.9820837378074887	0.9978537627311126	0.9849655337713729	0.9813273175765227	0.9869928132733792	0.9821485172639083
HMP_2012__SRS014578__bin.3	0.9830365236047933	0.9805807770260137	1.0	0.9833011506300865	0.9854330246994828	0.9837964987037938	0.9838048031899405	0.9850477991499527	0.9823545072791742	0.9801642689535536	0.9807397741436846	0.9837212112146091	0.9821004148956299	0.9840915656524803	0.9811889919783512	0.9843304843304843	0.9845996614418698	0.9834012508619528	0.9833974441234558	0.9872617887271872	0.9812956040723495	0.9800170133958339	0.9803348565899382	0.985059797687924	0.980332201099884	0.9847903262643942
HMP_2012__SRS043755__bin.17	0.9832387656381756	0.9808907115933977	0.9833011506300865	1.0	0.9844414989941556	0.9835357934143174	0.9841438979163188	0.9838068245171196	0.9819666324076753	0.9802446410128504	0.9817985428261099	0.9845196278539896	0.9818274073070625	0.9842865997214962	0.9817069355537373	0.9842837432466125	0.983053266259945	0.9834453619320948	0.9829752968342454	0.9834189778648773	0.9803074768770714	0.9805851877169943	0.9817644558921247	0.9839101672069397	0.9816791655766455	0.9842995926375048
HMP_2012__SRS064449__bin.29	0.9846337084815455	0.9830189156063229	0.9854330246994828	0.9844414989941556	1.0	0.983815501596069	0.9847382256897208	0.9850937855815904	0.9833889246043986	0.9808112457417717	0.982527679492501	0.9847055425862193	0.9823988441276094	0.9848465546026914	0.9828980625757782	0.9851816468346434	0.9843761793342893	0.9851842644506822	0.983325327301152	0.9844898792774802	0.9815868901027682	0.9824352679617413	0.9819896076431353	0.9853111942081775	0.9822033874739655	0.9848309224962805
HMP_2012__SRS013533__bin.32	0.9832060748136822	0.9833970513511334	0.9837964987037938	0.9835357934143174	0.983815501596069	1.0	0.9842311821558865	0.9841095676165085	0.983534074878773	0.9853399845330845	0.9837957450601115	0.9847595433676366	0.9837225558285269	0.9841951552407872	0.9842371980124427	0.9842076966080251	0.9846182748984337	0.9834237033177172	0.9865473118997882	0.9842260821417769	0.9828963469126806	0.9833197401650586	0.9831139826329072	0.9843703156175373	0.9836401516931617	0.9835406688931225
HMP_2012__SRS013252__bin.10	0.98412365418187	0.9813578936377558	0.9838048031899405	0.9841438979163188	0.9847382256897208	0.9842311821558865	1.0	0.9838299726465106	0.9825426538750678	0.9807306517598531	0.9814541902338426	0.9843743859494517	0.9822487918533375	0.9999287649398843	0.982195203381187	0.9843573315355069	0.9839105974042005	0.9841873347340663	0.9830671119400851	0.9841989334060224	0.9813702153064271	0.981146904199993	0.9816565740754831	0.9838237311385459	0.9815243347947271	0.9841189491566141
HMP_2012__SRS075410__bin.24	0.9837461985582833	0.9814140822300963	0.9850477991499527	0.9838068245171196	0.9850937855815904	0.9841095676165085	0.9838299726465106	1.0	0.9816748121475277	0.9801464229162866	0.9809294594434488	0.9843824120522404	0.9819596310530715	0.9840602966315475	0.9814242865919028	0.9838923832983892	0.9845963484273175	0.9842088927979661	0.9825953561473874	0.9849796422194862	0.9809979974373018	0.9810976284847546	0.98092367172828	0.999874877462639	0.9809275202663058	0.984233955601779
HMP_2012__SRS024649__bin.34	0.9829043652247013	0.9883228986784349	0.9823545072791742	0.9819666324076753	0.9833889246043986	0.983534074878773	0.9825426538750678	0.9816748121475277	1.0	0.9843218246866623	0.9875404836534013	0.9842051233268727	0.9845975207990159	0.9829560564532187	0.9927580179087439	0.9824620007816378	0.982833857878044	0.9826016985745781	0.9866856587529076	0.9819745891601861	0.9830539454075546	0.9883492747793404	0.9843162157783898	0.9815393632846589	0.9861790141636991	0.9827404733490968
HMP_2012__SRS011098__bin.20	0.980742845465957	0.9846345596096461	0.9801642689535536	0.9802446410128504	0.9808112457417717	0.9853399845330845	0.9807306517598531	0.9801464229162866	0.9843218246866623	1.0	0.9847091422942731	0.9825106341796128	0.9841704481386795	0.9807385614727536	0.9852041053988169	0.9805569542947492	0.980381998025352	0.9800332642822728	0.9937964250585083	0.9810186540813338	0.9826455848019123	0.984771422496279	0.9843760931924719	0.979978781228654	0.9843348841855216	0.9808409632726394
HMP_2012__SRS047113__bin.58	0.9826105252879161	0.9871739095590609	0.9807397741436846	0.9817985428261099	0.982527679492501	0.9837957450601115	0.9814541902338426	0.9809294594434488	0.9875404836534013	0.9847091422942731	1.0	0.9837975898962599	0.9831652601364278	0.982504608819935	0.9876951874794389	0.9826418059759752	0.9830408610631067	0.9818907358163692	0.9868816050422451	0.9816329048335759	0.9828792266471508	0.9872871591041379	0.9840575881822231	0.9810701896406901	0.987170845229979	0.9821069884976926
