	HMP_2012__SRS022536__bin.11	HMP_2012__SRS063603__bin.51	HMP_2012__SRS014578__bin.3	HMP_2012__SRS043755__bin.17	HMP_2012__SRS064449__bin.29	HMP_2012__SRS013533__bin.32	HMP_2012__SRS013252__bin.10	HMP_2012__SRS075410__bin.24	HMP_2012__SRS024649__bin.34	HMP_2012__SRS011098__bin.20	HMP_2012__SRS047113__bin.58	HMP_2012__SRS065099__bin.2	HMP_2012__SRS018394__bin.36	HMP_2012__SRS024561__bin.37	HMP_2012__SRS016043__bin.29	HMP_2012__SRS055401__bin.30	HMP_2012__SRS018665__bin.15	HMP_2012__SRS011126__bin.26	HMP_2012__SRS047634__bin.13	HMP_2012__SRS019906__bin.5	HMP_2012__SRS018157__bin.6	HMP_2012__SRS014690__bin.19	HMP_2012__SRS054430__bin.12	HMP_2012__SRS023841__bin.32	HMP_2012__SRS014476__bin.2	HMP_2012__SRS063932__bin.48
HMP_2012__SRS022536__bin.11	1.0	0.8332220015838575	0.8618161868769485	0.8309637745017182	0.7262523910505677	0.7254404135161908	0.8379043142343946	0.8708062636183943	0.7288186410357589	0.6429440428097156	0.7703069566699261	0.8183166092693023	0.773159358109432	0.782506668513589	0.7421028122126524	0.7996629974273708	0.8613705561089234	0.9636268694392981	0.569017634766855	0.8235229253791735	0.8337523842157399	0.8136753055851478	0.7729096590696798	0.7989193681702984	0.7598706303807182	0.8413563578934514
HMP_2012__SRS063603__bin.51	0.8659774676434792	1.0	0.8669890084910709	0.851089442752755	0.7368440493836514	0.7277174505003244	0.8545853203449467	0.8693710545881618	0.7903306924034986	0.6681748222936784	0.8166686398658856	0.7944961948826261	0.805407197283615	0.7899006928297096	0.8035849083409499	0.8075685607800609	0.8693151735862817	0.8839796744694857	0.5925469897661996	0.8284727911613303	0.877716266580793	0.9220999891079403	0.8095726997627426	0.798057424832949	0.7943702258444897	0.8628254002831935
HMP_2012__SRS014578__bin.3	0.8720190837653368	0.8440711786825414	1.0	0.8442675858151634	0.7593966520421731	0.7365986710706125	0.8536047624580215	0.9217248419060897	0.7485131150171234	0.6559491075001705	0.7734217810899582	0.7883007740100804	0.7849000721081585	0.7852808990836179	0.7489188386713657	0.8136668012931519	0.9176648390660243	0.9021090253226886	0.5794370031037859	0.8667437541609726	0.8828214760595381	0.8158521764307752	0.7884879601505604	0.8374209991498245	0.7600670181708872	0.8627787275399684
HMP_2012__SRS043755__bin.17	0.8607347595309274	0.8482357860873522	0.8642831049107628	1.0	0.7312461120650351	0.7291240901406217	0.8456729348752604	0.8745260141197526	0.7431588863915904	0.6585026718785841	0.7713540255643228	0.7831421971800141	0.779945948854363	0.7960027072770816	0.770155196452221	0.8235823845749396	0.8583257737875543	0.8850058572713705	0.5830680019294541	0.8223250299471289	0.8485161421867964	0.8232803173970871	0.7894006515211442	0.8082534192588593	0.7651220021012548	0.8742560415795471
HMP_2012__SRS064449__bin.29	0.9196723978955361	0.8977910976886211	0.9503923077899552	0.8939678421859836	1.0	0.7913596502869461	0.9138573105192035	0.9485008753212493	0.7873044375382988	0.7040594826083996	0.8386281517623558	0.8499086596217827	0.8317363673187242	0.8475152301281305	0.8176504462003441	0.8782536042809383	0.9481927530093855	0.9421030097895189	0.6496406970719147	0.9011954453290618	0.9176263272628237	0.8709936886856795	0.8488042661669007	0.8803100610589945	0.8152408604806016	0.9265711064360634
HMP_2012__SRS013533__bin.32	0.8302896163863194	0.8013916021991111	0.8331965233934567	0.8056419237111617	0.7152472331189225	1.0	0.8022479246436249	0.8400637913285097	0.714845669000606	0.643208716340322	0.7368409524475072	0.7597415804520673	0.7530140776906621	0.7641473124930248	0.7278584324814263	0.7675590429631886	0.8309060433835271	0.8346317239825564	0.5699248292830985	0.8009431020150175	0.8202119215521027	0.7821811919883265	0.7630761271696196	0.7945264203114261	0.7204362759465179	0.8152335695086629
HMP_2012__SRS013252__bin.10	0.90170887782872	0.8848741020423174	0.9078569151935666	0.8785917081423003	0.776613136538603	0.7543148552234781	1.0	0.9167519062446369	0.7741858925638071	0.6827214553656803	0.7981092014612499	0.8106406453036507	0.8198582881800573	0.881035624095913	0.7876450829921299	0.856274793439086	0.9067879471400202	0.9311574766469708	0.6068286463824258	0.878158236693064	0.8802010444504377	0.8508975899183563	0.8224061588251158	0.8440424645107509	0.7811900850761271	0.8999181111628706
HMP_2012__SRS075410__bin.24	0.8916786032557726	0.8565369738763665	0.9327746854106109	0.8645145035389848	0.7669710302481721	0.7515730635897484	0.8723016698782702	1.0	0.7476818133039701	0.6567543986525263	0.7880397710041199	0.8016759437681673	0.7970391037993346	0.8063034522015424	0.7602859182464178	0.8263186626043383	0.9296560862607137	0.9262052844485297	0.5845600414320175	0.8756684878713368	0.8808801504243516	0.8269112151058896	0.797392768993174	0.9022950911457726	0.7644412509856433	0.8760296182935421
HMP_2012__SRS024649__bin.34	0.8772456337793338	0.9153026683251833	0.8904095614802919	0.863567258774672	0.7483398379655528	0.7517720460962335	0.8659146302670518	0.8788844062137336	1.0	0.6932128056793228	0.8311504972259334	0.8171222103025476	0.8287373115795617	0.8068233921053728	0.824164324779687	0.816206296659493	0.8844446053234876	0.8961013888980298	0.6169769804027387	0.8505700602638271	0.8849327269655946	0.8866921586823128	0.8331227280405591	0.8229171465615396	0.8080398570516575	0.8725805071638707
HMP_2012__SRS011098__bin.20	0.845216816258464	0.845160509682335	0.8522239899558652	0.8357285591746175	0.7309012885819847	0.738786605264545	0.8340010254984929	0.8431622252358887	0.7571114007638526	1.0	0.7688794751747899	0.766227076035442	0.8176852965559543	0.8067174943334021	0.7601399757522319	0.800182337465677	0.8410393475146036	0.8626311224416449	0.7020375792485108	0.8187934578946611	0.846094959243623	0.8322675017610781	0.8090715884204928	0.80781247753727	0.7555695589877275	0.8502436756932897
