	ZeeviD_2015__PNP_Main_415__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.8	BritoIL_2016__WL.15.ST__bin.16	ZeeviD_2015__PNP_Main_487__bin.14	BritoIL_2016__WL.39.ST__bin.32	ZeeviD_2015__PNP_Main_607__bin.26	LiuW_2016__SRR3993015__bin.15	ZeeviD_2015__PNP_Validation_27__bin.17	ZellerG_2014__CCIS22958137ST-20-0__bin.2	ZeeviD_2015__PNP_Main_16__bin.15	ZeeviD_2015__PNP_Main_727__bin.17	ZeeviD_2015__PNP_Main_602__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES23__bin.47	ZeeviD_2015__PNP_Main_769__bin.12	ZeeviD_2015__PNP_Main_539__bin.51	BritoIL_2016__W2.46.ST__bin.25	ZeeviD_2015__PNP_Main_741__bin.63	ZeeviD_2015__PNP_Main_547__bin.27	LiJ_2014__MH0401__bin.50	ZeeviD_2015__PNP_Main_38__bin.17	LiSS_2016__FAT_017-22-84-0__bin.29	ZeeviD_2015__PNP_Main_29__bin.19	ZeeviD_2015__PNP_Main_561__bin.28	ZeeviD_2015__PNP_Main_482__bin.15	NielsenHB_2014__V1_UC23_1__bin.16	LiuW_2016__SRR3992960__bin.11	ZeeviD_2015__PNP_Main_122__bin.30	ZeeviD_2015__PNP_Main_668__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.108	ZeeviD_2015__PNP_Main_650__bin.28	RaymondF_2016__P9E0__bin.30	ZeeviD_2015__PNP_Validation_74__bin.28
ZeeviD_2015__PNP_Main_415__bin.46	1.0	0.8270877917113564	0.5715782531121808	0.83279176218821	0.4983899007253707	0.9518603191224387	0.8250043207083928	0.561657779562541	0.5089826256690744	0.9216757232103372	0.7685205894462885	0.6358329054984827	0.7261223675448718	0.9152918765599029	0.7426922842314476	0.8174589659782338	0.5917527843153202	0.774068251943048	0.6710740010268036	0.8179698262058589	0.43443642712998215	0.7130471414701591	0.7204609687536535	0.8225338921449521	0.6284165366218161	0.5764142695207064	0.7779321089631824	0.5641669674218587	0.8972427526470693	0.8098672271726809	0.7600825001143717	0.7702920798873566
Bengtsson-PalmeJ_2015__TRAVELRES24__bin.8	0.5744385177300552	1.0	0.5560180422778177	0.9082594921207355	0.4685908409094219	0.8492950828570559	0.8813955448583436	0.5319784414109199	0.4684482996772743	0.8565721878666962	0.826697222564233	0.6186505714226453	0.8571582397437612	0.798966995305848	0.78224554073215	0.8933517974978938	0.5532457697689905	0.8595726146077843	0.6890782966190367	0.8746674221793275	0.41718420607843476	0.7198826484072672	0.7391239495306952	0.8784326289678206	0.6359289518012049	0.5766084101092184	0.8310709877401301	0.46616410952991844	0.8127352426797575	0.857530700424667	0.8312161767970235	0.8483970289641136
BritoIL_2016__WL.15.ST__bin.16	0.652790013512121	0.9143126887669427	1.0	0.9251093233634876	0.562768954341803	0.882606373483152	0.9139520268907173	0.6199545435413948	0.5539280214684527	0.876546963691436	0.8396339100536856	0.7112382821174118	0.8004973795773943	0.8522389337760936	0.8365679212668593	0.9194787891630177	0.63843392921158	0.8616843562729768	0.7572796370449819	0.9133410061668101	0.48854299858783096	0.7888676668442158	0.790279110202885	0.9139433187568848	0.6887067115038802	0.6270465928700703	0.8814082794033767	0.5394616341393679	0.8102178339678177	0.8962476651316161	0.839478615000341	0.8434575064839314
ZeeviD_2015__PNP_Main_487__bin.14	0.5493340274084217	0.8626171408884412	0.5343124989259859	1.0	0.45424615943022134	0.8140012883978391	0.8682233899113504	0.5243221765792409	0.4598985124747004	0.818118377524038	0.8420790566614234	0.5989750656877526	0.7586747860039926	0.7631275962327146	0.7846078790096354	0.8534851915978354	0.546528807259623	0.8094550127435707	0.6607942717010582	0.8611690554836752	0.40667309608203833	0.722649941804151	0.7602963901808493	0.8854805443124613	0.6176782098562854	0.5523815032341971	0.8091146812388905	0.4439549035608651	0.7674819115062644	0.8887279439408627	0.8268341332381076	0.8381903920057303
BritoIL_2016__WL.39.ST__bin.32	0.6970627128404558	0.9436359370667653	0.6891836168836247	0.9631497188195397	1.0	0.9084563868133119	0.9522553090141266	0.6729330925584933	0.6003531640799961	0.9119755859999857	0.8591005069068728	0.7621270182074124	0.8049137262987267	0.8717918411454816	0.8653719686897915	0.9542157517933697	0.671293465664702	0.8835207277277348	0.7950546364560598	0.9543606077194878	0.5536473478035221	0.8094104808150323	0.8451063580198639	0.9564721272314922	0.7521710615184456	0.68149469987274	0.9111748793163511	0.5921416993110901	0.8283848297631827	0.9262692222925272	0.8584402127160398	0.8672613165359705
ZeeviD_2015__PNP_Main_607__bin.26	0.6094836863100893	0.7829887648220741	0.4948323877448477	0.7901578783557542	0.4159013468787443	1.0	0.7629517821071197	0.47595940445216556	0.4149989523598349	0.8986787528403254	0.7193451333554389	0.5428720800844622	0.6832859691485228	0.8750785730123825	0.6880229300969728	0.7665564779761627	0.49762297566423436	0.7358677410233512	0.6006298046507086	0.7540380934169547	0.3644624181976114	0.6377081294842559	0.6533539742178807	0.7611832027682112	0.5557578506899168	0.5068267487962309	0.7171448855834542	0.479884291703707	0.876439081250089	0.7498857767082129	0.7281595505115128	0.727589146041039
LiuW_2016__SRR3993015__bin.15	0.5582566328191206	0.8587298850599423	0.5415059886379906	0.8906540959084985	0.46071086295978925	0.8062800189696455	1.0	0.5146109696317989	0.45419273452256215	0.8169119635603944	0.8185814815499559	0.5891725975472747	0.7597962181956393	0.7620534856293756	0.7504507010642694	0.8716040486348692	0.5293455515278261	0.8116467260378163	0.6738377544961542	0.8378013613257426	0.39182551021768225	0.7003819296497882	0.7167365846296856	0.8471851445145606	0.5940276573304653	0.5702347687117796	0.8232211335266127	0.43954242394406107	0.7832042964613356	0.8408050318575677	0.801596511511419	0.8171127528730715
ZeeviD_2015__PNP_Validation_27__bin.17	0.6925023424304243	0.944390388357729	0.6692856448969488	0.980048603472751	0.5932240303591517	0.9164958807695079	0.9376717651740919	1.0	0.6084929163023757	0.9135572665482133	0.8645824519840934	0.7456778633274107	0.790458238931037	0.8794094881750352	0.8749118650760076	0.9428399971170087	0.7083305913579202	0.8804960938601687	0.7623216540849166	0.9713925788043734	0.5432668051755961	0.8456307013503054	0.8463569331240031	0.9567104755995525	0.7453793797181563	0.6653042965971302	0.9087924967017953	0.5915443745632425	0.8263044752172428	0.9586337754964542	0.876990282439136	0.8811157803035289
ZellerG_2014__CCIS22958137ST-20-0__bin.2	0.7011623235266571	0.9291489452957802	0.6681456480047757	0.9604561413029683	0.5913162292015514	0.8928402306265553	0.9246516049237912	0.6798634167007308	1.0	0.904814465015191	0.8554583864719161	0.740233515076769	0.7620628594786831	0.8780159884038994	0.8773341222789909	0.92602321495939	0.6732889668108885	0.8913346982326625	0.7823910480343611	0.9510553169364516	0.5536385304253216	0.8455315010770684	0.8592896162905608	0.9476976295742582	0.7702566320014915	0.6223590817302769	0.8953926332199224	0.6038209011661749	0.8149131736710394	0.9269361628005703	0.8555389149487987	0.8479342257405775
ZeeviD_2015__PNP_Main_16__bin.15	0.5863965356653127	0.7846667938733798	0.48830439380611107	0.7890950428190733	0.4148526234767535	0.8929535296628807	0.7680877435253939	0.4714108302501876	0.41788537165920675	1.0	0.714416751830483	0.5428239243486586	0.680761008770795	0.8427797793071331	0.6822777871206437	0.7687648767172907	0.4923635546298931	0.7393530406716514	0.597996736824403	0.7594976520659232	0.3633589687200849	0.6426422505239192	0.6472609052805878	0.7664767729166128	0.5560282237199555	0.5045422498771054	0.726156826472795	0.46554584616180694	0.8684979043233034	0.751710822488422	0.7214181069053841	0.7191639608289565
