	HMP_2012__SRS024561__bin.28	CM_periimplantitis__SP_261SPT_T016__bin.3	HMP_2012__SRS014578__bin.49	CM_periimplantitis__SP_201SPI_T016__bin.7	CM_periimplantitis__SP_304SPI_T016__bin.6	HMP_2012__SRS051941__bin.47	HMP_2012__SRS014107__bin.7	HMP_2012__SRS049268__bin.47	HMP_2012__SRS018157__bin.52	CM_periimplantitis__SP_326SPI_T016__bin.3	HMP_2012__SRS015650__bin.14	CM_periimplantitis__SP_125SPI_T016__bin.4	HMP_2012__SRS017691__bin.13	HMP_2012__SRS022602__bin.81	HMP_2012__SRS023964__bin.22	CM_periimplantitis__SP_325SPI_T016__bin.2	HMP_2012__SRS011126__bin.74	HMP_2012__SRS047634__bin.17	CM_periimplantitis__SP_189SPI_T016__bin.38	HMP_2012__SRS063603__bin.41	HMP_2012__SRS019128__bin.42	CM_periimplantitis__SP_281SPI_T016__bin.1	HMP_2012__SRS058808__bin.44	HMP_2012__SRS016043__bin.17	HMP_2012__SRS063999__bin.47	HMP_2012__SRS064449__bin.46	HMP_2012__SRS019029__bin.15	HMP_2012__SRS055378__bin.37	HMP_2012__SRS017511__bin.27	HMP_2012__SRS020226__bin.25	HMP_2012__SRS015215__bin.13	HMP_2012__SRS014476__bin.36	HMP_2012__SRS024087__bin.47	HMP_2012__SRS011255__bin.25	HMP_2012__SRS016331__bin.45
HMP_2012__SRS024561__bin.28	1.0	0.8581412586575351	0.8692192048232527	0.8909127454783223	0.8236819448750263	0.6996071957494794	0.5585563531257163	0.8986987477083174	0.926232520064846	0.7000520267307405	0.8593774410343439	0.8761194385785266	0.9048592187814064	0.8444137940432557	0.5895616565427872	0.5152082066935869	0.6556803796929304	0.9004410834992527	0.8542161362681796	0.5976031689097213	0.8285054895744564	0.6973275586420099	0.9094958760663898	0.8859913768978929	0.8681100474859506	0.8708208883673779	0.8465376916386862	0.5692610111485156	0.8275092433833825	0.46308267870013964	0.4179289273003091	0.8626504042170366	0.5271042719834839	0.8042977291719088	0.7048531838753149
CM_periimplantitis__SP_261SPT_T016__bin.3	0.8556696728407763	1.0	0.8705863398309658	0.8506925976683063	0.933773259673656	0.6461904216537709	0.5771534002896177	0.8436244327027227	0.8542007174442213	0.7067820413772755	0.8530670934579803	0.8714467487897011	0.8435322286969923	0.793049079706966	0.5580642593980146	0.5476058987270024	0.7285572305410726	0.8355395972529029	0.9418027727200375	0.5664538533509847	0.7747664812233821	0.7566954666687372	0.8411577329073185	0.8703320508888466	0.8717650952515907	0.8160069065653135	0.8606370423284326	0.5577764858432881	0.8076245918759535	0.4439205531463889	0.43005210011607997	0.9725576614734782	0.5122966173747288	0.8354857307021868	0.6734687341069411
HMP_2012__SRS014578__bin.49	0.8619363980243948	0.8657856813994094	1.0	0.8762688977324169	0.8469094250494914	0.6506572641710673	0.571660085498877	0.8709384896485357	0.8696788821248662	0.6880540945931468	0.898171590396868	0.9201505351642847	0.8631752533934599	0.8048563902640542	0.555052570516304	0.5139005653273001	0.6640901821073958	0.846102986669395	0.8690929957134736	0.5741783353297227	0.7891547309603808	0.6993012797805483	0.846199990926965	0.892669856385438	0.9982563364049739	0.8300586755106236	0.8385202458985538	0.5924947661135654	0.8117181143144502	0.4444252473608568	0.4145942664209869	0.8759407241247175	0.5477729077243381	0.8118788228605736	0.6747437591514589
CM_periimplantitis__SP_201SPI_T016__bin.7	0.8638162371423476	0.8272018331739939	0.8567964944699944	1.0	0.8100328147960093	0.6559070879770627	0.5572999000550216	0.8637128946009893	0.8676469894288603	0.6876459890353092	0.8405901189430182	0.8676729430351374	0.8541407327222125	0.7949405568039501	0.559591367547422	0.495573258536613	0.6217540296512873	0.8508578374700236	0.8232998264411565	0.5663987625320528	0.7807930100803806	0.6745332833765736	0.8494445456372932	0.8595975964129284	0.856863030078814	0.8272263711290196	0.8179897185968442	0.5547262460798258	0.8034703274778852	0.44516191747130707	0.3913265879124146	0.8274363593979897	0.5067804976108525	0.7864192800375241	0.6714801955108755
CM_periimplantitis__SP_304SPI_T016__bin.6	0.8488464239141338	0.9650807503260106	0.8801579897682816	0.8609659945832079	1.0	0.6418502357307654	0.5776923462734476	0.8410121376266425	0.8522434547095997	0.7092035309459325	0.8618918647808205	0.8710437355802989	0.8384511987160197	0.7903912127595546	0.5567098003811817	0.5443660347075935	0.7264871100411274	0.8315116862273046	0.947422509780319	0.5638544487912528	0.7668713010332029	0.7459268733072525	0.8288810311967099	0.8649292807703882	0.8811691242852843	0.8085229210552713	0.8589913732570971	0.5595310462433544	0.8029777309659946	0.44271742401444475	0.4313837897482195	0.9655487009730164	0.5164755742802688	0.8238022870899789	0.672983248069014
HMP_2012__SRS051941__bin.47	0.9482481224582686	0.8783768540415384	0.8893528459145945	0.9169039773870424	0.8441737661986417	1.0	0.5699797815883821	0.9208025357120476	0.9514573417901045	0.7261595902226005	0.8854048134991704	0.9008756914004137	0.9304374499074834	0.87485825673095	0.6168178924697135	0.5575175880391439	0.6871383856274469	0.9308945905029536	0.8674094376774882	0.643664512894597	0.8657932840571393	0.7240816784250088	0.9361962340322373	0.8954427766178852	0.891625355801167	0.9056740185165029	0.8667544007203427	0.6183364172183028	0.8657616206392712	0.5051443159217518	0.45763533637434073	0.883880351859731	0.5745656999429399	0.83621899211383	0.7350306244619692
HMP_2012__SRS014107__bin.7	0.8771287706075083	0.9089505618509939	0.9052912507461158	0.9026079087893014	0.8802851939289674	0.6603711434124374	1.0	0.8878758952434306	0.8835318007738969	0.7467929439799824	0.8880532052217789	0.9060967883201637	0.8770240660082251	0.8354357048797693	0.6099669607311897	0.5589826992845696	0.6684402759615818	0.8659956910618192	0.9048647896775022	0.5663318921802478	0.7997176797155091	0.74753581164789	0.8605013745344658	0.8983478837060538	0.902917436984263	0.8471855480139371	0.8800452140444788	0.5722603124476955	0.8475241183605247	0.48000333220476554	0.41753977819438826	0.9142545758584821	0.5277555078822692	0.9053944268111029	0.7158332460795006
HMP_2012__SRS049268__bin.47	0.9130676856650933	0.8595885635623014	0.8923401065478362	0.9050489077709508	0.8291278880604911	0.690220126999008	0.5744400898348381	1.0	0.9236764838225099	0.7216326522539308	0.8638360385645019	0.8902633434501365	0.9207976945951746	0.8561841554842863	0.590946400722318	0.5129496068489668	0.6527266416070586	0.903546715796948	0.8557346846138556	0.5892256541556524	0.8390083357315002	0.6951024981482194	0.8962869453682744	0.8894123650474838	0.8924167489954895	0.9403815706064841	0.8565569839070639	0.5698459931822834	0.841701205214851	0.46953141301972234	0.41563298255815684	0.8638009313788025	0.5271393379477031	0.8324383473317055	0.7108715581360161
HMP_2012__SRS018157__bin.52	0.9157328780833307	0.8469569911926831	0.8670852515936316	0.8847196132171343	0.8176037592769377	0.6940174337141625	0.556255870261448	0.8988347049856804	1.0	0.6985577441258891	0.847638807624796	0.8681823168478429	0.8998581513873064	0.8266771625658239	0.5808758430080375	0.5083853316601484	0.6501492586148493	0.9619356850306408	0.8484428409755798	0.5847174960736612	0.8263605533828103	0.6831742909494041	0.9034269816462908	0.865483440088689	0.8667575755242818	0.865128818556955	0.845121331567764	0.5605416422874389	0.8277222615711515	0.45707347257721803	0.41115696116773937	0.8566198264712221	0.5177873733563267	0.8020186963015429	0.6983277453576817
CM_periimplantitis__SP_326SPI_T016__bin.3	0.8744263576683116	0.8853827818241173	0.8667016014264082	0.8858733679803473	0.8595957010792288	0.6692020710395502	0.5940141193978495	0.8871974034800614	0.8825644950579675	1.0	0.8577658815869702	0.8694676076356361	0.8782562124195502	0.8229403436291582	0.6031133679560308	0.547889294096978	0.6709504301291633	0.8639064153714564	0.885420472458177	0.5677400999774465	0.7989125644160292	0.7294499416707042	0.8610242976927861	0.8689545286816607	0.872310210939889	0.850088542594368	0.883100674723141	0.5606226492746681	0.8259562022673956	0.4795008544223576	0.4453099781090365	0.8947343144651182	0.5243441981651956	0.8426385632330297	0.7174685754338527
